topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$throughput
2,10,4,10,10,0,1,1000,1024,10000,2,29,0.450312729948
4,10,2,10,1,0,1,1000,1024,10000,5,29,0.01793598234
2,10,4,1000000,10,1,1,1000,512,10000,2,0,0.446559970567
2,10,4,10,1,1,1,10,1024,100,2,29,0.0866077998528
4,1,2,1000000,1,0,1000,10,512,100,2,0,0.495621780721
4,10,4,1000000,1,0,1000,1000,512,10000,2,29,0.398399558499
2,10,4,1000000,10,1,1000,1000,512,10000,2,29,0.281291390728
4,1,4,1000000,10,1,1,10,512,100,2,29,0.121265636497
2,10,4,1000000,10,1,1000,1000,512,10000,2,0,0.279782928624
2,1,2,1000000,1,0,1000,1000,512,10000,5,0,0.807211184695
4,10,2,1000000,1,0,1,10,512,100,5,29,0.0295621780721
4,1,2,1000000,1,0,1,1000,1024,10000,2,29,0.0318064753495
4,1,4,1000000,1,0,1,10,512,100,5,0,0.0344186902134
2,1,4,1000000,1,0,1,1000,1024,10000,2,0,0.0879323031641
2,10,4,1000000,10,0,1,10,512,100,2,29,0.457174392936
4,1,2,1000000,10,1,1,10,512,100,2,29,0.176968359088
4,1,4,1000000,1,1,1,1000,512,10000,2,29,0.0287895511405
2,10,4,10,1,0,1000,1000,512,10000,5,29,0.713337012509
4,1,4,1000000,10,1,1,1000,1024,10000,2,0,0.171559970567
4,1,2,10,1,0,1,1000,512,10000,5,0,0.0203090507726
4,10,4,1000000,10,0,1,1000,1024,10000,5,0,0.175864606328
2,10,2,1000000,1,1,1000,10,512,100,5,0,0.928697571744
4,10,4,10,1,0,1000,10,512,100,2,0,0.454304635762
4,10,4,1000000,10,1,1,10,1024,100,2,29,0.195309050773
4,10,2,10,10,1,1000,10,1024,100,2,0,0.0280353200883
2,1,4,10,10,1,1000,10,1024,100,5,0,0.238226637233
2,10,4,10,10,1,1000,10,512,100,2,0,0.175018395879
2,1,4,10,1,1,1,1000,1024,10000,5,0,0.0854856512141
2,1,2,10,1,1,1,10,1024,100,5,29,0.0841059602649
2,1,4,10,10,1,1,1000,512,10000,2,0,0.430721118469
2,10,4,10,1,1,1000,1000,512,10000,2,29,0.704580573951
4,1,2,1000000,1,0,1000,1000,1024,10000,5,0,0.414275202355
2,10,2,10,10,1,1,10,512,100,2,29,0.473197203826
2,1,4,1000000,10,1,1000,10,1024,100,2,0,0.17608535688
2,1,4,10,10,0,1000,10,1024,100,5,29,0.283627667403
2,1,2,10,1,1,1000,1000,512,10000,2,29,0.899668874172
4,10,4,10,1,1,1000,10,512,100,2,0,0.352005150846
4,1,4,1000000,10,0,1,10,1024,100,5,0,0.172774098602
2,1,2,10,10,0,1,1000,1024,10000,2,0,0.473528329654
2,10,2,10,1,0,1,10,512,100,5,29,0.0871596762325
4,10,2,1000000,10,1,1000,1000,512,10000,2,29,0.0882082413539
4,10,2,10,10,1,1000,10,1024,100,5,29,0.0733075791023
2,10,2,1000000,10,0,1000,1000,1024,10000,5,29,0.0955665930831
4,10,4,1000000,10,0,1000,1000,1024,10000,5,0,0.114863870493
2,1,4,1000000,10,1,1,10,1024,100,2,29,0.464569536424
4,10,2,1000000,1,0,1,10,1024,100,5,0,0.0336276674025
4,10,2,10,10,1,1000,1000,512,10000,2,29,0.0761773362767
4,1,2,1000000,10,0,1000,1000,512,10000,5,0,0.0717439293598
2,1,2,10,1,0,1000,1000,1024,10000,5,0,0.917236938926
4,1,4,1000000,10,1,1000,10,1024,100,2,0,0.069701986755
4,10,2,1000000,1,0,1,10,1024,100,2,0,0.0363134657837
4,1,2,10,10,0,1000,10,1024,100,5,29,0.0734731420162
2,1,4,1000000,10,0,1000,10,512,100,2,29,0.160264900662
2,1,2,10,1,0,1,1000,512,10000,2,29,0.0868285504047
2,10,4,1000000,1,1,1000,10,1024,100,5,0,0.757634289919
2,10,4,10,10,0,1000,10,1024,100,2,0,0.235743193525
4,10,4,1000000,10,0,1,10,512,100,5,29,0.14593451067
2,10,4,1000000,10,0,1000,1000,1024,10000,5,29,0.275018395879
2,1,2,10,1,0,1000,1000,1024,10000,2,0,0.804838116262
2,10,2,1000000,10,0,1000,10,512,100,5,29,0.107707873436
4,10,2,1000000,10,0,1000,1000,512,10000,5,0,0.0456769683591
4,10,2,10,1,1,1000,10,1024,100,5,29,0.423307579102
2,1,2,10,1,1,1000,10,512,100,5,0,0.808572479765
2,10,4,1000000,10,1,1000,10,512,100,2,29,0.32934142752
4,1,2,10,10,0,1000,10,512,100,5,0,0.080298013245
4,10,2,1000000,1,1,1,1000,1024,10000,2,0,0.0319352465048
2,10,4,10,1,0,1,1000,512,10000,5,0,0.0896615158205
2,1,2,10,10,0,1,10,1024,100,5,0,0.458885209713
2,1,4,1000000,10,1,1,10,1024,100,5,0,0.428348050037
2,1,2,1000000,1,1,1,1000,1024,10000,2,29,0.0885025754231
2,1,4,10,1,0,1000,1000,512,10000,5,0,0.824705665931
2,10,2,10,1,0,1,10,1024,100,2,0,0.0891096394408
4,1,4,10,1,1,1,1000,1024,10000,5,0,0.0245401030169
2,10,4,10,1,1,1000,10,1024,100,5,0,0.696835908756
4,10,4,1000000,10,0,1,10,1024,100,5,0,0.150772626932
4,10,2,10,10,0,1,10,1024,100,2,0,0.175699043414
2,1,2,1000000,1,1,1,10,1024,100,2,29,0.0894039735099
4,1,2,10,1,1,1000,1000,1024,10000,2,0,0.519278881531
2,10,2,10,10,1,1,1000,512,10000,5,29,0.488208241354
4,1,4,1000000,1,1,1000,10,1024,100,2,29,0.467752023547
4,10,4,10,10,1,1000,1000,512,10000,2,0,0.076250919794
4,1,4,10,1,1,1,1000,512,10000,2,29,0.0306291390728
2,1,2,1000000,1,1,1000,1000,512,10000,5,0,0.831401766004
4,1,2,10,1,0,1000,1000,1024,10000,5,0,0.398988226637
4,10,4,10,1,1,1,10,512,100,5,29,0.0278145695364
4,1,4,10,1,1,1000,10,512,100,2,29,0.395805739514
4,1,2,1000000,10,0,1,1000,512,10000,2,0,0.190231788079
2,10,2,1000000,10,1,1,1000,1024,10000,5,0,0.466942604857
2,1,2,1000000,10,1,1000,10,1024,100,2,29,0.114348785872
2,1,2,10,1,0,1000,10,512,100,5,0,0.918156732892
4,10,4,1000000,1,0,1,10,512,100,2,29,0.0240066225166
4,1,2,1000000,1,0,1,10,1024,100,5,29,0.0291758646063
4,1,2,1000000,1,1,1000,1000,512,10000,5,29,0.473675496689
4,1,4,10,1,0,1,1000,1024,10000,2,29,0.0151214128035
4,1,4,10,1,1,1000,10,1024,100,2,0,0.437821927888
4,1,4,10,10,0,1000,10,1024,100,5,29,0.0941869021339
4,1,2,1000000,1,1,1,10,512,100,5,0,0.0333885209713
4,1,2,1000000,10,0,1000,1000,512,10000,2,0,0.0802612214864
2,10,2,10,10,1,1000,1000,1024,10000,2,0,0.11929727741
4,10,4,1000000,10,1,1000,10,1024,100,5,29,0.150183958793
2,1,2,1000000,1,0,1,10,512,100,5,29,0.0780537159676
4,1,2,1000000,10,0,1,10,1024,100,5,29,0.18668138337
2,1,2,1000000,1,0,1,10,1024,100,5,29,0.0870676968359
4,1,4,10,1,1,1,1000,1024,10000,2,29,0.0331861662987
4,1,2,10,1,1,1000,1000,512,10000,5,29,0.483259749816
4,10,4,10,10,1,1000,1000,1024,10000,5,29,0.117715231788
2,1,2,1000000,1,0,1,1000,512,10000,2,29,0.0877115526122
4,10,4,10,1,0,1000,1000,512,10000,2,29,0.402244297277
2,10,4,10,10,0,1,1000,512,10000,2,29,0.41412803532
2,10,2,1000000,1,0,1000,10,512,100,2,29,0.806548933039
4,10,4,10,1,1,1,10,1024,100,2,29,0.0298013245033
4,10,4,10,1,1,1,1000,1024,10000,2,29,0.0426600441501
4,1,4,1000000,1,0,1000,10,1024,100,5,0,0.421100073584
2,10,2,1000000,10,0,1,10,1024,100,2,0,0.448491537896
2,10,2,1000000,10,1,1000,1000,1024,10000,5,29,0.11221486387
2,1,2,10,10,1,1,10,1024,100,5,0,0.452299484915
4,1,4,10,1,0,1000,1000,512,10000,2,29,0.407247976453
2,1,4,1000000,10,0,1000,10,1024,100,2,29,0.342144959529
2,10,2,1000000,1,0,1,1000,1024,10000,2,0,0.0889992641648
4,10,2,10,10,0,1000,1000,512,10000,5,29,0.0978292862399
4,1,2,10,10,1,1000,1000,512,10000,5,29,0.0806659308315
4,1,2,10,10,1,1000,10,512,100,5,29,0.108535688006
2,1,2,10,1,0,1000,1000,1024,10000,2,29,0.938226637233
4,10,2,10,1,0,1,1000,512,10000,5,0,0.0309970566593
4,1,2,1000000,1,1,1000,10,1024,100,5,29,0.506880058867
4,1,4,10,1,1,1000,10,512,100,2,0,0.432155997057
2,10,2,1000000,1,1,1000,1000,1024,10000,5,29,0.954598969831
4,10,2,1000000,10,0,1000,10,512,100,2,0,0.0791942604857
2,1,2,1000000,1,0,1000,10,512,100,2,0,0.858186166299
4,1,2,10,1,0,1000,10,1024,100,2,0,0.401766004415
2,10,2,1000000,10,0,1000,10,1024,100,5,0,0.140820456218
2,10,4,10,1,0,1,10,512,100,2,0,0.0819904341428
4,10,2,1000000,10,0,1,10,1024,100,2,29,0.178623988227
4,10,2,10,1,1,1000,10,1024,100,2,0,0.490231788079
2,10,4,1000000,10,0,1000,1000,512,10000,2,0,0.337729948492
2,1,4,10,10,0,1,10,512,100,2,0,0.418432671082
2,1,2,10,10,0,1,1000,512,10000,5,29,0.476066961001
4,10,2,1000000,1,0,1000,1000,512,10000,5,29,0.488962472406
2,1,4,1000000,1,0,1000,10,1024,100,5,0,0.782652685798
4,1,4,1000000,10,1,1,10,512,100,5,0,0.161184694628
4,10,4,1000000,10,1,1,1000,1024,10000,5,29,0.14319352465
4,10,4,10,10,0,1,10,1024,100,5,29,0.137325239146
4,1,2,1000000,1,0,1000,10,1024,100,2,0,0.489771891096
4,10,4,10,1,0,1,1000,512,10000,2,0,0.021983075791
4,1,4,1000000,10,0,1000,1000,1024,10000,5,29,0.140158204562
4,1,2,10,1,1,1000,1000,512,10000,2,29,0.458222958057
2,10,4,1000000,10,1,1,1000,1024,10000,2,0,0.417770419426
2,1,2,10,10,1,1000,10,512,100,5,29,0.0787343635026
4,1,2,1000000,10,0,1,1000,1024,10000,5,29,0.176490066225
2,10,4,1000000,1,1,1000,1000,512,10000,5,0,0.762288447388
2,1,4,1000000,1,0,1,1000,512,10000,2,29,0.0868653421634
4,1,4,10,1,1,1000,10,512,100,5,29,0.423877851361
2,10,2,1000000,1,0,1,10,512,100,5,0,0.0893855776306
2,1,4,10,10,1,1000,1000,1024,10000,2,29,0.29238410596
2,10,2,1000000,10,1,1000,1000,1024,10000,5,0,0.0909124356144
4,10,2,10,1,1,1,10,512,100,5,0,0.0275202354673
4,10,4,1000000,10,1,1000,1000,512,10000,2,0,0.0847130242826
4,10,4,10,1,1,1,10,512,100,2,0,0.0277777777778
4,10,2,1000000,10,1,1,10,512,100,2,0,0.165158204562
4,1,2,1000000,10,1,1000,10,1024,100,5,29,0.0781640912436
4,1,4,10,1,0,1,10,1024,100,5,29,0.0307947019868
4,1,4,10,1,0,1000,10,512,100,2,29,0.401582045622
4,1,2,1000000,1,0,1000,10,1024,100,5,0,0.453955114054
2,1,4,1000000,10,0,1000,1000,1024,10000,2,0,0.17772259014
4,10,4,10,10,1,1,10,1024,100,5,0,0.158885209713
2,10,2,10,10,0,1,10,1024,100,2,0,0.471559970567
4,10,4,10,10,0,1000,1000,512,10000,5,29,0.163962472406
4,10,2,10,1,0,1,10,1024,100,2,0,0.0347866077999
4,1,4,1000000,10,0,1,1000,512,10000,5,29,0.162454010302
4,10,2,10,10,0,1,10,1024,100,2,29,0.134105960265
4,1,4,10,10,0,1,1000,1024,10000,2,29,0.181972038263
2,10,4,10,1,0,1000,1000,1024,10000,2,29,0.66929727741
4,1,2,1000000,1,0,1000,1000,512,10000,2,29,0.435136129507
4,1,4,1000000,10,1,1000,1000,512,10000,5,29,0.0924944812362
4,10,2,10,10,0,1,1000,1024,10000,5,29,0.193395879323
2,10,2,1000000,10,0,1,1000,512,10000,2,0,0.426986754967
2,1,2,10,1,0,1,10,512,100,2,29,0.0897534952171
2,10,2,1000000,1,0,1000,1000,1024,10000,2,0,0.845750551876
4,10,4,10,1,0,1,1000,1024,10000,2,0,0.0293966151582
2,10,4,1000000,10,0,1000,10,1024,100,2,0,0.271008094187
4,1,4,1000000,1,1,1000,1000,512,10000,2,29,0.416924208977
2,1,2,1000000,10,0,1,10,1024,100,2,29,0.478568800589
2,10,2,1000000,1,0,1,10,1024,100,5,0,0.0825239146431
2,10,2,10,1,0,1000,10,512,100,2,0,0.915949227373
2,10,2,1000000,10,1,1000,1000,1024,10000,2,0,0.16602281089
4,1,2,1000000,1,1,1000,10,512,100,5,0,0.485099337748
4,1,4,10,1,1,1,10,1024,100,2,0,0.0255518763797
2,1,2,10,10,1,1,1000,512,10000,5,0,0.472442972774
4,1,4,10,1,0,1,1000,512,10000,5,29,0.0291390728477
2,10,4,1000000,1,0,1000,10,1024,100,5,0,0.756181015453
4,1,2,1000000,10,1,1,10,1024,100,5,0,0.165691685063
4,1,2,1000000,1,0,1,1000,512,10000,5,0,0.038668138337
2,10,2,1000000,10,1,1000,10,512,100,2,0,0.151342899191
2,1,2,1000000,1,1,1,10,512,100,2,29,0.0837012509198
2,10,4,10,10,1,1000,10,1024,100,2,29,0.348473142016
4,10,4,10,10,0,1,1000,512,10000,2,0,0.162895511405
2,10,4,1000000,1,0,1,10,1024,100,5,29,0.0888888888889
2,1,2,10,10,1,1000,10,512,100,2,0,0.158498896247
4,1,2,10,1,0,1000,1000,1024,10000,2,0,0.495842531273
2,10,4,1000000,1,1,1000,1000,1024,10000,2,29,0.677796173657
2,10,4,1000000,10,1,1000,10,512,100,2,0,0.30353200883
4,1,4,10,10,1,1000,1000,512,10000,5,29,0.138502575423
2,10,2,10,10,1,1000,1000,1024,10000,5,0,0.158554083885
2,10,2,10,1,0,1000,10,512,100,5,0,0.896320824135
2,1,2,1000000,1,1,1,10,512,100,5,29,0.0860191317145
2,10,2,1000000,1,1,1,10,512,100,2,29,0.0848601913171
4,1,4,1000000,10,1,1,10,512,100,5,29,0.165286975717
2,10,2,10,1,1,1,10,512,100,5,0,0.0825423105224
2,1,4,1000000,10,1,1000,1000,1024,10000,2,0,0.29240250184
2,10,4,1000000,10,1,1,1000,512,10000,2,29,0.439238410596
2,1,4,10,10,1,1,10,512,100,5,0,0.40461736571
2,10,4,10,10,1,1000,10,512,100,5,29,0.304562178072
4,1,2,10,10,1,1000,1000,512,10000,2,29,0.106236203091
4,10,2,1000000,10,0,1000,10,512,100,2,29,0.124208977189
4,1,2,1000000,1,0,1,1000,1024,10000,5,29,0.0316593083149
2,1,4,1000000,1,0,1,10,512,100,5,0,0.0855224429728
2,1,4,10,1,1,1000,10,1024,100,2,29,0.677906548933
4,10,2,1000000,1,0,1000,1000,1024,10000,2,29,0.444370860927
2,1,4,10,1,1,1000,1000,1024,10000,5,29,0.779139072848
4,1,4,10,10,1,1000,10,1024,100,5,29,0.106144223694
4,10,2,1000000,1,0,1000,10,512,100,2,29,0.494242089772
4,1,2,1000000,10,1,1,10,1024,100,5,29,0.174411331862
2,1,2,10,1,1,1,1000,512,10000,2,29,0.0836092715232
4,10,2,1000000,10,1,1,10,512,100,5,29,0.186276674025
2,10,2,1000000,1,1,1,10,512,100,5,29,0.0832413539367
4,1,4,1000000,1,0,1000,1000,512,10000,5,0,0.453053715968
2,1,2,10,1,0,1,10,512,100,5,0,0.0895143487859
4,1,4,1000000,1,1,1000,1000,1024,10000,5,0,0.40082781457
2,1,2,10,1,1,1000,10,512,100,2,29,0.865875643856
4,1,4,1000000,10,1,1000,10,1024,100,5,0,0.0959345106696
2,1,4,1000000,1,1,1,1000,1024,10000,5,0,0.0836644591611
2,1,4,10,1,0,1,1000,512,10000,2,0,0.0878587196468
2,1,2,10,1,0,1000,10,1024,100,5,29,0.899705665931
4,1,4,10,10,0,1,10,512,100,5,29,0.159216335541
2,1,4,1000000,10,1,1,10,512,100,2,0,0.436791758646
2,1,4,10,1,0,1000,1000,512,10000,2,29,0.701306107432
2,10,2,10,1,1,1,10,1024,100,5,0,0.0858351729213
2,10,4,1000000,1,1,1,1000,1024,10000,5,0,0.0787711552612
2,1,2,10,10,1,1,10,512,100,2,0,0.47825607064
4,1,2,1000000,10,0,1,10,1024,100,2,0,0.202796173657
2,1,4,10,1,1,1,10,1024,100,5,0,0.0789919058131
2,1,4,1000000,1,1,1000,10,512,100,2,0,0.777299484915
2,1,4,10,10,0,1,1000,1024,10000,5,29,0.43368285504
4,1,4,10,1,0,1,1000,1024,10000,2,0,0.028587196468
2,10,2,10,10,0,1000,1000,1024,10000,2,0,0.0597130242826
4,10,4,10,1,0,1,10,512,100,2,29,0.0224245768948
4,10,2,1000000,10,1,1,1000,1024,10000,2,0,0.185264900662
4,10,2,1000000,10,0,1,1000,512,10000,5,29,0.161276674025
4,1,4,1000000,10,0,1000,10,512,100,2,29,0.118966151582
4,10,4,10,1,1,1,1000,512,10000,5,0,0.0180279617366
2,1,4,10,1,1,1000,1000,1024,10000,2,29,0.750791022811
2,1,4,1000000,10,1,1,10,1024,100,2,0,0.42636129507
4,10,4,1000000,1,0,1,10,1024,100,5,29,0.0261037527594
4,10,4,1000000,1,1,1,1000,1024,10000,5,29,0.0272626931567
2,1,2,1000000,10,0,1,10,512,100,5,0,0.480868285504
2,10,2,1000000,1,0,1000,10,1024,100,5,0,0.906383370125
4,10,2,1000000,10,1,1000,10,512,100,2,0,0.0557763061074
2,1,2,10,1,0,1,1000,1024,10000,2,0,0.086387049301
4,1,2,10,10,1,1000,10,1024,100,2,0,0.0789735099338
2,10,4,10,1,1,1000,1000,1024,10000,5,0,0.727299484915
2,10,4,10,1,1,1000,10,512,100,2,29,0.800791022811
2,10,4,10,10,1,1,10,512,100,2,0,0.490103016924
4,1,4,10,10,1,1000,1000,1024,10000,5,29,0.0983995584989
4,1,2,10,10,0,1000,10,1024,100,5,0,0.0694076526858
2,1,4,10,10,1,1000,10,1024,100,2,0,0.278715967623
4,1,2,1000000,10,0,1,10,512,100,5,29,0.185283296542
2,10,4,10,1,0,1,10,1024,100,5,0,0.0837564385578
4,10,4,10,10,1,1000,10,1024,100,5,29,0.09048933039
2,10,2,1000000,10,0,1000,10,512,100,2,29,0.0858167770419
4,1,2,10,1,0,1000,10,512,100,5,29,0.497479764533
4,10,4,1000000,1,0,1000,10,512,100,5,29,0.456162619573
2,10,4,1000000,1,1,1,1000,1024,10000,2,0,0.0864238410596
2,10,4,10,1,1,1,1000,1024,10000,5,29,0.0875459896983
2,10,4,1000000,10,1,1,1000,512,10000,5,29,0.425607064018
4,10,4,1000000,10,0,1,10,1024,100,2,0,0.163631346578
2,1,2,1000000,1,0,1000,10,512,100,5,0,0.868359087564
2,1,2,1000000,10,1,1000,10,512,100,5,29,0.139827078734
4,10,2,10,10,1,1,1000,512,10000,5,0,0.174153789551
4,10,2,10,1,0,1000,10,1024,100,5,0,0.469499632082
4,10,4,10,10,1,1000,1000,1024,10000,2,0,0.116464311994
4,10,2,10,1,0,1000,1000,1024,10000,5,29,0.436865342163
2,10,2,10,10,1,1,10,512,100,2,0,0.477152317881
2,10,2,1000000,10,0,1000,1000,1024,10000,5,0,0.250128771155
4,1,2,10,10,1,1000,10,512,100,2,0,0.0385761589404
4,10,2,1000000,1,1,1000,1000,512,10000,5,29,0.499374540103
2,1,2,10,10,1,1000,10,1024,100,2,29,0.0265820456218
2,1,4,10,1,1,1000,10,512,100,5,29,0.734161147903
2,1,4,1000000,1,1,1,1000,512,10000,5,29,0.0876563649742
4,10,2,1000000,1,0,1,1000,1024,10000,5,29,0.0303899926416
4,10,2,10,1,0,1000,1000,512,10000,2,29,0.4206401766
2,10,4,10,1,0,1,10,512,100,5,0,0.0886497424577
2,10,4,10,1,0,1,1000,512,10000,2,0,0.0809418690213
2,10,4,10,10,1,1,1000,512,10000,5,29,0.424760853569
4,10,2,10,1,1,1000,10,512,100,2,0,0.48587196468
4,10,2,10,10,0,1000,10,512,100,5,0,0.108885209713
4,1,2,10,1,0,1000,10,512,100,5,0,0.449374540103
4,10,4,1000000,10,0,1,10,1024,100,2,29,0.155058866814
2,1,2,1000000,1,1,1,10,512,100,5,0,0.088612950699
4,10,4,10,1,0,1000,10,1024,100,2,29,0.463612950699
4,10,4,1000000,1,1,1,10,512,100,5,29,0.041740250184
2,1,2,1000000,1,0,1000,10,512,100,5,29,0.867604856512
4,10,2,10,10,0,1000,1000,512,10000,5,0,0.057744665195
2,10,4,10,10,0,1000,1000,1024,10000,5,29,0.292696835909
2,1,4,10,10,0,1000,10,512,100,5,0,0.334124356144
2,10,4,1000000,10,1,1,1000,512,10000,5,0,0.430941869021
4,1,4,10,10,1,1000,10,1024,100,2,29,0.101287711553
2,10,2,1000000,10,1,1,1000,1024,10000,2,29,0.464827078734
4,10,2,10,1,0,1,10,512,100,2,29,0.0330941869021
2,10,4,1000000,1,0,1000,1000,512,10000,2,0,0.721670345843
2,1,2,10,1,1,1,10,512,100,5,0,0.0846578366446
4,10,4,1000000,1,1,1,10,512,100,2,29,0.0257726269316
2,1,4,1000000,1,1,1,10,512,100,5,0,0.0896431199411
2,10,4,10,1,0,1000,10,1024,100,5,29,0.707689477557
4,1,2,1000000,10,1,1,10,512,100,5,0,0.167181751288
4,10,2,1000000,1,1,1,10,512,100,5,29,0.0263980868286
4,10,4,10,1,0,1,1000,512,10000,5,29,0.0288447387785
2,10,4,10,1,0,1000,10,1024,100,5,0,0.699135393672
2,1,2,1000000,10,0,1,1000,1024,10000,5,0,0.442844002943
4,10,4,10,10,1,1000,1000,1024,10000,5,0,0.162343635026
4,10,4,1000000,10,1,1,1000,512,10000,5,29,0.153642384106
4,1,4,10,10,1,1000,1000,512,10000,5,0,0.0843818984547
2,10,2,10,10,1,1000,1000,512,10000,2,29,0.108057395143
4,10,2,10,1,1,1,1000,1024,10000,5,0,0.0259013980868
2,1,4,1000000,10,1,1000,10,1024,100,5,29,0.293101545254
4,1,2,10,10,0,1000,10,1024,100,2,29,0.0327814569536
2,1,2,1000000,10,1,1000,1000,1024,10000,5,29,0.215066225166
4,1,4,1000000,10,0,1000,1000,512,10000,5,0,0.0866445916115
2,1,2,1000000,10,0,1,1000,512,10000,2,0,0.441519499632
2,10,4,10,10,0,1000,1000,1024,10000,5,0,0.331677704194
4,10,4,1000000,1,1,1000,10,512,100,2,0,0.371265636497
2,1,4,10,1,0,1000,10,512,100,2,29,0.70516924209
2,1,4,1000000,10,1,1,10,512,100,5,29,0.443119941133
2,10,2,1000000,10,1,1000,10,1024,100,2,29,0.12310522443
2,1,2,10,1,1,1,10,1024,100,2,0,0.0860559234731
2,10,2,10,10,1,1000,10,512,100,5,0,0.121284032377
4,10,2,1000000,10,0,1000,1000,1024,10000,5,29,0.0810890360559
4,10,4,1000000,1,1,1000,10,1024,100,2,29,0.474926416483
4,10,4,1000000,10,1,1,10,1024,100,5,0,0.169904341428
2,1,2,10,10,1,1000,10,512,100,2,29,0.0914091243561
4,10,4,10,10,1,1,1000,512,10000,5,29,0.169812362031
2,1,2,10,10,1,1000,10,1024,100,5,0,0.209455481972
2,10,4,10,1,0,1,1000,512,10000,5,29,0.0825055187638
2,10,2,10,10,0,1,10,512,100,5,0,0.455463576159
2,10,2,1000000,1,0,1,10,1024,100,2,0,0.0816777041943
2,10,4,1000000,10,1,1,1000,1024,10000,5,0,0.439845474614
4,10,4,1000000,10,0,1000,10,1024,100,5,29,0.171780721118
4,1,4,1000000,1,0,1,1000,1024,10000,5,29,0.0298933038999
2,1,2,10,10,0,1,1000,1024,10000,5,0,0.461810154525
2,1,2,10,1,1,1,1000,512,10000,5,0,0.0844002943341
2,10,4,10,10,1,1000,10,512,100,5,0,0.345088300221
4,10,4,1000000,10,1,1000,10,512,100,5,0,0.0922737306843
2,1,2,1000000,1,1,1,1000,512,10000,5,29,0.0908388520971
2,1,2,1000000,10,0,1,1000,512,10000,5,29,0.488686534216
2,10,4,10,1,0,1000,1000,512,10000,2,0,0.689201618837
2,10,4,1000000,10,1,1000,10,512,100,5,29,0.313097866078
4,1,2,10,10,0,1,10,1024,100,2,29,0.181052244297
4,10,4,10,10,0,1,1000,1024,10000,5,29,0.163649742458
2,10,4,1000000,10,0,1,1000,512,10000,5,0,0.446265636497
4,1,4,10,1,1,1000,1000,1024,10000,2,29,0.379028697572
4,10,2,1000000,10,0,1000,1000,512,10000,2,0,0.0571559970567
