SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandom.4
1,1,1,1,1,1,0,1,1,0,0,1,1,0,0.500883392226
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.038827191654
0,1,0,0,1,0,1,1,1,0,1,1,1,1,0.262030960794
1,1,0,1,0,1,0,0,0,0,0,0,0,1,0.101379774525
0,1,1,0,1,0,1,0,1,0,0,1,1,0,0.239441359583
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0.24390038701
0,1,1,0,0,1,1,1,0,0,0,0,1,1,0.248022884065
1,0,0,1,1,1,0,1,1,0,1,1,1,1,0.35478714454
0,1,0,0,1,1,1,0,0,1,0,0,1,1,0.0216220763924
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0.507866397442
0,1,0,0,0,0,0,1,1,0,1,0,0,1,0.445061416793
1,1,1,0,0,1,1,0,0,0,1,0,0,1,0.325929665152
0,1,0,1,0,1,1,0,0,0,1,0,1,0,0.0272589601212
1,1,1,0,0,1,0,1,1,1,1,1,0,0,0.843429244489
1,1,0,1,0,1,0,0,1,1,1,0,0,1,0.028815413091
0,0,0,0,1,0,0,1,0,1,1,1,0,1,0.744994110718
1,1,0,1,0,1,0,0,0,0,0,1,0,0,0.541603567222
1,1,1,0,0,1,1,1,0,1,0,0,0,0,0.104576813057
1,1,1,1,0,0,0,0,1,0,0,0,1,0,0.209490156487
1,0,1,1,0,1,0,1,1,1,0,1,0,0,0.357647652701
1,0,0,1,1,1,1,1,0,0,1,1,0,1,0.557041898031
0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.509717314488
1,1,1,0,0,1,0,0,0,1,0,0,1,0,0.036387346458
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.0303297997644
1,1,0,0,0,1,0,0,0,0,1,0,0,1,0.0322648494027
0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.150891805485
0,1,1,1,1,1,0,0,1,0,0,1,0,0,0.446702002356
1,0,1,1,1,0,1,0,1,0,1,0,0,1,0.494825845533
0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.386420999495
1,1,1,1,0,0,0,0,0,1,1,1,0,0,0.256688541141
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.106595995289
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0179202423019
0,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0897274103988
0,0,1,1,1,0,0,0,0,0,0,1,1,0,0.629227662797
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.179581019687
1,1,0,0,1,0,0,1,1,1,0,0,0,0,0.0413932357395
0,1,0,1,0,0,0,1,1,0,0,1,0,1,0.739020696618
1,0,0,0,1,0,1,0,1,0,0,1,0,1,0.513208817096
1,1,0,0,0,1,0,0,1,0,1,0,0,1,0.0198552919401
1,0,0,1,0,0,0,1,0,1,1,0,1,0,0.444682820125
0,0,1,1,1,0,0,0,0,0,1,1,0,0,0.625567895003
0,0,0,1,0,1,1,0,1,0,1,0,0,0,0.0184250378597
1,1,0,1,1,0,0,0,0,1,0,1,0,1,0.502608110382
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.19964664311
0,1,1,0,0,1,0,1,0,0,0,0,1,1,0.0562005721016
0,0,0,0,0,1,0,1,1,1,0,1,1,0,0.531633854955
1,1,0,0,1,1,0,0,0,1,0,0,1,1,0.0215379437994
1,1,0,0,0,1,0,0,1,0,0,1,1,1,0.450614167929
0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.393992932862
1,0,0,0,0,1,1,0,1,0,0,1,0,0,0.502229513714
0,0,1,0,1,1,0,0,1,0,1,1,0,1,0.289542318694
0,1,1,1,0,1,0,0,1,0,1,1,0,0,0.300984351338
0,1,1,1,0,1,1,0,0,1,0,0,1,0,0.136547198385
1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.248149082955
0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.0158169274777
0,0,1,0,0,0,1,1,1,1,1,0,0,1,0.113915530877
1,1,0,1,1,1,1,0,0,1,1,0,0,0,0.29353861686
0,1,0,1,0,1,1,1,0,0,0,1,0,0,0.513461214875
1,0,1,1,0,0,1,1,1,0,1,1,0,0,0.241039878849
1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.261694430422
1,1,0,1,0,0,1,1,1,0,0,1,0,0,0.295010937237
1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.374053508329
0,1,0,1,1,1,0,1,0,1,1,0,0,1,0.145170789164
1,1,0,1,1,1,0,1,1,0,0,0,1,0,0.103693420831
1,1,1,1,1,1,0,0,1,0,0,1,1,0,0.796146727242
1,0,1,0,1,0,1,0,1,0,0,1,0,0,0.264218408211
0,0,0,1,1,0,0,1,0,0,0,1,1,1,0.368921420158
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.498822143698
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0.293959279825
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.109624768635
1,0,0,1,0,0,0,0,0,1,1,1,0,0,0.26901396601
1,1,1,0,1,0,1,1,0,1,1,0,1,0,0.299007235403
0,1,0,0,0,1,0,1,0,1,1,1,0,0,0.244194851085
1,0,1,1,0,1,1,1,0,1,1,1,0,1,0.386336866902
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0.428655561164
0,0,1,1,1,0,1,1,0,1,0,0,1,1,0.0111896348645
0,0,1,1,1,1,0,1,0,1,1,1,0,0,0.495246508497
1,1,0,0,1,0,0,1,1,0,0,0,1,0,0.0516574120814
1,0,0,0,1,1,1,0,1,1,1,0,1,1,0.0686101295642
0,0,1,1,1,0,1,1,0,0,0,0,1,1,0.0758455325593
0,0,1,1,1,0,1,1,1,0,0,1,1,0,0.406570755511
1,0,0,0,1,0,0,1,1,0,1,1,0,0,0.34713107858
0,1,0,1,1,0,1,1,1,1,1,0,1,1,0.0310449268046
0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.214369846879
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0211593471311
0,0,0,0,0,0,1,1,0,1,1,0,0,1,0.511652364126
0,0,1,0,0,1,0,1,1,0,0,1,1,0,0.274356385664
1,0,1,1,0,1,0,1,0,1,0,0,1,0,0.329841830725
1,1,1,1,1,1,0,1,1,0,0,0,0,1,0.0758875988558
1,1,1,1,0,0,1,0,1,1,0,1,1,0,0.236076055864
1,0,0,0,1,1,0,0,1,1,0,1,1,0,0.492470132929
1,1,0,1,1,1,1,0,1,1,1,1,1,0,0.218870940602
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.462645128723
1,1,1,0,0,1,0,0,0,0,1,1,1,0,0.296777721689
1,1,0,0,0,0,1,1,1,1,1,1,1,0,0.459742554266
1,1,0,0,0,1,0,1,0,0,0,1,1,1,0.540215379438
1,1,1,1,1,0,1,0,1,1,0,1,0,1,0.417381793707
0,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0
1,0,0,0,0,1,1,0,1,0,1,1,1,1,0.513839811543
1,0,0,1,0,0,1,1,0,1,0,1,1,1,0.32104997476
0,1,0,1,0,0,0,0,1,1,1,0,1,1,0.348224802288
0,1,0,0,0,1,0,1,0,1,0,0,1,0,0.314066969544
1,1,0,1,1,0,1,1,0,1,0,1,1,0,0.265690728588
0,1,0,1,0,1,0,0,1,0,1,0,1,1,0.110466094565
0,1,1,0,1,0,1,0,1,0,0,1,1,1,0.363284536429
1,0,0,1,0,0,0,1,0,1,1,0,0,1,0.0806831566549
1,1,0,1,0,0,1,1,1,0,1,0,0,0,0.45347467609
0,1,1,0,0,1,0,0,1,1,0,0,0,0,0.0744573447754
1,1,0,1,0,1,0,1,1,0,1,1,1,0,0.663848224802
1,0,0,0,0,1,1,0,1,1,1,0,1,0,0.546020528353
1,1,0,1,0,0,1,1,1,0,1,1,0,1,0.580809355544
1,1,1,1,0,1,0,0,0,0,1,0,0,0,0.120015143867
1,1,0,1,0,0,0,1,1,1,1,0,0,1,0.0962056200572
1,0,1,1,1,0,0,1,1,0,0,0,0,0,0.0313814571765
0,1,0,0,1,0,1,1,0,1,1,1,1,0,0.274987380111
0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.442327107521
0,0,0,1,0,0,0,1,1,1,0,1,0,1,0.46016321723
1,0,1,1,0,0,1,0,1,1,1,0,1,0,0.0462729261316
1,1,1,1,1,1,1,0,1,0,0,0,1,0,0.227662796567
0,1,0,1,1,1,1,0,1,0,1,1,1,0,0.202759549049
0,1,1,1,1,1,0,1,0,1,0,1,1,1,0.446281339391
0,1,1,1,0,0,1,1,1,1,0,0,1,0,0.0288574793875
0,1,0,1,0,0,0,0,1,0,1,0,1,1,0.214453979472
1,0,1,0,0,1,0,0,1,1,0,0,1,0,0.0164058556285
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.846584216726
1,1,1,0,1,1,0,0,1,0,0,1,0,0,0.254374894834
0,1,1,0,0,1,1,0,0,1,0,0,0,1,0.200025239778
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.0473666498401
0,0,1,0,1,1,0,0,1,1,1,1,0,0,0.277469291604
0,0,1,0,1,1,0,0,1,0,1,1,0,0,0.390795894329
1,0,1,0,1,1,0,1,1,0,0,0,1,0,0.00496382298502
1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.458059902406
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.587539962982
0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.226821470638
1,0,1,1,1,1,0,0,0,0,1,0,0,0,0.233299680296
1,1,0,0,1,1,0,0,0,0,1,1,0,0,0.364378260138
0,1,0,1,1,0,0,0,0,0,0,0,1,1,0.0167844522968
1,0,1,1,1,1,1,0,0,1,0,0,1,0,0.0105165741208
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.180758875989
1,1,0,0,1,0,1,0,1,1,1,0,1,1,0.194388356049
1,1,1,0,1,1,1,0,1,1,0,1,0,1,0.772631667508
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0.493101127377
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0.227200067306
0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.21100454316
0,0,0,0,1,0,1,1,0,1,1,1,1,0,0.210205283527
0,0,1,1,0,0,1,0,1,1,1,1,1,0,0.216346962813
1,1,0,1,0,0,0,0,1,1,1,1,1,0,0.401985529194
1,1,1,1,0,0,0,1,1,1,0,0,1,0,0.126998149083
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.146474844355
0,0,0,1,0,1,0,1,1,1,0,1,0,1,0.264512872287
0,0,1,0,1,0,0,1,0,1,1,1,0,1,0.369089685344
1,0,0,0,1,0,1,1,0,0,1,1,0,1,0.381625441696
0,1,1,1,1,0,0,0,1,1,1,1,1,0,0.618122160525
1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.126493353525
0,0,0,1,1,0,0,1,1,1,1,0,0,1,0.205409725728
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.575214538112
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.319956251052
1,0,1,0,1,1,0,1,1,1,0,1,1,1,0.244405182568
0,1,1,0,0,1,1,1,0,1,1,0,1,1,0.317768803635
1,0,1,0,0,0,0,0,1,0,1,1,1,0,0.203096079421
0,0,1,0,0,1,1,0,0,1,1,0,1,0,0.108152448258
1,1,1,0,0,0,0,1,1,0,1,0,1,1,0.0192663637893
0,1,0,0,1,1,1,1,1,0,0,1,1,0,0.205367659431
1,0,1,0,1,1,1,0,1,1,0,0,0,1,0.176341914858
0,0,1,0,1,0,0,1,0,1,0,0,1,1,0.0430758875989
0,0,1,0,0,1,1,1,0,1,0,1,0,1,0.456377250547
0,0,0,0,1,0,0,1,1,1,1,0,1,0,0.0169947837792
0,0,0,1,0,1,0,1,1,1,1,1,0,1,0.372791519435
0,0,1,0,1,0,0,0,1,0,1,1,1,0,0.20957428908
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0.234645801784
1,1,1,0,1,1,0,1,1,0,1,0,1,1,0.0257866397442
1,1,1,0,0,0,1,1,1,0,0,0,0,1,0.273220595659
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0.225054686185
0,0,1,1,0,1,0,0,1,0,1,0,0,1,0.018803634528
0,1,1,0,1,1,1,1,0,0,1,1,0,1,0.21100454316
0,0,0,0,1,0,1,1,0,0,0,1,1,1,0.392520612485
0,0,0,0,1,1,0,0,1,0,0,1,0,1,0.578117112569
0,0,1,0,0,1,1,1,1,1,0,1,0,0,0.400429076224
1,1,0,1,1,0,0,0,1,0,1,1,0,1,0.22560154804
0,0,0,1,0,0,1,0,0,0,1,0,1,1,0.248906276291
0,0,0,0,0,0,0,1,1,1,0,0,1,1,0.0134612148746
0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.209616355376
0,0,0,1,0,1,1,0,0,0,1,1,1,0,0.333796062595
0,0,1,0,1,1,1,1,1,0,1,1,0,0,0.244152784789
0,1,0,0,1,1,1,0,0,1,1,0,0,1,0.0435386168602
1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.314487632509
1,1,0,1,1,1,1,1,1,1,0,1,1,0,0.585941443715
1,1,0,1,1,0,0,0,0,0,1,1,0,1,0.232626619552
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.0186353693421
0,0,1,1,0,0,0,0,0,0,1,0,1,1,0.0276375567895
1,1,1,1,1,0,1,1,1,0,1,0,1,0,0.030203600875
1,1,1,0,0,0,0,0,0,0,1,0,1,1,0.0138818778395
0,0,1,0,0,1,0,0,0,1,0,1,1,1,0.214664310954
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.0177519771159
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.0893908800269
1,1,0,0,0,0,1,1,0,1,1,1,0,1,0.485234729934
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.00950698300522
1,0,0,1,0,0,1,0,1,1,0,1,1,1,0.349612990072
0,0,1,1,1,0,0,1,1,0,0,1,1,1,0.286471479051
1,0,1,0,0,1,1,0,1,0,0,1,0,0,0.337666161871
0,0,1,0,1,0,1,1,0,0,0,1,0,1,0.440812720848
1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.105460205284
1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.111938414942
1,0,1,1,1,1,1,1,0,0,0,1,1,0,0.461761736497
0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.137851253576
0,1,0,0,0,1,1,0,0,1,1,0,1,1,0.0847635874138
1,0,0,1,0,1,0,1,1,0,1,0,1,1,0.146474844355
1,1,1,1,0,1,1,1,0,1,1,1,1,0,0.853903752314
1,1,0,1,1,0,1,0,1,0,0,0,0,1,0.144329463234
0,0,1,1,1,0,1,0,1,0,1,1,0,1,0.231532895844
0,1,1,1,0,0,0,0,1,1,0,0,1,0,0.127881541309
1,1,0,0,1,1,0,1,1,0,0,1,1,0,0.41889618038
1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.226611139155
0,1,1,1,1,0,1,0,0,0,1,1,1,0,0.520191822312
0,0,0,1,0,1,1,1,0,1,1,0,1,1,0.0861517751977
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.00416456335184
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0.26064277301
1,0,0,1,1,0,1,0,1,0,1,0,0,1,0.104576813057
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.185386168602
1,0,0,1,0,1,1,0,0,1,1,0,1,1,0.535924617197
0,1,1,1,1,0,0,1,0,0,1,1,0,0,0.216557294296
0,1,1,0,0,1,0,1,1,0,0,0,0,1,0.0471563183577
0,0,0,0,0,1,1,1,0,0,1,0,0,0,0.13684166246
0,1,0,0,1,1,0,1,0,1,1,1,1,1,0.200656234225
0,0,1,1,1,0,1,1,1,0,0,1,0,0,0.26686858489
0,1,1,0,1,0,1,1,1,0,1,0,0,0,0.354114083796
0,1,0,1,0,0,0,0,1,0,1,1,1,0,0.25609961299
1,1,1,1,1,1,0,0,1,1,1,1,0,0,0.649125021033
0,0,1,0,1,0,1,1,1,1,1,0,1,1,0.162712434797
0,0,1,0,0,1,0,1,1,1,1,1,0,1,0.669106511863
1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.136925795053
1,0,1,0,1,0,0,0,0,1,0,0,1,1,0.0160272589601
