SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandom.4
1,1,1,0,0,0,1,0,1,0,0,0,0,1,0.269266363789
0,0,0,0,1,0,0,0,1,0,1,0,1,0,0.0811458859162
0,0,0,0,1,0,0,0,0,1,1,1,1,0,0.250420662965
1,0,1,1,1,1,0,1,0,0,0,1,0,0,0.516616187111
0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.107563520108
0,1,0,1,0,0,0,0,0,0,1,1,0,1,0.492932862191
1,1,0,1,1,1,0,1,0,0,0,0,0,0,0.0792949688709
0,1,1,0,0,0,1,0,0,1,1,1,0,0,0.228377923608
0,1,1,0,0,0,0,1,0,1,1,0,0,1,0.0174154467441
1,1,1,0,1,1,0,0,1,0,1,1,1,1,0.295978462056
0,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0102641763419
0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.463865051321
1,0,0,0,1,0,1,1,0,0,1,0,1,0,0.181894665994
1,0,0,1,0,1,0,1,1,0,0,0,1,0,0.303550395423
0,1,1,0,0,0,1,1,1,1,1,1,0,0,0.311290593976
1,0,1,1,0,0,0,0,1,1,1,0,1,0,0.0209490156487
0,0,0,1,1,0,0,1,0,1,1,0,1,1,0.300143025408
1,1,1,1,1,0,0,1,1,1,0,0,1,0,0.140753828033
1,0,1,0,0,1,1,1,1,0,1,1,0,1,0.272547534915
0,1,0,1,1,1,0,0,1,1,0,0,1,0,0.00370183409053
0,1,1,1,1,1,1,0,1,1,1,0,1,0,0.0897274103988
0,1,0,1,0,0,1,1,1,1,1,0,0,0,0.0351253575635
1,0,1,1,1,0,1,0,1,1,0,1,1,0,0.250420662965
1,0,0,1,1,1,1,0,0,0,1,1,1,0,0.266321723036
1,0,0,1,0,0,1,1,0,0,0,0,0,1,0.053971058388
1,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0181305737843
0,0,1,1,0,1,0,1,1,1,0,0,0,0,0.319241124011
1,0,0,0,1,1,0,1,0,1,1,1,1,0,0.218408211341
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.102810028605
0,0,1,0,1,1,1,0,0,0,1,0,0,0,0.0795894329463
1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.0185933030456
0,0,0,0,0,1,1,1,1,0,0,1,1,0,0.204358068316
0,0,1,1,1,0,1,1,0,0,1,0,0,0,0.227957260643
0,1,0,0,0,1,1,1,1,1,0,1,1,0,0.250252397779
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.0906108026249
1,0,0,0,1,1,0,1,0,1,1,1,0,0,0.489399293286
0,0,1,1,0,0,1,1,0,1,1,1,1,0,0.20418980313
0,1,1,1,1,0,1,0,0,0,1,0,1,0,0.0121992259801
0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.541056705368
0,1,0,1,0,0,1,0,0,1,1,0,1,1,0.22320376914
0,0,1,1,1,0,1,0,1,1,1,0,1,0,0.0217903415783
0,0,0,1,1,0,1,0,1,1,0,0,1,0,0.473245835437
0,0,1,0,0,0,0,0,1,0,1,0,1,1,0.264891468955
0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.00837119300017
0,1,1,1,1,1,1,0,1,1,0,1,1,1,0.215295305401
1,1,0,1,0,0,0,1,0,1,0,1,0,0,0.398199562511
1,0,1,1,0,0,0,1,1,1,1,0,0,0,0.0366397442369
1,1,0,0,1,1,1,0,0,0,0,1,1,0,0.310281002861
1,0,0,1,1,1,1,0,1,1,1,1,0,1,0.232836951035
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0183409052667
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.0411829042571
0,0,1,1,0,0,1,1,0,0,1,1,0,0,0.226064277301
1,1,1,0,1,0,1,1,1,1,0,1,0,0,0.252187447417
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.0208648830557
1,1,0,0,1,0,0,0,1,0,0,1,1,0,0.203264344607
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.269897358237
1,0,0,1,0,1,0,0,1,1,1,1,1,0,0.201581692748
1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.211593471311
1,0,1,0,1,1,0,0,1,1,1,1,0,1,0.258960121151
0,0,1,1,0,1,0,1,0,0,1,1,0,1,0.50298670705
0,1,0,1,0,0,1,1,1,1,1,0,1,1,0.148241628807
1,0,0,1,1,1,1,0,1,0,0,1,1,0,0.199730775703
1,0,0,1,1,0,1,0,1,1,0,1,1,0,0.214790509844
0,0,1,1,0,0,0,0,1,1,0,0,1,0,0.211972067979
0,0,0,0,1,1,1,1,1,0,1,0,1,0,0.0166161871109
1,0,0,1,1,1,1,1,1,0,1,0,0,1,0.299385832071
1,1,0,0,0,1,0,0,1,0,0,1,0,0,0.581482416288
1,0,1,1,0,0,0,0,0,0,1,1,0,0,0.234729934377
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.379942789837
0,1,1,1,1,1,0,1,1,0,0,0,0,0,0.199141847552
0,1,0,0,0,1,0,0,1,0,1,1,0,0,0.279236076056
1,0,0,0,1,1,0,0,0,1,1,0,0,1,0.55813562174
1,1,0,1,1,0,0,1,1,0,0,1,0,0,0.225265017668
1,0,1,1,0,1,0,1,1,1,1,0,1,1,0.142520612485
0,1,1,0,1,1,1,0,0,1,1,0,0,1,0.0238936564025
1,1,0,1,0,0,1,1,0,0,1,1,1,0,0.200824499411
0,1,0,1,1,0,1,1,0,1,1,0,1,0,0.210373548713
1,0,0,1,1,0,1,1,0,1,0,1,0,1,0.264933535252
1,1,1,0,1,0,0,0,1,0,0,0,0,1,0.0241881204779
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.22105838802
0,1,1,0,0,0,1,1,0,0,1,0,0,1,0.211046609457
0,1,1,1,1,1,0,0,0,1,1,1,0,1,0.223035503954
1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.298502439845
0,0,1,0,0,1,1,0,1,0,0,0,1,1,0.249663469628
1,1,1,0,0,0,0,1,0,0,1,1,1,1,0.408716136631
0,0,0,1,0,1,1,1,1,1,0,0,0,0,0.0243984519603
0,1,1,0,0,0,0,0,1,0,1,1,1,1,0.18959279825
0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.485318862527
0,1,1,1,1,0,1,1,1,1,1,0,0,0,0.402322059566
0,0,0,1,1,0,0,0,0,1,1,1,0,1,0.434881373044
1,0,1,0,0,1,0,0,0,0,0,0,1,1,0.140880026922
1,0,1,0,1,1,0,0,1,1,0,1,0,0,0.226148409894
0,1,1,1,0,1,0,0,0,0,0,1,0,0,0.266952717483
1,0,1,1,0,1,0,1,0,0,0,0,1,1,0.00685680632677
0,1,1,1,1,0,0,1,1,1,1,0,0,0,0.0215800100959
0,1,0,1,1,0,1,0,0,1,1,0,1,0,0.0202338886084
0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.272211004543
1,0,1,1,1,1,1,1,0,1,1,0,1,0,0.00971731448763
0,0,1,1,1,0,1,0,0,1,1,1,0,1,0.489062762914
1,1,0,0,0,0,1,1,1,1,1,0,1,0,0.0864462392731
0,1,1,1,0,1,0,0,0,0,1,1,1,0,0.467146222447
1,1,1,1,0,1,1,1,1,1,1,0,1,1,0.0173313141511
1,1,1,0,0,0,1,0,0,1,1,0,1,1,0.740408884402
1,0,0,0,0,1,1,1,1,1,0,1,1,0,0.608783442706
1,1,0,1,1,0,1,1,0,1,0,1,1,1,0.279151943463
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.420074036682
0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.00361770149756
1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.380489651691
1,1,1,0,0,1,1,0,1,0,0,1,0,0,0.81196365472
1,1,0,1,0,1,1,0,1,1,0,1,0,1,0.49390038701
1,0,1,0,1,0,1,1,0,1,0,1,1,0,0.261820629312
1,0,1,1,0,1,0,0,1,0,1,1,0,1,0.543580683157
1,0,0,0,1,0,0,1,0,1,1,0,1,1,0.305990240619
1,0,0,1,0,0,0,1,1,1,1,0,0,0,0.072858825509
1,0,1,0,0,1,1,1,1,1,1,0,0,1,0.383981154299
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0834595322228
0,1,1,1,1,1,0,0,1,1,0,0,1,1,0.0171630489652
1,1,1,1,1,1,0,1,0,0,0,1,1,0,0.343008581524
1,1,1,1,0,0,1,0,1,1,0,0,1,0,0.0207807504627
0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.485192663638
0,1,0,1,1,0,1,0,1,1,1,0,0,1,0.241460541814
0,0,1,1,0,1,0,1,1,0,0,0,0,0,0.355965000841
0,0,1,1,0,1,0,1,0,1,0,0,1,0,0.136210668013
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.163890291099
0,1,1,0,1,0,0,1,0,0,0,1,1,0,0.63600033653
0,1,1,1,0,1,0,1,0,0,1,1,1,1,0.455872454989
1,1,0,0,1,1,1,0,0,1,1,1,1,1,0.610970890123
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0.235318862527
1,1,1,1,1,1,0,1,1,0,0,0,1,0,0.0173733804476
1,1,0,0,0,1,0,1,1,0,1,1,1,0,0.47093218913
0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.392184082113
1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.225096752482
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0.0117785630153
0,1,0,1,1,1,0,1,1,0,0,1,1,0,0.293160020192
1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.29198216389
0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.704021537944
0,1,1,0,0,0,0,0,0,1,0,1,1,1,0.205409725728
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0.180169947838
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.249411071849
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0.222278310618
1,1,1,1,1,0,1,0,1,0,0,0,1,1,0.0148914689551
1,1,1,0,0,1,0,0,0,1,1,1,0,0,0.286513545347
0,1,1,1,1,0,1,0,0,1,1,1,1,0,0.402237926973
1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.219922598014
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0.0767709910819
0,1,0,0,0,1,0,1,1,0,0,1,1,1,0.453306410904
0,1,0,0,1,0,0,1,1,1,0,0,1,1,0.117322900892
0,1,1,0,0,0,0,0,1,1,0,1,0,1,0.213149924281
1,0,0,1,1,1,0,1,0,1,1,1,1,0,0.26829883897
0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.159978125526
0,1,1,1,1,0,0,1,1,1,1,1,1,1,0.265690728588
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0.215505636884
0,0,0,1,0,0,1,0,0,1,1,1,1,1,0.211088675753
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.304896516911
1,1,0,1,0,1,1,0,1,1,0,0,0,1,0.0600706713781
1,1,1,0,1,0,1,1,0,0,1,1,0,1,0.212771327612
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.140333165068
1,1,0,1,1,0,1,0,1,1,1,1,1,1,0.218618542823
0,0,1,1,1,1,0,1,0,0,0,1,0,1,0.238768298839
0,0,1,1,1,1,1,0,1,0,0,1,0,0,0.689887262325
0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.205157327949
0,1,1,0,1,1,0,0,1,1,1,1,0,1,0.20789163722
1,0,0,1,1,1,1,0,0,1,0,1,0,0,0.444766952717
0,1,0,1,1,1,1,1,1,0,0,1,1,1,0.317432273263
1,0,1,1,0,0,0,0,0,0,1,1,1,0,0.863116271243
1,1,0,0,0,1,0,1,0,1,1,1,0,1,0.206377250547
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.140333165068
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.218155813562
1,0,1,1,0,0,0,0,1,1,1,0,0,0,0.225096752482
1,1,1,0,1,1,0,1,1,0,0,1,0,1,0.378386336867
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.237422177352
1,0,1,0,1,1,0,1,1,1,1,1,1,0,0.548881036514
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0.406150092546
1,0,0,1,1,1,0,1,0,1,0,0,1,0,0.133350159852
1,0,1,1,1,0,0,0,1,0,0,1,0,1,0.307252229514
1,0,0,0,1,1,1,1,1,1,1,1,0,0,0.213107857984
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.172934544843
0,1,1,0,0,0,1,0,0,1,1,1,1,1,0.2033484772
0,1,1,1,0,1,1,0,1,1,0,1,0,0,0.27679623086
0,0,0,0,1,1,1,1,1,0,0,1,1,1,0.200277637557
1,1,1,0,0,1,1,0,1,0,0,1,1,1,0.293454484267
0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.036555611644
1,1,1,0,0,1,0,1,1,1,1,0,1,0,0.0912838633687
0,1,1,1,0,1,0,0,1,0,0,0,1,0,0.16675079926
1,1,1,1,0,1,0,0,1,0,1,1,1,1,0.228798586572
1,1,1,0,1,0,1,1,0,1,1,1,0,0,0.280876661619
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0.372034326098
1,1,0,0,1,0,0,0,1,1,1,0,1,1,0.252902574457
1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.228293791015
0,1,0,1,1,1,1,0,0,1,1,0,0,0,0.224003028773
0,1,0,0,1,1,0,0,0,0,0,1,1,1,0.220679791351
0,0,1,0,1,1,1,1,0,1,0,0,1,0,0.0152279993269
0,0,0,0,0,1,1,1,1,0,1,0,1,1,0.29437994279
0,1,1,1,1,1,0,0,0,1,0,1,0,1,0.436816422682
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0.263545347468
0,1,1,1,0,1,1,0,0,1,1,0,1,1,0.319241124011
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0108110381962
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0195187615682
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0.446365471984
1,1,0,0,1,1,1,1,1,1,1,0,0,1,0.203727073868
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.172219417802
1,1,1,1,0,0,1,0,0,1,1,1,0,1,0.244489315161
1,1,0,1,0,0,0,0,0,1,1,0,1,0,0.364294127545
1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.0257445734478
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.46950193505
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0.160188457008
0,0,0,1,1,1,0,1,1,0,1,0,1,0,0.158169274777
1,1,0,0,1,1,1,1,0,0,1,0,1,1,0.0978041393236
0,1,0,1,0,1,0,1,1,1,0,1,0,1,0.307252229514
0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.260895170789
1,0,0,0,1,0,1,1,1,0,0,1,1,0,0.439466599361
0,0,1,1,1,1,1,1,0,0,1,1,0,1,0.264134275618
0,0,1,1,0,0,1,1,1,1,1,0,1,1,0.00643614336194
0,1,0,0,1,1,1,0,0,1,1,1,1,1,0.499032475181
1,0,1,0,1,1,0,1,1,0,0,0,0,1,0.208438499075
0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.0150176678445
1,0,0,0,0,0,1,1,0,0,0,1,1,0,0.212981659095
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.0919989904089
0,0,0,1,0,1,1,0,1,1,0,0,0,1,0.149503617701
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0.216431095406
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0972993437658
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.302961467272
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0.123212182399
1,0,1,1,0,1,0,1,0,1,1,1,1,0,0.222951371361
1,0,1,1,1,0,0,0,1,1,1,1,1,0,0.428529362275
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0185933030456
0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.450572101632
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0.138944977284
0,0,1,0,0,0,1,1,1,0,1,1,1,1,0.416077738516
0,1,0,0,1,0,0,1,1,0,1,1,0,1,0.205704189803
1,1,1,1,0,1,1,0,1,0,1,1,1,0,0.202254753492
1,1,0,0,1,0,1,1,0,1,1,0,0,1,0.191948510853
1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.254038364462
0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.208859162039
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0.094102305233
0,0,0,0,0,1,1,0,1,1,1,0,1,0,0.226527006562
1,0,0,0,0,0,1,1,0,1,1,0,1,0,0.13768298839
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.0169947837792
1,1,0,1,0,0,1,1,1,0,0,1,1,1,0.490871613663
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0.239104829211
1,0,1,0,1,0,1,1,0,1,0,1,0,0,0.221142520612
1,0,1,0,1,1,0,1,0,1,1,1,0,1,0.246550563688
1,0,1,1,0,0,0,0,1,1,1,1,1,0,0.208438499075
0,0,1,0,1,1,1,0,0,0,0,0,1,0,0.00555275113579
0,1,0,1,1,1,1,1,1,1,1,0,1,0,0.00896012115093
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0672219417802
1,0,0,1,0,0,1,1,0,1,1,1,0,1,0.5574204947
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.113368669022
0,0,1,0,0,1,1,0,1,1,1,1,0,0,0.488768298839
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.227200067306
0,1,0,0,1,1,1,1,0,0,0,1,1,0,0.210121150934
1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.306284704695
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0.519687026754
1,0,1,0,0,0,1,1,1,0,1,0,0,1,0.19102305233
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0.142562678782
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.198342587919
1,0,0,1,0,1,0,0,1,0,1,1,0,0,0.368879353862
1,1,1,0,1,0,1,1,0,1,0,0,0,1,0.135327275787
1,1,0,0,1,1,0,1,0,0,0,1,1,1,0.437447417129
1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.307546693589
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.134738347636
0,1,1,1,0,1,0,1,0,1,1,1,0,1,0.210962476864
0,0,1,0,1,1,0,0,0,0,0,1,1,1,0.80586404173
0,1,0,1,0,1,0,0,1,0,1,1,1,1,0.190938919738
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.443967693084
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0.413259296652
1,1,1,1,0,1,0,0,1,0,0,1,0,1,0.276249369006
1,0,1,0,0,1,0,1,1,0,1,1,0,0,0.426930843009
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0.152574457345
0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.402195860676
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.786345280162
0,0,1,0,1,1,1,0,1,0,0,1,0,0,0.568021201413
0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.305653710247
1,0,1,1,1,0,0,1,0,0,1,1,1,0,0.537186606091
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.0135874137641
1,1,0,0,1,0,0,1,1,1,1,0,1,1,0.0151018004375
1,1,0,0,1,1,0,1,0,0,0,1,0,1,0.24928487296
1,0,1,1,0,0,0,0,0,1,0,0,1,0,0.0756772673734
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0.0373548712771
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.324499411072
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.0359246171967
1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.188541140838
1,0,0,1,0,1,1,0,1,1,1,1,1,1,0.502566044085
1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.211930001683
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0.0651606932526
0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.106806326771
1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0699562510517
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.0167423860003
0,1,1,0,0,0,1,1,1,1,0,1,0,1,0.391426888777
0,0,0,1,1,0,1,0,0,0,0,1,1,0,0.197417129396
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.0210331482416
0,0,0,0,1,0,0,1,1,0,1,1,0,1,0.454442200909
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.0282685512367
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0.271832407875
1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.330599024062
0,0,0,1,1,0,1,1,1,0,1,1,0,1,0.380363452802
1,1,0,1,0,0,1,0,0,1,1,0,1,0,0.16435302036
0,0,0,1,0,1,0,1,1,0,1,1,0,1,0.414142688878
1,1,1,0,0,1,1,1,1,1,0,1,1,0,0.219039205788
0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.00896012115093
1,1,0,0,0,0,1,1,1,1,1,1,0,1,0.413175164059
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.275492175669
1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.125105165741
1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.212392730944
1,1,0,0,0,1,0,0,1,1,1,0,1,1,0.152658589938
1,0,1,1,1,0,1,0,0,0,0,1,1,1,0.216809692075
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.0352936227495
0,1,1,1,1,1,0,0,0,1,0,1,1,1,0.384528016153
0,0,1,1,1,1,1,1,1,0,0,0,1,0,0.00222951371361
1,0,1,1,1,1,0,1,0,1,1,0,1,0,0.278142352347
0,1,0,1,1,0,0,1,1,0,0,1,0,0,0.226611139155
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.514344607101
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.511988894498
0,1,1,1,0,0,1,1,1,1,1,0,0,1,0.0521622076392
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.441191317516
1,1,0,1,1,1,0,0,1,1,1,0,0,0,0.313730439172
0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.146474844355
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.335562847047
0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.490619215884
0,0,1,0,1,1,1,1,0,0,0,0,1,1,0.0145549385832
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.10848897863
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.385116944304
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0.245961635538
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0.0723960962477
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.203306410904
1,0,0,0,1,0,0,1,1,0,1,1,1,0,0.255216220764
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.170368500757
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.290047114252
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0.217440686522
0,1,1,1,1,0,1,1,1,0,1,0,1,0,0.0912417970722
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.103693420831
1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.252860508161
0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.610255763083
1,0,1,0,1,1,1,0,0,1,1,0,0,0,0.440980986034
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.263671546357
1,0,0,0,0,0,1,1,1,0,1,0,1,0,0.011231701161
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.22164731617
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0.249495204442
1,1,0,1,1,0,0,1,0,0,1,1,0,0,0.206419316843
1,1,0,1,0,0,1,0,0,1,1,1,1,1,0.257613999663
0,1,0,0,0,1,0,1,0,1,1,1,1,0,0.210079084637
0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.388608446912
0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.000841325929665
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.338423355208
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.151060070671
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0.112232879017
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0.256267878176
1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.0644034999159
0,1,0,0,1,1,1,0,1,0,1,1,1,1,0.36782769645
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.14916708733
1,0,0,0,0,0,1,0,1,1,1,0,1,1,0.351169443042
1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.354408547871
