SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.5
1,1,0,0,1,0,0,1,1,0,0,0,1,0,31.25
1,0,0,0,1,1,1,0,1,1,1,0,1,1,32.139
0,0,1,1,1,0,1,1,0,0,0,0,1,1,30.278
0,0,1,1,1,0,1,1,1,0,0,1,1,0,31.687
1,0,0,0,1,0,0,1,1,0,1,1,0,0,31.911
0,1,0,1,1,0,1,1,1,1,1,0,1,1,32.534
0,0,1,1,0,1,0,1,0,1,1,1,1,0,31.682
0,0,1,1,0,0,1,0,0,0,0,0,0,0,32.783
0,0,0,0,0,0,1,1,0,1,1,0,0,1,30.955
0,0,1,0,0,1,0,1,1,0,0,1,1,0,31.252
1,0,1,1,0,1,0,1,0,1,0,0,1,0,31.677
1,1,1,1,1,1,0,1,1,0,0,0,0,1,31.384
1,1,1,1,0,0,1,0,1,1,0,1,1,0,31.561
1,0,0,0,1,1,0,0,1,1,0,1,1,0,31.765
1,1,0,1,1,1,1,0,1,1,1,1,1,0,32.159
0,0,0,0,1,0,0,0,0,1,0,1,0,0,31.836
1,1,1,0,0,1,0,0,0,0,1,1,1,0,31.265
1,1,0,0,0,0,1,1,1,1,1,1,1,0,31.716
1,1,0,0,0,1,0,1,0,0,0,1,1,1,30.482
1,1,1,1,1,0,1,0,1,1,0,1,0,1,31.118
0,1,0,1,0,1,1,1,0,0,0,0,1,1,31.476
1,0,0,0,0,1,1,0,1,0,1,1,1,1,31.536
1,0,0,1,0,0,1,1,0,1,0,1,1,1,31.478
0,1,0,1,0,0,0,0,1,1,1,0,1,1,30.738
0,1,0,0,0,1,0,1,0,1,0,0,1,0,32.104
1,1,0,1,1,0,1,1,0,1,0,1,1,0,30.114
0,1,0,1,0,1,0,0,1,0,1,0,1,1,31.902
0,1,1,0,1,0,1,0,1,0,0,1,1,1,31.529
1,0,0,1,0,0,0,1,0,1,1,0,0,1,32.371
1,1,0,1,0,0,1,1,1,0,1,0,0,0,31.274
0,1,1,0,0,1,0,0,1,1,0,0,0,0,31.677
1,1,0,1,0,1,0,1,1,0,1,1,1,0,32.273
1,0,0,0,0,1,1,0,1,1,1,0,1,0,31.633
1,1,0,1,0,0,1,1,1,0,1,1,0,1,31.505
1,1,1,1,0,1,0,0,0,0,1,0,0,0,31.856
1,1,0,1,0,0,0,1,1,1,1,0,0,1,32.147
1,0,1,1,1,0,0,1,1,0,0,0,0,0,31.65
0,1,0,0,1,0,1,1,0,1,1,1,1,0,32.046
0,0,0,1,0,0,0,1,1,0,1,1,0,1,31.539
0,0,0,1,0,0,0,1,1,1,0,1,0,1,31.035
1,0,1,1,0,0,1,0,1,1,1,0,1,0,31.258
1,1,1,1,1,1,1,0,1,0,0,0,1,0,31.978
0,1,0,1,1,1,1,0,1,0,1,1,1,0,32.0
0,1,1,1,1,1,0,1,0,1,0,1,1,1,31.436
0,1,1,1,0,0,1,1,1,1,0,0,1,0,31.136
0,1,0,1,0,0,0,0,1,0,1,0,1,1,30.661
1,0,1,0,0,1,0,0,1,1,0,0,1,0,32.777
1,0,0,0,0,0,0,0,1,0,1,1,0,0,30.804
1,1,1,0,1,1,0,0,1,0,0,1,0,0,30.447
0,1,1,0,0,1,1,0,0,1,0,0,0,1,31.579
0,1,1,1,1,1,1,0,0,1,0,0,0,0,30.71
0,0,1,0,1,1,0,0,1,1,1,1,0,0,31.645
0,0,1,0,1,1,0,0,1,0,1,1,0,0,31.809
1,0,1,0,1,1,0,1,1,0,0,0,1,0,32.004
1,0,0,1,0,1,1,1,1,1,1,1,1,1,31.612
1,0,1,1,1,1,1,1,1,1,1,1,1,0,31.651
0,1,0,1,0,0,1,0,0,0,0,1,0,0,31.112
1,0,1,1,1,1,0,0,0,0,1,0,0,0,31.663
1,1,0,0,1,1,0,0,0,0,1,1,0,0,31.154
0,1,0,1,1,0,0,0,0,0,0,0,1,1,31.582
1,0,1,1,1,1,1,0,0,1,0,0,1,0,30.459
0,0,1,1,0,1,0,0,0,0,1,0,0,0,30.497
1,1,0,0,1,0,1,0,1,1,1,0,1,1,31.947
1,1,1,0,1,1,1,0,1,1,0,1,0,1,31.589
0,0,0,0,1,0,0,1,1,0,0,0,0,1,30.648
1,1,1,1,1,0,0,0,0,1,0,1,0,0,32.215
0,0,0,0,1,0,0,0,0,1,0,1,1,0,30.93
0,0,0,0,1,0,1,1,0,1,1,1,1,0,31.427
0,0,1,1,0,0,1,0,1,1,1,1,1,0,30.614
1,1,0,1,0,0,0,0,1,1,1,1,1,0,31.694
1,1,1,1,0,0,0,1,1,1,0,0,1,0,31.178
1,0,0,0,0,0,0,0,0,0,0,0,1,0,30.881
0,0,0,1,0,1,0,1,1,1,0,1,0,1,31.806
0,0,1,0,1,0,0,1,0,1,1,1,0,1,31.017
1,0,0,0,1,0,1,1,0,0,1,1,0,1,32.499
0,1,1,1,1,0,0,0,1,1,1,1,1,0,31.37
1,0,0,1,0,0,0,0,1,0,1,0,0,0,31.392
0,0,0,1,1,0,0,1,1,1,1,0,0,1,32.392
0,0,0,0,0,0,0,0,0,1,0,1,0,1,32.413
1,0,0,0,0,0,1,0,0,1,0,1,0,0,31.146
1,0,1,0,1,1,0,1,1,1,0,1,1,1,31.549
0,1,1,0,0,1,1,1,0,1,1,0,1,1,32.28
1,0,1,0,0,0,0,0,1,0,1,1,1,0,31.061
0,0,1,0,0,1,1,0,0,1,1,0,1,0,31.618
1,1,1,0,0,0,0,1,1,0,1,0,1,1,31.507
0,1,0,0,1,1,1,1,1,0,0,1,1,0,30.456
1,0,1,0,1,1,1,0,1,1,0,0,0,1,31.912
0,0,1,0,1,0,0,1,0,1,0,0,1,1,31.261
0,0,1,0,0,1,1,1,0,1,0,1,0,1,32.602
0,0,0,0,1,0,0,1,1,1,1,0,1,0,31.316
0,0,0,1,0,1,0,1,1,1,1,1,0,1,31.699
0,0,1,0,1,0,0,0,1,0,1,1,1,0,31.187
0,1,0,0,1,0,0,0,1,1,0,1,0,0,32.319
1,1,1,0,1,1,0,1,1,0,1,0,1,1,30.431
1,1,1,0,0,0,1,1,1,0,0,0,0,1,31.591
0,1,0,1,0,1,1,0,0,1,0,0,0,1,31.754
0,0,1,1,0,1,0,0,1,0,1,0,0,1,30.957
0,1,1,0,1,1,1,1,0,0,1,1,0,1,33.128
0,0,0,0,1,0,1,1,0,0,0,1,1,1,31.172
0,0,0,0,1,1,0,0,1,0,0,1,0,1,31.261
0,0,1,0,0,1,1,1,1,1,0,1,0,0,31.426
1,1,0,1,1,0,0,0,1,0,1,1,0,1,31.314
0,0,0,1,0,0,1,0,0,0,1,0,1,1,31.363
0,0,0,0,0,0,0,1,1,1,0,0,1,1,30.808
0,0,1,1,0,0,0,1,1,1,1,1,1,1,31.652
0,0,0,1,0,1,1,0,0,0,1,1,1,0,31.574
0,0,1,0,1,1,1,1,1,0,1,1,0,0,31.702
0,1,0,0,1,1,1,0,0,1,1,0,0,1,31.722
1,0,0,1,1,0,0,1,0,0,0,0,0,1,31.607
1,1,0,1,1,1,1,1,1,1,0,1,1,0,31.814
1,1,0,1,1,0,0,0,0,0,1,1,0,1,32.02
1,1,1,0,0,1,0,1,1,0,1,0,0,1,31.512
0,0,1,1,0,0,0,0,0,0,1,0,1,1,32.014
1,1,1,1,1,0,1,1,1,0,1,0,1,0,31.361
1,1,1,0,0,0,0,0,0,0,1,0,1,1,31.403
0,0,1,0,0,1,0,0,0,1,0,1,1,1,30.851
0,1,0,0,0,0,1,1,0,1,0,0,1,0,30.513
0,1,0,0,0,0,0,0,0,1,0,0,0,1,30.536
1,1,0,0,0,0,1,1,0,1,1,1,0,1,32.266
0,1,0,0,0,0,0,0,0,0,0,0,1,0,31.077
1,0,0,1,0,0,1,0,1,1,0,1,1,1,31.204
0,0,1,1,1,0,0,1,1,0,0,1,1,1,31.331
1,0,1,0,0,1,1,0,1,0,0,1,0,0,31.324
0,0,1,0,1,0,1,1,0,0,0,1,0,1,31.586
1,1,0,1,1,1,1,1,1,1,0,0,0,0,30.73
1,1,1,1,1,0,0,0,0,1,1,0,0,0,31.933
1,0,1,1,1,1,1,1,0,0,0,1,1,0,31.566
0,0,0,0,1,0,0,1,0,1,1,0,1,1,30.615
0,1,0,0,0,1,1,0,0,1,1,0,1,1,31.322
1,0,0,1,0,1,0,1,1,0,1,0,1,1,32.192
1,1,1,1,0,1,1,1,0,1,1,1,1,0,31.691
1,1,0,1,1,0,1,0,1,0,0,0,0,1,32.366
0,0,1,1,1,0,1,0,1,0,1,1,0,1,32.132
0,1,1,1,0,0,0,0,1,1,0,0,1,0,31.635
1,1,0,0,1,1,0,1,1,0,0,1,1,0,31.762
1,1,1,0,0,0,1,1,0,1,1,1,1,0,31.988
0,1,1,1,1,0,1,0,0,0,1,1,1,0,32.376
0,0,0,1,0,1,1,1,0,1,1,0,1,1,30.655
0,0,0,1,0,0,0,1,0,0,0,0,1,0,31.456
0,0,0,1,0,1,1,0,1,0,0,1,1,0,31.345
1,0,0,1,1,0,1,0,1,0,1,0,0,1,32.077
0,1,0,0,0,0,0,0,0,1,0,0,0,1,31.491
1,0,0,1,0,1,1,0,0,1,1,0,1,1,31.262
0,1,1,1,1,0,0,1,0,0,1,1,0,0,31.168
0,1,1,0,0,1,0,1,1,0,0,0,0,1,31.603
0,0,0,0,0,1,1,1,0,0,1,0,0,0,31.25
0,1,0,0,1,1,0,1,0,1,1,1,1,1,31.912
0,0,1,1,1,0,1,1,1,0,0,1,0,0,31.654
0,1,1,0,1,0,1,1,1,0,1,0,0,0,31.971
0,1,0,1,0,0,0,0,1,0,1,1,1,0,31.776
1,1,1,1,1,1,0,0,1,1,1,1,0,0,32.116
0,0,1,0,1,0,1,1,1,1,1,0,1,1,32.088
0,0,1,0,0,1,0,1,1,1,1,1,0,1,31.954
1,0,0,0,0,0,1,0,0,0,0,0,1,1,30.602
1,0,1,0,1,0,0,0,0,1,0,0,1,1,31.27
