SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrand100K.1
1,0,0,1,1,0,1,1,0,0,0,1,1,0,450.18
1,1,1,0,0,0,1,0,1,0,0,0,0,1,443.32
0,0,0,0,1,0,0,0,1,0,1,0,1,0,439.35
0,0,0,0,1,0,0,0,0,1,1,1,1,0,448.16
1,0,1,1,1,1,0,1,0,0,0,1,0,0,447.62
0,1,0,1,0,0,0,0,1,0,0,0,0,1,444.43
0,1,0,1,0,0,0,0,0,0,1,1,0,1,450.82
1,1,0,1,1,1,0,1,0,0,0,0,0,0,442.28
0,1,1,0,0,0,1,0,0,1,1,1,0,0,458.11
0,1,1,0,0,0,0,1,0,1,1,0,0,1,442.67
1,1,1,0,1,1,0,0,1,0,1,1,1,1,445.24
0,0,0,0,1,0,1,0,1,0,1,0,1,0,444.5
0,0,0,1,1,1,0,0,0,0,0,1,1,1,447.03
1,0,0,0,1,0,1,1,0,0,1,0,1,0,448.28
1,0,0,1,0,1,0,1,1,0,0,0,1,0,440.33
0,1,1,0,0,0,1,1,1,1,1,1,0,0,444.96
1,0,1,1,0,0,0,0,1,1,1,0,1,0,441.63
0,0,0,1,1,0,0,1,0,1,1,0,1,1,442.92
1,1,1,1,1,0,0,1,1,1,0,0,1,0,443.34
1,0,1,0,0,1,1,1,1,0,1,1,0,1,446.15
0,1,0,1,1,1,0,0,1,1,0,0,1,0,449.33
0,1,1,1,1,1,1,0,1,1,1,0,1,0,441.92
0,1,0,1,0,0,1,1,1,1,1,0,0,0,453.73
1,0,1,1,1,0,1,0,1,1,0,1,1,0,448.94
1,0,0,1,1,1,1,0,0,0,1,1,1,0,448.62
1,0,0,1,0,0,1,1,0,0,0,0,0,1,444.56
1,1,1,0,0,1,0,0,1,0,1,0,1,1,443.18
0,0,1,1,0,1,0,1,1,1,0,0,0,0,439.89
1,0,0,0,1,1,0,1,0,1,1,1,1,0,450.44
1,1,1,0,0,0,0,1,0,0,0,0,0,1,444.62
0,0,1,0,1,1,1,0,0,0,1,0,0,0,440.3
1,1,1,0,0,0,0,0,0,1,1,0,0,0,449.81
0,0,0,0,0,1,1,1,1,0,0,1,1,0,443.65
0,0,1,1,1,0,1,1,0,0,1,0,0,0,446.82
0,1,0,0,0,1,1,1,1,1,0,1,1,0,446.17
0,0,0,1,0,0,0,0,0,1,1,0,0,1,443.76
1,0,0,0,1,1,0,1,0,1,1,1,0,0,445.72
0,0,1,1,0,0,1,1,0,1,1,1,1,0,446.76
0,1,1,1,1,0,1,0,0,0,1,0,1,0,446.3
0,0,0,1,0,0,0,0,0,1,0,1,1,0,444.6
0,1,0,1,0,0,1,0,0,1,1,0,1,1,444.67
0,0,1,1,1,0,1,0,1,1,1,0,1,0,442.53
0,0,0,1,1,0,1,0,1,1,0,0,1,0,444.53
0,0,1,0,0,0,0,0,1,0,1,0,1,1,439.22
0,0,1,0,1,0,1,0,0,0,0,0,0,1,444.75
0,1,1,1,1,1,1,0,1,1,0,1,1,1,445.01
1,1,0,1,0,0,0,1,0,1,0,1,0,0,448.65
1,0,1,1,0,0,0,1,1,1,1,0,0,0,445.3
1,1,0,0,1,1,1,0,0,0,0,1,1,0,450.11
1,0,0,1,1,1,1,0,1,1,1,1,0,1,446.49
0,0,0,0,0,1,0,1,0,0,0,0,0,1,450.33
1,1,1,1,1,1,1,1,1,1,1,0,0,1,450.63
0,0,1,1,0,0,1,1,0,0,1,1,0,0,442.65
1,1,1,0,1,0,1,1,1,1,0,1,0,0,454.71
0,0,0,1,1,0,0,0,0,1,1,0,1,0,442.7
1,1,0,0,1,0,0,0,1,0,0,1,1,0,448.02
0,1,0,1,1,0,0,0,0,0,0,1,1,0,447.65
1,0,0,1,0,1,0,0,1,1,1,1,1,0,446.24
1,1,1,1,1,1,0,0,1,1,1,0,0,0,445.38
1,0,1,0,1,1,0,0,1,1,1,1,0,1,446.98
0,0,1,1,0,1,0,1,0,0,1,1,0,1,442.45
0,1,0,1,0,0,1,1,1,1,1,0,1,1,445.9
1,0,0,1,1,1,1,0,1,0,0,1,1,0,446.1
1,0,0,1,1,0,1,0,1,1,0,1,1,0,451.79
0,0,1,1,0,0,0,0,1,1,0,0,1,0,447.82
0,0,0,0,1,1,1,1,1,0,1,0,1,0,440.39
1,0,0,1,1,1,1,1,1,0,1,0,0,1,446.27
1,1,0,0,0,1,0,0,1,0,0,1,0,0,449.73
1,0,1,1,0,0,0,0,0,0,1,1,0,0,446.95
1,0,1,0,1,0,0,0,1,0,0,1,0,0,452.03
0,1,1,1,1,1,0,1,1,0,0,0,0,0,457.7
0,1,0,0,0,1,0,0,1,0,1,1,0,0,445.87
1,0,0,0,1,1,0,0,0,1,1,0,0,1,446.98
1,1,0,1,1,0,0,1,1,0,0,1,0,0,446.48
1,0,1,1,0,1,0,1,1,1,1,0,1,1,443.81
0,1,1,0,1,1,1,0,0,1,1,0,0,1,445.44
1,1,0,1,0,0,1,1,0,0,1,1,1,0,449.38
0,1,0,1,1,0,1,1,0,1,1,0,1,0,444.74
1,0,0,1,1,0,1,1,0,1,0,1,0,1,447.2
1,1,1,0,1,0,0,0,1,0,0,0,0,1,447.15
0,0,1,1,0,0,1,0,0,1,0,1,0,1,443.32
0,1,1,0,0,0,1,1,0,0,1,0,0,1,444.72
0,1,1,1,1,1,0,0,0,1,1,1,0,1,451.56
1,0,1,0,0,0,1,0,1,0,0,1,0,0,451.03
0,0,1,0,0,1,1,0,1,0,0,0,1,1,453.84
1,1,1,0,0,0,0,1,0,0,1,1,1,1,450.2
0,0,0,1,0,1,1,1,1,1,0,0,0,0,440.82
0,1,1,0,0,0,0,0,1,0,1,1,1,1,453.69
0,1,0,0,0,0,0,1,0,1,1,1,1,0,451.71
0,1,1,1,1,0,1,1,1,1,1,0,0,0,443.73
0,0,0,1,1,0,0,0,0,1,1,1,0,1,446.14
1,0,1,0,0,1,0,0,0,0,0,0,1,1,442.45
1,0,1,0,1,1,0,0,1,1,0,1,0,0,451.31
0,1,1,1,0,1,0,0,0,0,0,1,0,0,446.46
1,0,1,1,0,1,0,1,0,0,0,0,1,1,445.04
0,1,1,1,1,0,0,1,1,1,1,0,0,0,445.1
0,1,0,1,1,0,1,0,0,1,1,0,1,0,443.54
0,0,1,1,1,0,0,1,1,1,1,0,1,0,442.44
1,0,1,1,1,1,1,1,0,1,1,0,1,0,445.89
0,0,1,1,1,0,1,0,0,1,1,1,0,1,442.24
1,1,0,0,0,0,1,1,1,1,1,0,1,0,441.21
0,1,1,1,0,1,0,0,0,0,1,1,1,0,445.69
1,1,1,1,0,1,1,1,1,1,1,0,1,1,448.08
1,1,1,0,0,0,1,0,0,1,1,0,1,1,446.54
1,0,0,0,0,1,1,1,1,1,0,1,1,0,448.23
1,1,0,1,1,0,1,1,0,1,0,1,1,1,447.84
1,0,1,1,1,1,0,0,1,0,1,0,0,1,442.18
0,0,1,1,0,0,1,0,0,0,1,0,1,0,441.47
1,1,0,1,0,1,0,1,0,1,0,0,0,0,448.84
1,1,1,0,0,1,1,0,1,0,0,1,0,0,452.44
1,1,0,1,0,1,1,0,1,1,0,1,0,1,450.13
1,0,1,0,1,0,1,1,0,1,0,1,1,0,443.42
1,0,1,1,0,1,0,0,1,0,1,1,0,1,448.58
1,0,0,0,1,0,0,1,0,1,1,0,1,1,447.65
1,0,0,1,0,0,0,1,1,1,1,0,0,0,443.08
1,0,1,0,0,1,1,1,1,1,1,0,0,1,443.85
1,0,0,0,0,1,0,1,0,0,0,0,1,0,441.06
0,1,1,1,1,1,0,0,1,1,0,0,1,1,442.62
1,1,1,1,1,1,0,1,0,0,0,1,1,0,447.4
1,1,1,1,0,0,1,0,1,1,0,0,1,0,443.18
0,1,0,1,0,0,1,0,1,0,0,1,0,0,444.97
0,1,0,1,1,0,1,0,1,1,1,0,0,1,447.02
0,0,1,1,0,1,0,1,1,0,0,0,0,0,450.15
0,0,1,1,0,1,0,1,0,1,0,0,1,0,439.89
0,0,0,1,1,0,0,0,0,1,1,0,1,0,443.61
0,1,1,0,1,0,0,1,0,0,0,1,1,0,449.0
0,1,1,1,0,1,0,1,0,0,1,1,1,1,448.82
1,1,0,0,1,1,1,0,0,1,1,1,1,1,445.54
1,1,1,0,0,0,0,1,1,0,0,1,1,1,452.2
1,1,1,1,1,1,0,1,1,0,0,0,1,0,442.21
1,1,0,0,0,1,0,1,1,0,1,1,1,0,451.1
0,1,0,0,0,1,0,1,1,0,0,1,0,0,444.03
1,0,1,1,1,1,0,1,1,0,0,1,1,1,444.53
1,0,0,1,1,1,0,0,1,0,1,0,1,1,442.12
0,1,0,1,1,1,0,1,1,0,0,1,1,0,445.09
1,1,1,1,1,1,1,1,1,0,0,0,1,0,441.67
0,0,1,1,1,1,0,1,1,1,1,1,1,1,443.9
0,1,1,0,0,0,0,0,0,1,0,1,1,1,448.24
1,0,1,0,0,0,1,1,1,0,0,0,0,1,442.64
1,1,0,1,0,0,0,0,0,0,0,0,1,0,443.37
0,1,1,0,1,1,1,1,1,1,0,0,1,1,446.41
1,1,1,1,1,0,1,0,1,0,0,0,1,1,443.93
1,1,1,0,0,1,0,0,0,1,1,1,0,0,452.03
0,1,1,1,1,0,1,0,0,1,1,1,1,0,459.92
1,1,1,1,1,0,1,0,1,1,0,1,1,0,446.65
1,0,0,0,1,0,1,1,1,1,0,0,0,0,443.1
0,1,0,0,0,1,0,1,1,0,0,1,1,1,445.71
0,1,0,0,1,0,0,1,1,1,0,0,1,1,446.76
0,1,1,0,0,0,0,0,1,1,0,1,0,1,445.56
1,0,0,1,1,1,0,1,0,1,1,1,1,0,447.42
0,0,1,0,1,0,0,1,1,1,1,0,1,0,442.14
0,1,1,1,1,0,0,1,1,1,1,1,1,1,449.58
1,0,0,1,1,1,0,1,0,1,1,1,0,1,446.39
0,0,0,1,0,0,1,0,0,1,1,1,1,1,443.22
1,0,0,0,1,1,1,0,0,0,0,0,0,0,444.66
1,1,0,1,0,1,1,0,1,1,0,0,0,1,442.85
1,1,1,0,1,0,1,1,0,0,1,1,0,1,451.47
0,0,1,0,0,0,0,0,1,0,0,0,0,1,445.56
1,1,0,1,1,0,1,0,1,1,1,1,1,1,459.11
0,0,1,1,1,1,0,1,0,0,0,1,0,1,447.59
0,0,1,1,1,1,1,0,1,0,0,1,0,0,445.79
0,1,1,1,0,0,0,0,0,1,1,1,1,1,444.98
0,1,1,0,1,1,0,0,1,1,1,1,0,1,444.85
1,0,0,1,1,1,1,0,0,1,0,1,0,0,450.57
0,1,0,1,1,1,1,1,1,0,0,1,1,1,444.83
1,0,1,1,0,0,0,0,0,0,1,1,1,0,450.89
1,1,0,0,0,1,0,1,0,1,1,1,0,1,451.64
0,1,0,0,0,0,0,1,1,0,0,0,0,1,442.63
0,1,1,0,1,0,1,0,0,0,0,1,1,1,445.41
1,0,1,1,0,0,0,0,1,1,1,0,0,0,446.36
1,1,1,0,1,1,0,1,1,0,0,1,0,1,451.56
0,1,1,1,1,1,1,0,0,1,0,0,0,0,448.96
1,0,1,0,1,1,0,1,1,1,1,1,1,0,448.26
0,0,1,0,1,0,0,1,1,0,0,1,0,0,444.92
1,0,0,1,1,1,0,1,0,1,0,0,1,0,442.03
1,0,1,1,1,0,0,0,1,0,0,1,0,1,448.29
1,0,0,0,1,1,1,1,1,1,1,1,0,0,454.74
0,0,0,0,1,0,0,1,0,0,0,0,1,0,442.5
0,1,1,0,0,0,1,0,0,1,1,1,1,1,446.11
0,1,1,1,0,1,1,0,1,1,0,1,0,0,444.47
0,0,0,0,1,1,1,1,1,0,0,1,1,1,448.75
1,1,1,0,0,1,1,0,1,0,0,1,1,1,453.78
0,1,1,0,0,1,1,0,1,0,0,0,0,0,445.92
1,1,1,0,0,1,0,1,1,1,1,0,1,0,444.96
0,1,1,1,0,1,0,0,1,0,0,0,1,0,446.81
1,1,1,1,0,1,0,0,1,0,1,1,1,1,446.29
1,1,1,0,1,0,1,1,0,1,1,1,0,0,451.41
1,1,0,1,0,0,1,0,0,0,0,1,0,0,447.59
1,1,0,0,1,0,0,0,1,1,1,0,1,1,445.65
1,1,0,0,0,1,0,1,0,0,0,1,0,0,450.38
0,1,0,1,1,1,1,0,0,1,1,0,0,0,442.75
0,1,0,0,1,1,0,0,0,0,0,1,1,1,445.53
0,0,1,0,1,1,1,1,0,1,0,0,1,0,451.22
0,0,0,0,0,1,1,1,1,0,1,0,1,1,442.53
0,1,1,1,1,1,0,0,0,1,0,1,0,1,443.51
1,1,1,1,1,0,1,0,1,0,0,1,1,1,445.85
0,1,1,1,0,1,1,0,0,1,1,0,1,1,442.76
0,0,0,0,0,0,1,0,1,0,1,0,0,0,440.76
0,0,0,1,0,0,0,0,1,0,1,0,0,1,446.91
0,1,0,0,0,0,0,0,0,1,1,0,1,1,442.85
1,1,0,0,1,1,1,1,1,1,1,0,0,1,441.46
0,1,0,1,0,0,1,0,1,0,0,0,1,0,449.22
1,1,1,1,0,0,1,0,0,1,1,1,0,1,452.83
1,1,0,1,0,0,0,0,0,1,1,0,1,0,452.47
1,0,0,1,1,1,1,1,0,0,0,0,0,1,444.41
0,0,0,1,0,1,1,1,1,0,0,1,0,1,449.81
1,1,0,0,0,0,1,0,1,1,0,0,1,0,445.13
0,0,0,1,1,1,0,1,1,0,1,0,1,0,441.74
1,1,0,0,1,1,1,1,0,0,1,0,1,1,447.56
0,1,0,1,0,1,0,1,1,1,0,1,0,1,447.78
0,0,1,1,1,0,0,0,0,1,1,1,1,1,452.94
1,0,0,0,1,0,1,1,1,0,0,1,1,0,456.22
0,0,1,1,1,1,1,1,0,0,1,1,0,1,446.2
0,0,1,1,0,0,1,1,1,1,1,0,1,1,451.37
0,1,0,0,1,1,1,0,0,1,1,1,1,1,445.64
1,0,1,0,1,1,0,1,1,0,0,0,0,1,444.35
0,1,1,0,1,0,1,1,0,0,0,0,0,0,445.45
1,0,0,0,0,0,1,1,0,0,0,1,1,0,450.99
1,1,1,1,1,1,1,0,1,0,1,0,0,0,448.37
0,0,0,1,0,1,1,0,1,1,0,0,0,1,440.05
1,0,0,1,1,0,0,1,0,1,1,0,0,0,442.0
1,0,0,1,0,0,1,0,0,0,1,0,1,0,448.95
1,1,1,0,0,1,0,0,0,0,0,1,1,0,446.76
1,1,0,1,1,1,1,0,0,0,1,0,1,1,449.36
1,0,1,1,0,1,0,1,0,1,1,1,1,0,442.82
1,0,1,1,1,0,0,0,1,1,1,1,1,0,448.44
1,0,1,0,0,1,0,0,1,0,1,0,0,0,450.73
0,0,1,0,0,0,1,1,1,1,0,1,1,1,443.93
0,1,1,1,0,1,0,1,1,0,0,0,0,0,449.59
0,0,1,0,0,0,1,1,1,0,1,1,1,1,446.96
0,1,0,0,1,0,0,1,1,0,1,1,0,1,465.39
1,1,1,1,0,1,1,0,1,0,1,1,1,0,452.57
1,1,0,0,1,0,1,1,0,1,1,0,0,1,446.5
1,0,1,1,1,1,0,1,1,1,1,1,1,1,443.81
0,0,1,1,1,0,1,0,1,1,1,1,1,0,449.09
0,1,0,1,1,1,1,1,1,0,1,0,1,1,445.11
0,0,0,0,0,1,1,0,1,1,1,0,1,0,443.34
1,0,0,0,0,0,1,1,0,1,1,0,1,0,442.31
0,0,0,1,0,0,0,0,0,1,0,0,1,1,448.18
1,1,0,1,0,0,1,1,1,0,0,1,1,1,452.03
1,0,0,0,1,1,1,1,0,0,0,1,0,1,445.61
1,0,1,0,1,0,1,1,0,1,0,1,0,0,449.95
1,0,1,0,1,1,0,1,0,1,1,1,0,1,447.26
1,0,1,1,0,0,0,0,1,1,1,1,1,0,450.71
0,0,1,0,1,1,1,0,0,0,0,0,1,0,443.22
0,1,0,1,1,1,1,1,1,1,1,0,1,0,442.3
0,1,0,1,0,0,0,0,0,0,1,0,1,0,442.29
1,0,0,1,0,0,1,1,0,1,1,1,0,1,446.83
0,1,0,0,0,0,0,0,1,1,0,0,0,1,444.78
0,0,1,0,0,1,1,0,1,1,1,1,0,0,446.36
1,0,1,1,0,1,1,1,1,0,0,0,1,1,447.32
0,1,0,0,1,1,1,1,0,0,0,1,1,0,448.98
1,1,0,0,0,0,0,1,1,1,0,1,0,0,445.79
0,0,1,1,0,1,1,1,0,0,0,1,1,0,448.54
1,0,1,0,0,0,1,1,1,0,1,0,0,1,444.19
0,1,1,0,0,1,0,0,0,1,1,0,0,1,447.6
1,1,0,0,0,0,0,0,0,0,0,1,1,1,448.46
1,0,0,1,0,1,0,0,1,0,1,1,0,0,448.94
1,1,1,0,1,0,1,1,0,1,0,0,0,1,445.73
1,1,0,0,1,1,0,1,0,0,0,1,1,1,447.21
1,0,1,1,0,1,1,1,1,1,0,1,0,1,446.19
0,0,0,0,1,0,1,1,1,0,1,0,0,1,443.63
0,1,1,1,0,1,0,1,0,1,1,1,0,1,452.47
0,0,1,0,1,1,0,0,0,0,0,1,1,1,444.21
0,1,0,1,0,1,0,0,1,0,1,1,1,1,458.95
0,1,1,0,0,0,1,1,0,0,0,0,0,1,447.66
0,1,1,1,1,0,1,0,0,0,0,0,0,1,449.43
1,1,1,1,0,1,0,0,1,0,0,1,0,1,450.59
1,0,1,0,0,1,0,1,1,0,1,1,0,0,447.86
1,0,1,0,0,0,0,1,1,0,1,0,1,0,449.21
0,1,1,0,0,1,0,0,1,0,1,0,1,1,440.98
0,0,0,0,0,0,1,0,1,0,1,1,1,0,446.94
0,0,1,0,1,1,1,0,1,0,0,1,0,0,445.49
0,0,1,1,1,0,0,0,1,0,0,1,0,0,450.08
1,0,1,1,1,0,0,1,0,0,1,1,1,0,447.59
0,0,1,0,1,1,0,1,0,1,0,0,1,1,443.36
1,1,0,0,1,0,0,1,1,1,1,0,1,1,446.17
1,1,0,0,1,1,0,1,0,0,0,1,0,1,454.73
1,0,1,1,0,0,0,0,0,1,0,0,1,0,446.62
1,1,0,0,0,1,0,0,1,1,0,0,1,0,441.78
0,1,0,1,1,0,0,0,0,0,0,1,1,0,453.06
1,0,0,1,0,1,0,0,0,0,1,0,0,1,448.31
1,1,1,0,0,1,0,1,1,0,0,0,1,0,443.0
1,0,0,1,0,1,1,0,1,1,1,1,1,1,447.04
1,1,0,1,1,0,1,1,1,1,1,1,1,0,451.89
1,0,0,1,1,1,1,1,0,1,1,0,0,1,447.24
0,0,1,0,1,1,0,0,0,1,0,0,1,0,447.88
1,1,1,1,0,0,0,1,0,0,0,0,0,0,442.33
1,1,1,1,0,0,1,1,0,0,0,0,0,1,450.58
0,1,1,0,0,0,1,1,1,1,0,1,0,1,451.96
0,0,0,1,1,0,1,0,0,0,0,1,1,0,445.71
0,1,0,1,1,0,1,0,1,0,0,0,1,0,439.94
0,0,0,0,1,0,0,1,1,0,1,1,0,1,449.66
1,1,0,0,0,1,1,1,1,1,1,0,0,0,451.01
0,1,0,1,1,1,0,1,0,1,0,0,0,1,447.35
1,0,0,1,0,0,0,1,0,0,1,1,0,0,452.69
0,0,0,1,1,0,1,1,1,0,1,1,0,1,448.12
1,1,0,1,0,0,1,0,0,1,1,0,1,0,443.62
0,0,0,1,0,1,0,1,1,0,1,1,0,1,454.25
1,1,1,0,0,1,1,1,1,1,0,1,1,0,450.62
0,1,0,0,0,1,1,1,0,1,1,0,1,0,452.12
1,1,0,0,0,0,1,1,1,1,1,1,0,1,446.02
1,0,0,1,1,1,1,1,1,0,0,0,1,1,441.21
1,1,0,0,1,0,0,0,0,1,0,0,1,1,448.09
1,0,0,1,1,1,1,1,1,1,1,1,0,1,449.01
1,1,0,0,0,1,0,0,1,1,1,0,1,1,444.31
1,0,1,1,1,0,1,0,0,0,0,1,1,1,447.78
1,1,1,1,1,1,0,0,0,1,1,0,0,0,447.69
0,1,1,1,1,1,0,0,0,1,0,1,1,1,455.96
0,0,1,1,1,1,1,1,1,0,0,0,1,0,440.08
1,0,1,1,1,1,0,1,0,1,1,0,1,0,444.05
0,1,0,1,1,0,0,1,1,0,0,1,0,0,443.65
1,1,0,0,0,1,1,1,1,0,0,0,0,1,444.61
0,0,0,1,1,1,0,1,0,1,0,1,0,1,450.08
0,1,1,1,0,0,1,1,1,1,1,0,0,1,447.23
1,1,1,1,1,1,1,1,1,1,1,1,0,1,446.72
1,1,0,1,1,1,0,0,1,1,1,0,0,0,445.36
0,1,0,1,0,0,1,1,0,1,0,0,0,1,446.57
0,0,1,0,0,0,1,0,0,0,0,1,0,1,445.93
0,1,0,0,1,0,0,1,0,1,0,1,1,0,447.54
0,0,1,0,1,1,1,1,0,0,0,0,1,1,440.99
0,0,0,0,0,0,0,0,1,1,0,0,0,0,444.0
0,0,0,0,0,0,1,1,1,1,0,0,1,0,441.54
1,1,1,1,1,0,1,0,1,0,1,0,0,0,445.05
0,0,1,0,1,1,0,1,0,0,0,0,1,1,447.76
0,0,1,0,0,1,0,0,1,0,0,1,1,0,444.67
1,0,0,0,1,0,0,1,1,0,1,1,1,0,457.12
1,0,0,1,1,0,0,0,0,0,1,0,0,1,444.02
0,0,0,1,0,1,1,0,0,1,0,0,0,0,446.29
0,1,1,1,0,0,0,0,0,1,0,1,0,0,448.27
0,1,1,1,1,0,1,1,1,0,1,0,1,0,442.72
1,0,1,0,0,1,1,0,0,0,0,0,0,0,444.62
1,0,0,0,1,0,0,1,1,1,0,1,1,0,448.26
0,1,1,0,0,0,1,0,0,0,1,1,0,1,445.44
1,0,1,0,1,1,1,0,0,1,1,0,0,0,447.66
1,0,0,1,0,0,1,0,0,1,1,1,0,1,446.85
1,0,0,0,0,0,1,1,1,0,1,0,1,0,439.49
1,1,0,0,0,0,0,1,0,0,1,1,1,0,451.61
0,1,1,1,0,0,1,1,0,1,1,1,1,0,445.63
1,1,0,1,1,0,0,1,0,0,1,1,0,0,446.64
1,1,0,1,0,0,1,0,0,1,1,1,1,1,446.52
0,1,0,0,0,1,0,1,0,1,1,1,1,0,448.08
0,1,1,1,1,0,0,1,0,1,1,0,1,1,446.54
0,0,0,0,0,0,1,0,1,0,1,0,1,1,442.67
0,1,1,1,1,0,0,0,1,0,0,0,0,0,448.59
0,1,1,1,1,1,1,1,0,0,1,0,1,1,442.48
0,1,0,0,1,0,0,1,0,1,0,0,1,1,442.14
1,0,1,0,0,0,0,1,0,0,1,1,0,0,446.89
1,1,0,0,1,0,0,1,0,0,0,0,1,0,443.05
0,1,0,0,1,1,1,0,1,0,1,1,1,1,444.22
1,1,1,0,0,1,0,1,1,0,1,0,0,1,442.8
1,0,0,0,0,0,1,0,1,1,1,0,1,1,448.96
1,0,0,1,1,0,1,1,1,1,1,1,1,1,449.59
1,1,0,1,1,1,0,0,1,1,0,1,0,0,453.81
0,1,1,1,0,0,1,1,1,1,1,0,0,0,447.73
0,0,0,1,0,1,0,1,0,0,1,0,0,0,441.8
1,0,1,0,0,1,1,0,0,1,1,1,1,0,447.88
0,1,1,0,0,0,0,1,1,1,0,0,1,0,457.7
1,0,0,1,0,1,1,0,0,1,1,1,1,1,453.85
1,0,1,0,1,0,0,0,1,1,1,0,1,0,443.38
1,0,1,1,1,1,1,0,0,1,1,1,1,0,449.69
0,1,1,0,1,1,1,1,0,1,0,1,0,0,446.83
0,0,1,0,0,0,0,0,1,0,1,1,0,1,450.25
0,1,1,1,0,0,0,0,0,0,0,1,0,1,448.16
0,0,1,1,0,0,1,0,0,1,0,0,1,0,444.02
0,1,1,0,0,1,1,0,0,1,0,1,0,0,449.04
0,1,0,1,0,0,0,1,0,0,1,1,0,0,447.43
0,0,1,1,0,1,0,1,0,1,0,1,1,1,450.48
1,1,0,0,0,0,1,1,0,1,1,1,1,0,455.86
0,1,1,1,1,0,1,1,1,1,0,0,0,0,446.73
0,1,0,0,0,0,1,0,0,1,1,0,0,0,449.9
1,0,1,0,0,1,0,1,0,0,1,1,1,0,451.42
0,0,1,1,0,1,1,1,0,1,0,0,0,1,444.83
0,0,1,1,0,1,1,0,0,0,0,1,0,0,447.82
1,1,0,1,1,1,1,0,1,1,0,0,0,0,443.99
1,1,0,0,0,0,0,1,0,1,0,1,1,0,446.28
0,0,1,0,0,0,1,0,1,0,0,1,1,0,446.22
0,0,0,0,1,0,0,1,0,1,1,1,1,1,450.39
0,1,0,1,1,1,0,1,0,0,0,1,1,1,447.1
1,0,0,0,1,0,0,0,0,1,0,1,1,1,455.89
1,0,1,1,0,0,0,1,1,0,1,0,1,0,454.56
0,0,1,0,1,1,1,1,0,0,0,0,0,1,442.92
1,0,0,0,0,1,0,0,1,0,0,1,1,0,447.67
1,0,0,0,1,1,1,1,0,1,0,0,0,1,455.95
0,1,1,1,0,0,0,0,0,0,0,0,1,1,441.67
1,1,0,1,0,1,0,1,1,1,0,0,0,0,444.75
0,1,1,1,0,0,0,1,1,1,0,0,0,0,445.68
0,1,1,1,1,1,0,0,1,1,1,1,1,1,444.67
1,0,0,0,0,0,0,0,0,0,1,0,1,0,451.84
0,1,0,1,0,0,0,1,1,1,0,1,0,0,454.59
0,1,0,0,0,0,1,1,1,1,1,0,0,1,442.73
