SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandbatch.4
1,1,0,1,0,1,0,1,0,1,0,0,0,0,20.558
1,1,1,0,0,1,1,0,1,0,0,1,0,0,21.496
1,1,0,1,0,1,1,0,1,1,0,1,0,1,21.632
1,0,1,0,1,0,1,1,0,1,0,1,1,0,21.475
1,0,1,1,0,1,0,0,1,0,1,1,0,1,21.587
1,0,0,0,1,0,0,1,0,1,1,0,1,1,20.16
1,0,0,1,0,0,0,1,1,1,1,0,0,0,20.361
1,0,1,0,0,1,1,1,1,1,1,0,0,1,20.308
1,0,0,0,0,1,0,1,0,0,0,0,1,0,19.868
0,1,1,1,1,1,0,0,1,1,0,0,1,1,20.095
1,1,1,1,1,1,0,1,0,0,0,1,1,0,21.194
1,1,1,1,0,0,1,0,1,1,0,0,1,0,22.094
0,1,0,1,0,0,1,0,1,0,0,1,0,0,21.525
0,1,0,1,1,0,1,0,1,1,1,0,0,1,20.207
0,0,1,1,0,1,0,1,1,0,0,0,0,0,20.305
0,0,1,1,0,1,0,1,0,1,0,0,1,0,20.181
0,0,0,1,1,0,0,0,0,1,1,0,1,0,19.876
0,1,1,0,1,0,0,1,0,0,0,1,1,0,21.326
0,1,1,1,0,1,0,1,0,0,1,1,1,1,21.069
1,1,0,0,1,1,1,0,0,1,1,1,1,1,21.19
1,1,1,0,0,0,0,1,1,0,0,1,1,1,21.301
1,1,1,1,1,1,0,1,1,0,0,0,1,0,19.821
1,1,0,0,0,1,0,1,1,0,1,1,1,0,21.176
0,1,0,0,0,1,0,1,1,0,0,1,0,0,21.593
1,0,1,1,1,1,0,1,1,0,0,1,1,1,21.307
1,0,0,1,1,1,0,0,1,0,1,0,1,1,19.795
0,1,0,1,1,1,0,1,1,0,0,1,1,0,21.06
1,1,1,1,1,1,1,1,1,0,0,0,1,0,20.009
0,0,1,1,1,1,0,1,1,1,1,1,1,1,21.474
0,1,1,0,0,0,0,0,0,1,0,1,1,1,21.105
1,0,1,0,0,0,1,1,1,0,0,0,0,1,20.031
1,1,0,1,0,0,0,0,0,0,0,0,1,0,20.114
0,1,1,0,1,1,1,1,1,1,0,0,1,1,23.627
1,1,1,1,1,0,1,0,1,0,0,0,1,1,19.94
1,1,1,0,0,1,0,0,0,1,1,1,0,0,21.57
0,1,1,1,1,0,1,0,0,1,1,1,1,0,21.35
1,1,1,1,1,0,1,0,1,1,0,1,1,0,21.412
1,0,0,0,1,0,1,1,1,1,0,0,0,0,20.355
0,1,0,0,0,1,0,1,1,0,0,1,1,1,21.145
0,1,0,0,1,0,0,1,1,1,0,0,1,1,20.149
0,1,1,0,0,0,0,0,1,1,0,1,0,1,21.448
1,0,0,1,1,1,0,1,0,1,1,1,1,0,21.718
0,0,1,0,1,0,0,1,1,1,1,0,1,0,19.774
0,1,1,1,1,0,0,1,1,1,1,1,1,1,21.063
1,0,0,1,1,1,0,1,0,1,1,1,0,1,21.691
0,0,0,1,0,0,1,0,0,1,1,1,1,1,21.409
1,0,0,0,1,1,1,0,0,0,0,0,0,0,20.352
1,1,0,1,0,1,1,0,1,1,0,0,0,1,20.462
1,1,1,0,1,0,1,1,0,0,1,1,0,1,21.183
0,0,1,0,0,0,0,0,1,0,0,0,0,1,19.837
1,1,0,1,1,0,1,0,1,1,1,1,1,1,21.444
0,0,1,1,1,1,0,1,0,0,0,1,0,1,21.423
0,0,1,1,1,1,1,0,1,0,0,1,0,0,21.38
0,1,1,1,0,0,0,0,0,1,1,1,1,1,21.317
0,1,1,0,1,1,0,0,1,1,1,1,0,1,21.608
1,0,0,1,1,1,1,0,0,1,0,1,0,0,21.632
0,1,0,1,1,1,1,1,1,0,0,1,1,1,21.179
1,0,1,1,0,0,0,0,0,0,1,1,1,0,21.151
1,1,0,0,0,1,0,1,0,1,1,1,0,1,21.631
0,1,0,0,0,0,0,1,1,0,0,0,0,1,19.974
0,1,1,0,1,0,1,0,0,0,0,1,1,1,21.455
1,0,1,1,0,0,0,0,1,1,1,0,0,0,20.247
1,1,1,0,1,1,0,1,1,0,0,1,0,1,21.516
0,1,1,1,1,1,1,0,0,1,0,0,0,0,20.273
1,0,1,0,1,1,0,1,1,1,1,1,1,0,21.447
0,0,1,0,1,0,0,1,1,0,0,1,0,0,21.546
1,0,0,1,1,1,0,1,0,1,0,0,1,0,19.886
1,0,1,1,1,0,0,0,1,0,0,1,0,1,21.593
1,0,0,0,1,1,1,1,1,1,1,1,0,0,21.545
0,0,0,0,1,0,0,1,0,0,0,0,1,0,19.944
0,1,1,0,0,0,1,0,0,1,1,1,1,1,21.194
0,1,1,1,0,1,1,0,1,1,0,1,0,0,21.684
0,0,0,0,1,1,1,1,1,0,0,1,1,1,21.101
1,1,1,0,0,1,1,0,1,0,0,1,1,1,21.268
0,1,1,0,0,1,1,0,1,0,0,0,0,0,19.981
1,1,1,0,0,1,0,1,1,1,1,0,1,0,20.125
0,1,1,1,0,1,0,0,1,0,0,0,1,0,20.047
1,1,1,1,0,1,0,0,1,0,1,1,1,1,21.149
1,1,1,0,1,0,1,1,0,1,1,1,0,0,21.6
1,1,0,1,0,0,1,0,0,0,0,1,0,0,21.503
1,1,0,0,1,0,0,0,1,1,1,0,1,1,20.041
1,1,0,0,0,1,0,1,0,0,0,1,0,0,21.55
0,1,0,1,1,1,1,0,0,1,1,0,0,0,20.243
0,1,0,0,1,1,0,0,0,0,0,1,1,1,21.138
0,0,1,0,1,1,1,1,0,1,0,0,1,0,20.086
0,0,0,0,0,1,1,1,1,0,1,0,1,1,19.969
0,1,1,1,1,1,0,0,0,1,0,1,0,1,21.591
1,1,1,1,1,0,1,0,1,0,0,1,1,1,21.302
0,1,1,1,0,1,1,0,0,1,1,0,1,1,19.968
0,0,0,0,0,0,1,0,1,0,1,0,0,0,19.897
0,0,0,1,0,0,0,0,1,0,1,0,0,1,20.028
0,1,0,0,0,0,0,0,0,1,1,0,1,1,20.103
1,1,0,0,1,1,1,1,1,1,1,0,0,1,20.092
0,1,0,1,0,0,1,0,1,0,0,0,1,0,19.888
1,1,1,1,0,0,1,0,0,1,1,1,0,1,24.467
1,1,0,1,0,0,0,0,0,1,1,0,1,0,20.421
1,0,0,1,1,1,1,1,0,0,0,0,0,1,20.194
0,0,0,1,0,1,1,1,1,0,0,1,0,1,21.135
1,1,0,0,0,0,1,0,1,1,0,0,1,0,23.679
0,0,0,1,1,1,0,1,1,0,1,0,1,0,19.878
1,1,0,0,1,1,1,1,0,0,1,0,1,1,20.025
0,1,0,1,0,1,0,1,1,1,0,1,0,1,21.607
0,0,1,1,1,0,0,0,0,1,1,1,1,1,24.833
1,0,0,0,1,0,1,1,1,0,0,1,1,0,21.157
0,0,1,1,1,1,1,1,0,0,1,1,0,1,21.443
0,0,1,1,0,0,1,1,1,1,1,0,1,1,19.944
0,1,0,0,1,1,1,0,0,1,1,1,1,1,21.197
1,0,1,0,1,1,0,1,1,0,0,0,0,1,20.136
0,1,1,0,1,0,1,1,0,0,0,0,0,0,19.901
1,0,0,0,0,0,1,1,0,0,0,1,1,0,21.215
1,1,1,1,1,1,1,0,1,0,1,0,0,0,23.719
0,0,0,1,0,1,1,0,1,1,0,0,0,1,20.159
1,0,0,1,1,0,0,1,0,1,1,0,0,0,20.321
1,0,0,1,0,0,1,0,0,0,1,0,1,0,20.16
1,1,1,0,0,1,0,0,0,0,0,1,1,0,21.384
1,1,0,1,1,1,1,0,0,0,1,0,1,1,20.014
1,0,1,1,0,1,0,1,0,1,1,1,1,0,24.437
1,0,1,1,1,0,0,0,1,1,1,1,1,0,21.797
1,0,1,0,0,1,0,0,1,0,1,0,0,0,20.151
0,0,1,0,0,0,1,1,1,1,0,1,1,1,21.424
0,1,1,1,0,1,0,1,1,0,0,0,0,0,20.036
0,0,1,0,0,0,1,1,1,0,1,1,1,1,21.268
0,1,0,0,1,0,0,1,1,0,1,1,0,1,21.315
1,1,1,1,0,1,1,0,1,0,1,1,1,0,21.306
1,1,0,0,1,0,1,1,0,1,1,0,0,1,20.329
1,0,1,1,1,1,0,1,1,1,1,1,1,1,21.632
0,0,1,1,1,0,1,0,1,1,1,1,1,0,21.262
0,1,0,1,1,1,1,1,1,0,1,0,1,1,19.998
0,0,0,0,0,1,1,0,1,1,1,0,1,0,19.961
1,0,0,0,0,0,1,1,0,1,1,0,1,0,20.091
0,0,0,1,0,0,0,0,0,1,0,0,1,1,19.902
1,1,0,1,0,0,1,1,1,0,0,1,1,1,21.114
1,0,0,0,1,1,1,1,0,0,0,1,0,1,21.408
1,0,1,0,1,0,1,1,0,1,0,1,0,0,21.598
1,0,1,0,1,1,0,1,0,1,1,1,0,1,21.527
1,0,1,1,0,0,0,0,1,1,1,1,1,0,21.622
0,0,1,0,1,1,1,0,0,0,0,0,1,0,19.77
0,1,0,1,1,1,1,1,1,1,1,0,1,0,19.915
0,1,0,1,0,0,0,0,0,0,1,0,1,0,19.783
1,0,0,1,0,0,1,1,0,1,1,1,0,1,21.934
0,1,0,0,0,0,0,0,1,1,0,0,0,1,20.283
0,0,1,0,0,1,1,0,1,1,1,1,0,0,21.656
1,0,1,1,0,1,1,1,1,0,0,0,1,1,19.874
0,1,0,0,1,1,1,1,0,0,0,1,1,0,21.315
1,1,0,0,0,0,0,1,1,1,0,1,0,0,21.765
0,0,1,1,0,1,1,1,0,0,0,1,1,0,24.521
1,0,1,0,0,0,1,1,1,0,1,0,0,1,20.203
0,1,1,0,0,1,0,0,0,1,1,0,0,1,20.189
1,1,0,0,0,0,0,0,0,0,0,1,1,1,21.216
1,0,0,1,0,1,0,0,1,0,1,1,0,0,24.564
1,1,1,0,1,0,1,1,0,1,0,0,0,1,20.198
1,1,0,0,1,1,0,1,0,0,0,1,1,1,21.148
1,0,1,1,0,1,1,1,1,1,0,1,0,1,21.679
0,0,0,0,1,0,1,1,1,0,1,0,0,1,20.158
0,1,1,1,0,1,0,1,0,1,1,1,0,1,21.408
0,0,1,0,1,1,0,0,0,0,0,1,1,1,21.43
0,1,0,1,0,1,0,0,1,0,1,1,1,1,21.107
0,1,1,0,0,0,1,1,0,0,0,0,0,1,20.243
0,1,1,1,1,0,1,0,0,0,0,0,0,1,19.924
1,1,1,1,0,1,0,0,1,0,0,1,0,1,21.454
1,0,1,0,0,1,0,1,1,0,1,1,0,0,21.274
1,0,1,0,0,0,0,1,1,0,1,0,1,0,20.247
0,1,1,0,0,1,0,0,1,0,1,0,1,1,19.967
0,0,0,0,0,0,1,0,1,0,1,1,1,0,21.292
0,0,1,0,1,1,1,0,1,0,0,1,0,0,21.365
0,0,1,1,1,0,0,0,1,0,0,1,0,0,21.522
1,0,1,1,1,0,0,1,0,0,1,1,1,0,21.114
0,0,1,0,1,1,0,1,0,1,0,0,1,1,19.953
1,1,0,0,1,0,0,1,1,1,1,0,1,1,20.075
1,1,0,0,1,1,0,1,0,0,0,1,0,1,21.56
1,0,1,1,0,0,0,0,0,1,0,0,1,0,20.072
1,1,0,0,0,1,0,0,1,1,0,0,1,0,20.115
0,1,0,1,1,0,0,0,0,0,0,1,1,0,21.208
1,0,0,1,0,1,0,0,0,0,1,0,0,1,20.112
1,1,1,0,0,1,0,1,1,0,0,0,1,0,20.117
1,0,0,1,0,1,1,0,1,1,1,1,1,1,21.658
1,1,0,1,1,0,1,1,1,1,1,1,1,0,21.342
1,0,0,1,1,1,1,1,0,1,1,0,0,1,20.124
0,0,1,0,1,1,0,0,0,1,0,0,1,0,19.942
1,1,1,1,0,0,0,1,0,0,0,0,0,0,19.937
1,1,1,1,0,0,1,1,0,0,0,0,0,1,19.901
0,1,1,0,0,0,1,1,1,1,0,1,0,1,21.467
0,0,0,1,1,0,1,0,0,0,0,1,1,0,23.545
0,1,0,1,1,0,1,0,1,0,0,0,1,0,19.955
0,0,0,0,1,0,0,1,1,0,1,1,0,1,21.219
1,1,0,0,0,1,1,1,1,1,1,0,0,0,20.109
0,1,0,1,1,1,0,1,0,1,0,0,0,1,20.524
1,0,0,1,0,0,0,1,0,0,1,1,0,0,21.445
0,0,0,1,1,0,1,1,1,0,1,1,0,1,21.44
1,1,0,1,0,0,1,0,0,1,1,0,1,0,20.166
0,0,0,1,0,1,0,1,1,0,1,1,0,1,21.34
1,1,1,0,0,1,1,1,1,1,0,1,1,0,21.548
0,1,0,0,0,1,1,1,0,1,1,0,1,0,20.045
1,1,0,0,0,0,1,1,1,1,1,1,0,1,21.785
1,0,0,1,1,1,1,1,1,0,0,0,1,1,19.976
1,1,0,0,1,0,0,0,0,1,0,0,1,1,20.3
1,0,0,1,1,1,1,1,1,1,1,1,0,1,21.495
1,1,0,0,0,1,0,0,1,1,1,0,1,1,20.142
1,0,1,1,1,0,1,0,0,0,0,1,1,1,21.257
1,1,1,1,1,1,0,0,0,1,1,0,0,0,20.355
0,1,1,1,1,1,0,0,0,1,0,1,1,1,21.327
0,0,1,1,1,1,1,1,1,0,0,0,1,0,19.859
1,0,1,1,1,1,0,1,0,1,1,0,1,0,20.029
0,1,0,1,1,0,0,1,1,0,0,1,0,0,21.43
1,1,0,0,0,1,1,1,1,0,0,0,0,1,20.292
0,0,0,1,1,1,0,1,0,1,0,1,0,1,21.491
0,1,1,1,0,0,1,1,1,1,1,0,0,1,20.361
1,1,1,1,1,1,1,1,1,1,1,1,0,1,23.928
1,1,0,1,1,1,0,0,1,1,1,0,0,0,20.367
0,1,0,1,0,0,1,1,0,1,0,0,0,1,20.214
0,0,1,0,0,0,1,0,0,0,0,1,0,1,21.526
0,1,0,0,1,0,0,1,0,1,0,1,1,0,21.385
0,0,1,0,1,1,1,1,0,0,0,0,1,1,20.062
0,0,0,0,0,0,0,0,1,1,0,0,0,0,20.358
0,0,0,0,0,0,1,1,1,1,0,0,1,0,20.046
1,1,1,1,1,0,1,0,1,0,1,0,0,0,20.028
0,0,1,0,1,1,0,1,0,0,0,0,1,1,20.117
0,0,1,0,0,1,0,0,1,0,0,1,1,0,21.142
1,0,0,0,1,0,0,1,1,0,1,1,1,0,21.131
1,0,0,1,1,0,0,0,0,0,1,0,0,1,20.216
0,0,0,1,0,1,1,0,0,1,0,0,0,0,20.342
0,1,1,1,0,0,0,0,0,1,0,1,0,0,21.433
0,1,1,1,1,0,1,1,1,0,1,0,1,0,20.037
1,0,1,0,0,1,1,0,0,0,0,0,0,0,22.824
1,0,0,0,1,0,0,1,1,1,0,1,1,0,21.39
0,1,1,0,0,0,1,0,0,0,1,1,0,1,21.62
1,0,1,0,1,1,1,0,0,1,1,0,0,0,20.329
1,0,0,1,0,0,1,0,0,1,1,1,0,1,21.795
1,0,0,0,0,0,1,1,1,0,1,0,1,0,20.042
1,1,0,0,0,0,0,1,0,0,1,1,1,0,21.27
0,1,1,1,0,0,1,1,0,1,1,1,1,0,21.101
1,1,0,1,1,0,0,1,0,0,1,1,0,0,21.37
1,1,0,1,0,0,1,0,0,1,1,1,1,1,21.501
0,1,0,0,0,1,0,1,0,1,1,1,1,0,21.239
0,1,1,1,1,0,0,1,0,1,1,0,1,1,20.125
0,0,0,0,0,0,1,0,1,0,1,0,1,1,19.99
0,1,1,1,1,0,0,0,1,0,0,0,0,0,19.996
0,1,1,1,1,1,1,1,0,0,1,0,1,1,20.072
0,1,0,0,1,0,0,1,0,1,0,0,1,1,20.094
1,0,1,0,0,0,0,1,0,0,1,1,0,0,21.38
1,1,0,0,1,0,0,1,0,0,0,0,1,0,20.189
0,1,0,0,1,1,1,0,1,0,1,1,1,1,21.228
1,1,1,0,0,1,0,1,1,0,1,0,0,1,20.317
1,0,0,0,0,0,1,0,1,1,1,0,1,1,20.224
1,0,0,1,1,0,1,1,1,1,1,1,1,1,21.677
1,1,0,1,1,1,0,0,1,1,0,1,0,0,21.971
0,1,1,1,0,0,1,1,1,1,1,0,0,0,20.309
0,0,0,1,0,1,0,1,0,0,1,0,0,0,20.175
1,0,1,0,0,1,1,0,0,1,1,1,1,0,21.586
0,1,1,0,0,0,0,1,1,1,0,0,1,0,20.633
1,0,0,1,0,1,1,0,0,1,1,1,1,1,21.725
1,0,1,0,1,0,0,0,1,1,1,0,1,0,19.982
1,0,1,1,1,1,1,0,0,1,1,1,1,0,21.459
0,1,1,0,1,1,1,1,0,1,0,1,0,0,21.722
0,0,1,0,0,0,0,0,1,0,1,1,0,1,21.338
0,1,1,1,0,0,0,0,0,0,0,1,0,1,21.117
0,0,1,1,0,0,1,0,0,1,0,0,1,0,22.806
0,1,1,0,0,1,1,0,0,1,0,1,0,0,21.44
0,1,0,1,0,0,0,1,0,0,1,1,0,0,21.171
0,0,1,1,0,1,0,1,0,1,0,1,1,1,21.353
1,1,0,0,0,0,1,1,0,1,1,1,1,0,21.408
0,1,1,1,1,0,1,1,1,1,0,0,0,0,20.528
0,1,0,0,0,0,1,0,0,1,1,0,0,0,20.327
1,0,1,0,0,1,0,1,0,0,1,1,1,0,21.101
0,0,1,1,0,1,1,1,0,1,0,0,0,1,20.261
0,0,1,1,0,1,1,0,0,0,0,1,0,0,21.493
1,1,0,1,1,1,1,0,1,1,0,0,0,0,20.324
1,1,0,0,0,0,0,1,0,1,0,1,1,0,21.356
0,0,1,0,0,0,1,0,1,0,0,1,1,0,22.785
0,0,0,0,1,0,0,1,0,1,1,1,1,1,21.514
0,1,0,1,1,1,0,1,0,0,0,1,1,1,21.127
1,0,0,0,1,0,0,0,0,1,0,1,1,1,21.669
1,0,1,1,0,0,0,1,1,0,1,0,1,0,20.212
0,0,1,0,1,1,1,1,0,0,0,0,0,1,20.359
1,0,0,0,0,1,0,0,1,0,0,1,1,0,21.258
1,0,0,0,1,1,1,1,0,1,0,0,0,1,20.2
0,1,1,1,0,0,0,0,0,0,0,0,1,1,20.054
1,1,0,1,0,1,0,1,1,1,0,0,0,0,20.298
0,1,1,1,0,0,0,1,1,1,0,0,0,0,20.28
0,1,1,1,1,1,0,0,1,1,1,1,1,1,21.2
1,0,0,0,0,0,0,0,0,0,1,0,1,0,20.235
0,1,0,1,0,0,0,1,1,1,0,1,0,0,21.765
0,1,0,0,0,0,1,1,1,1,1,0,0,1,20.302
