SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqsync.2
1,1,0,1,0,1,0,0,1,1,1,0,0,1,2928.3
0,0,0,0,1,0,0,1,0,1,1,1,0,1,2981.2
1,1,0,1,0,1,0,0,0,0,0,1,0,0,2927.6
1,1,1,0,0,1,1,1,0,1,0,0,0,0,2927.1
1,1,1,1,0,0,0,0,1,0,0,0,1,0,2939.4
1,0,1,1,0,1,0,1,1,1,0,1,0,0,2931.9
1,0,0,1,1,1,1,1,0,0,1,1,0,1,2923.5
0,0,1,1,0,1,0,1,0,1,1,1,1,0,2920.9
1,1,1,0,0,1,0,0,0,1,0,0,1,0,2925.6
0,0,1,1,0,0,0,0,0,1,0,0,0,0,2920.0
1,1,0,0,0,1,0,0,0,0,1,0,0,1,2926.6
0,1,0,1,0,1,0,1,0,0,0,0,0,0,2920.5
0,1,1,1,1,1,0,0,1,0,0,1,0,0,2939.1
1,0,1,1,1,0,1,0,1,0,1,0,0,1,2906.8
0,0,1,1,0,1,1,1,1,0,0,1,0,1,2942.7
1,1,1,1,0,0,0,0,0,1,1,1,0,0,2946.3
1,1,1,1,1,1,1,0,0,0,0,0,0,0,2922.5
0,0,1,0,0,0,0,0,0,0,1,0,1,0,2935.8
0,1,1,0,1,1,1,0,0,0,1,0,1,1,2916.2
0,0,1,1,1,0,0,0,0,0,0,1,1,0,2921.0
1,0,1,1,0,1,1,1,1,0,0,0,1,1,2928.4
1,1,0,0,1,0,0,1,1,1,0,0,0,0,2932.3
0,1,0,1,0,0,0,1,1,0,0,1,0,1,2930.3
1,0,0,0,1,0,1,0,1,0,0,1,0,1,2942.6
1,1,0,0,0,1,0,0,1,0,1,0,0,1,2928.5
1,0,0,1,0,0,0,1,0,1,1,0,1,0,2908.0
0,0,1,1,1,0,0,0,0,0,1,1,0,0,2920.8
0,0,0,1,0,1,1,0,1,0,1,0,0,0,2921.3
1,1,0,1,1,0,0,0,0,1,0,1,0,1,2950.0
0,0,0,0,0,1,1,1,1,0,0,0,0,0,2924.8
0,1,1,0,0,1,0,1,0,0,0,0,1,1,2920.4
0,0,0,0,0,1,0,1,1,1,0,1,1,0,2939.5
1,1,0,0,1,1,0,0,0,1,0,0,1,1,2932.4
1,1,0,0,0,1,0,0,1,0,0,1,1,1,2944.8
0,1,1,0,1,0,0,0,0,1,0,1,0,1,2935.6
1,0,0,0,0,1,1,0,1,0,0,1,0,0,2944.2
0,0,1,0,1,1,0,0,1,0,1,1,0,1,2963.5
0,1,1,1,0,1,0,0,1,0,1,1,0,0,2941.9
0,1,1,1,0,1,1,0,0,1,0,0,1,0,2920.1
1,1,1,0,1,1,1,1,0,0,0,0,1,1,2936.8
0,1,0,0,0,1,0,0,0,0,0,0,1,1,2933.2
0,0,1,0,0,0,1,1,1,1,1,0,0,1,2931.0
1,1,0,1,1,1,1,0,0,1,1,0,0,0,2937.0
0,1,0,1,0,1,1,1,0,0,0,1,0,0,2945.2
1,0,1,1,0,0,1,1,1,0,1,1,0,0,2920.3
1,0,0,1,0,0,0,0,0,0,1,0,0,1,2897.9
1,1,0,1,0,0,1,1,1,0,0,1,0,0,2945.9
1,0,1,1,0,0,0,1,1,0,0,1,0,0,2938.7
0,1,0,1,1,1,0,1,0,1,1,0,0,1,2911.8
1,1,0,1,1,1,0,1,1,0,0,0,1,0,2906.5
1,1,1,1,1,1,0,0,1,0,0,1,1,0,2934.3
1,0,1,0,1,0,1,0,1,0,0,1,0,0,2920.2
0,0,0,1,1,0,0,1,0,0,0,1,1,1,2909.6
0,0,1,0,0,0,0,1,0,0,0,1,0,0,2932.2
1,0,1,1,0,1,0,0,0,1,0,0,0,0,2930.7
0,0,0,0,1,1,1,1,0,0,0,0,0,0,2907.8
1,0,0,1,0,0,0,0,0,1,1,1,0,0,2914.0
1,1,1,0,1,0,1,1,0,1,1,0,1,0,2922.2
0,1,0,0,0,1,0,1,0,1,1,1,0,0,2924.1
1,0,1,1,0,1,1,1,0,1,1,1,0,1,2923.4
1,0,0,0,0,0,0,1,0,1,0,1,0,1,2942.5
0,0,1,1,1,0,1,1,0,1,0,0,1,1,2896.7
0,0,1,1,1,1,0,1,0,1,1,1,0,0,2930.1
1,1,0,0,1,0,0,1,1,0,0,0,1,0,2903.9
1,0,0,0,1,1,1,0,1,1,1,0,1,1,2952.7
0,0,1,1,1,0,1,1,0,0,0,0,1,1,2909.3
0,0,1,1,1,0,1,1,1,0,0,1,1,0,2931.5
1,0,0,0,1,0,0,1,1,0,1,1,0,0,2932.1
0,1,0,1,1,0,1,1,1,1,1,0,1,1,2908.3
0,0,1,1,0,1,0,1,0,1,1,1,1,0,2921.8
0,0,1,1,0,0,1,0,0,0,0,0,0,0,2920.1
0,0,0,0,0,0,1,1,0,1,1,0,0,1,2919.2
0,0,1,0,0,1,0,1,1,0,0,1,1,0,2918.9
1,0,1,1,0,1,0,1,0,1,0,0,1,0,2942.8
1,1,1,1,1,1,0,1,1,0,0,0,0,1,2896.5
1,1,1,1,0,0,1,0,1,1,0,1,1,0,2928.9
1,0,0,0,1,1,0,0,1,1,0,1,1,0,2933.6
1,1,0,1,1,1,1,0,1,1,1,1,1,0,2938.7
0,0,0,0,1,0,0,0,0,1,0,1,0,0,2941.3
1,1,1,0,0,1,0,0,0,0,1,1,1,0,2913.7
1,1,0,0,0,0,1,1,1,1,1,1,1,0,2931.3
1,1,0,0,0,1,0,1,0,0,0,1,1,1,2920.4
1,1,1,1,1,0,1,0,1,1,0,1,0,1,2923.9
0,1,0,1,0,1,1,1,0,0,0,0,1,1,2946.4
1,0,0,0,0,1,1,0,1,0,1,1,1,1,2939.3
1,0,0,1,0,0,1,1,0,1,0,1,1,1,2924.4
0,1,0,1,0,0,0,0,1,1,1,0,1,1,2920.0
0,1,0,0,0,1,0,1,0,1,0,0,1,0,2933.9
1,1,0,1,1,0,1,1,0,1,0,1,1,0,2906.8
0,1,0,1,0,1,0,0,1,0,1,0,1,1,2916.4
0,1,1,0,1,0,1,0,1,0,0,1,1,1,2937.2
1,0,0,1,0,0,0,1,0,1,1,0,0,1,2924.3
1,1,0,1,0,0,1,1,1,0,1,0,0,0,2922.1
0,1,1,0,0,1,0,0,1,1,0,0,0,0,2915.1
1,1,0,1,0,1,0,1,1,0,1,1,1,0,2906.8
1,0,0,0,0,1,1,0,1,1,1,0,1,0,2915.9
1,1,0,1,0,0,1,1,1,0,1,1,0,1,2922.0
1,1,1,1,0,1,0,0,0,0,1,0,0,0,2941.3
1,1,0,1,0,0,0,1,1,1,1,0,0,1,2920.4
1,0,1,1,1,0,0,1,1,0,0,0,0,0,2950.9
0,1,0,0,1,0,1,1,0,1,1,1,1,0,2925.4
0,0,0,1,0,0,0,1,1,0,1,1,0,1,2905.0
0,0,0,1,0,0,0,1,1,1,0,1,0,1,2947.0
1,0,1,1,0,0,1,0,1,1,1,0,1,0,2929.0
1,1,1,1,1,1,1,0,1,0,0,0,1,0,2899.7
0,1,0,1,1,1,1,0,1,0,1,1,1,0,2920.0
0,1,1,1,1,1,0,1,0,1,0,1,1,1,2921.8
0,1,1,1,0,0,1,1,1,1,0,0,1,0,2925.3
0,1,0,1,0,0,0,0,1,0,1,0,1,1,2902.7
1,0,1,0,0,1,0,0,1,1,0,0,1,0,2928.8
1,0,0,0,0,0,0,0,1,0,1,1,0,0,2920.7
1,1,1,0,1,1,0,0,1,0,0,1,0,0,2930.4
0,1,1,0,0,1,1,0,0,1,0,0,0,1,2904.6
0,1,1,1,1,1,1,0,0,1,0,0,0,0,2898.8
0,0,1,0,1,1,0,0,1,1,1,1,0,0,2925.3
0,0,1,0,1,1,0,0,1,0,1,1,0,0,2916.8
1,0,1,0,1,1,0,1,1,0,0,0,1,0,2945.1
1,0,0,1,0,1,1,1,1,1,1,1,1,1,2922.1
1,0,1,1,1,1,1,1,1,1,1,1,1,0,2914.9
0,1,0,1,0,0,1,0,0,0,0,1,0,0,2937.9
1,0,1,1,1,1,0,0,0,0,1,0,0,0,2909.2
1,1,0,0,1,1,0,0,0,0,1,1,0,0,2927.3
0,1,0,1,1,0,0,0,0,0,0,0,1,1,2929.4
1,0,1,1,1,1,1,0,0,1,0,0,1,0,2944.2
0,0,1,1,0,1,0,0,0,0,1,0,0,0,2895.9
1,1,0,0,1,0,1,0,1,1,1,0,1,1,2928.2
1,1,1,0,1,1,1,0,1,1,0,1,0,1,2923.4
0,0,0,0,1,0,0,1,1,0,0,0,0,1,2926.8
1,1,1,1,1,0,0,0,0,1,0,1,0,0,2935.1
0,0,0,0,1,0,0,0,0,1,0,1,1,0,2922.6
0,0,0,0,1,0,1,1,0,1,1,1,1,0,2933.6
0,0,1,1,0,0,1,0,1,1,1,1,1,0,2937.0
1,1,0,1,0,0,0,0,1,1,1,1,1,0,2959.5
1,1,1,1,0,0,0,1,1,1,0,0,1,0,2914.2
1,0,0,0,0,0,0,0,0,0,0,0,1,0,2923.5
0,0,0,1,0,1,0,1,1,1,0,1,0,1,2910.2
0,0,1,0,1,0,0,1,0,1,1,1,0,1,2922.1
1,0,0,0,1,0,1,1,0,0,1,1,0,1,2919.0
0,1,1,1,1,0,0,0,1,1,1,1,1,0,2933.6
1,0,0,1,0,0,0,0,1,0,1,0,0,0,2911.6
0,0,0,1,1,0,0,1,1,1,1,0,0,1,2928.9
0,0,0,0,0,0,0,0,0,1,0,1,0,1,2925.5
1,0,0,0,0,0,1,0,0,1,0,1,0,0,2924.8
1,0,1,0,1,1,0,1,1,1,0,1,1,1,2938.4
0,1,1,0,0,1,1,1,0,1,1,0,1,1,2912.1
1,0,1,0,0,0,0,0,1,0,1,1,1,0,2935.7
0,0,1,0,0,1,1,0,0,1,1,0,1,0,2906.7
1,1,1,0,0,0,0,1,1,0,1,0,1,1,2913.6
0,1,0,0,1,1,1,1,1,0,0,1,1,0,2919.7
1,0,1,0,1,1,1,0,1,1,0,0,0,1,2950.8
0,0,1,0,1,0,0,1,0,1,0,0,1,1,2908.4
0,0,1,0,0,1,1,1,0,1,0,1,0,1,2947.5
0,0,0,0,1,0,0,1,1,1,1,0,1,0,2898.6
0,0,0,1,0,1,0,1,1,1,1,1,0,1,2932.1
0,0,1,0,1,0,0,0,1,0,1,1,1,0,2927.9
0,1,0,0,1,0,0,0,1,1,0,1,0,0,2927.5
1,1,1,0,1,1,0,1,1,0,1,0,1,1,2895.6
1,1,1,0,0,0,1,1,1,0,0,0,0,1,2925.4
0,1,0,1,0,1,1,0,0,1,0,0,0,1,2913.4
0,0,1,1,0,1,0,0,1,0,1,0,0,1,2925.8
0,1,1,0,1,1,1,1,0,0,1,1,0,1,2926.7
0,0,0,0,1,0,1,1,0,0,0,1,1,1,2923.4
0,0,0,0,1,1,0,0,1,0,0,1,0,1,2936.7
0,0,1,0,0,1,1,1,1,1,0,1,0,0,2923.7
1,1,0,1,1,0,0,0,1,0,1,1,0,1,2922.7
0,0,0,1,0,0,1,0,0,0,1,0,1,1,2896.0
0,0,0,0,0,0,0,1,1,1,0,0,1,1,2910.7
0,0,1,1,0,0,0,1,1,1,1,1,1,1,2914.1
0,0,0,1,0,1,1,0,0,0,1,1,1,0,2924.3
0,0,1,0,1,1,1,1,1,0,1,1,0,0,2952.1
0,1,0,0,1,1,1,0,0,1,1,0,0,1,2911.4
1,0,0,1,1,0,0,1,0,0,0,0,0,1,2901.5
1,1,0,1,1,1,1,1,1,1,0,1,1,0,2923.7
1,1,0,1,1,0,0,0,0,0,1,1,0,1,2913.2
1,1,1,0,0,1,0,1,1,0,1,0,0,1,2918.9
0,0,1,1,0,0,0,0,0,0,1,0,1,1,2909.0
1,1,1,1,1,0,1,1,1,0,1,0,1,0,2907.6
1,1,1,0,0,0,0,0,0,0,1,0,1,1,2898.1
0,0,1,0,0,1,0,0,0,1,0,1,1,1,2933.3
0,1,0,0,0,0,1,1,0,1,0,0,1,0,2911.0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,2895.7
1,1,0,0,0,0,1,1,0,1,1,1,0,1,2916.2
0,1,0,0,0,0,0,0,0,0,0,0,1,0,2908.7
1,0,0,1,0,0,1,0,1,1,0,1,1,1,2912.6
0,0,1,1,1,0,0,1,1,0,0,1,1,1,2902.0
1,0,1,0,0,1,1,0,1,0,0,1,0,0,2935.5
0,0,1,0,1,0,1,1,0,0,0,1,0,1,2915.0
1,1,0,1,1,1,1,1,1,1,0,0,0,0,2924.3
1,1,1,1,1,0,0,0,0,1,1,0,0,0,2901.5
1,0,1,1,1,1,1,1,0,0,0,1,1,0,2932.1
0,0,0,0,1,0,0,1,0,1,1,0,1,1,2912.0
0,1,0,0,0,1,1,0,0,1,1,0,1,1,2923.5
1,0,0,1,0,1,0,1,1,0,1,0,1,1,2895.9
1,1,1,1,0,1,1,1,0,1,1,1,1,0,2921.5
1,1,0,1,1,0,1,0,1,0,0,0,0,1,2915.4
0,0,1,1,1,0,1,0,1,0,1,1,0,1,2923.0
0,1,1,1,0,0,0,0,1,1,0,0,1,0,2924.3
1,1,0,0,1,1,0,1,1,0,0,1,1,0,2917.9
1,1,1,0,0,0,1,1,0,1,1,1,1,0,2938.3
0,1,1,1,1,0,1,0,0,0,1,1,1,0,2937.0
0,0,0,1,0,1,1,1,0,1,1,0,1,1,2905.9
0,0,0,1,0,0,0,1,0,0,0,0,1,0,2908.2
0,0,0,1,0,1,1,0,1,0,0,1,1,0,2915.7
1,0,0,1,1,0,1,0,1,0,1,0,0,1,2904.4
0,1,0,0,0,0,0,0,0,1,0,0,0,1,2903.4
1,0,0,1,0,1,1,0,0,1,1,0,1,1,2914.0
0,1,1,1,1,0,0,1,0,0,1,1,0,0,2952.1
0,1,1,0,0,1,0,1,1,0,0,0,0,1,2893.8
0,0,0,0,0,1,1,1,0,0,1,0,0,0,2901.6
0,1,0,0,1,1,0,1,0,1,1,1,1,1,2912.7
0,0,1,1,1,0,1,1,1,0,0,1,0,0,2924.2
0,1,1,0,1,0,1,1,1,0,1,0,0,0,2914.1
0,1,0,1,0,0,0,0,1,0,1,1,1,0,2910.9
1,1,1,1,1,1,0,0,1,1,1,1,0,0,2935.7
0,0,1,0,1,0,1,1,1,1,1,0,1,1,2922.2
0,0,1,0,0,1,0,1,1,1,1,1,0,1,2911.6
1,0,0,0,0,0,1,0,0,0,0,0,1,1,2903.7
1,0,1,0,1,0,0,0,0,1,0,0,1,1,2913.5
