SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.8
0,0,0,0,0,1,0,1,0,0,0,0,0,1,3.541
1,1,1,1,1,1,1,1,1,1,1,0,0,1,3.467
0,0,1,1,0,0,1,1,0,0,1,1,0,0,3.326
1,1,1,0,1,0,1,1,1,1,0,1,0,0,3.498
0,0,0,1,1,0,0,0,0,1,1,0,1,0,3.507
1,1,0,0,1,0,0,0,1,0,0,1,1,0,3.576
0,1,0,1,1,0,0,0,0,0,0,1,1,0,3.477
1,0,0,1,0,1,0,0,1,1,1,1,1,0,3.554
1,1,1,1,1,1,0,0,1,1,1,0,0,0,3.471
1,0,1,0,1,1,0,0,1,1,1,1,0,1,3.543
0,0,1,1,0,1,0,1,0,0,1,1,0,1,3.597
0,1,0,1,0,0,1,1,1,1,1,0,1,1,3.354
1,0,0,1,1,1,1,0,1,0,0,1,1,0,3.379
1,0,0,1,1,0,1,0,1,1,0,1,1,0,3.401
0,0,1,1,0,0,0,0,1,1,0,0,1,0,3.524
0,0,0,0,1,1,1,1,1,0,1,0,1,0,3.435
1,0,0,1,1,1,1,1,1,0,1,0,0,1,3.654
1,1,0,0,0,1,0,0,1,0,0,1,0,0,4.712
1,0,1,1,0,0,0,0,0,0,1,1,0,0,3.456
1,0,1,0,1,0,0,0,1,0,0,1,0,0,3.525
0,1,1,1,1,1,0,1,1,0,0,0,0,0,3.59
0,1,0,0,0,1,0,0,1,0,1,1,0,0,3.395
1,0,0,0,1,1,0,0,0,1,1,0,0,1,3.508
1,1,0,1,1,0,0,1,1,0,0,1,0,0,3.537
1,0,1,1,0,1,0,1,1,1,1,0,1,1,3.391
0,1,1,0,1,1,1,0,0,1,1,0,0,1,3.407
1,1,0,1,0,0,1,1,0,0,1,1,1,0,3.452
0,1,0,1,1,0,1,1,0,1,1,0,1,0,3.446
1,0,0,1,1,0,1,1,0,1,0,1,0,1,3.399
1,1,1,0,1,0,0,0,1,0,0,0,0,1,3.575
0,0,1,1,0,0,1,0,0,1,0,1,0,1,3.472
0,1,1,0,0,0,1,1,0,0,1,0,0,1,3.308
0,1,1,1,1,1,0,0,0,1,1,1,0,1,3.455
1,0,1,0,0,0,1,0,1,0,0,1,0,0,3.665
0,0,1,0,0,1,1,0,1,0,0,0,1,1,3.479
1,1,1,0,0,0,0,1,0,0,1,1,1,1,3.476
0,0,0,1,0,1,1,1,1,1,0,0,0,0,3.559
0,1,1,0,0,0,0,0,1,0,1,1,1,1,3.429
0,1,0,0,0,0,0,1,0,1,1,1,1,0,3.365
0,1,1,1,1,0,1,1,1,1,1,0,0,0,3.716
0,0,0,1,1,0,0,0,0,1,1,1,0,1,3.504
1,0,1,0,0,1,0,0,0,0,0,0,1,1,3.48
1,0,1,0,1,1,0,0,1,1,0,1,0,0,3.369
0,1,1,1,0,1,0,0,0,0,0,1,0,0,4.877
1,0,1,1,0,1,0,1,0,0,0,0,1,1,3.456
0,1,1,1,1,0,0,1,1,1,1,0,0,0,3.429
0,1,0,1,1,0,1,0,0,1,1,0,1,0,3.744
0,0,1,1,1,0,0,1,1,1,1,0,1,0,3.684
1,0,1,1,1,1,1,1,0,1,1,0,1,0,4.11
0,0,1,1,1,0,1,0,0,1,1,1,0,1,3.42
1,1,0,0,0,0,1,1,1,1,1,0,1,0,3.485
0,1,1,1,0,1,0,0,0,0,1,1,1,0,3.537
1,1,1,1,0,1,1,1,1,1,1,0,1,1,3.58
1,1,1,0,0,0,1,0,0,1,1,0,1,1,3.493
1,0,0,0,0,1,1,1,1,1,0,1,1,0,3.546
1,1,0,1,1,0,1,1,0,1,0,1,1,1,3.625
1,0,1,1,1,1,0,0,1,0,1,0,0,1,3.57
0,0,1,1,0,0,1,0,0,0,1,0,1,0,3.533
1,1,0,1,0,1,0,1,0,1,0,0,0,0,3.492
1,1,1,0,0,1,1,0,1,0,0,1,0,0,3.485
1,1,0,1,0,1,1,0,1,1,0,1,0,1,3.39
1,0,1,0,1,0,1,1,0,1,0,1,1,0,3.452
1,0,1,1,0,1,0,0,1,0,1,1,0,1,3.49
1,0,0,0,1,0,0,1,0,1,1,0,1,1,3.536
1,0,0,1,0,0,0,1,1,1,1,0,0,0,3.615
1,0,1,0,0,1,1,1,1,1,1,0,0,1,3.52
1,0,0,0,0,1,0,1,0,0,0,0,1,0,4.478
0,1,1,1,1,1,0,0,1,1,0,0,1,1,3.647
1,1,1,1,1,1,0,1,0,0,0,1,1,0,3.572
1,1,1,1,0,0,1,0,1,1,0,0,1,0,3.488
0,1,0,1,0,0,1,0,1,0,0,1,0,0,3.644
0,1,0,1,1,0,1,0,1,1,1,0,0,1,3.612
0,0,1,1,0,1,0,1,1,0,0,0,0,0,3.534
0,0,1,1,0,1,0,1,0,1,0,0,1,0,3.416
0,0,0,1,1,0,0,0,0,1,1,0,1,0,3.554
0,1,1,0,1,0,0,1,0,0,0,1,1,0,3.437
0,1,1,1,0,1,0,1,0,0,1,1,1,1,3.532
1,1,0,0,1,1,1,0,0,1,1,1,1,1,3.431
1,1,1,0,0,0,0,1,1,0,0,1,1,1,3.522
1,1,1,1,1,1,0,1,1,0,0,0,1,0,3.558
1,1,0,0,0,1,0,1,1,0,1,1,1,0,3.718
0,1,0,0,0,1,0,1,1,0,0,1,0,0,3.515
1,0,1,1,1,1,0,1,1,0,0,1,1,1,3.396
1,0,0,1,1,1,0,0,1,0,1,0,1,1,3.622
0,1,0,1,1,1,0,1,1,0,0,1,1,0,3.399
1,1,1,1,1,1,1,1,1,0,0,0,1,0,3.469
0,0,1,1,1,1,0,1,1,1,1,1,1,1,3.584
0,1,1,0,0,0,0,0,0,1,0,1,1,1,3.372
1,0,1,0,0,0,1,1,1,0,0,0,0,1,3.455
1,1,0,1,0,0,0,0,0,0,0,0,1,0,3.489
0,1,1,0,1,1,1,1,1,1,0,0,1,1,3.372
1,1,1,1,1,0,1,0,1,0,0,0,1,1,3.52
1,1,1,0,0,1,0,0,0,1,1,1,0,0,3.422
0,1,1,1,1,0,1,0,0,1,1,1,1,0,3.485
1,1,1,1,1,0,1,0,1,1,0,1,1,0,3.457
1,0,0,0,1,0,1,1,1,1,0,0,0,0,3.516
0,1,0,0,0,1,0,1,1,0,0,1,1,1,3.401
0,1,0,0,1,0,0,1,1,1,0,0,1,1,3.556
0,1,1,0,0,0,0,0,1,1,0,1,0,1,3.672
1,0,0,1,1,1,0,1,0,1,1,1,1,0,3.611
0,0,1,0,1,0,0,1,1,1,1,0,1,0,3.573
0,1,1,1,1,0,0,1,1,1,1,1,1,1,3.369
1,0,0,1,1,1,0,1,0,1,1,1,0,1,3.436
0,0,0,1,0,0,1,0,0,1,1,1,1,1,3.562
1,0,0,0,1,1,1,0,0,0,0,0,0,0,3.426
1,1,0,1,0,1,1,0,1,1,0,0,0,1,3.511
1,1,1,0,1,0,1,1,0,0,1,1,0,1,3.505
0,0,1,0,0,0,0,0,1,0,0,0,0,1,3.542
1,1,0,1,1,0,1,0,1,1,1,1,1,1,3.406
0,0,1,1,1,1,0,1,0,0,0,1,0,1,3.396
0,0,1,1,1,1,1,0,1,0,0,1,0,0,3.515
0,1,1,1,0,0,0,0,0,1,1,1,1,1,3.607
0,1,1,0,1,1,0,0,1,1,1,1,0,1,3.447
1,0,0,1,1,1,1,0,0,1,0,1,0,0,3.458
0,1,0,1,1,1,1,1,1,0,0,1,1,1,3.401
1,0,1,1,0,0,0,0,0,0,1,1,1,0,3.701
1,1,0,0,0,1,0,1,0,1,1,1,0,1,3.623
0,1,0,0,0,0,0,1,1,0,0,0,0,1,3.576
0,1,1,0,1,0,1,0,0,0,0,1,1,1,3.573
1,0,1,1,0,0,0,0,1,1,1,0,0,0,3.456
1,1,1,0,1,1,0,1,1,0,0,1,0,1,3.475
0,1,1,1,1,1,1,0,0,1,0,0,0,0,3.689
1,0,1,0,1,1,0,1,1,1,1,1,1,0,3.481
0,0,1,0,1,0,0,1,1,0,0,1,0,0,3.51
1,0,0,1,1,1,0,1,0,1,0,0,1,0,3.48
1,0,1,1,1,0,0,0,1,0,0,1,0,1,3.523
1,0,0,0,1,1,1,1,1,1,1,1,0,0,3.41
0,0,0,0,1,0,0,1,0,0,0,0,1,0,3.461
0,1,1,0,0,0,1,0,0,1,1,1,1,1,3.614
0,1,1,1,0,1,1,0,1,1,0,1,0,0,3.504
0,0,0,0,1,1,1,1,1,0,0,1,1,1,3.365
1,1,1,0,0,1,1,0,1,0,0,1,1,1,3.569
0,1,1,0,0,1,1,0,1,0,0,0,0,0,3.584
1,1,1,0,0,1,0,1,1,1,1,0,1,0,3.483
0,1,1,1,0,1,0,0,1,0,0,0,1,0,3.438
1,1,1,1,0,1,0,0,1,0,1,1,1,1,3.337
1,1,1,0,1,0,1,1,0,1,1,1,0,0,3.366
1,1,0,1,0,0,1,0,0,0,0,1,0,0,3.666
1,1,0,0,1,0,0,0,1,1,1,0,1,1,3.431
1,1,0,0,0,1,0,1,0,0,0,1,0,0,3.593
0,1,0,1,1,1,1,0,0,1,1,0,0,0,3.452
0,1,0,0,1,1,0,0,0,0,0,1,1,1,3.52
0,0,1,0,1,1,1,1,0,1,0,0,1,0,3.485
0,0,0,0,0,1,1,1,1,0,1,0,1,1,3.427
0,1,1,1,1,1,0,0,0,1,0,1,0,1,3.504
1,1,1,1,1,0,1,0,1,0,0,1,1,1,3.579
0,1,1,1,0,1,1,0,0,1,1,0,1,1,3.542
0,0,0,0,0,0,1,0,1,0,1,0,0,0,3.523
0,0,0,1,0,0,0,0,1,0,1,0,0,1,3.577
0,1,0,0,0,0,0,0,0,1,1,0,1,1,3.499
1,1,0,0,1,1,1,1,1,1,1,0,0,1,3.443
0,1,0,1,0,0,1,0,1,0,0,0,1,0,3.564
1,1,1,1,0,0,1,0,0,1,1,1,0,1,3.577
1,1,0,1,0,0,0,0,0,1,1,0,1,0,3.525
1,0,0,1,1,1,1,1,0,0,0,0,0,1,3.323
0,0,0,1,0,1,1,1,1,0,0,1,0,1,3.483
1,1,0,0,0,0,1,0,1,1,0,0,1,0,3.616
0,0,0,1,1,1,0,1,1,0,1,0,1,0,3.521
1,1,0,0,1,1,1,1,0,0,1,0,1,1,3.413
0,1,0,1,0,1,0,1,1,1,0,1,0,1,3.48
0,0,1,1,1,0,0,0,0,1,1,1,1,1,3.528
1,0,0,0,1,0,1,1,1,0,0,1,1,0,3.423
0,0,1,1,1,1,1,1,0,0,1,1,0,1,3.521
0,0,1,1,0,0,1,1,1,1,1,0,1,1,3.558
0,1,0,0,1,1,1,0,0,1,1,1,1,1,3.463
1,0,1,0,1,1,0,1,1,0,0,0,0,1,3.903
0,1,1,0,1,0,1,1,0,0,0,0,0,0,3.877
1,0,0,0,0,0,1,1,0,0,0,1,1,0,3.586
1,1,1,1,1,1,1,0,1,0,1,0,0,0,3.599
0,0,0,1,0,1,1,0,1,1,0,0,0,1,3.582
1,0,0,1,1,0,0,1,0,1,1,0,0,0,3.519
1,0,0,1,0,0,1,0,0,0,1,0,1,0,3.35
1,1,1,0,0,1,0,0,0,0,0,1,1,0,3.543
1,1,0,1,1,1,1,0,0,0,1,0,1,1,3.45
1,0,1,1,0,1,0,1,0,1,1,1,1,0,3.619
1,0,1,1,1,0,0,0,1,1,1,1,1,0,3.494
1,0,1,0,0,1,0,0,1,0,1,0,0,0,3.486
0,0,1,0,0,0,1,1,1,1,0,1,1,1,3.387
0,1,1,1,0,1,0,1,1,0,0,0,0,0,3.598
0,0,1,0,0,0,1,1,1,0,1,1,1,1,3.789
0,1,0,0,1,0,0,1,1,0,1,1,0,1,3.536
1,1,1,1,0,1,1,0,1,0,1,1,1,0,3.562
1,1,0,0,1,0,1,1,0,1,1,0,0,1,3.484
1,0,1,1,1,1,0,1,1,1,1,1,1,1,3.626
0,0,1,1,1,0,1,0,1,1,1,1,1,0,3.484
0,1,0,1,1,1,1,1,1,0,1,0,1,1,3.377
0,0,0,0,0,1,1,0,1,1,1,0,1,0,3.429
1,0,0,0,0,0,1,1,0,1,1,0,1,0,3.464
0,0,0,1,0,0,0,0,0,1,0,0,1,1,3.455
1,1,0,1,0,0,1,1,1,0,0,1,1,1,3.506
1,0,0,0,1,1,1,1,0,0,0,1,0,1,3.378
1,0,1,0,1,0,1,1,0,1,0,1,0,0,3.42
1,0,1,0,1,1,0,1,0,1,1,1,0,1,3.534
1,0,1,1,0,0,0,0,1,1,1,1,1,0,3.553
0,0,1,0,1,1,1,0,0,0,0,0,1,0,3.5
0,1,0,1,1,1,1,1,1,1,1,0,1,0,3.342
0,1,0,1,0,0,0,0,0,0,1,0,1,0,3.545
1,0,0,1,0,0,1,1,0,1,1,1,0,1,3.458
0,1,0,0,0,0,0,0,1,1,0,0,0,1,3.552
0,0,1,0,0,1,1,0,1,1,1,1,0,0,4.396
1,0,1,1,0,1,1,1,1,0,0,0,1,1,3.399
0,1,0,0,1,1,1,1,0,0,0,1,1,0,3.622
1,1,0,0,0,0,0,1,1,1,0,1,0,0,3.544
0,0,1,1,0,1,1,1,0,0,0,1,1,0,3.515
1,0,1,0,0,0,1,1,1,0,1,0,0,1,3.705
0,1,1,0,0,1,0,0,0,1,1,0,0,1,3.333
1,1,0,0,0,0,0,0,0,0,0,1,1,1,3.431
1,0,0,1,0,1,0,0,1,0,1,1,0,0,3.513
1,1,1,0,1,0,1,1,0,1,0,0,0,1,3.701
1,1,0,0,1,1,0,1,0,0,0,1,1,1,3.485
1,0,1,1,0,1,1,1,1,1,0,1,0,1,3.494
0,0,0,0,1,0,1,1,1,0,1,0,0,1,3.535
0,1,1,1,0,1,0,1,0,1,1,1,0,1,3.444
0,0,1,0,1,1,0,0,0,0,0,1,1,1,4.102
0,1,0,1,0,1,0,0,1,0,1,1,1,1,3.737
0,1,1,0,0,0,1,1,0,0,0,0,0,1,3.523
0,1,1,1,1,0,1,0,0,0,0,0,0,1,3.565
1,1,1,1,0,1,0,0,1,0,0,1,0,1,3.665
1,0,1,0,0,1,0,1,1,0,1,1,0,0,3.553
1,0,1,0,0,0,0,1,1,0,1,0,1,0,3.494
0,1,1,0,0,1,0,0,1,0,1,0,1,1,3.765
0,0,0,0,0,0,1,0,1,0,1,1,1,0,3.554
0,0,1,0,1,1,1,0,1,0,0,1,0,0,3.411
0,0,1,1,1,0,0,0,1,0,0,1,0,0,3.517
1,0,1,1,1,0,0,1,0,0,1,1,1,0,3.624
0,0,1,0,1,1,0,1,0,1,0,0,1,1,3.58
1,1,0,0,1,0,0,1,1,1,1,0,1,1,3.439
1,1,0,0,1,1,0,1,0,0,0,1,0,1,3.555
1,0,1,1,0,0,0,0,0,1,0,0,1,0,3.323
1,1,0,0,0,1,0,0,1,1,0,0,1,0,3.499
0,1,0,1,1,0,0,0,0,0,0,1,1,0,3.511
1,0,0,1,0,1,0,0,0,0,1,0,0,1,3.562
1,1,1,0,0,1,0,1,1,0,0,0,1,0,3.452
1,0,0,1,0,1,1,0,1,1,1,1,1,1,3.608
1,1,0,1,1,0,1,1,1,1,1,1,1,0,3.432
1,0,0,1,1,1,1,1,0,1,1,0,0,1,3.511
0,0,1,0,1,1,0,0,0,1,0,0,1,0,3.663
1,1,1,1,0,0,0,1,0,0,0,0,0,0,3.557
1,1,1,1,0,0,1,1,0,0,0,0,0,1,3.485
0,1,1,0,0,0,1,1,1,1,0,1,0,1,3.495
0,0,0,1,1,0,1,0,0,0,0,1,1,0,3.618
0,1,0,1,1,0,1,0,1,0,0,0,1,0,3.621
0,0,0,0,1,0,0,1,1,0,1,1,0,1,3.653
1,1,0,0,0,1,1,1,1,1,1,0,0,0,3.561
0,1,0,1,1,1,0,1,0,1,0,0,0,1,3.502
1,0,0,1,0,0,0,1,0,0,1,1,0,0,3.423
0,0,0,1,1,0,1,1,1,0,1,1,0,1,3.594
1,1,0,1,0,0,1,0,0,1,1,0,1,0,3.492
0,0,0,1,0,1,0,1,1,0,1,1,0,1,3.622
1,1,1,0,0,1,1,1,1,1,0,1,1,0,3.472
0,1,0,0,0,1,1,1,0,1,1,0,1,0,3.364
1,1,0,0,0,0,1,1,1,1,1,1,0,1,3.468
1,0,0,1,1,1,1,1,1,0,0,0,1,1,3.416
1,1,0,0,1,0,0,0,0,1,0,0,1,1,3.418
1,0,0,1,1,1,1,1,1,1,1,1,0,1,3.371
1,1,0,0,0,1,0,0,1,1,1,0,1,1,3.587
1,0,1,1,1,0,1,0,0,0,0,1,1,1,3.482
1,1,1,1,1,1,0,0,0,1,1,0,0,0,3.433
0,1,1,1,1,1,0,0,0,1,0,1,1,1,3.499
0,0,1,1,1,1,1,1,1,0,0,0,1,0,3.421
1,0,1,1,1,1,0,1,0,1,1,0,1,0,3.483
0,1,0,1,1,0,0,1,1,0,0,1,0,0,3.634
1,1,0,0,0,1,1,1,1,0,0,0,0,1,3.466
0,0,0,1,1,1,0,1,0,1,0,1,0,1,3.488
0,1,1,1,0,0,1,1,1,1,1,0,0,1,3.507
1,1,1,1,1,1,1,1,1,1,1,1,0,1,3.548
1,1,0,1,1,1,0,0,1,1,1,0,0,0,3.369
0,1,0,1,0,0,1,1,0,1,0,0,0,1,3.605
0,0,1,0,0,0,1,0,0,0,0,1,0,1,3.511
0,1,0,0,1,0,0,1,0,1,0,1,1,0,3.529
0,0,1,0,1,1,1,1,0,0,0,0,1,1,3.493
0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.465
0,0,0,0,0,0,1,1,1,1,0,0,1,0,3.384
1,1,1,1,1,0,1,0,1,0,1,0,0,0,3.387
0,0,1,0,1,1,0,1,0,0,0,0,1,1,3.537
0,0,1,0,0,1,0,0,1,0,0,1,1,0,3.522
1,0,0,0,1,0,0,1,1,0,1,1,1,0,3.55
1,0,0,1,1,0,0,0,0,0,1,0,0,1,3.453
0,0,0,1,0,1,1,0,0,1,0,0,0,0,3.416
0,1,1,1,0,0,0,0,0,1,0,1,0,0,3.463
0,1,1,1,1,0,1,1,1,0,1,0,1,0,3.605
1,0,1,0,0,1,1,0,0,0,0,0,0,0,3.577
1,0,0,0,1,0,0,1,1,1,0,1,1,0,3.474
0,1,1,0,0,0,1,0,0,0,1,1,0,1,3.398
1,0,1,0,1,1,1,0,0,1,1,0,0,0,3.491
1,0,0,1,0,0,1,0,0,1,1,1,0,1,3.589
1,0,0,0,0,0,1,1,1,0,1,0,1,0,3.478
1,1,0,0,0,0,0,1,0,0,1,1,1,0,3.642
0,1,1,1,0,0,1,1,0,1,1,1,1,0,3.324
1,1,0,1,1,0,0,1,0,0,1,1,0,0,3.422
1,1,0,1,0,0,1,0,0,1,1,1,1,1,3.337
0,1,0,0,0,1,0,1,0,1,1,1,1,0,3.54
0,1,1,1,1,0,0,1,0,1,1,0,1,1,3.532
0,0,0,0,0,0,1,0,1,0,1,0,1,1,3.505
0,1,1,1,1,0,0,0,1,0,0,0,0,0,3.513
0,1,1,1,1,1,1,1,0,0,1,0,1,1,3.654
0,1,0,0,1,0,0,1,0,1,0,0,1,1,3.494
1,0,1,0,0,0,0,1,0,0,1,1,0,0,3.451
1,1,0,0,1,0,0,1,0,0,0,0,1,0,3.413
0,1,0,0,1,1,1,0,1,0,1,1,1,1,3.4
1,1,1,0,0,1,0,1,1,0,1,0,0,1,3.513
1,0,0,0,0,0,1,0,1,1,1,0,1,1,3.656
1,0,0,1,1,0,1,1,1,1,1,1,1,1,3.457
1,1,0,1,1,1,0,0,1,1,0,1,0,0,3.436
0,1,1,1,0,0,1,1,1,1,1,0,0,0,3.469
0,0,0,1,0,1,0,1,0,0,1,0,0,0,3.573
1,0,1,0,0,1,1,0,0,1,1,1,1,0,3.402
0,1,1,0,0,0,0,1,1,1,0,0,1,0,3.518
1,0,0,1,0,1,1,0,0,1,1,1,1,1,3.593
1,0,1,0,1,0,0,0,1,1,1,0,1,0,3.605
1,0,1,1,1,1,1,0,0,1,1,1,1,0,3.461
0,1,1,0,1,1,1,1,0,1,0,1,0,0,3.605
0,0,1,0,0,0,0,0,1,0,1,1,0,1,3.676
0,1,1,1,0,0,0,0,0,0,0,1,0,1,3.453
0,0,1,1,0,0,1,0,0,1,0,0,1,0,3.38
0,1,1,0,0,1,1,0,0,1,0,1,0,0,3.626
0,1,0,1,0,0,0,1,0,0,1,1,0,0,3.488
0,0,1,1,0,1,0,1,0,1,0,1,1,1,3.431
1,1,0,0,0,0,1,1,0,1,1,1,1,0,3.465
0,1,1,1,1,0,1,1,1,1,0,0,0,0,3.466
0,1,0,0,0,0,1,0,0,1,1,0,0,0,4.232
1,0,1,0,0,1,0,1,0,0,1,1,1,0,3.489
0,0,1,1,0,1,1,1,0,1,0,0,0,1,3.429
0,0,1,1,0,1,1,0,0,0,0,1,0,0,3.564
1,1,0,1,1,1,1,0,1,1,0,0,0,0,3.438
1,1,0,0,0,0,0,1,0,1,0,1,1,0,3.595
0,0,1,0,0,0,1,0,1,0,0,1,1,0,3.498
0,0,0,0,1,0,0,1,0,1,1,1,1,1,3.472
0,1,0,1,1,1,0,1,0,0,0,1,1,1,3.496
1,0,0,0,1,0,0,0,0,1,0,1,1,1,3.544
1,0,1,1,0,0,0,1,1,0,1,0,1,0,3.501
0,0,1,0,1,1,1,1,0,0,0,0,0,1,3.437
1,0,0,0,0,1,0,0,1,0,0,1,1,0,3.354
1,0,0,0,1,1,1,1,0,1,0,0,0,1,3.687
0,1,1,1,0,0,0,0,0,0,0,0,1,1,3.392
1,1,0,1,0,1,0,1,1,1,0,0,0,0,3.464
0,1,1,1,0,0,0,1,1,1,0,0,0,0,3.367
0,1,1,1,1,1,0,0,1,1,1,1,1,1,3.377
1,0,0,0,0,0,0,0,0,0,1,0,1,0,3.419
0,1,0,1,0,0,0,1,1,1,0,1,0,0,3.558
0,1,0,0,0,0,1,1,1,1,1,0,0,1,3.469
