SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.8
1,1,0,0,1,0,0,1,1,0,0,0,1,0,3.486
1,0,0,0,1,1,1,0,1,1,1,0,1,1,3.426
0,0,1,1,1,0,1,1,0,0,0,0,1,1,3.52
0,0,1,1,1,0,1,1,1,0,0,1,1,0,3.48
1,0,0,0,1,0,0,1,1,0,1,1,0,0,3.653
0,1,0,1,1,0,1,1,1,1,1,0,1,1,3.523
0,0,1,1,0,1,0,1,0,1,1,1,1,0,3.552
0,0,1,1,0,0,1,0,0,0,0,0,0,0,3.56
0,0,0,0,0,0,1,1,0,1,1,0,0,1,3.465
0,0,1,0,0,1,0,1,1,0,0,1,1,0,3.476
1,0,1,1,0,1,0,1,0,1,0,0,1,0,3.665
1,1,1,1,1,1,0,1,1,0,0,0,0,1,3.741
1,1,1,1,0,0,1,0,1,1,0,1,1,0,3.575
1,0,0,0,1,1,0,0,1,1,0,1,1,0,3.402
1,1,0,1,1,1,1,0,1,1,1,1,1,0,3.54
0,0,0,0,1,0,0,0,0,1,0,1,0,0,3.357
1,1,1,0,0,1,0,0,0,0,1,1,1,0,3.46
1,1,0,0,0,0,1,1,1,1,1,1,1,0,3.397
1,1,0,0,0,1,0,1,0,0,0,1,1,1,3.49
1,1,1,1,1,0,1,0,1,1,0,1,0,1,3.679
0,1,0,1,0,1,1,1,0,0,0,0,1,1,3.697
1,0,0,0,0,1,1,0,1,0,1,1,1,1,3.427
1,0,0,1,0,0,1,1,0,1,0,1,1,1,3.541
0,1,0,1,0,0,0,0,1,1,1,0,1,1,3.413
0,1,0,0,0,1,0,1,0,1,0,0,1,0,3.525
1,1,0,1,1,0,1,1,0,1,0,1,1,0,3.552
0,1,0,1,0,1,0,0,1,0,1,0,1,1,3.546
0,1,1,0,1,0,1,0,1,0,0,1,1,1,3.673
1,0,0,1,0,0,0,1,0,1,1,0,0,1,3.576
1,1,0,1,0,0,1,1,1,0,1,0,0,0,3.505
0,1,1,0,0,1,0,0,1,1,0,0,0,0,3.572
1,1,0,1,0,1,0,1,1,0,1,1,1,0,3.512
1,0,0,0,0,1,1,0,1,1,1,0,1,0,3.655
1,1,0,1,0,0,1,1,1,0,1,1,0,1,3.5
1,1,1,1,0,1,0,0,0,0,1,0,0,0,3.5
1,1,0,1,0,0,0,1,1,1,1,0,0,1,3.454
1,0,1,1,1,0,0,1,1,0,0,0,0,0,3.551
0,1,0,0,1,0,1,1,0,1,1,1,1,0,3.419
0,0,0,1,0,0,0,1,1,0,1,1,0,1,3.657
0,0,0,1,0,0,0,1,1,1,0,1,0,1,3.533
1,0,1,1,0,0,1,0,1,1,1,0,1,0,3.504
1,1,1,1,1,1,1,0,1,0,0,0,1,0,3.531
0,1,0,1,1,1,1,0,1,0,1,1,1,0,3.429
0,1,1,1,1,1,0,1,0,1,0,1,1,1,3.664
0,1,1,1,0,0,1,1,1,1,0,0,1,0,3.55
0,1,0,1,0,0,0,0,1,0,1,0,1,1,3.511
1,0,1,0,0,1,0,0,1,1,0,0,1,0,3.471
1,0,0,0,0,0,0,0,1,0,1,1,0,0,3.629
1,1,1,0,1,1,0,0,1,0,0,1,0,0,3.672
0,1,1,0,0,1,1,0,0,1,0,0,0,1,3.61
0,1,1,1,1,1,1,0,0,1,0,0,0,0,3.66
0,0,1,0,1,1,0,0,1,1,1,1,0,0,3.545
0,0,1,0,1,1,0,0,1,0,1,1,0,0,3.505
1,0,1,0,1,1,0,1,1,0,0,0,1,0,3.447
1,0,0,1,0,1,1,1,1,1,1,1,1,1,3.618
1,0,1,1,1,1,1,1,1,1,1,1,1,0,3.538
0,1,0,1,0,0,1,0,0,0,0,1,0,0,3.511
1,0,1,1,1,1,0,0,0,0,1,0,0,0,3.492
1,1,0,0,1,1,0,0,0,0,1,1,0,0,3.465
0,1,0,1,1,0,0,0,0,0,0,0,1,1,3.472
1,0,1,1,1,1,1,0,0,1,0,0,1,0,3.533
0,0,1,1,0,1,0,0,0,0,1,0,0,0,3.505
1,1,0,0,1,0,1,0,1,1,1,0,1,1,3.427
1,1,1,0,1,1,1,0,1,1,0,1,0,1,3.435
0,0,0,0,1,0,0,1,1,0,0,0,0,1,3.437
1,1,1,1,1,0,0,0,0,1,0,1,0,0,3.623
0,0,0,0,1,0,0,0,0,1,0,1,1,0,3.512
0,0,0,0,1,0,1,1,0,1,1,1,1,0,3.556
0,0,1,1,0,0,1,0,1,1,1,1,1,0,3.533
1,1,0,1,0,0,0,0,1,1,1,1,1,0,3.465
1,1,1,1,0,0,0,1,1,1,0,0,1,0,3.441
1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.481
0,0,0,1,0,1,0,1,1,1,0,1,0,1,3.472
0,0,1,0,1,0,0,1,0,1,1,1,0,1,3.445
1,0,0,0,1,0,1,1,0,0,1,1,0,1,3.626
0,1,1,1,1,0,0,0,1,1,1,1,1,0,3.472
1,0,0,1,0,0,0,0,1,0,1,0,0,0,3.465
0,0,0,1,1,0,0,1,1,1,1,0,0,1,3.68
0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.566
1,0,0,0,0,0,1,0,0,1,0,1,0,0,3.456
1,0,1,0,1,1,0,1,1,1,0,1,1,1,3.587
0,1,1,0,0,1,1,1,0,1,1,0,1,1,3.499
1,0,1,0,0,0,0,0,1,0,1,1,1,0,3.457
0,0,1,0,0,1,1,0,0,1,1,0,1,0,3.472
1,1,1,0,0,0,0,1,1,0,1,0,1,1,3.565
0,1,0,0,1,1,1,1,1,0,0,1,1,0,3.509
1,0,1,0,1,1,1,0,1,1,0,0,0,1,3.455
0,0,1,0,1,0,0,1,0,1,0,0,1,1,3.582
0,0,1,0,0,1,1,1,0,1,0,1,0,1,3.387
0,0,0,0,1,0,0,1,1,1,1,0,1,0,3.654
0,0,0,1,0,1,0,1,1,1,1,1,0,1,3.498
0,0,1,0,1,0,0,0,1,0,1,1,1,0,3.488
0,1,0,0,1,0,0,0,1,1,0,1,0,0,3.599
1,1,1,0,1,1,0,1,1,0,1,0,1,1,3.371
1,1,1,0,0,0,1,1,1,0,0,0,0,1,3.415
0,1,0,1,0,1,1,0,0,1,0,0,0,1,3.69
0,0,1,1,0,1,0,0,1,0,1,0,0,1,3.39
0,1,1,0,1,1,1,1,0,0,1,1,0,1,3.407
0,0,0,0,1,0,1,1,0,0,0,1,1,1,3.561
0,0,0,0,1,1,0,0,1,0,0,1,0,1,3.485
0,0,1,0,0,1,1,1,1,1,0,1,0,0,3.413
1,1,0,1,1,0,0,0,1,0,1,1,0,1,3.595
0,0,0,1,0,0,1,0,0,0,1,0,1,1,3.45
0,0,0,0,0,0,0,1,1,1,0,0,1,1,3.588
0,0,1,1,0,0,0,1,1,1,1,1,1,1,3.53
0,0,0,1,0,1,1,0,0,0,1,1,1,0,3.564
0,0,1,0,1,1,1,1,1,0,1,1,0,0,3.56
0,1,0,0,1,1,1,0,0,1,1,0,0,1,3.45
1,0,0,1,1,0,0,1,0,0,0,0,0,1,3.493
1,1,0,1,1,1,1,1,1,1,0,1,1,0,3.451
1,1,0,1,1,0,0,0,0,0,1,1,0,1,3.679
1,1,1,0,0,1,0,1,1,0,1,0,0,1,3.607
0,0,1,1,0,0,0,0,0,0,1,0,1,1,3.52
1,1,1,1,1,0,1,1,1,0,1,0,1,0,3.611
1,1,1,0,0,0,0,0,0,0,1,0,1,1,3.551
0,0,1,0,0,1,0,0,0,1,0,1,1,1,3.492
0,1,0,0,0,0,1,1,0,1,0,0,1,0,3.471
0,1,0,0,0,0,0,0,0,1,0,0,0,1,3.628
1,1,0,0,0,0,1,1,0,1,1,1,0,1,3.534
0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.499
1,0,0,1,0,0,1,0,1,1,0,1,1,1,3.45
0,0,1,1,1,0,0,1,1,0,0,1,1,1,3.44
1,0,1,0,0,1,1,0,1,0,0,1,0,0,3.466
0,0,1,0,1,0,1,1,0,0,0,1,0,1,3.401
1,1,0,1,1,1,1,1,1,1,0,0,0,0,3.466
1,1,1,1,1,0,0,0,0,1,1,0,0,0,3.49
1,0,1,1,1,1,1,1,0,0,0,1,1,0,3.514
0,0,0,0,1,0,0,1,0,1,1,0,1,1,3.556
0,1,0,0,0,1,1,0,0,1,1,0,1,1,3.407
1,0,0,1,0,1,0,1,1,0,1,0,1,1,3.58
1,1,1,1,0,1,1,1,0,1,1,1,1,0,4.362
1,1,0,1,1,0,1,0,1,0,0,0,0,1,3.575
0,0,1,1,1,0,1,0,1,0,1,1,0,1,3.651
0,1,1,1,0,0,0,0,1,1,0,0,1,0,3.371
1,1,0,0,1,1,0,1,1,0,0,1,1,0,3.41
1,1,1,0,0,0,1,1,0,1,1,1,1,0,3.37
0,1,1,1,1,0,1,0,0,0,1,1,1,0,3.581
0,0,0,1,0,1,1,1,0,1,1,0,1,1,3.539
0,0,0,1,0,0,0,1,0,0,0,0,1,0,4.521
0,0,0,1,0,1,1,0,1,0,0,1,1,0,3.439
1,0,0,1,1,0,1,0,1,0,1,0,0,1,3.61
0,1,0,0,0,0,0,0,0,1,0,0,0,1,3.637
1,0,0,1,0,1,1,0,0,1,1,0,1,1,3.5
0,1,1,1,1,0,0,1,0,0,1,1,0,0,3.358
0,1,1,0,0,1,0,1,1,0,0,0,0,1,3.588
0,0,0,0,0,1,1,1,0,0,1,0,0,0,3.553
0,1,0,0,1,1,0,1,0,1,1,1,1,1,3.54
0,0,1,1,1,0,1,1,1,0,0,1,0,0,3.525
0,1,1,0,1,0,1,1,1,0,1,0,0,0,3.528
0,1,0,1,0,0,0,0,1,0,1,1,1,0,3.54
1,1,1,1,1,1,0,0,1,1,1,1,0,0,3.423
0,0,1,0,1,0,1,1,1,1,1,0,1,1,3.634
0,0,1,0,0,1,0,1,1,1,1,1,0,1,3.607
1,0,0,0,0,0,1,0,0,0,0,0,1,1,3.398
1,0,1,0,1,0,0,0,0,1,0,0,1,1,3.433
