SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrandom.6
0,0,1,0,1,0,1,0,0,0,0,0,0,1,10.903
0,1,1,1,1,1,1,0,1,1,0,1,1,1,11.589
1,1,0,1,0,0,0,1,0,1,0,1,0,0,12.365
1,0,1,1,0,0,0,1,1,1,1,0,0,0,17.05
1,1,0,0,1,1,1,0,0,0,0,1,1,0,77.521
1,0,0,1,1,1,1,0,1,1,1,1,0,1,80.46
0,0,0,0,0,1,0,1,0,0,0,0,0,1,81.444
1,1,1,1,1,1,1,1,1,1,1,0,0,1,79.54
0,0,1,1,0,0,1,1,0,0,1,1,0,0,79.964
1,1,1,0,1,0,1,1,1,1,0,1,0,0,79.274
0,0,0,1,1,0,0,0,0,1,1,0,1,0,79.241
1,1,0,0,1,0,0,0,1,0,0,1,1,0,26.069
0,1,0,1,1,0,0,0,0,0,0,1,1,0,16.152
1,0,0,1,0,1,0,0,1,1,1,1,1,0,19.151
1,1,1,1,1,1,0,0,1,1,1,0,0,0,20.987
1,0,1,0,1,1,0,0,1,1,1,1,0,1,16.729
0,0,1,1,0,1,0,1,0,0,1,1,0,1,21.112
0,1,0,1,0,0,1,1,1,1,1,0,1,1,15.288
1,0,0,1,1,1,1,0,1,0,0,1,1,0,16.378
1,0,0,1,1,0,1,0,1,1,0,1,1,0,18.119
0,0,1,1,0,0,0,0,1,1,0,0,1,0,14.276
0,0,0,0,1,1,1,1,1,0,1,0,1,0,12.599
1,0,0,1,1,1,1,1,1,0,1,0,0,1,12.575
1,1,0,0,0,1,0,0,1,0,0,1,0,0,12.224
1,0,1,1,0,0,0,0,0,0,1,1,0,0,13.145
1,0,1,0,1,0,0,0,1,0,0,1,0,0,11.917
0,1,1,1,1,1,0,1,1,0,0,0,0,0,11.369
0,1,0,0,0,1,0,0,1,0,1,1,0,0,12.654
1,0,0,0,1,1,0,0,0,1,1,0,0,1,10.413
1,1,0,1,1,0,0,1,1,0,0,1,0,0,10.661
1,0,1,1,0,1,0,1,1,1,1,0,1,1,10.951
0,1,1,0,1,1,1,0,0,1,1,0,0,1,10.906
1,1,0,1,0,0,1,1,0,0,1,1,1,0,10.713
0,1,0,1,1,0,1,1,0,1,1,0,1,0,13.177
1,0,0,1,1,0,1,1,0,1,0,1,0,1,12.321
1,1,1,0,1,0,0,0,1,0,0,0,0,1,11.596
0,0,1,1,0,0,1,0,0,1,0,1,0,1,11.092
0,1,1,0,0,0,1,1,0,0,1,0,0,1,10.427
0,1,1,1,1,1,0,0,0,1,1,1,0,1,11.713
1,0,1,0,0,0,1,0,1,0,0,1,0,0,13.165
0,0,1,0,0,1,1,0,1,0,0,0,1,1,9.58
1,1,1,0,0,0,0,1,0,0,1,1,1,1,9.967
0,0,0,1,0,1,1,1,1,1,0,0,0,0,10.305
0,1,1,0,0,0,0,0,1,0,1,1,1,1,10.419
0,1,0,0,0,0,0,1,0,1,1,1,1,0,10.868
0,1,1,1,1,0,1,1,1,1,1,0,0,0,11.321
0,0,0,1,1,0,0,0,0,1,1,1,0,1,12.929
1,0,1,0,0,1,0,0,0,0,0,0,1,1,15.688
1,0,1,0,1,1,0,0,1,1,0,1,0,0,16.124
0,1,1,1,0,1,0,0,0,0,0,1,0,0,17.066
1,0,1,1,0,1,0,1,0,0,0,0,1,1,17.132
0,1,1,1,1,0,0,1,1,1,1,0,0,0,13.522
0,1,0,1,1,0,1,0,0,1,1,0,1,0,12.795
0,0,1,1,1,0,0,1,1,1,1,0,1,0,12.629
1,0,1,1,1,1,1,1,0,1,1,0,1,0,13.787
0,0,1,1,1,0,1,0,0,1,1,1,0,1,15.829
1,1,0,0,0,0,1,1,1,1,1,0,1,0,14.105
0,1,1,1,0,1,0,0,0,0,1,1,1,0,12.472
1,1,1,1,0,1,1,1,1,1,1,0,1,1,14.602
1,1,1,0,0,0,1,0,0,1,1,0,1,1,11.672
1,0,0,0,0,1,1,1,1,1,0,1,1,0,13.61
1,1,0,1,1,0,1,1,0,1,0,1,1,1,14.098
1,0,1,1,1,1,0,0,1,0,1,0,0,1,11.63
0,0,1,1,0,0,1,0,0,0,1,0,1,0,13.309
1,1,0,1,0,1,0,1,0,1,0,0,0,0,11.341
1,1,1,0,0,1,1,0,1,0,0,1,0,0,11.934
1,1,0,1,0,1,1,0,1,1,0,1,0,1,13.187
1,0,1,0,1,0,1,1,0,1,0,1,1,0,16.381
1,0,1,1,0,1,0,0,1,0,1,1,0,1,14.94
1,0,0,0,1,0,0,1,0,1,1,0,1,1,14.489
1,0,0,1,0,0,0,1,1,1,1,0,0,0,12.598
1,0,1,0,0,1,1,1,1,1,1,0,0,1,12.094
1,0,0,0,0,1,0,1,0,0,0,0,1,0,10.823
0,1,1,1,1,1,0,0,1,1,0,0,1,1,10.775
1,1,1,1,1,1,0,1,0,0,0,1,1,0,10.614
1,1,1,1,0,0,1,0,1,1,0,0,1,0,11.383
0,1,0,1,0,0,1,0,1,0,0,1,0,0,11.267
0,1,0,1,1,0,1,0,1,1,1,0,0,1,11.715
0,0,1,1,0,1,0,1,1,0,0,0,0,0,10.645
0,0,1,1,0,1,0,1,0,1,0,0,1,0,9.462
0,0,0,1,1,0,0,0,0,1,1,0,1,0,10.146
0,1,1,0,1,0,0,1,0,0,0,1,1,0,10.937
0,1,1,1,0,1,0,1,0,0,1,1,1,1,10.559
1,1,0,0,1,1,1,0,0,1,1,1,1,1,10.708
1,1,1,0,0,0,0,1,1,0,0,1,1,1,11.037
1,1,1,1,1,1,0,1,1,0,0,0,1,0,10.985
1,1,0,0,0,1,0,1,1,0,1,1,1,0,10.661
0,1,0,0,0,1,0,1,1,0,0,1,0,0,10.004
1,0,1,1,1,1,0,1,1,0,0,1,1,1,9.096
1,0,0,1,1,1,0,0,1,0,1,0,1,1,9.276
0,1,0,1,1,1,0,1,1,0,0,1,1,0,9.881
1,1,1,1,1,1,1,1,1,0,0,0,1,0,9.324
0,0,1,1,1,1,0,1,1,1,1,1,1,1,9.561
0,1,1,0,0,0,0,0,0,1,0,1,1,1,10.116
1,0,1,0,0,0,1,1,1,0,0,0,0,1,10.107
1,1,0,1,0,0,0,0,0,0,0,0,1,0,9.928
0,1,1,0,1,1,1,1,1,1,0,0,1,1,7.983
1,1,1,1,1,0,1,0,1,0,0,0,1,1,7.977
1,1,1,0,0,1,0,0,0,1,1,1,0,0,9.126
0,1,1,1,1,0,1,0,0,1,1,1,1,0,8.536
1,1,1,1,1,0,1,0,1,1,0,1,1,0,9.266
1,0,0,0,1,0,1,1,1,1,0,0,0,0,8.517
0,1,0,0,0,1,0,1,1,0,0,1,1,1,8.556
0,1,0,0,1,0,0,1,1,1,0,0,1,1,7.682
0,1,1,0,0,0,0,0,1,1,0,1,0,1,8.053
1,0,0,1,1,1,0,1,0,1,1,1,1,0,7.834
0,0,1,0,1,0,0,1,1,1,1,0,1,0,8.109
0,1,1,1,1,0,0,1,1,1,1,1,1,1,8.114
1,0,0,1,1,1,0,1,0,1,1,1,0,1,8.278
0,0,0,1,0,0,1,0,0,1,1,1,1,1,8.413
1,0,0,0,1,1,1,0,0,0,0,0,0,0,8.199
1,1,0,1,0,1,1,0,1,1,0,0,0,1,7.43
1,1,1,0,1,0,1,1,0,0,1,1,0,1,7.931
0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.552
1,1,0,1,1,0,1,0,1,1,1,1,1,1,8.014
0,0,1,1,1,1,0,1,0,0,0,1,0,1,8.079
0,0,1,1,1,1,1,0,1,0,0,1,0,0,8.454
0,1,1,1,0,0,0,0,0,1,1,1,1,1,8.189
0,1,1,0,1,1,0,0,1,1,1,1,0,1,8.95
1,0,0,1,1,1,1,0,0,1,0,1,0,0,9.79
0,1,0,1,1,1,1,1,1,0,0,1,1,1,9.203
1,0,1,1,0,0,0,0,0,0,1,1,1,0,9.891
1,1,0,0,0,1,0,1,0,1,1,1,0,1,11.255
0,1,0,0,0,0,0,1,1,0,0,0,0,1,11.135
0,1,1,0,1,0,1,0,0,0,0,1,1,1,12.315
1,0,1,1,0,0,0,0,1,1,1,0,0,0,9.912
1,1,1,0,1,1,0,1,1,0,0,1,0,1,10.143
0,1,1,1,1,1,1,0,0,1,0,0,0,0,10.85
1,0,1,0,1,1,0,1,1,1,1,1,1,0,10.526
0,0,1,0,1,0,0,1,1,0,0,1,0,0,10.712
1,0,0,1,1,1,0,1,0,1,0,0,1,0,9.71
1,0,1,1,1,0,0,0,1,0,0,1,0,1,10.366
1,0,0,0,1,1,1,1,1,1,1,1,0,0,9.502
0,0,0,0,1,0,0,1,0,0,0,0,1,0,9.112
0,1,1,0,0,0,1,0,0,1,1,1,1,1,9.613
0,1,1,1,0,1,1,0,1,1,0,1,0,0,10.311
0,0,0,0,1,1,1,1,1,0,0,1,1,1,8.689
1,1,1,0,0,1,1,0,1,0,0,1,1,1,10.624
0,1,1,0,0,1,1,0,1,0,0,0,0,0,10.026
1,1,1,0,0,1,0,1,1,1,1,0,1,0,8.79
0,1,1,1,0,1,0,0,1,0,0,0,1,0,8.919
1,1,1,1,0,1,0,0,1,0,1,1,1,1,8.063
1,1,1,0,1,0,1,1,0,1,1,1,0,0,8.326
1,1,0,1,0,0,1,0,0,0,0,1,0,0,8.82
1,1,0,0,1,0,0,0,1,1,1,0,1,1,8.61
1,1,0,0,0,1,0,1,0,0,0,1,0,0,8.854
0,1,0,1,1,1,1,0,0,1,1,0,0,0,9.108
0,1,0,0,1,1,0,0,0,0,0,1,1,1,8.758
0,0,1,0,1,1,1,1,0,1,0,0,1,0,9.414
0,0,0,0,0,1,1,1,1,0,1,0,1,1,8.915
0,1,1,1,1,1,0,0,0,1,0,1,0,1,9.749
1,1,1,1,1,0,1,0,1,0,0,1,1,1,8.804
0,1,1,1,0,1,1,0,0,1,1,0,1,1,9.422
0,0,0,0,0,0,1,0,1,0,1,0,0,0,8.912
0,0,0,1,0,0,0,0,1,0,1,0,0,1,7.839
0,1,0,0,0,0,0,0,0,1,1,0,1,1,7.92
1,1,0,0,1,1,1,1,1,1,1,0,0,1,7.76
0,1,0,1,0,0,1,0,1,0,0,0,1,0,8.89
1,1,1,1,0,0,1,0,0,1,1,1,0,1,7.962
1,1,0,1,0,0,0,0,0,1,1,0,1,0,7.937
1,0,0,1,1,1,1,1,0,0,0,0,0,1,7.253
0,0,0,1,0,1,1,1,1,0,0,1,0,1,7.749
1,1,0,0,0,0,1,0,1,1,0,0,1,0,7.508
0,0,0,1,1,1,0,1,1,0,1,0,1,0,8.365
1,1,0,0,1,1,1,1,0,0,1,0,1,1,7.637
0,1,0,1,0,1,0,1,1,1,0,1,0,1,8.101
0,0,1,1,1,0,0,0,0,1,1,1,1,1,7.741
1,0,0,0,1,0,1,1,1,0,0,1,1,0,7.78
0,0,1,1,1,1,1,1,0,0,1,1,0,1,9.917
0,0,1,1,0,0,1,1,1,1,1,0,1,1,8.574
0,1,0,0,1,1,1,0,0,1,1,1,1,1,8.97
1,0,1,0,1,1,0,1,1,0,0,0,0,1,9.413
0,1,1,0,1,0,1,1,0,0,0,0,0,0,8.49
1,0,0,0,0,0,1,1,0,0,0,1,1,0,9.688
1,1,1,1,1,1,1,0,1,0,1,0,0,0,9.005
0,0,0,1,0,1,1,0,1,1,0,0,0,1,9.354
1,0,0,1,1,0,0,1,0,1,1,0,0,0,9.619
1,0,0,1,0,0,1,0,0,0,1,0,1,0,8.95
1,1,1,0,0,1,0,0,0,0,0,1,1,0,8.899
1,1,0,1,1,1,1,0,0,0,1,0,1,1,8.942
1,0,1,1,0,1,0,1,0,1,1,1,1,0,9.088
1,0,1,1,1,0,0,0,1,1,1,1,1,0,8.815
1,0,1,0,0,1,0,0,1,0,1,0,0,0,8.057
0,0,1,0,0,0,1,1,1,1,0,1,1,1,9.789
0,1,1,1,0,1,0,1,1,0,0,0,0,0,9.458
0,0,1,0,0,0,1,1,1,0,1,1,1,1,10.151
0,1,0,0,1,0,0,1,1,0,1,1,0,1,11.323
1,1,1,1,0,1,1,0,1,0,1,1,1,0,11.519
1,1,0,0,1,0,1,1,0,1,1,0,0,1,9.527
1,0,1,1,1,1,0,1,1,1,1,1,1,1,10.251
0,0,1,1,1,0,1,0,1,1,1,1,1,0,10.554
0,1,0,1,1,1,1,1,1,0,1,0,1,1,10.211
0,0,0,0,0,1,1,0,1,1,1,0,1,0,10.243
1,0,0,0,0,0,1,1,0,1,1,0,1,0,9.402
0,0,0,1,0,0,0,0,0,1,0,0,1,1,10.14
1,1,0,1,0,0,1,1,1,0,0,1,1,1,9.683
1,0,0,0,1,1,1,1,0,0,0,1,0,1,10.222
1,0,1,0,1,0,1,1,0,1,0,1,0,0,9.559
1,0,1,0,1,1,0,1,0,1,1,1,0,1,10.037
1,0,1,1,0,0,0,0,1,1,1,1,1,0,10.77
0,0,1,0,1,1,1,0,0,0,0,0,1,0,11.519
0,1,0,1,1,1,1,1,1,1,1,0,1,0,11.078
0,1,0,1,0,0,0,0,0,0,1,0,1,0,10.869
1,0,0,1,0,0,1,1,0,1,1,1,0,1,12.109
0,1,0,0,0,0,0,0,1,1,0,0,0,1,12.327
0,0,1,0,0,1,1,0,1,1,1,1,0,0,12.617
1,0,1,1,0,1,1,1,1,0,0,0,1,1,10.211
0,1,0,0,1,1,1,1,0,0,0,1,1,0,10.705
1,1,0,0,0,0,0,1,1,1,0,1,0,0,11.205
0,0,1,1,0,1,1,1,0,0,0,1,1,0,11.964
1,0,1,0,0,0,1,1,1,0,1,0,0,1,11.507
0,1,1,0,0,1,0,0,0,1,1,0,0,1,10.107
1,1,0,0,0,0,0,0,0,0,0,1,1,1,10.357
1,0,0,1,0,1,0,0,1,0,1,1,0,0,11.248
1,1,1,0,1,0,1,1,0,1,0,0,0,1,11.629
1,1,0,0,1,1,0,1,0,0,0,1,1,1,12.243
1,0,1,1,0,1,1,1,1,1,0,1,0,1,12.46
0,0,0,0,1,0,1,1,1,0,1,0,0,1,10.434
0,1,1,1,0,1,0,1,0,1,1,1,0,1,11.389
0,0,1,0,1,1,0,0,0,0,0,1,1,1,10.786
0,1,0,1,0,1,0,0,1,0,1,1,1,1,9.557
0,1,1,0,0,0,1,1,0,0,0,0,0,1,9.973
0,1,1,1,1,0,1,0,0,0,0,0,0,1,9.996
1,1,1,1,0,1,0,0,1,0,0,1,0,1,11.283
1,0,1,0,0,1,0,1,1,0,1,1,0,0,11.27
1,0,1,0,0,0,0,1,1,0,1,0,1,0,10.965
0,1,1,0,0,1,0,0,1,0,1,0,1,1,10.325
0,0,0,0,0,0,1,0,1,0,1,1,1,0,10.866
0,0,1,0,1,1,1,0,1,0,0,1,0,0,12.433
0,0,1,1,1,0,0,0,1,0,0,1,0,0,13.004
1,0,1,1,1,0,0,1,0,0,1,1,1,0,13.063
0,0,1,0,1,1,0,1,0,1,0,0,1,1,10.635
1,1,0,0,1,0,0,1,1,1,1,0,1,1,10.958
1,1,0,0,1,1,0,1,0,0,0,1,0,1,12.113
1,0,1,1,0,0,0,0,0,1,0,0,1,0,13.156
1,1,0,0,0,1,0,0,1,1,0,0,1,0,11.538
0,1,0,1,1,0,0,0,0,0,0,1,1,0,12.106
1,0,0,1,0,1,0,0,0,0,1,0,0,1,11.304
1,1,1,0,0,1,0,1,1,0,0,0,1,0,11.238
1,0,0,1,0,1,1,0,1,1,1,1,1,1,10.923
1,1,0,1,1,0,1,1,1,1,1,1,1,0,12.803
1,0,0,1,1,1,1,1,0,1,1,0,0,1,11.35
0,0,1,0,1,1,0,0,0,1,0,0,1,0,9.814
1,1,1,1,0,0,0,1,0,0,0,0,0,0,9.367
1,1,1,1,0,0,1,1,0,0,0,0,0,1,9.268
0,1,1,0,0,0,1,1,1,1,0,1,0,1,8.889
0,0,0,1,1,0,1,0,0,0,0,1,1,0,8.669
0,1,0,1,1,0,1,0,1,0,0,0,1,0,7.225
0,0,0,0,1,0,0,1,1,0,1,1,0,1,7.645
1,1,0,0,0,1,1,1,1,1,1,0,0,0,7.83
0,1,0,1,1,1,0,1,0,1,0,0,0,1,7.786
1,0,0,1,0,0,0,1,0,0,1,1,0,0,8.324
0,0,0,1,1,0,1,1,1,0,1,1,0,1,7.164
1,1,0,1,0,0,1,0,0,1,1,0,1,0,8.065
0,0,0,1,0,1,0,1,1,0,1,1,0,1,8.244
1,1,1,0,0,1,1,1,1,1,0,1,1,0,7.434
0,1,0,0,0,1,1,1,0,1,1,0,1,0,7.332
1,1,0,0,0,0,1,1,1,1,1,1,0,1,7.765
1,0,0,1,1,1,1,1,1,0,0,0,1,1,8.16
1,1,0,0,1,0,0,0,0,1,0,0,1,1,7.551
1,0,0,1,1,1,1,1,1,1,1,1,0,1,8.039
1,1,0,0,0,1,0,0,1,1,1,0,1,1,8.009
1,0,1,1,1,0,1,0,0,0,0,1,1,1,7.359
1,1,1,1,1,1,0,0,0,1,1,0,0,0,7.478
0,1,1,1,1,1,0,0,0,1,0,1,1,1,7.554
0,0,1,1,1,1,1,1,1,0,0,0,1,0,6.719
1,0,1,1,1,1,0,1,0,1,1,0,1,0,7.799
0,1,0,1,1,0,0,1,1,0,0,1,0,0,6.988
1,1,0,0,0,1,1,1,1,0,0,0,0,1,7.585
0,0,0,1,1,1,0,1,0,1,0,1,0,1,7.461
0,1,1,1,0,0,1,1,1,1,1,0,0,1,7.459
1,1,1,1,1,1,1,1,1,1,1,1,0,1,7.032
1,1,0,1,1,1,0,0,1,1,1,0,0,0,7.428
0,1,0,1,0,0,1,1,0,1,0,0,0,1,6.913
0,0,1,0,0,0,1,0,0,0,0,1,0,1,7.058
0,1,0,0,1,0,0,1,0,1,0,1,1,0,7.055
0,0,1,0,1,1,1,1,0,0,0,0,1,1,6.867
0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.19
0,0,0,0,0,0,1,1,1,1,0,0,1,0,6.726
1,1,1,1,1,0,1,0,1,0,1,0,0,0,6.501
0,0,1,0,1,1,0,1,0,0,0,0,1,1,6.18
0,0,1,0,0,1,0,0,1,0,0,1,1,0,6.29
1,0,0,0,1,0,0,1,1,0,1,1,1,0,6.933
1,0,0,1,1,0,0,0,0,0,1,0,0,1,6.699
0,0,0,1,0,1,1,0,0,1,0,0,0,0,6.645
0,1,1,1,0,0,0,0,0,1,0,1,0,0,6.273
0,1,1,1,1,0,1,1,1,0,1,0,1,0,6.149
1,0,1,0,0,1,1,0,0,0,0,0,0,0,6.249
1,0,0,0,1,0,0,1,1,1,0,1,1,0,6.311
0,1,1,0,0,0,1,0,0,0,1,1,0,1,6.615
1,0,1,0,1,1,1,0,0,1,1,0,0,0,7.04
1,0,0,1,0,0,1,0,0,1,1,1,0,1,7.455
1,0,0,0,0,0,1,1,1,0,1,0,1,0,6.783
1,1,0,0,0,0,0,1,0,0,1,1,1,0,7.403
0,1,1,1,0,0,1,1,0,1,1,1,1,0,7.442
1,1,0,1,1,0,0,1,0,0,1,1,0,0,7.012
1,1,0,1,0,0,1,0,0,1,1,1,1,1,7.218
0,1,0,0,0,1,0,1,0,1,1,1,1,0,7.494
0,1,1,1,1,0,0,1,0,1,1,0,1,1,7.36
0,0,0,0,0,0,1,0,1,0,1,0,1,1,6.914
0,1,1,1,1,0,0,0,1,0,0,0,0,0,6.931
0,1,1,1,1,1,1,1,0,0,1,0,1,1,7.14
0,1,0,0,1,0,0,1,0,1,0,0,1,1,6.779
1,0,1,0,0,0,0,1,0,0,1,1,0,0,7.182
1,1,0,0,1,0,0,1,0,0,0,0,1,0,7.392
0,1,0,0,1,1,1,0,1,0,1,1,1,1,6.84
1,1,1,0,0,1,0,1,1,0,1,0,0,1,6.412
1,0,0,0,0,0,1,0,1,1,1,0,1,1,6.223
1,0,0,1,1,0,1,1,1,1,1,1,1,1,6.031
1,1,0,1,1,1,0,0,1,1,0,1,0,0,6.294
0,1,1,1,0,0,1,1,1,1,1,0,0,0,6.379
0,0,0,1,0,1,0,1,0,0,1,0,0,0,6.14
1,0,1,0,0,1,1,0,0,1,1,1,1,0,6.01
0,1,1,0,0,0,0,1,1,1,0,0,1,0,6.316
1,0,0,1,0,1,1,0,0,1,1,1,1,1,6.369
1,0,1,0,1,0,0,0,1,1,1,0,1,0,6.296
1,0,1,1,1,1,1,0,0,1,1,1,1,0,6.584
0,1,1,0,1,1,1,1,0,1,0,1,0,0,6.265
0,0,1,0,0,0,0,0,1,0,1,1,0,1,6.417
0,1,1,1,0,0,0,0,0,0,0,1,0,1,6.381
0,0,1,1,0,0,1,0,0,1,0,0,1,0,6.531
0,1,1,0,0,1,1,0,0,1,0,1,0,0,6.557
0,1,0,1,0,0,0,1,0,0,1,1,0,0,6.904
0,0,1,1,0,1,0,1,0,1,0,1,1,1,6.718
1,1,0,0,0,0,1,1,0,1,1,1,1,0,7.06
0,1,1,1,1,0,1,1,1,1,0,0,0,0,7.02
0,1,0,0,0,0,1,0,0,1,1,0,0,0,7.274
1,0,1,0,0,1,0,1,0,0,1,1,1,0,6.753
0,0,1,1,0,1,1,1,0,1,0,0,0,1,6.921
0,0,1,1,0,1,1,0,0,0,0,1,0,0,7.395
1,1,0,1,1,1,1,0,1,1,0,0,0,0,7.011
1,1,0,0,0,0,0,1,0,1,0,1,1,0,7.064
0,0,1,0,0,0,1,0,1,0,0,1,1,0,7.016
0,0,0,0,1,0,0,1,0,1,1,1,1,1,7.696
0,1,0,1,1,1,0,1,0,0,0,1,1,1,7.845
1,0,0,0,1,0,0,0,0,1,0,1,1,1,7.785
1,0,1,1,0,0,0,1,1,0,1,0,1,0,8.029
0,0,1,0,1,1,1,1,0,0,0,0,0,1,8.118
1,0,0,0,0,1,0,0,1,0,0,1,1,0,7.828
1,0,0,0,1,1,1,1,0,1,0,0,0,1,8.377
0,1,1,1,0,0,0,0,0,0,0,0,1,1,44.798
1,1,0,1,0,1,0,1,1,1,0,0,0,0,84.135
0,1,1,1,0,0,0,1,1,1,0,0,0,0,83.368
0,1,1,1,1,1,0,0,1,1,1,1,1,1,80.915
1,0,0,0,0,0,0,0,0,0,1,0,1,0,81.364
0,1,0,1,0,0,0,1,1,1,0,1,0,0,81.581
0,1,0,0,0,0,1,1,1,1,1,0,0,1,80.748
