SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.12
0,1,1,1,1,1,1,0,1,1,0,1,1,1,4.152
1,1,0,1,0,0,0,1,0,1,0,1,0,0,4.326
1,0,1,1,0,0,0,1,1,1,1,0,0,0,6.298
1,1,0,0,1,1,1,0,0,0,0,1,1,0,30.862
1,0,0,1,1,1,1,0,1,1,1,1,0,1,24.363
0,0,0,0,0,1,0,1,0,0,0,0,0,1,32.101
1,1,1,1,1,1,1,1,1,1,1,0,0,1,32.112
0,0,1,1,0,0,1,1,0,0,1,1,0,0,31.25
1,1,1,0,1,0,1,1,1,1,0,1,0,0,31.427
0,0,0,1,1,0,0,0,0,1,1,0,1,0,31.315
1,1,0,0,1,0,0,0,1,0,0,1,1,0,8.196
0,1,0,1,1,0,0,0,0,0,0,1,1,0,6.107
1,0,0,1,0,1,0,0,1,1,1,1,1,0,6.957
1,1,1,1,1,1,0,0,1,1,1,0,0,0,7.036
1,0,1,0,1,1,0,0,1,1,1,1,0,1,6.769
0,0,1,1,0,1,0,1,0,0,1,1,0,1,7.925
0,1,0,1,0,0,1,1,1,1,1,0,1,1,5.55
1,0,0,1,1,1,1,0,1,0,0,1,1,0,6.229
1,0,0,1,1,0,1,0,1,1,0,1,1,0,5.417
0,0,1,1,0,0,0,0,1,1,0,0,1,0,5.519
0,0,0,0,1,1,1,1,1,0,1,0,1,0,4.815
1,0,0,1,1,1,1,1,1,0,1,0,0,1,4.501
1,1,0,0,0,1,0,0,1,0,0,1,0,0,5.155
1,0,1,1,0,0,0,0,0,0,1,1,0,0,5.11
1,0,1,0,1,0,0,0,1,0,0,1,0,0,4.298
0,1,1,1,1,1,0,1,1,0,0,0,0,0,4.301
0,1,0,0,0,1,0,0,1,0,1,1,0,0,4.613
1,0,0,0,1,1,0,0,0,1,1,0,0,1,3.914
1,1,0,1,1,0,0,1,1,0,0,1,0,0,4.004
1,0,1,1,0,1,0,1,1,1,1,0,1,1,3.925
0,1,1,0,1,1,1,0,0,1,1,0,0,1,4.552
1,1,0,1,0,0,1,1,0,0,1,1,1,0,4.53
0,1,0,1,1,0,1,1,0,1,1,0,1,0,4.618
1,0,0,1,1,0,1,1,0,1,0,1,0,1,4.624
1,1,1,0,1,0,0,0,1,0,0,0,0,1,4.068
0,0,1,1,0,0,1,0,0,1,0,1,0,1,4.084
0,1,1,0,0,0,1,1,0,0,1,0,0,1,4.111
0,1,1,1,1,1,0,0,0,1,1,1,0,1,4.327
1,0,1,0,0,0,1,0,1,0,0,1,0,0,4.769
0,0,1,0,0,1,1,0,1,0,0,0,1,1,3.625
1,1,1,0,0,0,0,1,0,0,1,1,1,1,3.983
0,0,0,1,0,1,1,1,1,1,0,0,0,0,3.717
0,1,1,0,0,0,0,0,1,0,1,1,1,1,4.04
0,1,0,0,0,0,0,1,0,1,1,1,1,0,4.157
0,1,1,1,1,0,1,1,1,1,1,0,0,0,4.222
0,0,0,1,1,0,0,0,0,1,1,1,0,1,5.159
1,0,1,0,0,1,0,0,0,0,0,0,1,1,5.901
1,0,1,0,1,1,0,0,1,1,0,1,0,0,5.964
0,1,1,1,0,1,0,0,0,0,0,1,0,0,7.272
1,0,1,1,0,1,0,1,0,0,0,0,1,1,7.114
0,1,1,1,1,0,0,1,1,1,1,0,0,0,4.756
0,1,0,1,1,0,1,0,0,1,1,0,1,0,4.823
0,0,1,1,1,0,0,1,1,1,1,0,1,0,4.542
1,0,1,1,1,1,1,1,0,1,1,0,1,0,5.313
0,0,1,1,1,0,1,0,0,1,1,1,0,1,6.301
1,1,0,0,0,0,1,1,1,1,1,0,1,0,5.097
0,1,1,1,0,1,0,0,0,0,1,1,1,0,4.57
1,1,1,1,0,1,1,1,1,1,1,0,1,1,5.499
1,1,1,0,0,0,1,0,0,1,1,0,1,1,4.481
1,0,0,0,0,1,1,1,1,1,0,1,1,0,4.761
1,1,0,1,1,0,1,1,0,1,0,1,1,1,5.287
1,0,1,1,1,1,0,0,1,0,1,0,0,1,4.272
0,0,1,1,0,0,1,0,0,0,1,0,1,0,4.985
1,1,0,1,0,1,0,1,0,1,0,0,0,0,4.148
1,1,1,0,0,1,1,0,1,0,0,1,0,0,4.547
1,1,0,1,0,1,1,0,1,1,0,1,0,1,4.633
1,0,1,0,1,0,1,1,0,1,0,1,1,0,6.537
1,0,1,1,0,1,0,0,1,0,1,1,0,1,5.767
1,0,0,0,1,0,0,1,0,1,1,0,1,1,5.281
1,0,0,1,0,0,0,1,1,1,1,0,0,0,4.608
1,0,1,0,0,1,1,1,1,1,1,0,0,1,4.297
1,0,0,0,0,1,0,1,0,0,0,0,1,0,3.998
0,1,1,1,1,1,0,0,1,1,0,0,1,1,3.94
1,1,1,1,1,1,0,1,0,0,0,1,1,0,3.939
1,1,1,1,0,0,1,0,1,1,0,0,1,0,4.301
0,1,0,1,0,0,1,0,1,0,0,1,0,0,4.192
0,1,0,1,1,0,1,0,1,1,1,0,0,1,3.963
0,0,1,1,0,1,0,1,1,0,0,0,0,0,3.745
0,0,1,1,0,1,0,1,0,1,0,0,1,0,3.538
0,0,0,1,1,0,0,0,0,1,1,0,1,0,3.778
0,1,1,0,1,0,0,1,0,0,0,1,1,0,4.074
0,1,1,1,0,1,0,1,0,0,1,1,1,1,4.34
1,1,0,0,1,1,1,0,0,1,1,1,1,1,3.883
1,1,1,0,0,0,0,1,1,0,0,1,1,1,4.118
1,1,1,1,1,1,0,1,1,0,0,0,1,0,3.959
1,1,0,0,0,1,0,1,1,0,1,1,1,0,3.656
0,1,0,0,0,1,0,1,1,0,0,1,0,0,3.76
1,0,1,1,1,1,0,1,1,0,0,1,1,1,3.691
1,0,0,1,1,1,0,0,1,0,1,0,1,1,3.293
0,1,0,1,1,1,0,1,1,0,0,1,1,0,3.671
1,1,1,1,1,1,1,1,1,0,0,0,1,0,3.327
0,0,1,1,1,1,0,1,1,1,1,1,1,1,3.635
0,1,1,0,0,0,0,0,0,1,0,1,1,1,4.24
1,0,1,0,0,0,1,1,1,0,0,0,0,1,3.67
1,1,0,1,0,0,0,0,0,0,0,0,1,0,3.583
0,1,1,0,1,1,1,1,1,1,0,0,1,1,2.898
1,1,1,1,1,0,1,0,1,0,0,0,1,1,2.916
1,1,1,0,0,1,0,0,0,1,1,1,0,0,3.557
0,1,1,1,1,0,1,0,0,1,1,1,1,0,3.175
1,1,1,1,1,0,1,0,1,1,0,1,1,0,3.417
1,0,0,0,1,0,1,1,1,1,0,0,0,0,3.116
0,1,0,0,0,1,0,1,1,0,0,1,1,1,2.963
0,1,0,0,1,0,0,1,1,1,0,0,1,1,2.78
0,1,1,0,0,0,0,0,1,1,0,1,0,1,2.865
1,0,0,1,1,1,0,1,0,1,1,1,1,0,2.947
0,0,1,0,1,0,0,1,1,1,1,0,1,0,3.098
0,1,1,1,1,0,0,1,1,1,1,1,1,1,2.989
1,0,0,1,1,1,0,1,0,1,1,1,0,1,3.319
0,0,0,1,0,0,1,0,0,1,1,1,1,1,3.256
1,0,0,0,1,1,1,0,0,0,0,0,0,0,3.167
1,1,0,1,0,1,1,0,1,1,0,0,0,1,2.842
1,1,1,0,1,0,1,1,0,0,1,1,0,1,2.995
0,0,1,0,0,0,0,0,1,0,0,0,0,1,3.331
1,1,0,1,1,0,1,0,1,1,1,1,1,1,2.803
0,0,1,1,1,1,0,1,0,0,0,1,0,1,3.108
0,0,1,1,1,1,1,0,1,0,0,1,0,0,2.962
0,1,1,1,0,0,0,0,0,1,1,1,1,1,2.993
0,1,1,0,1,1,0,0,1,1,1,1,0,1,3.273
1,0,0,1,1,1,1,0,0,1,0,1,0,0,3.378
0,1,0,1,1,1,1,1,1,0,0,1,1,1,3.525
1,0,1,1,0,0,0,0,0,0,1,1,1,0,3.689
1,1,0,0,0,1,0,1,0,1,1,1,0,1,4.097
0,1,0,0,0,0,0,1,1,0,0,0,0,1,3.962
0,1,1,0,1,0,1,0,0,0,0,1,1,1,4.872
1,0,1,1,0,0,0,0,1,1,1,0,0,0,3.605
1,1,1,0,1,1,0,1,1,0,0,1,0,1,3.98
0,1,1,1,1,1,1,0,0,1,0,0,0,0,4.169
1,0,1,0,1,1,0,1,1,1,1,1,1,0,3.894
0,0,1,0,1,0,0,1,1,0,0,1,0,0,4.006
1,0,0,1,1,1,0,1,0,1,0,0,1,0,3.745
1,0,1,1,1,0,0,0,1,0,0,1,0,1,3.67
1,0,0,0,1,1,1,1,1,1,1,1,0,0,3.642
0,0,0,0,1,0,0,1,0,0,0,0,1,0,3.388
0,1,1,0,0,0,1,0,0,1,1,1,1,1,3.473
0,1,1,1,0,1,1,0,1,1,0,1,0,0,3.862
0,0,0,0,1,1,1,1,1,0,0,1,1,1,3.378
1,1,1,0,0,1,1,0,1,0,0,1,1,1,3.673
0,1,1,0,0,1,1,0,1,0,0,0,0,0,3.673
1,1,1,0,0,1,0,1,1,1,1,0,1,0,3.365
0,1,1,1,0,1,0,0,1,0,0,0,1,0,3.524
1,1,1,1,0,1,0,0,1,0,1,1,1,1,3.116
1,1,1,0,1,0,1,1,0,1,1,1,0,0,3.292
1,1,0,1,0,0,1,0,0,0,0,1,0,0,3.304
1,1,0,0,1,0,0,0,1,1,1,0,1,1,3.258
1,1,0,0,0,1,0,1,0,0,0,1,0,0,3.357
0,1,0,1,1,1,1,0,0,1,1,0,0,0,3.374
0,1,0,0,1,1,0,0,0,0,0,1,1,1,3.349
0,0,1,0,1,1,1,1,0,1,0,0,1,0,3.251
0,0,0,0,0,1,1,1,1,0,1,0,1,1,3.284
0,1,1,1,1,1,0,0,0,1,0,1,0,1,3.519
1,1,1,1,1,0,1,0,1,0,0,1,1,1,3.442
0,1,1,1,0,1,1,0,0,1,1,0,1,1,3.489
0,0,0,0,0,0,1,0,1,0,1,0,0,0,3.28
0,0,0,1,0,0,0,0,1,0,1,0,0,1,2.91
0,1,0,0,0,0,0,0,0,1,1,0,1,1,2.941
1,1,0,0,1,1,1,1,1,1,1,0,0,1,2.742
0,1,0,1,0,0,1,0,1,0,0,0,1,0,3.317
1,1,1,1,0,0,1,0,0,1,1,1,0,1,2.917
1,1,0,1,0,0,0,0,0,1,1,0,1,0,2.931
1,0,0,1,1,1,1,1,0,0,0,0,0,1,2.714
0,0,0,1,0,1,1,1,1,0,0,1,0,1,2.847
1,1,0,0,0,0,1,0,1,1,0,0,1,0,2.845
0,0,0,1,1,1,0,1,1,0,1,0,1,0,3.111
1,1,0,0,1,1,1,1,0,0,1,0,1,1,3.185
0,1,0,1,0,1,0,1,1,1,0,1,0,1,3.01
0,0,1,1,1,0,0,0,0,1,1,1,1,1,2.94
1,0,0,0,1,0,1,1,1,0,0,1,1,0,2.98
0,0,1,1,1,1,1,1,0,0,1,1,0,1,3.666
0,0,1,1,0,0,1,1,1,1,1,0,1,1,3.157
0,1,0,0,1,1,1,0,0,1,1,1,1,1,3.399
1,0,1,0,1,1,0,1,1,0,0,0,0,1,3.613
0,1,1,0,1,0,1,1,0,0,0,0,0,0,3.138
1,0,0,0,0,0,1,1,0,0,0,1,1,0,3.673
1,1,1,1,1,1,1,0,1,0,1,0,0,0,3.298
0,0,0,1,0,1,1,0,1,1,0,0,0,1,3.217
1,0,0,1,1,0,0,1,0,1,1,0,0,0,3.659
1,0,0,1,0,0,1,0,0,0,1,0,1,0,3.24
1,1,1,0,0,1,0,0,0,0,0,1,1,0,3.406
1,1,0,1,1,1,1,0,0,0,1,0,1,1,3.457
1,0,1,1,0,1,0,1,0,1,1,1,1,0,3.362
1,0,1,1,1,0,0,0,1,1,1,1,1,0,3.393
1,0,1,0,0,1,0,0,1,0,1,0,0,0,2.949
0,0,1,0,0,0,1,1,1,1,0,1,1,1,3.691
0,1,1,1,0,1,0,1,1,0,0,0,0,0,3.49
0,0,1,0,0,0,1,1,1,0,1,1,1,1,3.669
0,1,0,0,1,0,0,1,1,0,1,1,0,1,4.254
1,1,1,1,0,1,1,0,1,0,1,1,1,0,4.22
1,1,0,0,1,0,1,1,0,1,1,0,0,1,3.721
1,0,1,1,1,1,0,1,1,1,1,1,1,1,3.692
0,0,1,1,1,0,1,0,1,1,1,1,1,0,3.833
0,1,0,1,1,1,1,1,1,0,1,0,1,1,3.644
0,0,0,0,0,1,1,0,1,1,1,0,1,0,3.69
1,0,0,0,0,0,1,1,0,1,1,0,1,0,3.843
0,0,0,1,0,0,0,0,0,1,0,0,1,1,3.716
1,1,0,1,0,0,1,1,1,0,0,1,1,1,3.657
1,0,0,0,1,1,1,1,0,0,0,1,0,1,3.379
1,0,1,0,1,0,1,1,0,1,0,1,0,0,3.407
1,0,1,0,1,1,0,1,0,1,1,1,0,1,3.646
1,0,1,1,0,0,0,0,1,1,1,1,1,0,3.872
0,0,1,0,1,1,1,0,0,0,0,0,1,0,4.222
0,1,0,1,1,1,1,1,1,1,1,0,1,0,4.091
0,1,0,1,0,0,0,0,0,0,1,0,1,0,4.57
1,0,0,1,0,0,1,1,0,1,1,1,0,1,4.283
0,1,0,0,0,0,0,0,1,1,0,0,0,1,4.58
0,0,1,0,0,1,1,0,1,1,1,1,0,0,4.516
1,0,1,1,0,1,1,1,1,0,0,0,1,1,3.788
0,1,0,0,1,1,1,1,0,0,0,1,1,0,4.37
1,1,0,0,0,0,0,1,1,1,0,1,0,0,4.151
0,0,1,1,0,1,1,1,0,0,0,1,1,0,4.36
1,0,1,0,0,0,1,1,1,0,1,0,0,1,4.865
0,1,1,0,0,1,0,0,0,1,1,0,0,1,3.631
1,1,0,0,0,0,0,0,0,0,0,1,1,1,3.856
1,0,0,1,0,1,0,0,1,0,1,1,0,0,4.12
1,1,1,0,1,0,1,1,0,1,0,0,0,1,4.013
1,1,0,0,1,1,0,1,0,0,0,1,1,1,4.521
1,0,1,1,0,1,1,1,1,1,0,1,0,1,4.731
0,0,0,0,1,0,1,1,1,0,1,0,0,1,4.056
0,1,1,1,0,1,0,1,0,1,1,1,0,1,4.416
0,0,1,0,1,1,0,0,0,0,0,1,1,1,4.456
0,1,0,1,0,1,0,0,1,0,1,1,1,1,3.77
0,1,1,0,0,0,1,1,0,0,0,0,0,1,3.706
0,1,1,1,1,0,1,0,0,0,0,0,0,1,4.01
1,1,1,1,0,1,0,0,1,0,0,1,0,1,4.129
1,0,1,0,0,1,0,1,1,0,1,1,0,0,4.243
1,0,1,0,0,0,0,1,1,0,1,0,1,0,3.97
0,1,1,0,0,1,0,0,1,0,1,0,1,1,4.035
0,0,0,0,0,0,1,0,1,0,1,1,1,0,4.256
0,0,1,0,1,1,1,0,1,0,0,1,0,0,4.801
0,0,1,1,1,0,0,0,1,0,0,1,0,0,4.645
1,0,1,1,1,0,0,1,0,0,1,1,1,0,4.774
0,0,1,0,1,1,0,1,0,1,0,0,1,1,4.158
1,1,0,0,1,0,0,1,1,1,1,0,1,1,4.002
1,1,0,0,1,1,0,1,0,0,0,1,0,1,4.367
1,0,1,1,0,0,0,0,0,1,0,0,1,0,4.467
1,1,0,0,0,1,0,0,1,1,0,0,1,0,4.805
0,1,0,1,1,0,0,0,0,0,0,1,1,0,4.428
1,0,0,1,0,1,0,0,0,0,1,0,0,1,4.06
1,1,1,0,0,1,0,1,1,0,0,0,1,0,4.009
1,0,0,1,0,1,1,0,1,1,1,1,1,1,4.166
1,1,0,1,1,0,1,1,1,1,1,1,1,0,4.528
1,0,0,1,1,1,1,1,0,1,1,0,0,1,4.177
0,0,1,0,1,1,0,0,0,1,0,0,1,0,3.549
1,1,1,1,0,0,0,1,0,0,0,0,0,0,3.566
1,1,1,1,0,0,1,1,0,0,0,0,0,1,3.406
0,1,1,0,0,0,1,1,1,1,0,1,0,1,3.193
0,0,0,1,1,0,1,0,0,0,0,1,1,0,3.353
0,1,0,1,1,0,1,0,1,0,0,0,1,0,2.762
0,0,0,0,1,0,0,1,1,0,1,1,0,1,2.902
1,1,0,0,0,1,1,1,1,1,1,0,0,0,2.801
0,1,0,1,1,1,0,1,0,1,0,0,0,1,2.897
1,0,0,1,0,0,0,1,0,0,1,1,0,0,2.988
0,0,0,1,1,0,1,1,1,0,1,1,0,1,2.6
1,1,0,1,0,0,1,0,0,1,1,0,1,0,2.919
0,0,0,1,0,1,0,1,1,0,1,1,0,1,3.066
1,1,1,0,0,1,1,1,1,1,0,1,1,0,2.949
0,1,0,0,0,1,1,1,0,1,1,0,1,0,2.692
1,1,0,0,0,0,1,1,1,1,1,1,0,1,2.857
1,0,0,1,1,1,1,1,1,0,0,0,1,1,3.101
1,1,0,0,1,0,0,0,0,1,0,0,1,1,2.846
1,0,0,1,1,1,1,1,1,1,1,1,0,1,2.891
1,1,0,0,0,1,0,0,1,1,1,0,1,1,2.854
1,0,1,1,1,0,1,0,0,0,0,1,1,1,2.803
1,1,1,1,1,1,0,0,0,1,1,0,0,0,2.715
0,1,1,1,1,1,0,0,0,1,0,1,1,1,2.776
0,0,1,1,1,1,1,1,1,0,0,0,1,0,2.5
1,0,1,1,1,1,0,1,0,1,1,0,1,0,2.672
0,1,0,1,1,0,0,1,1,0,0,1,0,0,2.599
1,1,0,0,0,1,1,1,1,0,0,0,0,1,3.042
0,0,0,1,1,1,0,1,0,1,0,1,0,1,2.613
0,1,1,1,0,0,1,1,1,1,1,0,0,1,2.787
1,1,1,1,1,1,1,1,1,1,1,1,0,1,2.569
1,1,0,1,1,1,0,0,1,1,1,0,0,0,2.662
0,1,0,1,0,0,1,1,0,1,0,0,0,1,2.446
0,0,1,0,0,0,1,0,0,0,0,1,0,1,2.55
0,1,0,0,1,0,0,1,0,1,0,1,1,0,2.554
0,0,1,0,1,1,1,1,0,0,0,0,1,1,2.58
0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.495
0,0,0,0,0,0,1,1,1,1,0,0,1,0,2.475
1,1,1,1,1,0,1,0,1,0,1,0,0,0,2.429
0,0,1,0,1,1,0,1,0,0,0,0,1,1,2.291
0,0,1,0,0,1,0,0,1,0,0,1,1,0,2.382
1,0,0,0,1,0,0,1,1,0,1,1,1,0,2.722
1,0,0,1,1,0,0,0,0,0,1,0,0,1,2.435
0,0,0,1,0,1,1,0,0,1,0,0,0,0,2.313
0,1,1,1,0,0,0,0,0,1,0,1,0,0,2.348
0,1,1,1,1,0,1,1,1,0,1,0,1,0,2.338
1,0,1,0,0,1,1,0,0,0,0,0,0,0,2.306
1,0,0,0,1,0,0,1,1,1,0,1,1,0,2.346
0,1,1,0,0,0,1,0,0,0,1,1,0,1,2.365
1,0,1,0,1,1,1,0,0,1,1,0,0,0,2.599
1,0,0,1,0,0,1,0,0,1,1,1,0,1,2.652
1,0,0,0,0,0,1,1,1,0,1,0,1,0,2.645
1,1,0,0,0,0,0,1,0,0,1,1,1,0,2.74
0,1,1,1,0,0,1,1,0,1,1,1,1,0,2.586
1,1,0,1,1,0,0,1,0,0,1,1,0,0,2.584
1,1,0,1,0,0,1,0,0,1,1,1,1,1,2.731
0,1,0,0,0,1,0,1,0,1,1,1,1,0,2.718
0,1,1,1,1,0,0,1,0,1,1,0,1,1,2.957
0,0,0,0,0,0,1,0,1,0,1,0,1,1,2.873
0,1,1,1,1,0,0,0,1,0,0,0,0,0,2.916
0,1,1,1,1,1,1,1,0,0,1,0,1,1,2.59
0,1,0,0,1,0,0,1,0,1,0,0,1,1,2.485
1,0,1,0,0,0,0,1,0,0,1,1,0,0,2.67
1,1,0,0,1,0,0,1,0,0,0,0,1,0,2.686
0,1,0,0,1,1,1,0,1,0,1,1,1,1,2.573
1,1,1,0,0,1,0,1,1,0,1,0,0,1,2.342
1,0,0,0,0,0,1,0,1,1,1,0,1,1,2.322
1,0,0,1,1,0,1,1,1,1,1,1,1,1,2.27
1,1,0,1,1,1,0,0,1,1,0,1,0,0,2.375
0,1,1,1,0,0,1,1,1,1,1,0,0,0,2.346
0,0,0,1,0,1,0,1,0,0,1,0,0,0,2.357
1,0,1,0,0,1,1,0,0,1,1,1,1,0,2.278
0,1,1,0,0,0,0,1,1,1,0,0,1,0,2.352
1,0,0,1,0,1,1,0,0,1,1,1,1,1,2.306
1,0,1,0,1,0,0,0,1,1,1,0,1,0,2.272
1,0,1,1,1,1,1,0,0,1,1,1,1,0,2.344
0,1,1,0,1,1,1,1,0,1,0,1,0,0,2.306
0,0,1,0,0,0,0,0,1,0,1,1,0,1,2.481
0,1,1,1,0,0,0,0,0,0,0,1,0,1,2.423
0,0,1,1,0,0,1,0,0,1,0,0,1,0,2.42
0,1,1,0,0,1,1,0,0,1,0,1,0,0,2.654
0,1,0,1,0,0,0,1,0,0,1,1,0,0,2.42
0,0,1,1,0,1,0,1,0,1,0,1,1,1,2.538
1,1,0,0,0,0,1,1,0,1,1,1,1,0,2.812
0,1,1,1,1,0,1,1,1,1,0,0,0,0,2.579
0,1,0,0,0,0,1,0,0,1,1,0,0,0,2.558
1,0,1,0,0,1,0,1,0,0,1,1,1,0,2.815
0,0,1,1,0,1,1,1,0,1,0,0,0,1,2.529
0,0,1,1,0,1,1,0,0,0,0,1,0,0,2.635
1,1,0,1,1,1,1,0,1,1,0,0,0,0,2.545
1,1,0,0,0,0,0,1,0,1,0,1,1,0,2.719
0,0,1,0,0,0,1,0,1,0,0,1,1,0,3.011
0,0,0,0,1,0,0,1,0,1,1,1,1,1,2.916
0,1,0,1,1,1,0,1,0,0,0,1,1,1,2.923
1,0,0,0,1,0,0,0,0,1,0,1,1,1,2.889
1,0,1,1,0,0,0,1,1,0,1,0,1,0,2.979
0,0,1,0,1,1,1,1,0,0,0,0,0,1,2.953
1,0,0,0,0,1,0,0,1,0,0,1,1,0,2.921
1,0,0,0,1,1,1,1,0,1,0,0,0,1,4.796
0,1,1,1,0,0,0,0,0,0,0,0,1,1,19.521
1,1,0,1,0,1,0,1,1,1,0,0,0,0,31.026
0,1,1,1,0,0,0,1,1,1,0,0,0,0,31.463
0,1,1,1,1,1,0,0,1,1,1,1,1,1,28.483
1,0,0,0,0,0,0,0,0,0,1,0,1,0,31.09
0,1,0,1,0,0,0,1,1,1,0,1,0,0,31.608
0,1,0,0,0,0,1,1,1,1,1,0,0,1,31.29
