SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.12
1,1,0,0,1,0,0,1,1,0,0,0,1,0,2.278
1,0,0,0,1,1,1,0,1,1,1,0,1,1,2.33
0,0,1,1,1,0,1,1,0,0,0,0,1,1,2.368
0,0,1,1,1,0,1,1,1,0,0,1,1,0,2.269
1,0,0,0,1,0,0,1,1,0,1,1,0,0,2.567
0,1,0,1,1,0,1,1,1,1,1,0,1,1,2.419
0,0,1,1,0,1,0,1,0,1,1,1,1,0,2.428
0,0,1,1,0,0,1,0,0,0,0,0,0,0,2.346
0,0,0,0,0,0,1,1,0,1,1,0,0,1,2.306
0,0,1,0,0,1,0,1,1,0,0,1,1,0,2.613
1,0,1,1,0,1,0,1,0,1,0,0,1,0,2.477
1,1,1,1,1,1,0,1,1,0,0,0,0,1,2.513
1,1,1,1,0,0,1,0,1,1,0,1,1,0,2.56
1,0,0,0,1,1,0,0,1,1,0,1,1,0,2.359
1,1,0,1,1,1,1,0,1,1,1,1,1,0,2.467
0,0,0,0,1,0,0,0,0,1,0,1,0,0,2.325
1,1,1,0,0,1,0,0,0,0,1,1,1,0,2.271
1,1,0,0,0,0,1,1,1,1,1,1,1,0,2.321
1,1,0,0,0,1,0,1,0,0,0,1,1,1,2.392
1,1,1,1,1,0,1,0,1,1,0,1,0,1,2.238
0,1,0,1,0,1,1,1,0,0,0,0,1,1,2.255
1,0,0,0,0,1,1,0,1,0,1,1,1,1,2.479
1,0,0,1,0,0,1,1,0,1,0,1,1,1,2.336
0,1,0,1,0,0,0,0,1,1,1,0,1,1,2.238
0,1,0,0,0,1,0,1,0,1,0,0,1,0,2.318
1,1,0,1,1,0,1,1,0,1,0,1,1,0,2.277
0,1,0,1,0,1,0,0,1,0,1,0,1,1,2.255
0,1,1,0,1,0,1,0,1,0,0,1,1,1,3.842
1,0,0,1,0,0,0,1,0,1,1,0,0,1,30.342
1,1,0,1,0,0,1,1,1,0,1,0,0,0,30.504
0,1,1,0,0,1,0,0,1,1,0,0,0,0,30.795
1,1,0,1,0,1,0,1,1,0,1,1,1,0,31.684
1,0,0,0,0,1,1,0,1,1,1,0,1,0,29.744
1,1,0,1,0,0,1,1,1,0,1,1,0,1,31.027
1,1,1,1,0,1,0,0,0,0,1,0,0,0,8.427
1,1,0,1,0,0,0,1,1,1,1,0,0,1,6.529
1,0,1,1,1,0,0,1,1,0,0,0,0,0,5.822
0,1,0,0,1,0,1,1,0,1,1,1,1,0,5.67
0,0,0,1,0,0,0,1,1,0,1,1,0,1,5.034
0,0,0,1,0,0,0,1,1,1,0,1,0,1,5.074
1,0,1,1,0,0,1,0,1,1,1,0,1,0,4.717
1,1,1,1,1,1,1,0,1,0,0,0,1,0,4.131
0,1,0,1,1,1,1,0,1,0,1,1,1,0,4.449
0,1,1,1,1,1,0,1,0,1,0,1,1,1,3.912
0,1,1,1,0,0,1,1,1,1,0,0,1,0,3.76
0,1,0,1,0,0,0,0,1,0,1,0,1,1,3.65
1,0,1,0,0,1,0,0,1,1,0,0,1,0,3.706
1,0,0,0,0,0,0,0,1,0,1,1,0,0,3.648
1,1,1,0,1,1,0,0,1,0,0,1,0,0,3.527
0,1,1,0,0,1,1,0,0,1,0,0,0,1,3.249
0,1,1,1,1,1,1,0,0,1,0,0,0,0,3.138
0,0,1,0,1,1,0,0,1,1,1,1,0,0,3.204
0,0,1,0,1,1,0,0,1,0,1,1,0,0,3.172
1,0,1,0,1,1,0,1,1,0,0,0,1,0,3.151
1,0,0,1,0,1,1,1,1,1,1,1,1,1,3.169
1,0,1,1,1,1,1,1,1,1,1,1,1,0,3.196
0,1,0,1,0,0,1,0,0,0,0,1,0,0,3.296
1,0,1,1,1,1,0,0,0,0,1,0,0,0,3.329
1,1,0,0,1,1,0,0,0,0,1,1,0,0,3.209
0,1,0,1,1,0,0,0,0,0,0,0,1,1,3.163
1,0,1,1,1,1,1,0,0,1,0,0,1,0,3.062
0,0,1,1,0,1,0,0,0,0,1,0,0,0,2.533
1,1,0,0,1,0,1,0,1,1,1,0,1,1,2.612
1,1,1,0,1,1,1,0,1,1,0,1,0,1,2.729
0,0,0,0,1,0,0,1,1,0,0,0,0,1,2.572
1,1,1,1,1,0,0,0,0,1,0,1,0,0,2.628
0,0,0,0,1,0,0,0,0,1,0,1,1,0,2.687
0,0,0,0,1,0,1,1,0,1,1,1,1,0,2.72
0,0,1,1,0,0,1,0,1,1,1,1,1,0,2.753
1,1,0,1,0,0,0,0,1,1,1,1,1,0,2.731
1,1,1,1,0,0,0,1,1,1,0,0,1,0,2.479
1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.464
0,0,0,1,0,1,0,1,1,1,0,1,0,1,2.461
0,0,1,0,1,0,0,1,0,1,1,1,0,1,2.683
1,0,0,0,1,0,1,1,0,0,1,1,0,1,2.484
0,1,1,1,1,0,0,0,1,1,1,1,1,0,2.551
1,0,0,1,0,0,0,0,1,0,1,0,0,0,2.593
0,0,0,1,1,0,0,1,1,1,1,0,0,1,2.457
0,0,0,0,0,0,0,0,0,1,0,1,0,1,2.624
1,0,0,0,0,0,1,0,0,1,0,1,0,0,2.363
1,0,1,0,1,1,0,1,1,1,0,1,1,1,2.315
0,1,1,0,0,1,1,1,0,1,1,0,1,1,2.21
1,0,1,0,0,0,0,0,1,0,1,1,1,0,2.342
0,0,1,0,0,1,1,0,0,1,1,0,1,0,2.274
1,1,1,0,0,0,0,1,1,0,1,0,1,1,2.347
0,1,0,0,1,1,1,1,1,0,0,1,1,0,2.555
1,0,1,0,1,1,1,0,1,1,0,0,0,1,2.334
0,0,1,0,1,0,0,1,0,1,0,0,1,1,2.278
0,0,1,0,0,1,1,1,0,1,0,1,0,1,2.262
0,0,0,0,1,0,0,1,1,1,1,0,1,0,2.345
0,0,0,1,0,1,0,1,1,1,1,1,0,1,2.303
0,0,1,0,1,0,0,0,1,0,1,1,1,0,2.351
0,1,0,0,1,0,0,0,1,1,0,1,0,0,2.337
1,1,1,0,1,1,0,1,1,0,1,0,1,1,2.252
1,1,1,0,0,0,1,1,1,0,0,0,0,1,2.484
0,1,0,1,0,1,1,0,0,1,0,0,0,1,2.327
0,0,1,1,0,1,0,0,1,0,1,0,0,1,2.294
0,1,1,0,1,1,1,1,0,0,1,1,0,1,2.368
0,0,0,0,1,0,1,1,0,0,0,1,1,1,2.263
0,0,0,0,1,1,0,0,1,0,0,1,0,1,2.262
0,0,1,0,0,1,1,1,1,1,0,1,0,0,2.211
1,1,0,1,1,0,0,0,1,0,1,1,0,1,2.319
0,0,0,1,0,0,1,0,0,0,1,0,1,1,2.239
0,0,0,0,0,0,0,1,1,1,0,0,1,1,2.295
0,0,1,1,0,0,0,1,1,1,1,1,1,1,2.326
0,0,0,1,0,1,1,0,0,0,1,1,1,0,2.335
0,0,1,0,1,1,1,1,1,0,1,1,0,0,2.328
0,1,0,0,1,1,1,0,0,1,1,0,0,1,2.217
1,0,0,1,1,0,0,1,0,0,0,0,0,1,2.271
1,1,0,1,1,1,1,1,1,1,0,1,1,0,2.261
1,1,0,1,1,0,0,0,0,0,1,1,0,1,2.355
1,1,1,0,0,1,0,1,1,0,1,0,0,1,2.218
0,0,1,1,0,0,0,0,0,0,1,0,1,1,2.331
1,1,1,1,1,0,1,1,1,0,1,0,1,0,2.294
1,1,1,0,0,0,0,0,0,0,1,0,1,1,2.233
0,0,1,0,0,1,0,0,0,1,0,1,1,1,2.282
0,1,0,0,0,0,1,1,0,1,0,0,1,0,2.263
0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.286
1,1,0,0,0,0,1,1,0,1,1,1,0,1,2.289
0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.285
1,0,0,1,0,0,1,0,1,1,0,1,1,1,2.206
0,0,1,1,1,0,0,1,1,0,0,1,1,1,2.218
1,0,1,0,0,1,1,0,1,0,0,1,0,0,2.302
0,0,1,0,1,0,1,1,0,0,0,1,0,1,2.271
1,1,0,1,1,1,1,1,1,1,0,0,0,0,2.345
1,1,1,1,1,0,0,0,0,1,1,0,0,0,2.226
1,0,1,1,1,1,1,1,0,0,0,1,1,0,2.29
0,0,0,0,1,0,0,1,0,1,1,0,1,1,2.297
0,1,0,0,0,1,1,0,0,1,1,0,1,1,2.343
1,0,0,1,0,1,0,1,1,0,1,0,1,1,2.287
1,1,1,1,0,1,1,1,0,1,1,1,1,0,2.248
1,1,0,1,1,0,1,0,1,0,0,0,0,1,2.274
0,0,1,1,1,0,1,0,1,0,1,1,0,1,2.248
0,1,1,1,0,0,0,0,1,1,0,0,1,0,2.223
1,1,0,0,1,1,0,1,1,0,0,1,1,0,2.235
1,1,1,0,0,0,1,1,0,1,1,1,1,0,2.324
0,1,1,1,1,0,1,0,0,0,1,1,1,0,2.277
0,0,0,1,0,1,1,1,0,1,1,0,1,1,2.309
0,0,0,1,0,0,0,1,0,0,0,0,1,0,2.249
0,0,0,1,0,1,1,0,1,0,0,1,1,0,2.198
1,0,0,1,1,0,1,0,1,0,1,0,0,1,2.221
0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.345
1,0,0,1,0,1,1,0,0,1,1,0,1,1,2.275
0,1,1,1,1,0,0,1,0,0,1,1,0,0,2.248
0,1,1,0,0,1,0,1,1,0,0,0,0,1,2.227
0,0,0,0,0,1,1,1,0,0,1,0,0,0,2.296
0,1,0,0,1,1,0,1,0,1,1,1,1,1,2.265
0,0,1,1,1,0,1,1,1,0,0,1,0,0,2.347
0,1,1,0,1,0,1,1,1,0,1,0,0,0,2.238
0,1,0,1,0,0,0,0,1,0,1,1,1,0,2.327
1,1,1,1,1,1,0,0,1,1,1,1,0,0,2.264
0,0,1,0,1,0,1,1,1,1,1,0,1,1,2.255
0,0,1,0,0,1,0,1,1,1,1,1,0,1,2.218
1,0,0,0,0,0,1,0,0,0,0,0,1,1,2.317
1,0,1,0,1,0,0,0,0,1,0,0,1,1,2.462
