SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandom.5
1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.103907664006
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0.17737293416
0,1,0,1,1,1,0,1,1,0,0,1,1,0,0.65133667626
1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.147405275495
0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.224282704804
0,1,1,0,0,0,0,0,0,1,0,1,1,1,0.258997715337
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0.015725603062
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.00234400498472
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0.134587425452
1,1,1,1,1,0,1,0,1,0,0,0,1,1,0.185502774234
1,1,1,0,0,1,0,0,0,1,1,1,0,0,0.164525413168
0,1,1,1,1,0,1,0,0,1,1,1,1,0,0.218823250156
1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.247604070854
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0.293979764413
0,1,0,0,0,1,0,1,1,0,0,1,1,1,0.249859062991
0,1,0,0,1,0,0,1,1,1,0,0,1,1,0.0402931489778
0,1,1,0,0,0,0,0,1,1,0,1,0,1,0.285375189152
1,0,0,1,1,1,0,1,0,1,1,1,1,0,0.363795507818
0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.0320446251076
0,1,1,1,1,0,0,1,1,1,1,1,1,1,0.276177194908
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0.301278817909
0,0,0,1,0,0,1,0,0,1,1,1,1,1,0.490787170282
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0174761890633
1,1,0,1,0,1,1,0,1,1,0,0,0,1,0.0480966086105
1,1,1,0,1,0,1,1,0,0,1,1,0,1,0.224104679109
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.130641189212
1,1,0,1,1,0,1,0,1,1,1,1,1,1,0.180785093315
0,0,1,1,1,1,0,1,0,0,0,1,0,1,0.0951547339999
0,0,1,1,1,1,1,0,1,0,0,1,0,0,0.147434946444
0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.160045099843
0,1,1,0,1,1,0,0,1,1,1,1,0,1,0.304008545233
1,0,0,1,1,1,1,0,0,1,0,1,0,0,0.209506572115
0,1,0,1,1,1,1,1,1,0,0,1,1,1,0.0952140758983
1,0,1,1,0,0,0,0,0,0,1,1,1,0,0.174109129751
1,1,0,0,0,1,0,1,0,1,1,1,0,1,0.44417410913
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0108595673976
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.199685487939
1,0,1,1,0,0,0,0,1,1,1,0,0,0,0.0453075393882
1,1,1,0,1,1,0,1,1,0,0,1,0,1,0.261430733169
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.0450108298964
1,0,1,0,1,1,0,1,1,1,1,1,1,0,0.144171142035
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0.124499302733
1,0,0,1,1,1,0,1,0,1,0,0,1,0,0.0373260540605
1,0,1,1,1,0,0,0,1,0,0,1,0,1,0.105153843871
1,0,0,0,1,1,1,1,1,1,1,1,0,0,0.567901967184
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.103818651159
0,1,1,0,0,0,1,0,0,1,1,1,1,1,0.386078390648
0,1,1,1,0,1,1,0,1,1,0,1,0,0,0.396285197163
0,0,0,0,1,1,1,1,1,0,0,1,1,1,0.160579176928
1,1,1,0,0,1,1,0,1,0,0,1,1,1,0.391270806753
0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.194671097528
1,1,1,0,0,1,0,1,1,1,1,0,1,0,0.0388986143667
0,1,1,1,0,1,0,0,1,0,0,0,1,0,0.113313354894
1,1,1,1,0,1,0,0,1,0,1,1,1,1,0.230038868943
1,1,1,0,1,0,1,1,0,1,1,1,0,0,0.458801887072
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0.296798504584
1,1,0,0,1,0,0,0,1,1,1,0,1,1,0.33249265644
1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.223362905379
0,1,0,1,1,1,1,0,0,1,1,0,0,0,0.207666973266
0,1,0,0,1,1,0,0,0,0,0,1,1,1,0.193424917663
0,0,1,0,1,1,1,1,0,1,0,0,1,0,0.344835771296
0,0,0,0,0,1,1,1,1,0,1,0,1,1,0.00667596356407
0,1,1,1,1,1,0,0,0,1,0,1,0,1,0.411625077886
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0.300002967095
0,1,1,1,0,1,1,0,0,1,1,0,1,1,0.0315698899208
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.016051983503
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.00679464736077
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0.0386909177225
1,1,0,0,1,1,1,1,1,1,1,0,0,1,0.253567931638
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.00899029759962
1,1,1,1,0,0,1,0,0,1,1,1,0,1,0.164614426015
1,1,0,1,0,0,0,0,0,1,1,0,1,0,0.291161024241
1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.104590095837
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.384980565528
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0.570305314067
0,0,0,1,1,1,0,1,1,0,1,0,1,0,0.197519508649
1,1,0,0,1,1,1,1,0,0,1,0,1,1,0.245052369225
0,1,0,1,0,1,0,1,1,1,0,1,0,1,0.619114025458
0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.428240809423
1,0,0,0,1,0,1,1,1,0,0,1,1,0,0.442423523129
0,0,1,1,1,1,1,1,0,0,1,1,0,1,0.335815802748
0,0,1,1,0,0,1,1,1,1,1,0,1,1,0.453995193306
0,1,0,0,1,1,1,0,0,1,1,1,1,1,0.374951784708
1,0,1,0,1,1,0,1,1,0,0,0,0,1,0.219060617749
0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.116132095066
1,0,0,0,0,0,1,1,0,0,0,1,1,0,0.332195946948
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.190873216034
0,0,0,1,0,1,1,0,1,1,0,0,0,1,0.036910660772
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0.427973770881
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.00931667804053
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.204729549298
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0.208705456488
1,0,1,1,0,1,0,1,0,1,1,1,1,0,0.148236062072
1,0,1,1,1,0,0,0,1,1,1,1,1,0,0.168976055544
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.243776518411
0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.123253122867
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0.299676586654
0,0,1,0,0,0,1,1,1,0,1,1,1,1,0.218289173071
0,1,0,0,1,0,0,1,1,0,1,1,0,1,0.164673767914
1,1,1,1,0,1,1,0,1,0,1,1,1,0,0.0965492686111
1,1,0,0,1,0,1,1,0,1,1,0,0,1,0.190190784203
1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.43770584221
0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.335756460849
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0.00584517698721
0,0,0,0,0,1,1,0,1,1,1,0,1,0,0.190428151797
1,0,0,0,0,0,1,1,0,1,1,0,1,0,0.237723644779
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.158502210486
1,1,0,1,0,0,1,1,1,0,0,1,1,1,0.0996647182743
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0.421327478266
1,0,1,0,1,0,1,1,0,1,0,1,0,0,0.276948639587
1,0,1,0,1,1,0,1,0,1,1,1,0,1,0.137613862267
1,0,1,1,0,0,0,0,1,1,1,1,1,0,0.270480372667
0,0,1,0,1,1,1,0,0,0,0,0,1,0,0.151232827938
0,1,0,1,1,1,1,1,1,1,1,0,1,0,0.0381865115865
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.231522416402
1,0,0,1,0,0,1,1,0,1,1,1,0,1,0.43553986292
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.434442037801
0,0,1,0,0,1,1,0,1,1,1,1,0,0,0.315639557309
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.0194938136071
0,1,0,0,1,1,1,1,0,0,0,1,1,0,0.220900216598
1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.477286888408
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0.421505503961
1,0,1,0,0,0,1,1,1,0,1,0,0,1,0.0132925852298
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0.213096756965
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.57342076373
1,0,0,1,0,1,0,0,1,0,1,1,0,0,0.181823576536
1,1,1,0,1,0,1,1,0,1,0,0,0,1,0.145565676646
1,1,0,0,1,1,0,1,0,0,0,1,1,1,0.0938788831855
1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.205055929739
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0205916387265
0,1,1,1,0,1,0,1,0,1,1,1,0,1,0.186867637896
0,0,1,0,1,1,0,0,0,0,0,1,1,1,0.144823902917
0,1,0,1,0,1,0,0,1,0,1,1,1,1,0.252292080824
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.286027950034
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0.0183366465893
1,1,1,1,0,1,0,0,1,0,0,1,0,1,0.254695427707
1,0,1,0,0,1,0,1,1,0,1,1,0,0,0.106963771771
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0.0184256594368
0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.207934011809
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.352164495742
0,0,1,0,1,1,1,0,1,0,0,1,0,0,0.318191258938
0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.207607631368
1,0,1,1,1,0,0,1,0,0,1,1,1,0,0.335163041866
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.0308874580898
1,1,0,0,1,0,0,1,1,1,1,0,1,1,0.122926742426
1,1,0,0,1,1,0,1,0,0,0,1,0,1,0.414058095718
1,0,1,1,0,0,0,0,0,1,0,0,1,0,0.0392546657568
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0.230602616978
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.300448031333
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.230691629825
1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.00477702281696
1,0,0,1,0,1,1,0,1,1,1,1,1,1,0.142390885084
1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.407738183544
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0.0446251075572
0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.274871673145
1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.220425481411
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.0621309675697
0,1,1,0,0,0,1,1,1,1,0,1,0,1,0.197994243836
0,0,0,1,1,0,1,0,0,0,0,1,1,0,0.268700115717
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.167878230425
0,0,0,0,1,0,0,1,1,0,1,1,0,1,0.373557250096
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.0462866807109
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0.226508025992
1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.456695249681
0,0,0,1,1,0,1,1,1,0,1,1,0,1,0.395780791028
1,1,0,1,0,0,1,0,0,1,1,0,1,0,0.0525175800374
0,0,0,1,0,1,0,1,1,0,1,1,0,1,0.198676675667
1,1,1,0,0,1,1,1,1,1,0,1,1,0,0.236685161558
0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.0356941518559
1,1,0,0,0,0,1,1,1,1,1,1,0,1,0.340859864107
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.00320446251076
1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.0461976678634
1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.524256000949
1,1,0,0,0,1,0,0,1,1,1,0,1,1,0.148799810106
1,0,1,1,1,0,1,0,0,0,0,1,1,1,0.0972317004421
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.0519241610539
0,1,1,1,1,1,0,0,0,1,0,1,1,1,0.461620627244
0,0,1,1,1,1,1,1,1,0,0,0,1,0,0.00712102780168
1,0,1,1,1,1,0,1,0,1,1,0,1,0,0.343352223838
0,1,0,1,1,0,0,1,1,0,0,1,0,0,0.437082752277
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.166513366763
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.302109604486
0,1,1,1,0,0,1,1,1,1,1,0,0,1,0.0496691689167
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.306115182625
1,1,0,1,1,1,0,0,1,1,1,0,0,0,0.04596030027
0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.160786873572
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.295938047058
0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.345547874076
0,0,1,0,1,1,1,1,0,0,0,0,1,1,0.115598017981
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.156039521704
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.0377414473489
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0.186630270302
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0.0110375930926
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.292911610242
1,0,0,0,1,0,0,1,1,0,1,1,1,0,0.133459929383
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.190962228882
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.0311841675815
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0.31489778358
0,1,1,1,1,0,1,1,1,0,1,0,1,0,0.0994273506809
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.127525739548
1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.336379550782
0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.166068302525
1,0,1,0,1,1,1,0,0,1,1,0,0,0,0.226003619856
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.244488621191
1,0,0,0,0,0,1,1,1,0,1,0,1,0,0.159332997063
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.106162656143
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0.360591045308
1,1,0,1,1,0,0,1,0,0,1,1,0,0,0.407560157849
1,1,0,1,0,0,1,0,0,1,1,1,1,1,0.566062368335
0,1,0,0,0,1,0,1,0,1,1,1,1,0,0.209031836928
0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.130937898703
0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.00195828264546
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.255941607572
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.0781829510726
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0.0392249948076
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0.105035160075
1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.184761000504
0,1,0,0,1,1,1,0,1,0,1,1,1,1,0.239800611222
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.0309764709373
1,0,0,0,0,0,1,0,1,1,1,0,1,1,0.114737560455
