SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandom.2
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.157251908397
0,1,0,0,1,0,1,1,1,0,1,1,1,1,0.506615776081
1,1,0,1,0,1,0,0,0,0,0,0,0,1,0.0687022900763
0,1,1,0,1,0,1,0,1,0,0,1,1,0,0.545547073791
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0.0648854961832
0,1,1,0,0,1,1,1,0,0,0,0,1,1,0.069465648855
1,0,0,1,1,1,0,1,1,0,1,1,1,1,0.497201017812
0,1,0,0,1,1,1,0,0,1,0,0,1,1,0.187531806616
1,0,0,1,1,0,0,0,0,1,0,1,0,1,0.740458015267
0,1,0,0,0,0,0,1,1,0,1,0,0,1,0.0384223918575
1,1,1,0,0,1,1,0,0,0,1,0,0,1,0.0964376590331
0,1,0,1,0,1,1,0,0,0,1,0,1,0,0.0964376590331
1,1,1,0,0,1,0,1,1,1,1,1,0,0,0.796183206107
1,1,0,1,0,1,0,0,1,1,1,0,0,1,0.21679389313
0,0,0,0,1,0,0,1,0,1,1,1,0,1,0.639949109415
1,1,0,1,0,1,0,0,0,0,0,1,0,0,0.618575063613
1,1,1,0,0,1,1,1,0,1,0,0,0,0,0.220610687023
1,1,1,1,0,0,0,0,1,0,0,0,1,0,0.0427480916031
1,0,1,1,0,1,0,1,1,1,0,1,0,0,0.789058524173
1,0,0,1,1,1,1,1,0,0,1,1,0,1,0.525954198473
0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.60941475827
1,1,1,0,0,1,0,0,0,1,0,0,1,0,0.253435114504
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.332061068702
1,1,0,0,0,1,0,0,0,0,1,0,0,1,0.0628498727735
0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.0814249363868
0,1,1,1,1,1,0,0,1,0,0,1,0,0,0.57582697201
1,0,1,1,1,0,1,0,1,0,1,0,0,1,0.0496183206107
0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.52010178117
1,1,1,1,0,0,0,0,0,1,1,1,0,0,0.678625954198
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.119592875318
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0249363867684
0,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0480916030534
0,0,1,1,1,0,0,0,0,0,0,1,1,0,0.57582697201
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.0447837150127
1,1,0,0,1,0,0,1,1,1,0,0,0,0,0.2631043257
0,1,0,1,0,0,0,1,1,0,0,1,0,1,0.61272264631
1,0,0,0,1,0,1,0,1,0,0,1,0,1,0.588295165394
1,1,0,0,0,1,0,0,1,0,1,0,0,1,0.0758269720102
1,0,0,1,0,0,0,1,0,1,1,0,1,0,0.226717557252
0,0,1,1,1,0,0,0,0,0,1,1,0,0,0.527989821883
0,0,0,1,0,1,1,0,1,0,1,0,0,0,0.152926208651
1,1,0,1,1,0,0,0,0,1,0,1,0,1,0.716539440204
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.0786259541985
0,1,1,0,0,1,0,1,0,0,0,0,1,1,0.0620865139949
0,0,0,0,0,1,0,1,1,1,0,1,1,0,0.661832061069
1,1,0,0,1,1,0,0,0,1,0,0,1,1,0.204325699746
1,1,0,0,0,1,0,0,1,0,0,1,1,1,0.515267175573
0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.662086513995
1,0,0,0,0,1,1,0,1,0,0,1,0,0,0.567430025445
0,0,1,0,1,1,0,0,1,0,1,1,0,1,0.563613231552
0,1,1,1,0,1,0,0,1,0,1,1,0,0,0.598727735369
0,1,1,1,0,1,1,0,0,1,0,0,1,0,0.191603053435
1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.0267175572519
0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.0618320610687
0,0,1,0,0,0,1,1,1,1,1,0,0,1,0.220356234097
1,1,0,1,1,1,1,0,0,1,1,0,0,0,0.250636132316
0,1,0,1,0,1,1,1,0,0,0,1,0,0,0.562849872774
1,0,1,1,0,0,1,1,1,0,1,1,0,0,0.647837150127
1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.148091603053
1,1,0,1,0,0,1,1,1,0,0,1,0,0,0.539949109415
1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.549109414758
0,1,0,1,1,1,0,1,0,1,1,0,0,1,0.235114503817
1,1,0,1,1,1,0,1,1,0,0,0,1,0,0.0307888040712
1,1,1,1,1,1,0,0,1,0,0,1,1,0,0.536386768448
1,0,1,0,1,0,1,0,1,0,0,1,0,0,0.564631043257
0,0,0,1,1,0,0,1,0,0,0,1,1,1,0.589312977099
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.649363867684
1,0,1,1,0,1,0,0,0,1,0,0,0,0,0.2
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0964376590331
1,0,0,1,0,0,0,0,0,1,1,1,0,0,0.652926208651
1,1,1,0,1,0,1,1,0,1,1,0,1,0,0.232569974555
0,1,0,0,0,1,0,1,0,1,1,1,0,0,0.696437659033
1,0,1,1,0,1,1,1,0,1,1,1,0,1,0.733078880407
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0.776335877863
0,0,1,1,1,0,1,1,0,1,0,0,1,1,0.218575063613
0,0,1,1,1,1,0,1,0,1,1,1,0,0,0.736386768448
1,1,0,0,1,0,0,1,1,0,0,0,1,0,0.00839694656489
1,0,0,0,1,1,1,0,1,1,1,0,1,1,0.214503816794
0,0,1,1,1,0,1,1,0,0,0,0,1,1,0.00127226463104
0,0,1,1,1,0,1,1,1,0,0,1,1,0,0.561323155216
1,0,0,0,1,0,0,1,1,0,1,1,0,0,0.545038167939
0,1,0,1,1,0,1,1,1,1,1,0,1,1,0.192366412214
0,0,1,1,0,1,0,1,0,1,1,1,1,0,0.73155216285
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.132569974555
0,0,0,0,0,0,1,1,0,1,1,0,0,1,0.216539440204
0,0,1,0,0,1,0,1,1,0,0,1,1,0,0.481933842239
1,0,1,1,0,1,0,1,0,1,0,0,1,0,0.208396946565
1,1,1,1,1,1,0,1,1,0,0,0,0,1,0.12010178117
1,1,1,1,0,0,1,0,1,1,0,1,1,0,0.668193384224
1,0,0,0,1,1,0,0,1,1,0,1,1,0,0.706615776081
1,1,0,1,1,1,1,0,1,1,1,1,1,0,0.679643765903
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.686259541985
1,1,1,0,0,1,0,0,0,0,1,1,1,0,0.537150127226
1,1,0,0,0,0,1,1,1,1,1,1,1,0,0.67582697201
1,1,0,0,0,1,0,1,0,0,0,1,1,1,0.564376590331
1,1,1,1,1,0,1,0,1,1,0,1,0,1,0.678371501272
0,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0493638676845
1,0,0,0,0,1,1,0,1,0,1,1,1,1,0.539440203562
1,0,0,1,0,0,1,1,0,1,0,1,1,1,0.641475826972
0,1,0,1,0,0,0,0,1,1,1,0,1,1,0.198218829517
0,1,0,0,0,1,0,1,0,1,0,0,1,0,0.184223918575
1,1,0,1,1,0,1,1,0,1,0,1,1,0,0.630025445293
0,1,0,1,0,1,0,0,1,0,1,0,1,1,0.0404580152672
0,1,1,0,1,0,1,0,1,0,0,1,1,1,0.52010178117
1,0,0,1,0,0,0,1,0,1,1,0,0,1,0.232061068702
1,1,0,1,0,0,1,1,1,0,1,0,0,0,0.179643765903
0,1,1,0,0,1,0,0,1,1,0,0,0,0,0.212977099237
1,1,0,1,0,1,0,1,1,0,1,1,1,0,0.518066157761
1,0,0,0,0,1,1,0,1,1,1,0,1,0,0.204071246819
1,1,0,1,0,0,1,1,1,0,1,1,0,1,0.612977099237
1,1,1,1,0,1,0,0,0,0,1,0,0,0,0.0773536895674
1,1,0,1,0,0,0,1,1,1,1,0,0,1,0.227989821883
1,0,1,1,1,0,0,1,1,0,0,0,0,0,0.0386768447837
0,1,0,0,1,0,1,1,0,1,1,1,1,0,0.692111959288
0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.642748091603
0,0,0,1,0,0,0,1,1,1,0,1,0,1,0.695674300254
1,0,1,1,0,0,1,0,1,1,1,0,1,0,0.395419847328
1,1,1,1,1,1,1,0,1,0,0,0,1,0,0.0615776081425
0,1,0,1,1,1,1,0,1,0,1,1,1,0,0.512213740458
0,1,1,1,1,1,0,1,0,1,0,1,1,1,0.689567430025
0,1,1,1,0,0,1,1,1,1,0,0,1,0,0.191603053435
0,1,0,1,0,0,0,0,1,0,1,0,1,1,0.0961832061069
1,0,1,0,0,1,0,0,1,1,0,0,1,0,0.216284987277
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0.676081424936
1,1,1,0,1,1,0,0,1,0,0,1,0,0,0.51475826972
0,1,1,0,0,1,1,0,0,1,0,0,0,1,0.25368956743
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.204834605598
0,0,1,0,1,1,0,0,1,1,1,1,0,0,0.739949109415
0,0,1,0,1,1,0,0,1,0,1,1,0,0,0.603562340967
1,0,1,0,1,1,0,1,1,0,0,0,1,0,0.0368956743003
1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.634096692112
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.647837150127
0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.571246819338
1,0,1,1,1,1,0,0,0,0,1,0,0,0,0.0870229007634
1,1,0,0,1,1,0,0,0,0,1,1,0,0,0.590076335878
0,1,0,1,1,0,0,0,0,0,0,0,1,1,0.0134860050891
1,0,1,1,1,1,1,0,0,1,0,0,1,0,0.218829516539
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.0516539440204
1,1,0,0,1,0,1,0,1,1,1,0,1,1,0.265139949109
1,1,1,0,1,1,1,0,1,1,0,1,0,1,0.699236641221
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0.058524173028
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0.669974554707
0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.716284987277
0,0,0,0,1,0,1,1,0,1,1,1,1,0,0.760305343511
0,0,1,1,0,0,1,0,1,1,1,1,1,0,0.617048346056
1,1,0,1,0,0,0,0,1,1,1,1,1,0,0.622646310433
1,1,1,1,0,0,0,1,1,1,0,0,1,0,0.21679389313
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0519083969466
0,0,0,1,0,1,0,1,1,1,0,1,0,1,0.765648854962
0,0,1,0,1,0,0,1,0,1,1,1,0,1,0.742493638677
1,0,0,0,1,0,1,1,0,0,1,1,0,1,0.621628498728
0,1,1,1,1,0,0,0,1,1,1,1,1,0,0.65165394402
1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0648854961832
0,0,0,1,1,0,0,1,1,1,1,0,0,1,0.262340966921
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.617557251908
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.636386768448
1,0,1,0,1,1,0,1,1,1,0,1,1,1,0.645547073791
0,1,1,0,0,1,1,1,0,1,1,0,1,1,0.244529262087
1,0,1,0,0,0,0,0,1,0,1,1,1,0,0.521882951654
0,0,1,0,0,1,1,0,0,1,1,0,1,0,0.264631043257
1,1,1,0,0,0,0,1,1,0,1,0,1,1,0.108142493639
0,1,0,0,1,1,1,1,1,0,0,1,1,0,0.522900763359
1,0,1,0,1,1,1,0,1,1,0,0,0,1,0.253180661578
0,0,1,0,1,0,0,1,0,1,0,0,1,1,0.32951653944
0,0,1,0,0,1,1,1,0,1,0,1,0,1,0.666921119593
0,0,0,0,1,0,0,1,1,1,1,0,1,0,0.195674300254
0,0,0,1,0,1,0,1,1,1,1,1,0,1,0.775572519084
0,0,1,0,1,0,0,0,1,0,1,1,1,0,0.491348600509
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0.716539440204
1,1,1,0,1,1,0,1,1,0,1,0,1,1,0.0513994910941
1,1,1,0,0,0,1,1,1,0,0,0,0,1,0.075572519084
0,1,0,1,0,1,1,0,0,1,0,0,0,1,0.259796437659
0,0,1,1,0,1,0,0,1,0,1,0,0,1,0.118320610687
0,1,1,0,1,1,1,1,0,0,1,1,0,1,0.55903307888
0,0,0,0,1,0,1,1,0,0,0,1,1,1,0.531297709924
0,0,0,0,1,1,0,0,1,0,0,1,0,1,0.556234096692
0,0,1,0,0,1,1,1,1,1,0,1,0,0,0.791348600509
1,1,0,1,1,0,0,0,1,0,1,1,0,1,0.534860050891
0,0,0,1,0,0,1,0,0,0,1,0,1,1,0.0788804071247
0,0,0,0,0,0,0,1,1,1,0,0,1,1,0.244020356234
0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.61475826972
0,0,0,1,0,1,1,0,0,0,1,1,1,0,0.504834605598
0,0,1,0,1,1,1,1,1,0,1,1,0,0,0.511704834606
0,1,0,0,1,1,1,0,0,1,1,0,0,1,0.296183206107
1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.05368956743
1,1,0,1,1,1,1,1,1,1,0,1,1,0,0.65368956743
1,1,0,1,1,0,0,0,0,0,1,1,0,1,0.550890585242
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.0582697201018
0,0,1,1,0,0,0,0,0,0,1,0,1,1,0.0465648854962
1,1,1,1,1,0,1,1,1,0,1,0,1,0,0.0944020356234
1,1,1,0,0,0,0,0,0,0,1,0,1,1,0.0748091603053
0,0,1,0,0,1,0,0,0,1,0,1,1,1,0.656488549618
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.234096692112
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.21679389313
1,1,0,0,0,0,1,1,0,1,1,1,0,1,0.759796437659
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.170737913486
1,0,0,1,0,0,1,0,1,1,0,1,1,1,0.636641221374
0,0,1,1,1,0,0,1,1,0,0,1,1,1,0.561832061069
1,0,1,0,0,1,1,0,1,0,0,1,0,0,0.536386768448
0,0,1,0,1,0,1,1,0,0,0,1,0,1,0.584732824427
1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.296183206107
1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.222646310433
1,0,1,1,1,1,1,1,0,0,0,1,1,0,0.554452926209
0,0,0,0,1,0,0,1,0,1,1,0,1,1,0.184987277354
0,1,0,0,0,1,1,0,0,1,1,0,1,1,0.197709923664
1,0,0,1,0,1,0,1,1,0,1,0,1,1,0.15165394402
1,1,1,1,0,1,1,1,0,1,1,1,1,0,0.618320610687
1,1,0,1,1,0,1,0,1,0,0,0,0,1,0.121119592875
0,0,1,1,1,0,1,0,1,0,1,1,0,1,0.54427480916
0,1,1,1,0,0,0,0,1,1,0,0,1,0,0.238167938931
1,1,0,0,1,1,0,1,1,0,0,1,1,0,0.515267175573
1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.817811704835
0,1,1,1,1,0,1,0,0,0,1,1,1,0,0.57989821883
0,0,0,1,0,1,1,1,0,1,1,0,1,1,0.239694656489
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.186259541985
0,0,0,1,0,1,1,0,1,0,0,1,1,0,0.541221374046
1,0,0,1,1,0,1,0,1,0,1,0,0,1,0.0544529262087
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.215012722646
1,0,0,1,0,1,1,0,0,1,1,0,1,1,0.327480916031
0,1,1,1,1,0,0,1,0,0,1,1,0,0,0.545547073791
0,1,1,0,0,1,0,1,1,0,0,0,0,1,0.0898218829517
0,0,0,0,0,1,1,1,0,0,1,0,0,0,0.0753180661578
0,1,0,0,1,1,0,1,0,1,1,1,1,1,0.710941475827
0,0,1,1,1,0,1,1,1,0,0,1,0,0,0.544020356234
0,1,1,0,1,0,1,1,1,0,1,0,0,0,0.0821882951654
0,1,0,1,0,0,0,0,1,0,1,1,1,0,0.603562340967
1,1,1,1,1,1,0,0,1,1,1,1,0,0,0.692366412214
0,0,1,0,1,0,1,1,1,1,1,0,1,1,0.254961832061
0,0,1,0,0,1,0,1,1,1,1,1,0,1,0.660814249364
1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0437659033079
1,0,1,0,1,0,0,0,0,1,0,0,1,1,0.301017811705
