topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$latency
2,1,2,10,1,1,1000,1000,1024,10000,5,0,0.00930678293722
2,10,4,10,1,0,1,1000,1024,10000,2,0,6.90639595805e-06
2,10,4,1000000,10,0,1,1000,1024,10000,5,29,0.000133984081586
4,10,2,10,10,1,1000,1000,512,10000,5,0,0.692010101018
2,1,2,10,10,1,1000,1000,512,10000,5,0,0.504353653884
4,1,2,10,1,1,1,10,1024,100,2,0,5.11073300895e-05
2,10,4,10,1,0,1000,1000,512,10000,5,0,0.00918302032166
4,1,2,10,1,1,1000,10,512,100,5,29,0.0232248283277
2,1,2,10,1,0,1000,10,1024,100,2,0,0.00923247011672
2,1,4,10,10,1,1000,1000,512,10000,5,29,0.28499298172
2,1,2,1000000,10,0,1000,10,1024,100,2,0,0.70115527429
4,10,2,1000000,10,1,1000,10,512,100,5,29,0.669358779811
4,10,4,1000000,10,0,1000,10,1024,100,2,0,0.625465870939
4,1,2,1000000,10,1,1000,10,512,100,5,29,0.723702999558
4,10,2,1000000,1,0,1000,10,512,100,5,0,0.0289924977202
2,10,2,10,1,1,1,1000,1024,10000,2,29,1.38127919161e-06
4,10,4,1000000,1,1,1000,10,1024,100,2,0,0.021587459974
2,10,4,10,10,1,1000,1000,512,10000,5,29,0.274572335243
2,10,4,1000000,10,1,1000,1000,512,10000,5,0,0.330913055934
2,10,2,1000000,1,0,1000,10,512,100,5,29,0.00907610931223
4,1,2,1000000,1,0,1,10,1024,100,2,29,9.19931941612e-05
4,1,4,10,1,0,1000,1000,512,10000,2,0,0.0266785788184
4,10,2,1000000,1,0,1,1000,512,10000,5,29,4.77922600297e-05
2,10,2,10,1,1,1000,10,512,100,2,29,0.00967807078393
4,1,4,10,1,0,1000,10,512,100,5,29,0.0278476935262
2,10,2,1000000,1,1,1,1000,512,10000,2,0,4.14383757483e-06
2,1,4,1000000,1,0,1000,10,512,100,5,29,0.0100916257739
4,10,4,10,1,1,1,10,1024,100,2,0,4.86210275446e-05
2,1,4,10,1,0,1000,1000,512,10000,2,0,0.00899295630489
4,10,2,1000000,10,1,1,10,1024,100,5,0,0.000407477361525
2,10,4,10,1,1,1,10,1024,100,5,29,8.01141931133e-06
2,1,2,10,10,0,1000,10,512,100,2,29,0.586822651763
2,10,4,10,10,0,1000,10,1024,100,5,0,0.320479977944
2,1,2,10,1,0,1000,1000,512,10000,2,0,0.0102582080444
2,10,2,1000000,10,1,1000,10,1024,100,5,29,0.485099174465
2,10,4,10,10,1,1000,10,512,100,2,29,0.317436467373
4,10,2,10,10,0,1000,10,512,100,2,29,0.620502934804
2,1,2,10,1,0,1,1000,512,10000,5,0,4.42009341315e-06
2,1,4,10,1,1,1,1000,512,10000,2,29,4.14383757483e-06
2,10,4,1000000,10,0,1000,10,1024,100,5,0,0.390998148257
4,1,4,10,1,0,1000,10,512,100,5,0,0.0299682333412
2,10,4,1000000,10,0,1,1000,1024,10000,2,0,0.00015304573443
2,1,4,10,10,1,1000,10,1024,100,5,29,0.28142569008
4,1,2,1000000,10,0,1000,1000,512,10000,5,29,0.721785231529
2,1,2,1000000,10,1,1,10,512,100,5,0,0.000133155314071
4,1,2,1000000,1,1,1,1000,512,10000,2,29,4.8897283383e-05
4,10,2,1000000,10,1,1000,1000,512,10000,5,0,0.622112677574
2,10,4,1000000,10,0,1000,10,512,100,2,29,0.289972769462
2,10,2,1000000,10,1,1000,1000,512,10000,2,29,0.345431957773
2,1,2,10,1,0,1,10,1024,100,2,29,5.52511676644e-06
2,10,2,1000000,10,1,1000,10,512,100,5,0,0.465408763332
2,10,4,1000000,1,1,1,1000,512,10000,5,29,5.24886092811e-06
4,1,2,1000000,10,0,1,1000,1024,10000,2,0,0.000415212524998
4,1,2,10,10,0,1,1000,512,10000,2,29,0.000533726279638
2,10,2,10,10,1,1,1000,1024,10000,5,29,0.000145863082634
4,1,2,10,1,1,1,1000,1024,10000,5,0,7.51415880235e-05
2,10,2,10,10,1,1,1000,512,10000,2,29,0.000135917872454
2,1,4,1000000,10,0,1000,1000,1024,10000,5,0,0.478847504843
4,10,2,10,10,1,1000,1000,512,10000,5,29,0.62913206217
2,10,4,1000000,1,1,1000,10,512,100,2,29,0.00839430990325
2,10,4,1000000,1,1,1,1000,1024,10000,2,29,4.42009341315e-06
2,1,4,10,1,1,1,1000,1024,10000,2,29,7.73516347301e-06
2,1,4,10,10,1,1,10,1024,100,2,29,0.000143376780089
4,1,2,10,10,1,1,1000,1024,10000,5,0,0.000394493337124
2,10,4,1000000,10,1,1000,10,1024,100,2,0,0.452398494627
2,1,4,1000000,1,1,1000,1000,512,10000,5,29,0.00977973293243
4,1,2,1000000,10,1,1,1000,512,10000,5,0,0.000454164598201
2,1,4,10,10,0,1,10,512,100,5,29,0.000128182708981
2,1,4,10,10,0,1,10,512,100,5,0,0.000143100524251
2,1,2,10,10,1,1000,1000,1024,10000,2,29,0.624791530438
4,1,2,10,1,0,1,1000,512,10000,5,29,4.7239748353e-05
2,10,2,1000000,1,1,1000,1000,1024,10000,2,0,0.00960817805683
4,1,4,1000000,10,0,1000,10,1024,100,5,0,0.540208346628
2,1,2,10,1,0,1,1000,512,10000,5,29,4.69634925147e-06
4,10,2,10,1,0,1,1000,512,10000,2,0,4.61347249997e-05
2,1,2,1000000,1,1,1000,1000,1024,10000,2,0,0.0079506430269
4,1,2,10,1,0,1,10,512,100,2,0,5.71849585326e-05
4,10,4,1000000,10,1,1,10,1024,100,2,0,0.000409687408231
4,10,4,1000000,1,1,1000,1000,512,10000,5,0,0.0262304918487
2,1,4,10,10,0,1,10,512,100,2,29,0.000141995500897
4,1,4,10,10,0,1,10,1024,100,5,29,0.000435931712872
2,10,2,10,10,0,1,1000,512,10000,5,29,0.000138956686676
2,10,2,1000000,1,0,1000,1000,1024,10000,5,29,0.0102783747206
4,1,4,10,1,1,1,10,512,100,2,29,5.99475169158e-05
4,1,2,1000000,1,0,1000,10,512,100,2,29,0.0230187414723
2,1,2,1000000,10,1,1,10,1024,100,5,29,0.000149178152694
2,1,2,1000000,10,1,1000,1000,1024,10000,2,29,0.491856944782
4,10,2,10,10,0,1,1000,1024,10000,2,29,0.000387034429489
4,1,2,1000000,1,0,1000,1000,512,10000,5,29,0.0241809497841
2,10,4,1000000,10,0,1,10,1024,100,5,0,0.000136746639969
4,1,2,1000000,1,1,1000,1000,512,10000,2,0,0.0268777592778
4,1,4,10,10,1,1,1000,512,10000,2,0,0.000425710246854
4,10,4,1000000,1,1,1000,10,512,100,5,29,0.0227643098452
4,1,4,10,1,1,1000,10,1024,100,5,29,0.0233806366205
4,10,2,1000000,10,0,1,1000,1024,10000,5,29,0.000416317548351
2,10,4,10,1,0,1,10,1024,100,2,29,4.42009341315e-06
4,1,2,10,10,0,1,1000,512,10000,2,0,0.000398913430537
2,1,4,1000000,1,0,1000,10,1024,100,2,29,0.00886228729336
4,10,4,10,1,0,1000,1000,512,10000,5,0,0.023285880868
4,10,2,10,1,0,1,1000,1024,10000,2,0,6.16050519458e-05
2,1,2,1000000,1,0,1000,1000,512,10000,2,29,0.0089714083495
2,10,4,10,1,1,1,10,1024,100,5,0,2.4863025449e-06
4,10,2,10,1,1,1000,1000,512,10000,5,0,0.0219355423303
2,10,4,10,1,0,1000,10,512,100,5,0,0.00948496795294
4,1,2,10,10,1,1,1000,1024,10000,2,29,0.000408029873201
2,10,4,1000000,1,0,1000,10,1024,100,2,29,0.00666522461119
4,10,2,10,1,1,1,1000,512,10000,5,0,4.8897283383e-05
2,1,4,10,10,0,1,1000,1024,10000,5,0,0.000163543456287
4,1,4,10,10,0,1,1000,1024,10000,2,0,0.000469634925147
2,1,2,1000000,1,0,1000,10,1024,100,2,29,0.0102764409297
2,10,2,1000000,1,0,1000,1000,512,10000,5,29,0.00998001841521
4,1,2,10,1,0,1,1000,1024,10000,2,29,4.91735392213e-05
2,10,4,1000000,10,1,1000,10,512,100,5,0,0.32946685662
2,1,2,10,10,0,1000,1000,1024,10000,2,0,0.588701191464
2,10,2,10,10,0,1,1000,512,10000,2,0,0.000141719245059
4,1,4,10,10,1,1,10,512,100,2,29,0.000446981946405
4,10,2,10,10,0,1000,10,1024,100,2,0,0.61359294752
2,10,2,1000000,1,1,1,10,1024,100,5,0,1.32602802394e-05
4,10,4,10,10,0,1000,10,1024,100,5,29,0.589105353755
2,1,2,10,1,1,1,10,512,100,2,29,5.52511676644e-06
4,10,4,1000000,10,0,1000,1000,512,10000,2,0,0.683957519587
2,10,4,10,10,0,1000,1000,1024,10000,2,0,0.242284381628
4,10,2,10,1,1,1000,10,512,100,5,29,0.0214929804773
4,1,2,10,10,0,1,10,1024,100,5,29,0.00040333352395
4,10,2,10,10,0,1,1000,512,10000,2,29,0.000381509312722
4,10,4,1000000,1,0,1,10,1024,100,5,0,5.46986559877e-05
4,1,4,10,10,0,1000,10,512,100,5,0,0.541565315306
2,1,2,10,1,0,1,10,512,100,5,29,6.63014011972e-06
4,10,2,1000000,10,0,1000,10,1024,100,2,0,0.498952299733
4,1,4,10,10,0,1000,1000,1024,10000,5,29,0.52779368551
2,1,4,10,10,0,1,1000,1024,10000,2,29,0.000143653035927
4,10,4,1000000,1,1,1000,1000,512,10000,2,29,0.0268727866728
2,10,2,1000000,10,1,1000,1000,1024,10000,2,29,0.61683563855
2,10,2,1000000,10,0,1000,10,1024,100,5,29,0.603954105065
4,10,4,10,10,1,1000,1000,512,10000,5,29,0.578280268731
2,10,2,10,10,1,1000,10,512,100,5,29,0.405267314818
4,1,4,1000000,10,1,1000,1000,512,10000,5,0,0.617247536005
2,1,2,10,1,1,1000,10,512,100,2,0,0.0102231235529
2,1,2,1000000,10,1,1,1000,512,10000,2,29,0.000133155314071
4,1,2,1000000,1,0,1,1000,512,10000,2,0,5.05548184129e-05
4,10,4,10,10,0,1,10,1024,100,2,0,0.000392835802094
4,10,4,10,10,0,1,10,1024,100,5,0,0.000414660013321
2,10,2,10,10,0,1000,1000,512,10000,5,29,0.597453252678
4,1,4,10,1,1,1,10,1024,100,5,29,4.69634925147e-05
2,10,2,10,10,1,1,10,1024,100,2,0,0.000127353941466
4,1,2,10,1,0,1000,1000,1024,10000,5,29,0.0234474905334
2,1,2,1000000,1,0,1000,1000,1024,10000,5,0,0.0100338883037
4,1,2,10,1,1,1000,10,1024,100,5,29,0.0231941639297
2,1,4,10,10,0,1000,10,512,100,5,29,0.361689061346
2,1,2,1000000,10,0,1000,1000,512,10000,5,29,0.670690609208
4,10,2,1000000,1,1,1,1000,512,10000,5,0,4.64109808381e-05
4,1,2,10,1,1,1,10,512,100,2,29,7.73516347301e-05
4,1,4,1000000,10,1,1000,10,1024,100,5,29,0.633000196418
2,1,2,1000000,10,1,1000,1000,1024,10000,2,0,0.394156305001
2,1,4,1000000,1,1,1000,1000,512,10000,2,0,0.00808352208513
2,1,4,10,1,0,1,10,512,100,2,29,6.3538842814e-06
2,1,4,1000000,10,1,1000,10,512,100,5,0,0.335903341397
2,10,4,10,10,0,1,1000,1024,10000,5,29,0.000169344828891
2,1,2,1000000,1,1,1,10,1024,100,5,29,1.93379086825e-06
2,10,4,10,10,1,1,10,1024,100,2,29,0.000163543456287
2,1,4,1000000,10,1,1,1000,1024,10000,5,29,0.000143100524251
4,1,4,1000000,10,0,1,1000,1024,10000,2,0,0.000554997979189
2,10,4,10,1,0,1000,1000,1024,10000,5,0,0.00859570040938
2,10,4,1000000,1,0,1,10,1024,100,2,29,3.31507005986e-06
4,10,2,10,1,0,1000,1000,1024,10000,2,0,0.0233101913818
4,10,2,1000000,1,0,1,1000,512,10000,5,0,5.4974911826e-05
4,10,4,10,10,0,1000,10,512,100,5,29,0.605236760922
2,10,2,10,10,0,1000,10,1024,100,2,0,0.448328417361
2,1,4,10,10,1,1000,1000,512,10000,5,0,0.359720185986
2,1,4,1000000,10,1,1000,10,512,100,2,29,0.357625061709
2,1,2,10,1,0,1000,1000,512,10000,5,0,0.0116563388422
4,10,2,10,1,1,1,1000,1024,10000,2,29,4.69634925147e-05
2,10,4,10,1,0,1,1000,1024,10000,2,29,4.97260508979e-06
2,1,4,10,10,0,1000,1000,512,10000,5,0,0.272671142564
4,10,2,10,1,1,1000,10,1024,100,5,0,0.0287797807247
4,10,2,1000000,1,0,1000,1000,512,10000,5,0,0.0249199341517
2,1,4,1000000,10,0,1000,10,1024,100,2,0,0.269998367328
2,10,2,1000000,10,0,1000,10,512,100,5,0,0.702726617499
4,10,4,10,1,1,1000,10,512,100,2,29,0.0196589179667
2,1,2,1000000,1,0,1000,1000,512,10000,2,0,0.00935871903483
4,1,2,1000000,1,1,1000,10,512,100,2,29,0.0242571963955
4,10,2,10,1,1,1000,1000,512,10000,2,29,0.0217416107318
4,1,2,10,1,0,1000,10,1024,100,5,0,0.0223908119518
4,1,2,1000000,1,1,1000,1000,512,10000,5,0,0.0275026499841
4,1,4,10,10,0,1000,1000,1024,10000,2,29,0.640848072273
2,1,2,1000000,1,0,1,10,512,100,2,29,6.07762844308e-06
4,1,2,10,10,1,1,1000,1024,10000,5,29,0.000598370145805
2,1,4,1000000,10,0,1,10,1024,100,5,0,0.000143376780089
4,10,2,10,10,0,1,10,512,100,2,0,0.000380956801046
4,10,2,10,10,1,1,1000,512,10000,2,0,0.000396150872153
2,10,2,1000000,1,0,1,10,1024,100,2,29,5.52511676644e-06
2,1,4,10,10,0,1,10,1024,100,5,29,0.00015801833952
2,10,2,1000000,10,0,1000,1000,512,10000,5,0,0.605676560217
2,1,2,1000000,1,1,1,1000,1024,10000,5,0,4.69634925147e-06
2,10,4,10,10,0,1000,1000,512,10000,5,29,0.30540911694
4,1,4,10,1,0,1,10,1024,100,5,0,4.53059574848e-05
4,1,2,10,1,0,1000,10,512,100,2,0,0.0305041696675
2,1,4,1000000,1,1,1000,1000,512,10000,5,0,0.0102410801824
2,1,4,10,10,1,1,10,1024,100,2,0,0.000145034315119
4,1,4,10,10,0,1000,10,1024,100,2,0,0.589925557339
4,10,4,10,10,1,1,10,512,100,5,0,0.000398084663022
4,10,4,10,1,0,1000,10,1024,100,2,0,0.0228806135532
2,1,4,1000000,10,0,1,1000,1024,10000,2,29,0.00015470326946
2,1,2,1000000,1,1,1,1000,512,10000,2,29,1.93379086825e-06
4,10,4,10,10,0,1000,10,1024,100,2,0,0.511808141425
4,1,2,1000000,1,0,1000,10,1024,100,2,29,0.0229361409767
4,10,4,10,1,0,1,1000,512,10000,5,0,5.02785625746e-05
2,1,4,1000000,1,0,1000,1000,512,10000,5,0,0.00887002245684
4,1,2,10,10,0,1,10,512,100,2,29,0.000404162291465
4,10,4,10,10,1,1,1000,1024,10000,2,29,0.00044946824895
4,1,2,10,1,0,1000,1000,1024,10000,2,29,0.0263423754632
4,10,2,1000000,10,1,1000,1000,1024,10000,2,0,0.643384929636
2,1,4,10,10,1,1,1000,1024,10000,5,29,0.0001513881994
4,1,4,10,10,0,1,1000,1024,10000,5,29,0.000426815270207
4,10,4,10,10,1,1000,10,512,100,2,29,0.457069428341
2,10,4,1000000,10,0,1,1000,512,10000,5,29,0.000181776341616
4,1,2,1000000,10,0,1000,1000,1024,10000,5,29,0.686669523152
2,10,2,10,10,1,1000,1000,1024,10000,5,29,0.572119211024
4,10,2,1000000,1,1,1,10,1024,100,5,29,4.8068515868e-05
2,1,4,10,10,0,1,10,1024,100,2,0,0.000144481803442
2,10,2,1000000,10,1,1,1000,512,10000,5,0,0.000141719245059
2,1,4,10,1,1,1,10,512,100,2,0,5.24886092811e-06
4,1,4,1000000,10,0,1,1000,512,10000,2,0,0.000394217081285
4,1,2,1000000,1,0,1,10,512,100,5,0,4.8897283383e-05
2,1,2,10,1,1,1000,1000,512,10000,5,29,0.0102977126293
2,1,2,1000000,10,0,1000,10,512,100,2,29,0.633865153448
4,1,4,1000000,1,0,1000,1000,512,10000,2,29,0.025114142006
2,10,4,1000000,1,1,1,1000,512,10000,2,29,7.73516347301e-06
4,1,2,1000000,1,1,1,1000,1024,10000,5,29,5.63561910177e-05
2,10,2,1000000,10,0,1,1000,512,10000,2,29,0.000137851663323
2,10,2,1000000,1,1,1000,1000,1024,10000,5,0,0.0100352695829
4,1,2,1000000,1,0,1,10,1024,100,5,0,7.15502621254e-05
2,1,4,1000000,10,0,1,10,512,100,5,0,0.000143100524251
4,10,4,1000000,10,0,1,1000,1024,10000,5,29,0.000446981946405
4,1,4,10,10,0,1000,10,1024,100,5,0,0.431296968672
4,1,2,10,10,0,1000,10,512,100,2,29,0.623308865354
2,10,2,1000000,1,1,1,10,512,100,2,0,4.14383757483e-06
4,10,4,1000000,10,0,1000,1000,1024,10000,5,29,0.678330464416
2,10,4,1000000,1,0,1000,1000,1024,10000,2,0,0.00912334906058
2,10,2,10,10,0,1,10,1024,100,5,0,0.000136746639969
2,10,2,1000000,10,0,1,1000,512,10000,5,0,0.000129287732335
4,10,4,10,10,1,1000,1000,512,10000,2,29,0.57655836609
4,10,2,1000000,10,0,1000,10,1024,100,5,0,0.774880774887
2,10,4,1000000,1,0,1,10,512,100,2,0,8.56393098798e-06
2,1,4,1000000,1,0,1,10,1024,100,2,0,7.45890763469e-06
4,1,2,10,1,1,1,1000,512,10000,5,29,5.52511676644e-05
2,1,4,10,1,0,1000,1000,512,10000,5,29,0.0101651098269
2,10,2,10,1,1,1000,1000,512,10000,2,0,0.00962834473303
4,1,4,1000000,10,0,1,1000,512,10000,5,0,0.000361895148202
2,1,4,1000000,10,0,1,1000,1024,10000,2,0,0.000139785454191
4,1,4,1000000,1,0,1,1000,512,10000,2,0,4.91735392213e-05
4,10,4,1000000,10,1,1000,10,1024,100,2,29,0.58886141985
4,1,4,1000000,1,0,1,10,512,100,5,29,5.22123534428e-05
2,1,2,1000000,10,1,1000,10,1024,100,2,0,0.570106410986
2,10,4,1000000,1,0,1000,1000,1024,10000,2,29,0.00783378680729
4,10,4,10,1,1,1,1000,1024,10000,5,0,5.11073300895e-05
2,1,4,1000000,1,0,1000,1000,1024,10000,2,29,0.0106648566384
2,1,4,1000000,1,0,1000,1000,1024,10000,5,0,0.00945596108992
4,1,4,1000000,10,0,1000,1000,1024,10000,2,0,0.532226486692
4,1,4,10,10,0,1000,10,512,100,2,29,0.443376255203
4,1,4,1000000,1,0,1000,1000,512,10000,5,29,0.0295204226272
2,10,4,10,10,0,1000,1000,512,10000,2,29,0.390281816868
4,10,2,10,10,0,1000,10,512,100,5,29,0.587876015275
2,1,2,10,1,1,1,10,1024,100,5,0,6.90639595805e-06
2,10,4,10,1,1,1,1000,512,10000,5,29,6.07762844308e-06
4,10,2,1000000,1,1,1,1000,512,10000,2,0,5.46986559877e-05
2,10,4,10,1,0,1000,1000,512,10000,2,29,0.00883493796537
2,1,2,10,10,0,1000,10,1024,100,5,29,0.478675673712
2,1,2,10,1,0,1000,1000,512,10000,2,29,0.00964713013004
2,1,2,10,10,0,1000,1000,1024,10000,5,0,0.560410107317
2,10,2,1000000,1,1,1000,1000,512,10000,2,0,0.010542475302
4,1,4,10,1,1,1000,10,1024,100,2,29,0.0198614134961
4,10,4,1000000,10,0,1,1000,512,10000,5,0,0.000451402039818
4,1,4,1000000,1,1,1,1000,512,10000,5,0,6.63014011972e-05
4,10,4,10,10,1,1,10,512,100,5,29,0.000425157735177
2,10,2,1000000,10,0,1,1000,1024,10000,5,0,0.000168516061376
4,1,2,10,1,1,1000,1000,512,10000,2,0,0.0199208085014
4,10,2,10,10,0,1,10,1024,100,5,29,0.000405543570656
4,1,4,10,1,0,1,1000,512,10000,2,29,4.97260508979e-05
2,10,2,10,10,0,1,1000,512,10000,5,0,0.000137575407484
2,1,4,1000000,10,0,1,10,1024,100,2,0,0.000169897340568
2,10,2,1000000,1,0,1000,10,512,100,5,0,0.00869377123199
2,1,4,10,10,0,1000,1000,1024,10000,5,0,0.354188715336
2,10,2,1000000,1,0,1000,1000,512,10000,2,0,0.010930338499
4,1,4,10,1,1,1000,1000,1024,10000,2,0,0.0244442215981
4,10,4,1000000,1,1,1,1000,512,10000,5,0,6.21575636224e-05
2,10,4,1000000,10,0,1000,1000,512,10000,2,29,0.342826312706
4,1,2,10,1,0,1,1000,512,10000,2,0,4.94497950596e-05
2,10,2,1000000,1,0,1,10,512,100,5,29,0.000102214660179
2,1,2,1000000,10,0,1000,10,512,100,2,0,0.738452575022
4,1,2,10,1,1,1,10,1024,100,5,0,6.29863311374e-05
2,1,2,10,1,1,1000,1000,1024,10000,2,29,0.0107571260884
4,1,4,10,10,1,1000,1000,1024,10000,2,29,0.608205129905
2,1,2,10,10,0,1,10,512,100,5,0,0.000130669011526
2,10,2,10,1,1,1,10,1024,100,2,0,6.63014011972e-06
4,1,4,1000000,1,0,1,1000,1024,10000,2,0,6.05000285925e-05
2,1,4,1000000,10,1,1,1000,1024,10000,2,29,0.000150006920209
4,10,2,1000000,10,0,1,10,1024,100,2,0,0.000378470498501
2,1,2,1000000,1,1,1000,10,1024,100,5,0,0.00946452502091
4,10,2,1000000,1,0,1000,10,1024,100,2,29,0.0222322411006
4,1,4,1000000,10,1,1,10,1024,100,2,0,0.000418251339219
4,10,2,1000000,1,1,1000,10,512,100,5,0,0.0205573019529
2,10,4,1000000,1,0,1000,1000,512,10000,5,0,0.00872001553663
4,1,2,10,1,0,1000,10,1024,100,5,29,0.0235560590779
2,1,4,10,1,1,1,1000,1024,10000,2,0,6.3538842814e-06
4,10,4,1000000,10,0,1000,1000,512,10000,5,29,0.58277163615
4,1,2,10,10,0,1,10,512,100,5,29,0.000361342636525
4,1,4,10,10,1,1,10,1024,100,5,29,0.000429025316914
4,1,2,1000000,1,1,1000,1000,1024,10000,2,29,0.0232367073288
2,1,4,1000000,10,1,1000,10,1024,100,2,29,0.297414272979
2,10,4,1000000,1,0,1,10,512,100,5,0,8.01141931133e-06
4,10,4,1000000,10,0,1,1000,1024,10000,2,0,0.000405267314818
2,1,2,1000000,1,1,1,1000,1024,10000,5,29,1.10502335329e-05
2,1,4,1000000,1,0,1000,1000,512,10000,2,0,0.00969685618093
2,10,4,1000000,1,1,1000,1000,512,10000,2,29,0.00883410919786
2,10,2,10,10,0,1,10,1024,100,5,29,0.000160780897903
4,10,2,10,1,1,1,1000,1024,10000,2,0,5.80137260476e-05
4,10,2,10,10,1,1,10,1024,100,2,29,0.000455269621554
2,1,4,1000000,10,1,1000,10,512,100,2,0,0.309620913451
4,10,4,1000000,1,1,1000,1000,1024,10000,5,0,0.0272100950513
2,10,2,1000000,10,1,1,1000,512,10000,5,29,0.000141166733382
4,1,4,10,10,1,1,10,1024,100,5,0,0.000410792431585
2,1,4,10,10,1,1,10,1024,100,5,29,0.000152216966915
4,1,4,1000000,1,1,1000,10,512,100,2,29,0.0255075303198
4,1,4,10,10,0,1,1000,512,10000,2,0,0.000409687408231
2,1,4,1000000,1,1,1000,1000,1024,10000,2,29,0.00835425280669
2,10,4,10,10,0,1,10,1024,100,2,0,0.000147796873502
2,1,2,1000000,1,1,1000,10,512,100,2,0,0.0104275528733
2,10,2,1000000,1,1,1000,1000,512,10000,5,0,0.00973636076581
2,10,2,1000000,10,1,1,1000,1024,10000,2,0,0.000181500085777
2,10,4,1000000,1,0,1000,10,512,100,5,29,0.00956812096028
2,10,2,10,1,0,1000,1000,1024,10000,2,0,0.0101579271751
4,1,2,10,10,0,1,10,1024,100,5,0,0.00039173077874
4,1,4,1000000,10,0,1,10,512,100,5,0,0.00036880154416
2,10,2,1000000,10,0,1000,10,1024,100,2,29,0.625063366183
2,10,4,10,10,0,1000,1000,512,10000,2,0,0.390741782839
4,1,4,10,10,1,1,10,1024,100,2,29,0.000406096082333
2,10,2,1000000,1,1,1,1000,1024,10000,5,0,4.97260508979e-06
2,10,4,10,10,0,1,10,512,100,5,0,0.000146415594311
2,1,4,10,1,0,1,10,512,100,2,0,4.14383757483e-06
4,10,4,10,1,0,1,10,1024,100,2,29,4.97260508979e-05
2,10,2,10,1,1,1,1000,512,10000,2,0,7.73516347301e-06
2,10,4,1000000,10,1,1,10,512,100,5,0,0.000150559431885
4,10,4,10,1,1,1,1000,512,10000,2,0,7.09977504487e-05
4,1,4,1000000,10,1,1,10,1024,100,5,0,0.000476265065267
2,1,2,1000000,1,0,1000,10,1024,100,5,29,0.0134619470014
2,10,4,10,10,1,1,1000,1024,10000,5,29,0.000133707825748
2,10,2,10,10,0,1000,10,512,100,2,29,0.650280275361
2,1,4,10,10,0,1,1000,512,10000,5,29,0.000137851663323
4,1,2,10,1,1,1,10,512,100,5,0,6.65776570356e-05
4,10,2,10,10,1,1,1000,1024,10000,5,29,0.000503061881584
2,1,4,10,1,1,1000,1000,512,10000,5,29,0.00968470092405
4,1,2,1000000,10,0,1,10,512,100,5,0,0.00039173077874
2,10,4,1000000,1,0,1,1000,1024,10000,2,29,4.97260508979e-06
2,1,2,1000000,1,1,1,10,1024,100,5,0,5.52511676644e-06
4,10,2,10,1,0,1,10,1024,100,5,0,5.44224001494e-05
2,1,2,10,1,0,1,1000,1024,10000,5,0,4.14383757483e-06
2,1,2,10,1,1,1000,10,1024,100,2,29,0.0102885961866
4,1,2,1000000,10,1,1,1000,1024,10000,2,0,0.000389520732034
2,10,4,1000000,1,1,1000,10,1024,100,2,0,0.00843409074397
4,1,2,1000000,1,0,1,10,1024,100,2,0,5.24886092811e-05
2,1,4,10,1,0,1000,1000,1024,10000,2,0,0.0100756029353
4,10,4,1000000,1,1,1,1000,1024,10000,2,0,7.04452387721e-05
4,10,2,10,1,1,1,10,1024,100,5,0,5.22123534428e-05
4,1,2,10,10,1,1000,10,512,100,5,0,0.593943698508
4,1,4,10,1,0,1,10,1024,100,2,0,4.69634925147e-05
2,1,2,10,1,0,1000,10,1024,100,5,0,0.0102576555327
4,10,4,1000000,1,1,1,1000,512,10000,2,0,6.05000285925e-05
2,10,4,10,1,1,1,10,512,100,2,29,7.18265179637e-06
4,10,4,10,10,0,1,10,512,100,2,29,0.000423223944309
2,10,4,1000000,1,0,1,10,1024,100,2,0,5.80137260476e-06
4,1,2,10,1,0,1,1000,512,10000,2,29,3.83995615267e-05
4,1,2,1000000,10,1,1,10,1024,100,2,0,0.000449191993111
2,1,2,1000000,10,0,1000,1000,1024,10000,2,29,0.450184856594
2,10,4,1000000,1,1,1000,1000,512,10000,5,29,0.00787992153229
2,1,4,10,1,0,1,1000,1024,10000,2,29,5.52511676644e-06
2,10,2,1000000,10,1,1,1000,512,10000,2,29,0.000134260337424
4,10,4,10,1,0,1,10,512,100,5,0,5.35936326344e-05
2,1,2,1000000,10,0,1,10,1024,100,2,0,0.000134536593263
4,10,4,10,10,1,1000,10,512,100,2,0,0.663693601335
4,10,4,10,1,0,1000,1000,1024,10000,2,0,0.0294991509277
2,1,2,1000000,1,0,1,10,512,100,5,0,4.42009341315e-06
2,10,4,10,10,1,1000,1000,1024,10000,5,0,0.392845194792
2,10,2,10,10,0,1,1000,1024,10000,5,29,0.000121000057185
2,10,4,1000000,10,1,1000,1000,1024,10000,2,0,0.552543446065
2,10,4,1000000,10,1,1,10,1024,100,2,0,0.000143100524251
4,1,2,1000000,10,1,1000,1000,512,10000,2,0,0.703931921721
4,10,4,10,1,1,1000,10,1024,100,5,0,0.0232016228373
4,1,4,1000000,1,0,1000,10,1024,100,2,29,0.0230353168226
4,10,2,10,10,0,1,10,512,100,5,29,0.000399742198052
4,1,2,10,1,1,1000,10,1024,100,2,29,0.0296908724795
4,1,2,1000000,10,0,1000,10,512,100,5,29,0.945961595466
4,1,4,1000000,1,0,1,10,1024,100,2,29,5.11073300895e-05
