SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqsync
0,0,1,1,1,0,0,0,0,0,0,1,1,0,2506.1
1,0,1,1,0,1,1,1,1,0,0,0,1,1,2493.4
1,1,0,0,1,0,0,1,1,1,0,0,0,0,2499.0
0,1,0,1,0,0,0,1,1,0,0,1,0,1,2494.3
1,0,0,0,1,0,1,0,1,0,0,1,0,1,2501.8
1,1,0,0,0,1,0,0,1,0,1,0,0,1,2491.0
1,0,0,1,0,0,0,1,0,1,1,0,1,0,2505.1
0,0,1,1,1,0,0,0,0,0,1,1,0,0,2517.6
0,0,0,1,0,1,1,0,1,0,1,0,0,0,2516.6
1,1,0,1,1,0,0,0,0,1,0,1,0,1,2517.8
0,0,0,0,0,1,1,1,1,0,0,0,0,0,2499.9
0,1,1,0,0,1,0,1,0,0,0,0,1,1,2493.0
0,0,0,0,0,1,0,1,1,1,0,1,1,0,2503.3
1,1,0,0,1,1,0,0,0,1,0,0,1,1,2501.1
1,1,0,0,0,1,0,0,1,0,0,1,1,1,2511.2
0,1,1,0,1,0,0,0,0,1,0,1,0,1,2487.4
1,0,0,0,0,1,1,0,1,0,0,1,0,0,2518.5
0,0,1,0,1,1,0,0,1,0,1,1,0,1,2506.5
0,1,1,1,0,1,0,0,1,0,1,1,0,0,2524.3
0,1,1,1,0,1,1,0,0,1,0,0,1,0,2492.3
1,1,1,0,1,1,1,1,0,0,0,0,1,1,2510.3
0,1,0,0,0,1,0,0,0,0,0,0,1,1,2492.2
0,0,1,0,0,0,1,1,1,1,1,0,0,1,2485.2
1,1,0,1,1,1,1,0,0,1,1,0,0,0,2511.0
0,1,0,1,0,1,1,1,0,0,0,1,0,0,2501.3
1,0,1,1,0,0,1,1,1,0,1,1,0,0,2505.6
1,0,0,1,0,0,0,0,0,0,1,0,0,1,2508.9
1,1,0,1,0,0,1,1,1,0,0,1,0,0,2506.9
1,0,1,1,0,0,0,1,1,0,0,1,0,0,2504.8
0,1,0,1,1,1,0,1,0,1,1,0,0,1,2495.4
1,1,0,1,1,1,0,1,1,0,0,0,1,0,2511.4
1,1,1,1,1,1,0,0,1,0,0,1,1,0,2522.5
1,0,1,0,1,0,1,0,1,0,0,1,0,0,2502.7
0,0,0,1,1,0,0,1,0,0,0,1,1,1,2501.2
0,0,1,0,0,0,0,1,0,0,0,1,0,0,2510.6
1,0,1,1,0,1,0,0,0,1,0,0,0,0,2493.2
0,0,0,0,1,1,1,1,0,0,0,0,0,0,2495.7
1,0,0,1,0,0,0,0,0,1,1,1,0,0,2502.5
1,1,1,0,1,0,1,1,0,1,1,0,1,0,2497.8
0,1,0,0,0,1,0,1,0,1,1,1,0,0,2505.8
1,0,1,1,0,1,1,1,0,1,1,1,0,1,2498.7
1,0,0,0,0,0,0,1,0,1,0,1,0,1,2499.7
0,0,1,1,1,0,1,1,0,1,0,0,1,1,2484.6
0,0,1,1,1,1,0,1,0,1,1,1,0,0,2504.3
1,1,0,0,1,0,0,1,1,0,0,0,1,0,2488.3
1,0,0,0,1,1,1,0,1,1,1,0,1,1,2490.7
0,0,1,1,1,0,1,1,0,0,0,0,1,1,2506.4
0,0,1,1,1,0,1,1,1,0,0,1,1,0,2522.2
1,0,0,0,1,0,0,1,1,0,1,1,0,0,2507.1
0,1,0,1,1,0,1,1,1,1,1,0,1,1,2503.1
0,0,1,1,0,1,0,1,0,1,1,1,1,0,2511.3
0,0,1,1,0,0,1,0,0,0,0,0,0,0,2512.0
0,0,0,0,0,0,1,1,0,1,1,0,0,1,2493.1
0,0,1,0,0,1,0,1,1,0,0,1,1,0,2512.7
1,0,1,1,0,1,0,1,0,1,0,0,1,0,2517.1
1,1,1,1,1,1,0,1,1,0,0,0,0,1,2493.7
1,1,1,1,0,0,1,0,1,1,0,1,1,0,2505.1
1,0,0,0,1,1,0,0,1,1,0,1,1,0,2494.8
1,1,0,1,1,1,1,0,1,1,1,1,1,0,2510.5
0,0,0,0,1,0,0,0,0,1,0,1,0,0,2503.4
1,1,1,0,0,1,0,0,0,0,1,1,1,0,2503.7
1,1,0,0,0,0,1,1,1,1,1,1,1,0,2512.9
1,1,0,0,0,1,0,1,0,0,0,1,1,1,2483.9
1,1,1,1,1,0,1,0,1,1,0,1,0,1,2511.6
0,1,0,1,0,1,1,1,0,0,0,0,1,1,2484.5
1,0,0,0,0,1,1,0,1,0,1,1,1,1,2512.9
1,0,0,1,0,0,1,1,0,1,0,1,1,1,2514.8
0,1,0,1,0,0,0,0,1,1,1,0,1,1,2512.3
0,1,0,0,0,1,0,1,0,1,0,0,1,0,2498.2
1,1,0,1,1,0,1,1,0,1,0,1,1,0,2495.1
0,1,0,1,0,1,0,0,1,0,1,0,1,1,2505.3
0,1,1,0,1,0,1,0,1,0,0,1,1,1,2501.7
1,0,0,1,0,0,0,1,0,1,1,0,0,1,2495.3
1,1,0,1,0,0,1,1,1,0,1,0,0,0,2500.2
0,1,1,0,0,1,0,0,1,1,0,0,0,0,2495.1
1,1,0,1,0,1,0,1,1,0,1,1,1,0,2505.0
1,0,0,0,0,1,1,0,1,1,1,0,1,0,2485.4
1,1,0,1,0,0,1,1,1,0,1,1,0,1,2516.6
1,1,1,1,0,1,0,0,0,0,1,0,0,0,2485.0
1,1,0,1,0,0,0,1,1,1,1,0,0,1,2494.7
1,0,1,1,1,0,0,1,1,0,0,0,0,0,2487.7
0,1,0,0,1,0,1,1,0,1,1,1,1,0,2512.8
0,0,0,1,0,0,0,1,1,0,1,1,0,1,2512.3
0,0,0,1,0,0,0,1,1,1,0,1,0,1,2501.1
1,0,1,1,0,0,1,0,1,1,1,0,1,0,2473.4
1,1,1,1,1,1,1,0,1,0,0,0,1,0,2490.4
0,1,0,1,1,1,1,0,1,0,1,1,1,0,2509.8
0,1,1,1,1,1,0,1,0,1,0,1,1,1,2499.1
0,1,1,1,0,0,1,1,1,1,0,0,1,0,2496.6
0,1,0,1,0,0,0,0,1,0,1,0,1,1,2504.5
1,0,1,0,0,1,0,0,1,1,0,0,1,0,2493.1
1,0,0,0,0,0,0,0,1,0,1,1,0,0,2520.0
1,1,1,0,1,1,0,0,1,0,0,1,0,0,2504.3
0,1,1,0,0,1,1,0,0,1,0,0,0,1,2499.0
0,1,1,1,1,1,1,0,0,1,0,0,0,0,2494.0
0,0,1,0,1,1,0,0,1,1,1,1,0,0,2525.7
0,0,1,0,1,1,0,0,1,0,1,1,0,0,2505.1
1,0,1,0,1,1,0,1,1,0,0,0,1,0,2485.4
1,0,0,1,0,1,1,1,1,1,1,1,1,1,2511.4
1,0,1,1,1,1,1,1,1,1,1,1,1,0,2521.4
0,1,0,1,0,0,1,0,0,0,0,1,0,0,2505.6
1,0,1,1,1,1,0,0,0,0,1,0,0,0,2488.5
1,1,0,0,1,1,0,0,0,0,1,1,0,0,2509.6
0,1,0,1,1,0,0,0,0,0,0,0,1,1,2500.2
1,0,1,1,1,1,1,0,0,1,0,0,1,0,2499.2
0,0,1,1,0,1,0,0,0,0,1,0,0,0,2477.1
1,1,0,0,1,0,1,0,1,1,1,0,1,1,2497.3
1,1,1,0,1,1,1,0,1,1,0,1,0,1,2505.3
0,0,0,0,1,0,0,1,1,0,0,0,0,1,2491.8
1,1,1,1,1,0,0,0,0,1,0,1,0,0,2504.9
0,0,0,0,1,0,0,0,0,1,0,1,1,0,2503.7
0,0,0,0,1,0,1,1,0,1,1,1,1,0,2505.4
0,0,1,1,0,0,1,0,1,1,1,1,1,0,2513.0
1,1,0,1,0,0,0,0,1,1,1,1,1,0,2508.6
1,1,1,1,0,0,0,1,1,1,0,0,1,0,2495.4
1,0,0,0,0,0,0,0,0,0,0,0,1,0,2487.0
0,0,0,1,0,1,0,1,1,1,0,1,0,1,2503.0
0,0,1,0,1,0,0,1,0,1,1,1,0,1,2502.5
1,0,0,0,1,0,1,1,0,0,1,1,0,1,2490.6
0,1,1,1,1,0,0,0,1,1,1,1,1,0,2517.3
1,0,0,1,0,0,0,0,1,0,1,0,0,0,2491.9
0,0,0,1,1,0,0,1,1,1,1,0,0,1,2511.5
0,0,0,0,0,0,0,0,0,1,0,1,0,1,2499.7
1,0,0,0,0,0,1,0,0,1,0,1,0,0,2501.8
1,0,1,0,1,1,0,1,1,1,0,1,1,1,2506.9
0,1,1,0,0,1,1,1,0,1,1,0,1,1,2486.8
1,0,1,0,0,0,0,0,1,0,1,1,1,0,2486.9
0,0,1,0,0,1,1,0,0,1,1,0,1,0,2482.4
1,1,1,0,0,0,0,1,1,0,1,0,1,1,2483.5
0,1,0,0,1,1,1,1,1,0,0,1,1,0,2500.2
1,0,1,0,1,1,1,0,1,1,0,0,0,1,2493.3
0,0,1,0,1,0,0,1,0,1,0,0,1,1,2508.2
0,0,1,0,0,1,1,1,0,1,0,1,0,1,2502.2
0,0,0,0,1,0,0,1,1,1,1,0,1,0,2497.2
0,0,0,1,0,1,0,1,1,1,1,1,0,1,2507.7
0,0,1,0,1,0,0,0,1,0,1,1,1,0,2504.6
0,1,0,0,1,0,0,0,1,1,0,1,0,0,2496.9
1,1,1,0,1,1,0,1,1,0,1,0,1,1,2494.1
1,1,1,0,0,0,1,1,1,0,0,0,0,1,2491.9
0,1,0,1,0,1,1,0,0,1,0,0,0,1,2498.7
0,0,1,1,0,1,0,0,1,0,1,0,0,1,2482.4
0,1,1,0,1,1,1,1,0,0,1,1,0,1,2505.9
0,0,0,0,1,0,1,1,0,0,0,1,1,1,2498.9
0,0,0,0,1,1,0,0,1,0,0,1,0,1,2502.9
0,0,1,0,0,1,1,1,1,1,0,1,0,0,2513.5
1,1,0,1,1,0,0,0,1,0,1,1,0,1,2515.6
0,0,0,1,0,0,1,0,0,0,1,0,1,1,2491.0
0,0,0,0,0,0,0,1,1,1,0,0,1,1,2491.7
0,0,1,1,0,0,0,1,1,1,1,1,1,1,2486.5
0,0,0,1,0,1,1,0,0,0,1,1,1,0,2492.0
0,0,1,0,1,1,1,1,1,0,1,1,0,0,2486.6
0,1,0,0,1,1,1,0,0,1,1,0,0,1,2492.7
1,0,0,1,1,0,0,1,0,0,0,0,0,1,2495.8
1,1,0,1,1,1,1,1,1,1,0,1,1,0,2520.2
1,1,0,1,1,0,0,0,0,0,1,1,0,1,2489.2
1,1,1,0,0,1,0,1,1,0,1,0,0,1,2498.8
0,0,1,1,0,0,0,0,0,0,1,0,1,1,2501.3
1,1,1,1,1,0,1,1,1,0,1,0,1,0,2496.9
1,1,1,0,0,0,0,0,0,0,1,0,1,1,2501.8
0,0,1,0,0,1,0,0,0,1,0,1,1,1,2499.5
0,1,0,0,0,0,1,1,0,1,0,0,1,0,2480.5
0,1,0,0,0,0,0,0,0,1,0,0,0,1,2495.5
1,1,0,0,0,0,1,1,0,1,1,1,0,1,2489.8
0,1,0,0,0,0,0,0,0,0,0,0,1,0,2478.7
1,0,0,1,0,0,1,0,1,1,0,1,1,1,2498.9
0,0,1,1,1,0,0,1,1,0,0,1,1,1,2495.2
1,0,1,0,0,1,1,0,1,0,0,1,0,0,2525.2
0,0,1,0,1,0,1,1,0,0,0,1,0,1,2510.5
1,1,0,1,1,1,1,1,1,1,0,0,0,0,2479.7
1,1,1,1,1,0,0,0,0,1,1,0,0,0,2489.1
1,0,1,1,1,1,1,1,0,0,0,1,1,0,2518.4
0,0,0,0,1,0,0,1,0,1,1,0,1,1,2483.7
0,1,0,0,0,1,1,0,0,1,1,0,1,1,2485.9
1,0,0,1,0,1,0,1,1,0,1,0,1,1,2491.9
1,1,1,1,0,1,1,1,0,1,1,1,1,0,2513.0
1,1,0,1,1,0,1,0,1,0,0,0,0,1,2504.2
0,0,1,1,1,0,1,0,1,0,1,1,0,1,2501.4
0,1,1,1,0,0,0,0,1,1,0,0,1,0,2485.1
1,1,0,0,1,1,0,1,1,0,0,1,1,0,2509.7
1,1,1,0,0,0,1,1,0,1,1,1,1,0,2506.5
0,1,1,1,1,0,1,0,0,0,1,1,1,0,2502.5
0,0,0,1,0,1,1,1,0,1,1,0,1,1,2493.3
0,0,0,1,0,0,0,1,0,0,0,0,1,0,2505.5
0,0,0,1,0,1,1,0,1,0,0,1,1,0,2514.6
1,0,0,1,1,0,1,0,1,0,1,0,0,1,2491.5
0,1,0,0,0,0,0,0,0,1,0,0,0,1,2502.8
1,0,0,1,0,1,1,0,0,1,1,0,1,1,2483.0
0,1,1,1,1,0,0,1,0,0,1,1,0,0,2503.6
0,1,1,0,0,1,0,1,1,0,0,0,0,1,2474.6
0,0,0,0,0,1,1,1,0,0,1,0,0,0,2483.4
0,1,0,0,1,1,0,1,0,1,1,1,1,1,2489.1
0,0,1,1,1,0,1,1,1,0,0,1,0,0,2503.1
0,1,1,0,1,0,1,1,1,0,1,0,0,0,2493.2
0,1,0,1,0,0,0,0,1,0,1,1,1,0,2512.7
1,1,1,1,1,1,0,0,1,1,1,1,0,0,2491.9
0,0,1,0,1,0,1,1,1,1,1,0,1,1,2478.2
0,0,1,0,0,1,0,1,1,1,1,1,0,1,2490.8
1,0,0,0,0,0,1,0,0,0,0,0,1,1,2495.2
1,0,1,0,1,0,0,0,0,1,0,0,1,1,2484.1
