SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwrite
0,0,1,1,1,0,0,0,0,0,1,1,0,0,24.62
0,0,0,1,0,1,1,0,1,0,1,0,0,0,21.451
1,1,0,1,1,0,0,0,0,1,0,1,0,1,25.253
0,0,0,0,0,1,1,1,1,0,0,0,0,0,21.544
0,1,1,0,0,1,0,1,0,0,0,0,1,1,21.294
0,0,0,0,0,1,0,1,1,1,0,1,1,0,24.819
1,1,0,0,1,1,0,0,0,1,0,0,1,1,21.316
1,1,0,0,0,1,0,0,1,0,0,1,1,1,24.391
0,1,1,0,1,0,0,0,0,1,0,1,0,1,24.975
1,0,0,0,0,1,1,0,1,0,0,1,0,0,24.836
0,0,1,0,1,1,0,0,1,0,1,1,0,1,24.846
0,1,1,1,0,1,0,0,1,0,1,1,0,0,24.484
0,1,1,1,0,1,1,0,0,1,0,0,1,0,21.483
1,1,1,0,1,1,1,1,0,0,0,0,1,1,21.624
0,1,0,0,0,1,0,0,0,0,0,0,1,1,21.293
0,0,1,0,0,0,1,1,1,1,1,0,0,1,21.72
1,1,0,1,1,1,1,0,0,1,1,0,0,0,21.787
0,1,0,1,0,1,1,1,0,0,0,1,0,0,24.818
1,0,1,1,0,0,1,1,1,0,1,1,0,0,25.035
1,0,0,1,0,0,0,0,0,0,1,0,0,1,21.204
1,1,0,1,0,0,1,1,1,0,0,1,0,0,24.825
1,0,1,1,0,0,0,1,1,0,0,1,0,0,24.954
0,1,0,1,1,1,0,1,0,1,1,0,0,1,21.982
1,1,0,1,1,1,0,1,1,0,0,0,1,0,23.066
1,1,1,1,1,1,0,0,1,0,0,1,1,0,24.963
1,0,1,0,1,0,1,0,1,0,0,1,0,0,24.825
0,0,0,1,1,0,0,1,0,0,0,1,1,1,24.432
0,0,1,0,0,0,0,1,0,0,0,1,0,0,24.686
1,0,1,1,0,1,0,0,0,1,0,0,0,0,21.529
0,0,0,0,1,1,1,1,0,0,0,0,0,0,22.143
1,0,0,1,0,0,0,0,0,1,1,1,0,0,25.054
1,1,1,0,1,0,1,1,0,1,1,0,1,0,21.574
0,1,0,0,0,1,0,1,0,1,1,1,0,0,24.659
1,0,1,1,0,1,1,1,0,1,1,1,0,1,25.113
1,0,0,0,0,0,0,1,0,1,0,1,0,1,25.917
0,0,1,1,1,0,1,1,0,1,0,0,1,1,21.277
0,0,1,1,1,1,0,1,0,1,1,1,0,0,24.766
1,1,0,0,1,0,0,1,1,0,0,0,1,0,21.628
1,0,0,0,1,1,1,0,1,1,1,0,1,1,21.497
0,0,1,1,1,0,1,1,0,0,0,0,1,1,21.44
0,0,1,1,1,0,1,1,1,0,0,1,1,0,25.05
1,0,0,0,1,0,0,1,1,0,1,1,0,0,24.527
0,1,0,1,1,0,1,1,1,1,1,0,1,1,21.739
0,0,1,1,0,1,0,1,0,1,1,1,1,0,24.566
0,0,1,1,0,0,1,0,0,0,0,0,0,0,21.441
0,0,0,0,0,0,1,1,0,1,1,0,0,1,22.131
0,0,1,0,0,1,0,1,1,0,0,1,1,0,24.369
1,0,1,1,0,1,0,1,0,1,0,0,1,0,21.348
1,1,1,1,1,1,0,1,1,0,0,0,0,1,21.626
1,1,1,1,0,0,1,0,1,1,0,1,1,0,25.202
1,0,0,0,1,1,0,0,1,1,0,1,1,0,24.809
1,1,0,1,1,1,1,0,1,1,1,1,1,0,25.338
0,0,0,0,1,0,0,0,0,1,0,1,0,0,24.488
1,1,1,0,0,1,0,0,0,0,1,1,1,0,24.56
1,1,0,0,0,0,1,1,1,1,1,1,1,0,26.085
1,1,0,0,0,1,0,1,0,0,0,1,1,1,24.874
1,1,1,1,1,0,1,0,1,1,0,1,0,1,24.872
0,1,0,1,0,1,1,1,0,0,0,0,1,1,20.99
1,0,0,0,0,1,1,0,1,0,1,1,1,1,25.145
1,0,0,1,0,0,1,1,0,1,0,1,1,1,25.094
0,1,0,1,0,0,0,0,1,1,1,0,1,1,21.453
0,1,0,0,0,1,0,1,0,1,0,0,1,0,21.431
1,1,0,1,1,0,1,1,0,1,0,1,1,0,24.729
0,1,0,1,0,1,0,0,1,0,1,0,1,1,21.309
0,1,1,0,1,0,1,0,1,0,0,1,1,1,25.203
1,0,0,1,0,0,0,1,0,1,1,0,0,1,21.906
1,1,0,1,0,0,1,1,1,0,1,0,0,0,21.28
0,1,1,0,0,1,0,0,1,1,0,0,0,0,21.738
1,1,0,1,0,1,0,1,1,0,1,1,1,0,24.645
1,0,0,0,0,1,1,0,1,1,1,0,1,0,21.953
1,1,0,1,0,0,1,1,1,0,1,1,0,1,25.658
1,1,1,1,0,1,0,0,0,0,1,0,0,0,21.865
1,1,0,1,0,0,0,1,1,1,1,0,0,1,21.502
1,0,1,1,1,0,0,1,1,0,0,0,0,0,21.79
0,1,0,0,1,0,1,1,0,1,1,1,1,0,25.12
0,0,0,1,0,0,0,1,1,0,1,1,0,1,24.426
0,0,0,1,0,0,0,1,1,1,0,1,0,1,24.966
1,0,1,1,0,0,1,0,1,1,1,0,1,0,21.575
1,1,1,1,1,1,1,0,1,0,0,0,1,0,21.639
0,1,0,1,1,1,1,0,1,0,1,1,1,0,24.79
0,1,1,1,1,1,0,1,0,1,0,1,1,1,25.201
0,1,1,1,0,0,1,1,1,1,0,0,1,0,22.015
0,1,0,1,0,0,0,0,1,0,1,0,1,1,21.174
1,0,1,0,0,1,0,0,1,1,0,0,1,0,21.273
1,0,0,0,0,0,0,0,1,0,1,1,0,0,24.77
1,1,1,0,1,1,0,0,1,0,0,1,0,0,24.663
0,1,1,0,0,1,1,0,0,1,0,0,0,1,21.705
0,1,1,1,1,1,1,0,0,1,0,0,0,0,21.743
0,0,1,0,1,1,0,0,1,1,1,1,0,0,25.04
0,0,1,0,1,1,0,0,1,0,1,1,0,0,24.717
1,0,1,0,1,1,0,1,1,0,0,0,1,0,21.52
1,0,0,1,0,1,1,1,1,1,1,1,1,1,24.859
1,0,1,1,1,1,1,1,1,1,1,1,1,0,24.892
0,1,0,1,0,0,1,0,0,0,0,1,0,0,24.71
1,0,1,1,1,1,0,0,0,0,1,0,0,0,21.656
1,1,0,0,1,1,0,0,0,0,1,1,0,0,25.385
0,1,0,1,1,0,0,0,0,0,0,0,1,1,20.983
1,0,1,1,1,1,1,0,0,1,0,0,1,0,21.085
0,0,1,1,0,1,0,0,0,0,1,0,0,0,21.789
1,1,0,0,1,0,1,0,1,1,1,0,1,1,21.313
1,1,1,0,1,1,1,0,1,1,0,1,0,1,24.783
0,0,0,0,1,0,0,1,1,0,0,0,0,1,22.037
1,1,1,1,1,0,0,0,0,1,0,1,0,0,24.881
0,0,0,0,1,0,0,0,0,1,0,1,1,0,24.35
0,0,0,0,1,0,1,1,0,1,1,1,1,0,24.642
0,0,1,1,0,0,1,0,1,1,1,1,1,0,24.64
1,1,0,1,0,0,0,0,1,1,1,1,1,0,26.018
1,1,1,1,0,0,0,1,1,1,0,0,1,0,21.422
1,0,0,0,0,0,0,0,0,0,0,0,1,0,21.809
0,0,0,1,0,1,0,1,1,1,0,1,0,1,24.809
0,0,1,0,1,0,0,1,0,1,1,1,0,1,24.535
1,0,0,0,1,0,1,1,0,0,1,1,0,1,25.007
0,1,1,1,1,0,0,0,1,1,1,1,1,0,24.713
1,0,0,1,0,0,0,0,1,0,1,0,0,0,21.701
0,0,0,1,1,0,0,1,1,1,1,0,0,1,21.611
0,0,0,0,0,0,0,0,0,1,0,1,0,1,24.548
1,0,0,0,0,0,1,0,0,1,0,1,0,0,25.273
1,0,1,0,1,1,0,1,1,1,0,1,1,1,24.522
0,1,1,0,0,1,1,1,0,1,1,0,1,1,21.541
1,0,1,0,0,0,0,0,1,0,1,1,1,0,24.702
0,0,1,0,0,1,1,0,0,1,1,0,1,0,21.372
1,1,1,0,0,0,0,1,1,0,1,0,1,1,21.24
0,1,0,0,1,1,1,1,1,0,0,1,1,0,24.483
1,0,1,0,1,1,1,0,1,1,0,0,0,1,21.536
0,0,1,0,1,0,0,1,0,1,0,0,1,1,21.438
0,0,1,0,0,1,1,1,0,1,0,1,0,1,24.531
0,0,0,0,1,0,0,1,1,1,1,0,1,0,21.305
0,0,0,1,0,1,0,1,1,1,1,1,0,1,25.007
0,0,1,0,1,0,0,0,1,0,1,1,1,0,24.15
0,1,0,0,1,0,0,0,1,1,0,1,0,0,24.858
1,1,1,0,1,1,0,1,1,0,1,0,1,1,21.586
1,1,1,0,0,0,1,1,1,0,0,0,0,1,21.801
0,1,0,1,0,1,1,0,0,1,0,0,0,1,21.883
0,0,1,1,0,1,0,0,1,0,1,0,0,1,21.676
0,1,1,0,1,1,1,1,0,0,1,1,0,1,24.585
0,0,0,0,1,0,1,1,0,0,0,1,1,1,24.753
0,0,0,0,1,1,0,0,1,0,0,1,0,1,24.476
0,0,1,0,0,1,1,1,1,1,0,1,0,0,25.887
1,1,0,1,1,0,0,0,1,0,1,1,0,1,24.935
0,0,0,1,0,0,1,0,0,0,1,0,1,1,21.349
0,0,0,0,0,0,0,1,1,1,0,0,1,1,21.489
0,0,1,1,0,0,0,1,1,1,1,1,1,1,24.996
0,0,0,1,0,1,1,0,0,0,1,1,1,0,24.381
0,0,1,0,1,1,1,1,1,0,1,1,0,0,24.728
0,1,0,0,1,1,1,0,0,1,1,0,0,1,21.769
1,0,0,1,1,0,0,1,0,0,0,0,0,1,21.524
1,1,0,1,1,1,1,1,1,1,0,1,1,0,24.865
1,1,0,1,1,0,0,0,0,0,1,1,0,1,25.11
1,1,1,0,0,1,0,1,1,0,1,0,0,1,21.544
0,0,1,1,0,0,0,0,0,0,1,0,1,1,21.589
1,1,1,1,1,0,1,1,1,0,1,0,1,0,21.292
1,1,1,0,0,0,0,0,0,0,1,0,1,1,21.756
0,0,1,0,0,1,0,0,0,1,0,1,1,1,25.001
0,1,0,0,0,0,1,1,0,1,0,0,1,0,21.832
0,1,0,0,0,0,0,0,0,1,0,0,0,1,21.718
1,1,0,0,0,0,1,1,0,1,1,1,0,1,24.727
0,1,0,0,0,0,0,0,0,0,0,0,1,0,21.228
1,0,0,1,0,0,1,0,1,1,0,1,1,1,24.464
0,0,1,1,1,0,0,1,1,0,0,1,1,1,24.7
1,0,1,0,0,1,1,0,1,0,0,1,0,0,24.829
0,0,1,0,1,0,1,1,0,0,0,1,0,1,24.92
1,1,0,1,1,1,1,1,1,1,0,0,0,0,21.947
1,1,1,1,1,0,0,0,0,1,1,0,0,0,21.747
1,0,1,1,1,1,1,1,0,0,0,1,1,0,24.968
0,0,0,0,1,0,0,1,0,1,1,0,1,1,21.698
0,1,0,0,0,1,1,0,0,1,1,0,1,1,21.474
1,0,0,1,0,1,0,1,1,0,1,0,1,1,21.443
1,1,1,1,0,1,1,1,0,1,1,1,1,0,25.22
1,1,0,1,1,0,1,0,1,0,0,0,0,1,21.815
0,0,1,1,1,0,1,0,1,0,1,1,0,1,24.623
0,1,1,1,0,0,0,0,1,1,0,0,1,0,21.571
1,1,0,0,1,1,0,1,1,0,0,1,1,0,24.724
1,1,1,0,0,0,1,1,0,1,1,1,1,0,24.78
0,1,1,1,1,0,1,0,0,0,1,1,1,0,24.586
0,0,0,1,0,1,1,1,0,1,1,0,1,1,21.635
0,0,0,1,0,0,0,1,0,0,0,0,1,0,21.204
0,0,0,1,0,1,1,0,1,0,0,1,1,0,24.937
1,0,0,1,1,0,1,0,1,0,1,0,0,1,21.396
0,1,0,0,0,0,0,0,0,1,0,0,0,1,21.782
1,0,0,1,0,1,1,0,0,1,1,0,1,1,21.912
0,1,1,1,1,0,0,1,0,0,1,1,0,0,24.506
0,1,1,0,0,1,0,1,1,0,0,0,0,1,21.863
0,0,0,0,0,1,1,1,0,0,1,0,0,0,21.502
0,1,0,0,1,1,0,1,0,1,1,1,1,1,24.507
0,0,1,1,1,0,1,1,1,0,0,1,0,0,24.472
0,1,1,0,1,0,1,1,1,0,1,0,0,0,21.267
0,1,0,1,0,0,0,0,1,0,1,1,1,0,24.666
1,1,1,1,1,1,0,0,1,1,1,1,0,0,24.636
0,0,1,0,1,0,1,1,1,1,1,0,1,1,21.277
0,0,1,0,0,1,0,1,1,1,1,1,0,1,24.976
1,0,0,0,0,0,1,0,0,0,0,0,1,1,21.443
1,0,1,0,1,0,0,0,0,1,0,0,1,1,21.844
