SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandsync
0,0,1,1,0,0,0,0,0,1,0,0,0,0,2542.5
1,1,0,0,0,1,0,0,0,0,1,0,0,1,2549.6
0,1,0,1,0,1,0,1,0,0,0,0,0,0,2557.2
0,1,1,1,1,1,0,0,1,0,0,1,0,0,2562.5
1,0,1,1,1,0,1,0,1,0,1,0,0,1,2539.2
0,0,1,1,0,1,1,1,1,0,0,1,0,1,2562.7
1,1,1,1,0,0,0,0,0,1,1,1,0,0,2575.9
1,1,1,1,1,1,1,0,0,0,0,0,0,0,2550.4
0,0,1,0,0,0,0,0,0,0,1,0,1,0,2538.7
0,1,1,0,1,1,1,0,0,0,1,0,1,1,2540.3
0,0,1,1,1,0,0,0,0,0,0,1,1,0,2555.8
1,0,1,1,0,1,1,1,1,0,0,0,1,1,2539.5
1,1,0,0,1,0,0,1,1,1,0,0,0,0,2537.6
0,1,0,1,0,0,0,1,1,0,0,1,0,1,2571.7
1,0,0,0,1,0,1,0,1,0,0,1,0,1,2556.6
1,1,0,0,0,1,0,0,1,0,1,0,0,1,2551.8
1,0,0,1,0,0,0,1,0,1,1,0,1,0,2558.7
0,0,1,1,1,0,0,0,0,0,1,1,0,0,2540.3
0,0,0,1,0,1,1,0,1,0,1,0,0,0,2550.5
1,1,0,1,1,0,0,0,0,1,0,1,0,1,2549.5
0,0,0,0,0,1,1,1,1,0,0,0,0,0,2535.5
0,1,1,0,0,1,0,1,0,0,0,0,1,1,2545.0
0,0,0,0,0,1,0,1,1,1,0,1,1,0,2550.0
1,1,0,0,1,1,0,0,0,1,0,0,1,1,2542.3
1,1,0,0,0,1,0,0,1,0,0,1,1,1,2550.1
0,1,1,0,1,0,0,0,0,1,0,1,0,1,2554.2
1,0,0,0,0,1,1,0,1,0,0,1,0,0,2552.6
0,0,1,0,1,1,0,0,1,0,1,1,0,1,2542.2
0,1,1,1,0,1,0,0,1,0,1,1,0,0,2557.1
0,1,1,1,0,1,1,0,0,1,0,0,1,0,2537.2
1,1,1,0,1,1,1,1,0,0,0,0,1,1,2540.9
0,1,0,0,0,1,0,0,0,0,0,0,1,1,2561.7
0,0,1,0,0,0,1,1,1,1,1,0,0,1,2533.3
1,1,0,1,1,1,1,0,0,1,1,0,0,0,2544.5
0,1,0,1,0,1,1,1,0,0,0,1,0,0,2562.5
1,0,1,1,0,0,1,1,1,0,1,1,0,0,2557.0
1,0,0,1,0,0,0,0,0,0,1,0,0,1,2537.5
1,1,0,1,0,0,1,1,1,0,0,1,0,0,2550.4
1,0,1,1,0,0,0,1,1,0,0,1,0,0,2555.8
0,1,0,1,1,1,0,1,0,1,1,0,0,1,2541.8
1,1,0,1,1,1,0,1,1,0,0,0,1,0,2540.9
1,1,1,1,1,1,0,0,1,0,0,1,1,0,2543.8
1,0,1,0,1,0,1,0,1,0,0,1,0,0,2560.6
0,0,0,1,1,0,0,1,0,0,0,1,1,1,2543.2
0,0,1,0,0,0,0,1,0,0,0,1,0,0,2563.4
1,0,1,1,0,1,0,0,0,1,0,0,0,0,2554.8
0,0,0,0,1,1,1,1,0,0,0,0,0,0,2541.8
1,0,0,1,0,0,0,0,0,1,1,1,0,0,2563.6
1,1,1,0,1,0,1,1,0,1,1,0,1,0,2539.5
0,1,0,0,0,1,0,1,0,1,1,1,0,0,2568.9
1,0,1,1,0,1,1,1,0,1,1,1,0,1,2557.3
1,0,0,0,0,0,0,1,0,1,0,1,0,1,2563.7
0,0,1,1,1,0,1,1,0,1,0,0,1,1,2540.5
0,0,1,1,1,1,0,1,0,1,1,1,0,0,2555.6
1,1,0,0,1,0,0,1,1,0,0,0,1,0,2538.1
1,0,0,0,1,1,1,0,1,1,1,0,1,1,2541.5
0,0,1,1,1,0,1,1,0,0,0,0,1,1,2537.1
0,0,1,1,1,0,1,1,1,0,0,1,1,0,2558.8
1,0,0,0,1,0,0,1,1,0,1,1,0,0,2554.4
0,1,0,1,1,0,1,1,1,1,1,0,1,1,2514.4
0,0,1,1,0,1,0,1,0,1,1,1,1,0,2536.4
0,0,1,1,0,0,1,0,0,0,0,0,0,0,2556.4
0,0,0,0,0,0,1,1,0,1,1,0,0,1,2555.7
0,0,1,0,0,1,0,1,1,0,0,1,1,0,2562.9
1,0,1,1,0,1,0,1,0,1,0,0,1,0,2534.9
1,1,1,1,1,1,0,1,1,0,0,0,0,1,2551.0
1,1,1,1,0,0,1,0,1,1,0,1,1,0,2546.6
1,0,0,0,1,1,0,0,1,1,0,1,1,0,2537.9
1,1,0,1,1,1,1,0,1,1,1,1,1,0,2543.0
0,0,0,0,1,0,0,0,0,1,0,1,0,0,2558.7
1,1,1,0,0,1,0,0,0,0,1,1,1,0,2547.3
1,1,0,0,0,0,1,1,1,1,1,1,1,0,2537.1
1,1,0,0,0,1,0,1,0,0,0,1,1,1,2549.5
1,1,1,1,1,0,1,0,1,1,0,1,0,1,2551.9
0,1,0,1,0,1,1,1,0,0,0,0,1,1,2524.4
1,0,0,0,0,1,1,0,1,0,1,1,1,1,2547.4
1,0,0,1,0,0,1,1,0,1,0,1,1,1,2543.9
0,1,0,1,0,0,0,0,1,1,1,0,1,1,2554.5
0,1,0,0,0,1,0,1,0,1,0,0,1,0,2547.0
1,1,0,1,1,0,1,1,0,1,0,1,1,0,2545.9
0,1,0,1,0,1,0,0,1,0,1,0,1,1,2531.7
0,1,1,0,1,0,1,0,1,0,0,1,1,1,2546.4
1,0,0,1,0,0,0,1,0,1,1,0,0,1,2542.4
1,1,0,1,0,0,1,1,1,0,1,0,0,0,2540.5
0,1,1,0,0,1,0,0,1,1,0,0,0,0,2547.5
1,1,0,1,0,1,0,1,1,0,1,1,1,0,2558.9
1,0,0,0,0,1,1,0,1,1,1,0,1,0,2560.8
1,1,0,1,0,0,1,1,1,0,1,1,0,1,2550.0
1,1,1,1,0,1,0,0,0,0,1,0,0,0,2534.9
1,1,0,1,0,0,0,1,1,1,1,0,0,1,2527.3
1,0,1,1,1,0,0,1,1,0,0,0,0,0,2536.8
0,1,0,0,1,0,1,1,0,1,1,1,1,0,2566.3
0,0,0,1,0,0,0,1,1,0,1,1,0,1,2550.2
0,0,0,1,0,0,0,1,1,1,0,1,0,1,2556.1
1,0,1,1,0,0,1,0,1,1,1,0,1,0,2512.8
1,1,1,1,1,1,1,0,1,0,0,0,1,0,2529.6
0,1,0,1,1,1,1,0,1,0,1,1,1,0,2568.2
0,1,1,1,1,1,0,1,0,1,0,1,1,1,2549.8
0,1,1,1,0,0,1,1,1,1,0,0,1,0,2540.0
0,1,0,1,0,0,0,0,1,0,1,0,1,1,2529.8
1,0,1,0,0,1,0,0,1,1,0,0,1,0,2539.7
1,0,0,0,0,0,0,0,1,0,1,1,0,0,2536.6
1,1,1,0,1,1,0,0,1,0,0,1,0,0,2552.3
0,1,1,0,0,1,1,0,0,1,0,0,0,1,2543.8
0,1,1,1,1,1,1,0,0,1,0,0,0,0,2538.6
0,0,1,0,1,1,0,0,1,1,1,1,0,0,2549.7
0,0,1,0,1,1,0,0,1,0,1,1,0,0,2538.0
1,0,1,0,1,1,0,1,1,0,0,0,1,0,2536.6
1,0,0,1,0,1,1,1,1,1,1,1,1,1,2542.3
1,0,1,1,1,1,1,1,1,1,1,1,1,0,2549.8
0,1,0,1,0,0,1,0,0,0,0,1,0,0,2552.3
1,0,1,1,1,1,0,0,0,0,1,0,0,0,2523.5
1,1,0,0,1,1,0,0,0,0,1,1,0,0,2566.0
0,1,0,1,1,0,0,0,0,0,0,0,1,1,2544.1
1,0,1,1,1,1,1,0,0,1,0,0,1,0,2538.8
0,0,1,1,0,1,0,0,0,0,1,0,0,0,2531.1
1,1,0,0,1,0,1,0,1,1,1,0,1,1,2542.3
1,1,1,0,1,1,1,0,1,1,0,1,0,1,2536.7
0,0,0,0,1,0,0,1,1,0,0,0,0,1,2558.4
1,1,1,1,1,0,0,0,0,1,0,1,0,0,2558.4
0,0,0,0,1,0,0,0,0,1,0,1,1,0,2535.9
0,0,0,0,1,0,1,1,0,1,1,1,1,0,2539.4
0,0,1,1,0,0,1,0,1,1,1,1,1,0,2552.5
1,1,0,1,0,0,0,0,1,1,1,1,1,0,2541.9
1,1,1,1,0,0,0,1,1,1,0,0,1,0,2533.1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,2539.6
0,0,0,1,0,1,0,1,1,1,0,1,0,1,2547.6
0,0,1,0,1,0,0,1,0,1,1,1,0,1,2543.1
1,0,0,0,1,0,1,1,0,0,1,1,0,1,2554.2
0,1,1,1,1,0,0,0,1,1,1,1,1,0,2538.8
1,0,0,1,0,0,0,0,1,0,1,0,0,0,2511.7
0,0,0,1,1,0,0,1,1,1,1,0,0,1,2525.7
0,0,0,0,0,0,0,0,0,1,0,1,0,1,2522.1
1,0,0,0,0,0,1,0,0,1,0,1,0,0,2561.7
1,0,1,0,1,1,0,1,1,1,0,1,1,1,2547.4
0,1,1,0,0,1,1,1,0,1,1,0,1,1,2528.5
1,0,1,0,0,0,0,0,1,0,1,1,1,0,2553.2
0,0,1,0,0,1,1,0,0,1,1,0,1,0,2528.9
1,1,1,0,0,0,0,1,1,0,1,0,1,1,2541.8
0,1,0,0,1,1,1,1,1,0,0,1,1,0,2561.9
1,0,1,0,1,1,1,0,1,1,0,0,0,1,2523.8
0,0,1,0,1,0,0,1,0,1,0,0,1,1,2531.7
0,0,1,0,0,1,1,1,0,1,0,1,0,1,2545.1
0,0,0,0,1,0,0,1,1,1,1,0,1,0,2533.6
0,0,0,1,0,1,0,1,1,1,1,1,0,1,2545.8
0,0,1,0,1,0,0,0,1,0,1,1,1,0,2549.6
0,1,0,0,1,0,0,0,1,1,0,1,0,0,2532.8
1,1,1,0,1,1,0,1,1,0,1,0,1,1,2545.6
1,1,1,0,0,0,1,1,1,0,0,0,0,1,2548.6
0,1,0,1,0,1,1,0,0,1,0,0,0,1,2546.4
0,0,1,1,0,1,0,0,1,0,1,0,0,1,2544.0
0,1,1,0,1,1,1,1,0,0,1,1,0,1,2525.8
0,0,0,0,1,0,1,1,0,0,0,1,1,1,2549.8
0,0,0,0,1,1,0,0,1,0,0,1,0,1,2543.6
0,0,1,0,0,1,1,1,1,1,0,1,0,0,2553.0
1,1,0,1,1,0,0,0,1,0,1,1,0,1,2555.7
0,0,0,1,0,0,1,0,0,0,1,0,1,1,2527.6
0,0,0,0,0,0,0,1,1,1,0,0,1,1,2530.9
0,0,1,1,0,0,0,1,1,1,1,1,1,1,2553.3
0,0,0,1,0,1,1,0,0,0,1,1,1,0,2569.4
0,0,1,0,1,1,1,1,1,0,1,1,0,0,2535.9
0,1,0,0,1,1,1,0,0,1,1,0,0,1,2540.1
1,0,0,1,1,0,0,1,0,0,0,0,0,1,2528.6
1,1,0,1,1,1,1,1,1,1,0,1,1,0,2548.0
1,1,0,1,1,0,0,0,0,0,1,1,0,1,2550.5
1,1,1,0,0,1,0,1,1,0,1,0,0,1,2547.8
0,0,1,1,0,0,0,0,0,0,1,0,1,1,2543.5
1,1,1,1,1,0,1,1,1,0,1,0,1,0,2540.6
1,1,1,0,0,0,0,0,0,0,1,0,1,1,2528.8
0,0,1,0,0,1,0,0,0,1,0,1,1,1,2520.5
0,1,0,0,0,0,1,1,0,1,0,0,1,0,2535.5
0,1,0,0,0,0,0,0,0,1,0,0,0,1,2535.9
1,1,0,0,0,0,1,1,0,1,1,1,0,1,2546.3
0,1,0,0,0,0,0,0,0,0,0,0,1,0,2519.2
1,0,0,1,0,0,1,0,1,1,0,1,1,1,2536.4
0,0,1,1,1,0,0,1,1,0,0,1,1,1,2538.5
1,0,1,0,0,1,1,0,1,0,0,1,0,0,2536.3
0,0,1,0,1,0,1,1,0,0,0,1,0,1,2549.6
1,1,0,1,1,1,1,1,1,1,0,0,0,0,2540.6
1,1,1,1,1,0,0,0,0,1,1,0,0,0,2540.1
1,0,1,1,1,1,1,1,0,0,0,1,1,0,2525.8
0,0,0,0,1,0,0,1,0,1,1,0,1,1,2511.4
0,1,0,0,0,1,1,0,0,1,1,0,1,1,2526.1
1,0,0,1,0,1,0,1,1,0,1,0,1,1,2531.5
1,1,1,1,0,1,1,1,0,1,1,1,1,0,2551.6
1,1,0,1,1,0,1,0,1,0,0,0,0,1,2550.4
0,0,1,1,1,0,1,0,1,0,1,1,0,1,2544.0
0,1,1,1,0,0,0,0,1,1,0,0,1,0,2534.3
1,1,0,0,1,1,0,1,1,0,0,1,1,0,2549.7
1,1,1,0,0,0,1,1,0,1,1,1,1,0,2524.8
0,1,1,1,1,0,1,0,0,0,1,1,1,0,2556.5
0,0,0,1,0,1,1,1,0,1,1,0,1,1,2519.9
0,0,0,1,0,0,0,1,0,0,0,0,1,0,2530.9
0,0,0,1,0,1,1,0,1,0,0,1,1,0,2542.3
1,0,0,1,1,0,1,0,1,0,1,0,0,1,2545.6
0,1,0,0,0,0,0,0,0,1,0,0,0,1,2544.8
1,0,0,1,0,1,1,0,0,1,1,0,1,1,2524.9
0,1,1,1,1,0,0,1,0,0,1,1,0,0,2558.6
0,1,1,0,0,1,0,1,1,0,0,0,0,1,2537.6
0,0,0,0,0,1,1,1,0,0,1,0,0,0,2531.2
0,1,0,0,1,1,0,1,0,1,1,1,1,1,2554.6
0,0,1,1,1,0,1,1,1,0,0,1,0,0,2555.9
0,1,1,0,1,0,1,1,1,0,1,0,0,0,2521.9
0,1,0,1,0,0,0,0,1,0,1,1,1,0,2538.7
1,1,1,1,1,1,0,0,1,1,1,1,0,0,2553.5
0,0,1,0,1,0,1,1,1,1,1,0,1,1,2531.4
0,0,1,0,0,1,0,1,1,1,1,1,0,1,2533.0
1,0,0,0,0,0,1,0,0,0,0,0,1,1,2528.0
1,0,1,0,1,0,0,0,0,1,0,0,1,1,2538.9
