SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrand100K
0,1,0,1,0,0,0,1,1,0,0,1,0,1,450.04
1,0,0,0,1,0,1,0,1,0,0,1,0,1,446.0
1,1,0,0,0,1,0,0,1,0,1,0,0,1,442.98
1,0,0,1,0,0,0,1,0,1,1,0,1,0,442.52
0,0,1,1,1,0,0,0,0,0,1,1,0,0,443.25
0,0,0,1,0,1,1,0,1,0,1,0,0,0,441.17
1,1,0,1,1,0,0,0,0,1,0,1,0,1,447.51
0,0,0,0,0,1,1,1,1,0,0,0,0,0,447.24
0,1,1,0,0,1,0,1,0,0,0,0,1,1,441.93
0,0,0,0,0,1,0,1,1,1,0,1,1,0,446.64
1,1,0,0,1,1,0,0,0,1,0,0,1,1,448.76
1,1,0,0,0,1,0,0,1,0,0,1,1,1,453.82
0,1,1,0,1,0,0,0,0,1,0,1,0,1,447.59
1,0,0,0,0,1,1,0,1,0,0,1,0,0,454.87
0,0,1,0,1,1,0,0,1,0,1,1,0,1,450.75
0,1,1,1,0,1,0,0,1,0,1,1,0,0,450.7
0,1,1,1,0,1,1,0,0,1,0,0,1,0,443.81
1,1,1,0,1,1,1,1,0,0,0,0,1,1,444.05
0,1,0,0,0,1,0,0,0,0,0,0,1,1,451.98
0,0,1,0,0,0,1,1,1,1,1,0,0,1,449.62
1,1,0,1,1,1,1,0,0,1,1,0,0,0,443.06
0,1,0,1,0,1,1,1,0,0,0,1,0,0,448.7
1,0,1,1,0,0,1,1,1,0,1,1,0,0,446.38
1,0,0,1,0,0,0,0,0,0,1,0,0,1,444.47
1,1,0,1,0,0,1,1,1,0,0,1,0,0,453.78
1,0,1,1,0,0,0,1,1,0,0,1,0,0,447.74
0,1,0,1,1,1,0,1,0,1,1,0,0,1,445.13
1,1,0,1,1,1,0,1,1,0,0,0,1,0,446.21
1,1,1,1,1,1,0,0,1,0,0,1,1,0,449.94
1,0,1,0,1,0,1,0,1,0,0,1,0,0,454.84
0,0,0,1,1,0,0,1,0,0,0,1,1,1,448.77
0,0,1,0,0,0,0,1,0,0,0,1,0,0,447.65
1,0,1,1,0,1,0,0,0,1,0,0,0,0,449.14
0,0,0,0,1,1,1,1,0,0,0,0,0,0,447.4
1,0,0,1,0,0,0,0,0,1,1,1,0,0,447.77
1,1,1,0,1,0,1,1,0,1,1,0,1,0,444.74
0,1,0,0,0,1,0,1,0,1,1,1,0,0,456.57
1,0,1,1,0,1,1,1,0,1,1,1,0,1,446.11
1,0,0,0,0,0,0,1,0,1,0,1,0,1,445.73
0,0,1,1,1,0,1,1,0,1,0,0,1,1,454.06
0,0,1,1,1,1,0,1,0,1,1,1,0,0,446.82
1,1,0,0,1,0,0,1,1,0,0,0,1,0,446.0
1,0,0,0,1,1,1,0,1,1,1,0,1,1,451.05
0,0,1,1,1,0,1,1,0,0,0,0,1,1,443.54
0,0,1,1,1,0,1,1,1,0,0,1,1,0,447.59
1,0,0,0,1,0,0,1,1,0,1,1,0,0,446.03
0,1,0,1,1,0,1,1,1,1,1,0,1,1,440.35
0,0,1,1,0,1,0,1,0,1,1,1,1,0,459.8
0,0,1,1,0,0,1,0,0,0,0,0,0,0,441.83
0,0,0,0,0,0,1,1,0,1,1,0,0,1,444.06
0,0,1,0,0,1,0,1,1,0,0,1,1,0,445.12
1,0,1,1,0,1,0,1,0,1,0,0,1,0,442.24
1,1,1,1,1,1,0,1,1,0,0,0,0,1,450.55
1,1,1,1,0,0,1,0,1,1,0,1,1,0,443.9
1,0,0,0,1,1,0,0,1,1,0,1,1,0,445.72
1,1,0,1,1,1,1,0,1,1,1,1,1,0,450.81
0,0,0,0,1,0,0,0,0,1,0,1,0,0,443.0
1,1,1,0,0,1,0,0,0,0,1,1,1,0,448.56
1,1,0,0,0,0,1,1,1,1,1,1,1,0,462.36
1,1,0,0,0,1,0,1,0,0,0,1,1,1,449.95
1,1,1,1,1,0,1,0,1,1,0,1,0,1,452.6
0,1,0,1,0,1,1,1,0,0,0,0,1,1,438.75
1,0,0,0,0,1,1,0,1,0,1,1,1,1,451.37
1,0,0,1,0,0,1,1,0,1,0,1,1,1,533.91
0,1,0,1,0,0,0,0,1,1,1,0,1,1,446.56
0,1,0,0,0,1,0,1,0,1,0,0,1,0,445.21
1,1,0,1,1,0,1,1,0,1,0,1,1,0,445.56
0,1,0,1,0,1,0,0,1,0,1,0,1,1,444.82
0,1,1,0,1,0,1,0,1,0,0,1,1,1,461.18
1,0,0,1,0,0,0,1,0,1,1,0,0,1,448.0
1,1,0,1,0,0,1,1,1,0,1,0,0,0,451.8
0,1,1,0,0,1,0,0,1,1,0,0,0,0,449.34
1,1,0,1,0,1,0,1,1,0,1,1,1,0,446.15
1,0,0,0,0,1,1,0,1,1,1,0,1,0,449.5
1,1,0,1,0,0,1,1,1,0,1,1,0,1,454.58
1,1,1,1,0,1,0,0,0,0,1,0,0,0,448.08
1,1,0,1,0,0,0,1,1,1,1,0,0,1,445.59
1,0,1,1,1,0,0,1,1,0,0,0,0,0,445.71
0,1,0,0,1,0,1,1,0,1,1,1,1,0,453.48
0,0,0,1,0,0,0,1,1,0,1,1,0,1,447.15
0,0,0,1,0,0,0,1,1,1,0,1,0,1,449.34
1,0,1,1,0,0,1,0,1,1,1,0,1,0,443.41
1,1,1,1,1,1,1,0,1,0,0,0,1,0,444.71
0,1,0,1,1,1,1,0,1,0,1,1,1,0,444.56
0,1,1,1,1,1,0,1,0,1,0,1,1,1,451.75
0,1,1,1,0,0,1,1,1,1,0,0,1,0,457.28
0,1,0,1,0,0,0,0,1,0,1,0,1,1,445.75
1,0,1,0,0,1,0,0,1,1,0,0,1,0,440.8
1,0,0,0,0,0,0,0,1,0,1,1,0,0,447.34
1,1,1,0,1,1,0,0,1,0,0,1,0,0,447.46
0,1,1,0,0,1,1,0,0,1,0,0,0,1,447.76
0,1,1,1,1,1,1,0,0,1,0,0,0,0,441.62
0,0,1,0,1,1,0,0,1,1,1,1,0,0,446.96
0,0,1,0,1,1,0,0,1,0,1,1,0,0,450.61
1,0,1,0,1,1,0,1,1,0,0,0,1,0,479.07
1,0,0,1,0,1,1,1,1,1,1,1,1,1,447.07
1,0,1,1,1,1,1,1,1,1,1,1,1,0,453.5
0,1,0,1,0,0,1,0,0,0,0,1,0,0,443.53
1,0,1,1,1,1,0,0,0,0,1,0,0,0,446.92
1,1,0,0,1,1,0,0,0,0,1,1,0,0,446.04
0,1,0,1,1,0,0,0,0,0,0,0,1,1,442.7
1,0,1,1,1,1,1,0,0,1,0,0,1,0,447.67
0,0,1,1,0,1,0,0,0,0,1,0,0,0,442.76
1,1,0,0,1,0,1,0,1,1,1,0,1,1,449.21
1,1,1,0,1,1,1,0,1,1,0,1,0,1,451.01
0,0,0,0,1,0,0,1,1,0,0,0,0,1,451.13
1,1,1,1,1,0,0,0,0,1,0,1,0,0,454.14
0,0,0,0,1,0,0,0,0,1,0,1,1,0,448.07
0,0,0,0,1,0,1,1,0,1,1,1,1,0,446.97
0,0,1,1,0,0,1,0,1,1,1,1,1,0,476.88
1,1,0,1,0,0,0,0,1,1,1,1,1,0,459.81
1,1,1,1,0,0,0,1,1,1,0,0,1,0,445.45
1,0,0,0,0,0,0,0,0,0,0,0,1,0,452.7
0,0,0,1,0,1,0,1,1,1,0,1,0,1,445.37
0,0,1,0,1,0,0,1,0,1,1,1,0,1,443.03
1,0,0,0,1,0,1,1,0,0,1,1,0,1,444.03
0,1,1,1,1,0,0,0,1,1,1,1,1,0,448.02
1,0,0,1,0,0,0,0,1,0,1,0,0,0,446.03
0,0,0,1,1,0,0,1,1,1,1,0,0,1,450.47
0,0,0,0,0,0,0,0,0,1,0,1,0,1,447.11
1,0,0,0,0,0,1,0,0,1,0,1,0,0,444.3
1,0,1,0,1,1,0,1,1,1,0,1,1,1,448.64
0,1,1,0,0,1,1,1,0,1,1,0,1,1,443.49
1,0,1,0,0,0,0,0,1,0,1,1,1,0,456.64
0,0,1,0,0,1,1,0,0,1,1,0,1,0,442.5
1,1,1,0,0,0,0,1,1,0,1,0,1,1,449.34
0,1,0,0,1,1,1,1,1,0,0,1,1,0,443.13
1,0,1,0,1,1,1,0,1,1,0,0,0,1,449.35
0,0,1,0,1,0,0,1,0,1,0,0,1,1,453.22
0,0,1,0,0,1,1,1,0,1,0,1,0,1,443.08
0,0,0,0,1,0,0,1,1,1,1,0,1,0,443.33
0,0,0,1,0,1,0,1,1,1,1,1,0,1,448.31
0,0,1,0,1,0,0,0,1,0,1,1,1,0,446.05
0,1,0,0,1,0,0,0,1,1,0,1,0,0,449.65
1,1,1,0,1,1,0,1,1,0,1,0,1,1,446.84
1,1,1,0,0,0,1,1,1,0,0,0,0,1,445.49
0,1,0,1,0,1,1,0,0,1,0,0,0,1,440.87
0,0,1,1,0,1,0,0,1,0,1,0,0,1,444.82
0,1,1,0,1,1,1,1,0,0,1,1,0,1,444.21
0,0,0,0,1,0,1,1,0,0,0,1,1,1,442.77
0,0,0,0,1,1,0,0,1,0,0,1,0,1,443.68
0,0,1,0,0,1,1,1,1,1,0,1,0,0,449.53
1,1,0,1,1,0,0,0,1,0,1,1,0,1,446.85
0,0,0,1,0,0,1,0,0,0,1,0,1,1,438.81
0,0,0,0,0,0,0,1,1,1,0,0,1,1,449.14
0,0,1,1,0,0,0,1,1,1,1,1,1,1,444.93
0,0,0,1,0,1,1,0,0,0,1,1,1,0,446.25
0,0,1,0,1,1,1,1,1,0,1,1,0,0,444.32
0,1,0,0,1,1,1,0,0,1,1,0,0,1,445.35
1,0,0,1,1,0,0,1,0,0,0,0,0,1,443.23
1,1,0,1,1,1,1,1,1,1,0,1,1,0,445.69
1,1,0,1,1,0,0,0,0,0,1,1,0,1,449.27
1,1,1,0,0,1,0,1,1,0,1,0,0,1,445.1
0,0,1,1,0,0,0,0,0,0,1,0,1,1,441.81
1,1,1,1,1,0,1,1,1,0,1,0,1,0,450.0
1,1,1,0,0,0,0,0,0,0,1,0,1,1,444.76
0,0,1,0,0,1,0,0,0,1,0,1,1,1,449.55
0,1,0,0,0,0,1,1,0,1,0,0,1,0,448.41
0,1,0,0,0,0,0,0,0,1,0,0,0,1,440.73
1,1,0,0,0,0,1,1,0,1,1,1,0,1,444.32
0,1,0,0,0,0,0,0,0,0,0,0,1,0,442.56
1,0,0,1,0,0,1,0,1,1,0,1,1,1,446.74
0,0,1,1,1,0,0,1,1,0,0,1,1,1,445.43
1,0,1,0,0,1,1,0,1,0,0,1,0,0,456.88
0,0,1,0,1,0,1,1,0,0,0,1,0,1,445.43
1,1,0,1,1,1,1,1,1,1,0,0,0,0,450.71
1,1,1,1,1,0,0,0,0,1,1,0,0,0,441.37
1,0,1,1,1,1,1,1,0,0,0,1,1,0,443.98
0,0,0,0,1,0,0,1,0,1,1,0,1,1,443.61
0,1,0,0,0,1,1,0,0,1,1,0,1,1,441.76
1,0,0,1,0,1,0,1,1,0,1,0,1,1,441.99
1,1,1,1,0,1,1,1,0,1,1,1,1,0,456.68
1,1,0,1,1,0,1,0,1,0,0,0,0,1,446.15
0,0,1,1,1,0,1,0,1,0,1,1,0,1,449.23
0,1,1,1,0,0,0,0,1,1,0,0,1,0,442.47
1,1,0,0,1,1,0,1,1,0,0,1,1,0,445.9
1,1,1,0,0,0,1,1,0,1,1,1,1,0,453.95
0,1,1,1,1,0,1,0,0,0,1,1,1,0,448.82
0,0,0,1,0,1,1,1,0,1,1,0,1,1,446.17
0,0,0,1,0,0,0,1,0,0,0,0,1,0,445.72
0,0,0,1,0,1,1,0,1,0,0,1,1,0,459.95
1,0,0,1,1,0,1,0,1,0,1,0,0,1,446.25
0,1,0,0,0,0,0,0,0,1,0,0,0,1,442.63
1,0,0,1,0,1,1,0,0,1,1,0,1,1,443.49
0,1,1,1,1,0,0,1,0,0,1,1,0,0,449.2
0,1,1,0,0,1,0,1,1,0,0,0,0,1,448.07
0,0,0,0,0,1,1,1,0,0,1,0,0,0,445.24
0,1,0,0,1,1,0,1,0,1,1,1,1,1,445.44
0,0,1,1,1,0,1,1,1,0,0,1,0,0,447.26
0,1,1,0,1,0,1,1,1,0,1,0,0,0,441.11
0,1,0,1,0,0,0,0,1,0,1,1,1,0,454.59
1,1,1,1,1,1,0,0,1,1,1,1,0,0,445.33
0,0,1,0,1,0,1,1,1,1,1,0,1,1,449.62
0,0,1,0,0,1,0,1,1,1,1,1,0,1,449.86
1,0,0,0,0,0,1,0,0,0,0,0,1,1,447.51
1,0,1,0,1,0,0,0,0,1,0,0,1,1,445.18
