SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrandom.3
0,0,0,1,0,0,0,0,0,1,1,0,0,1,6.345
1,0,0,0,1,1,0,1,0,1,1,1,0,0,6.502
0,0,1,1,0,0,1,1,0,1,1,1,1,0,6.427
0,1,1,1,1,0,1,0,0,0,1,0,1,0,6.215
0,0,0,1,0,0,0,0,0,1,0,1,1,0,6.564
0,1,0,1,0,0,1,0,0,1,1,0,1,1,6.483
0,0,1,1,1,0,1,0,1,1,1,0,1,0,6.248
0,0,0,1,1,0,1,0,1,1,0,0,1,0,6.487
0,0,1,0,0,0,0,0,1,0,1,0,1,1,6.35
0,0,1,0,1,0,1,0,0,0,0,0,0,1,6.415
0,1,1,1,1,1,1,0,1,1,0,1,1,1,6.828
1,1,0,1,0,0,0,1,0,1,0,1,0,0,6.381
1,0,1,1,0,0,0,1,1,1,1,0,0,0,6.384
1,1,0,0,1,1,1,0,0,0,0,1,1,0,6.307
1,0,0,1,1,1,1,0,1,1,1,1,0,1,6.453
0,0,0,0,0,1,0,1,0,0,0,0,0,1,6.395
1,1,1,1,1,1,1,1,1,1,1,0,0,1,6.551
0,0,1,1,0,0,1,1,0,0,1,1,0,0,6.34
1,1,1,0,1,0,1,1,1,1,0,1,0,0,6.502
0,0,0,1,1,0,0,0,0,1,1,0,1,0,6.389
1,1,0,0,1,0,0,0,1,0,0,1,1,0,6.383
0,1,0,1,1,0,0,0,0,0,0,1,1,0,6.265
1,0,0,1,0,1,0,0,1,1,1,1,1,0,6.317
1,1,1,1,1,1,0,0,1,1,1,0,0,0,6.453
1,0,1,0,1,1,0,0,1,1,1,1,0,1,6.468
0,0,1,1,0,1,0,1,0,0,1,1,0,1,6.293
0,1,0,1,0,0,1,1,1,1,1,0,1,1,6.354
1,0,0,1,1,1,1,0,1,0,0,1,1,0,6.34
1,0,0,1,1,0,1,0,1,1,0,1,1,0,6.332
0,0,1,1,0,0,0,0,1,1,0,0,1,0,6.537
0,0,0,0,1,1,1,1,1,0,1,0,1,0,6.314
1,0,0,1,1,1,1,1,1,0,1,0,0,1,6.453
1,1,0,0,0,1,0,0,1,0,0,1,0,0,6.264
1,0,1,1,0,0,0,0,0,0,1,1,0,0,6.403
1,0,1,0,1,0,0,0,1,0,0,1,0,0,6.349
0,1,1,1,1,1,0,1,1,0,0,0,0,0,6.362
0,1,0,0,0,1,0,0,1,0,1,1,0,0,6.243
1,0,0,0,1,1,0,0,0,1,1,0,0,1,6.403
1,1,0,1,1,0,0,1,1,0,0,1,0,0,6.387
1,0,1,1,0,1,0,1,1,1,1,0,1,1,6.304
0,1,1,0,1,1,1,0,0,1,1,0,0,1,6.575
1,1,0,1,0,0,1,1,0,0,1,1,1,0,6.273
0,1,0,1,1,0,1,1,0,1,1,0,1,0,6.427
1,0,0,1,1,0,1,1,0,1,0,1,0,1,6.436
1,1,1,0,1,0,0,0,1,0,0,0,0,1,6.375
0,0,1,1,0,0,1,0,0,1,0,1,0,1,6.382
0,1,1,0,0,0,1,1,0,0,1,0,0,1,6.499
0,1,1,1,1,1,0,0,0,1,1,1,0,1,6.464
1,0,1,0,0,0,1,0,1,0,0,1,0,0,6.323
0,0,1,0,0,1,1,0,1,0,0,0,1,1,6.384
1,1,1,0,0,0,0,1,0,0,1,1,1,1,6.239
0,0,0,1,0,1,1,1,1,1,0,0,0,0,6.348
0,1,1,0,0,0,0,0,1,0,1,1,1,1,6.363
0,1,0,0,0,0,0,1,0,1,1,1,1,0,6.32
0,1,1,1,1,0,1,1,1,1,1,0,0,0,6.445
0,0,0,1,1,0,0,0,0,1,1,1,0,1,6.429
1,0,1,0,0,1,0,0,0,0,0,0,1,1,6.336
1,0,1,0,1,1,0,0,1,1,0,1,0,0,6.466
0,1,1,1,0,1,0,0,0,0,0,1,0,0,6.256
1,0,1,1,0,1,0,1,0,0,0,0,1,1,6.403
0,1,1,1,1,0,0,1,1,1,1,0,0,0,6.692
0,1,0,1,1,0,1,0,0,1,1,0,1,0,6.499
0,0,1,1,1,0,0,1,1,1,1,0,1,0,6.392
1,0,1,1,1,1,1,1,0,1,1,0,1,0,6.25
0,0,1,1,1,0,1,0,0,1,1,1,0,1,6.362
1,1,0,0,0,0,1,1,1,1,1,0,1,0,6.436
0,1,1,1,0,1,0,0,0,0,1,1,1,0,6.324
1,1,1,1,0,1,1,1,1,1,1,0,1,1,6.33
1,1,1,0,0,0,1,0,0,1,1,0,1,1,6.389
1,0,0,0,0,1,1,1,1,1,0,1,1,0,6.557
1,1,0,1,1,0,1,1,0,1,0,1,1,1,6.371
1,0,1,1,1,1,0,0,1,0,1,0,0,1,6.439
0,0,1,1,0,0,1,0,0,0,1,0,1,0,6.251
1,1,0,1,0,1,0,1,0,1,0,0,0,0,6.466
1,1,1,0,0,1,1,0,1,0,0,1,0,0,6.378
1,1,0,1,0,1,1,0,1,1,0,1,0,1,6.574
1,0,1,0,1,0,1,1,0,1,0,1,1,0,6.486
1,0,1,1,0,1,0,0,1,0,1,1,0,1,6.424
1,0,0,0,1,0,0,1,0,1,1,0,1,1,6.614
1,0,0,1,0,0,0,1,1,1,1,0,0,0,6.954
1,0,1,0,0,1,1,1,1,1,1,0,0,1,6.398
1,0,0,0,0,1,0,1,0,0,0,0,1,0,6.374
0,1,1,1,1,1,0,0,1,1,0,0,1,1,6.439
1,1,1,1,1,1,0,1,0,0,0,1,1,0,6.312
1,1,1,1,0,0,1,0,1,1,0,0,1,0,6.517
0,1,0,1,0,0,1,0,1,0,0,1,0,0,6.34
0,1,0,1,1,0,1,0,1,1,1,0,0,1,6.388
0,0,1,1,0,1,0,1,1,0,0,0,0,0,6.779
0,0,1,1,0,1,0,1,0,1,0,0,1,0,6.427
0,0,0,1,1,0,0,0,0,1,1,0,1,0,6.547
0,1,1,0,1,0,0,1,0,0,0,1,1,0,6.242
0,1,1,1,0,1,0,1,0,0,1,1,1,1,6.261
1,1,0,0,1,1,1,0,0,1,1,1,1,1,6.355
1,1,1,0,0,0,0,1,1,0,0,1,1,1,6.371
1,1,1,1,1,1,0,1,1,0,0,0,1,0,6.355
1,1,0,0,0,1,0,1,1,0,1,1,1,0,6.265
0,1,0,0,0,1,0,1,1,0,0,1,0,0,6.355
1,0,1,1,1,1,0,1,1,0,0,1,1,1,6.317
1,0,0,1,1,1,0,0,1,0,1,0,1,1,6.347
0,1,0,1,1,1,0,1,1,0,0,1,1,0,6.505
1,1,1,1,1,1,1,1,1,0,0,0,1,0,6.33
0,0,1,1,1,1,0,1,1,1,1,1,1,1,6.353
0,1,1,0,0,0,0,0,0,1,0,1,1,1,6.335
1,0,1,0,0,0,1,1,1,0,0,0,0,1,6.388
1,1,0,1,0,0,0,0,0,0,0,0,1,0,6.184
0,1,1,0,1,1,1,1,1,1,0,0,1,1,6.496
1,1,1,1,1,0,1,0,1,0,0,0,1,1,6.434
1,1,1,0,0,1,0,0,0,1,1,1,0,0,6.43
0,1,1,1,1,0,1,0,0,1,1,1,1,0,6.397
1,1,1,1,1,0,1,0,1,1,0,1,1,0,6.453
1,0,0,0,1,0,1,1,1,1,0,0,0,0,6.394
0,1,0,0,0,1,0,1,1,0,0,1,1,1,6.264
0,1,0,0,1,0,0,1,1,1,0,0,1,1,6.364
0,1,1,0,0,0,0,0,1,1,0,1,0,1,6.384
1,0,0,1,1,1,0,1,0,1,1,1,1,0,6.435
0,0,1,0,1,0,0,1,1,1,1,0,1,0,6.442
0,1,1,1,1,0,0,1,1,1,1,1,1,1,6.347
1,0,0,1,1,1,0,1,0,1,1,1,0,1,6.516
0,0,0,1,0,0,1,0,0,1,1,1,1,1,6.366
1,0,0,0,1,1,1,0,0,0,0,0,0,0,6.549
1,1,0,1,0,1,1,0,1,1,0,0,0,1,6.688
1,1,1,0,1,0,1,1,0,0,1,1,0,1,6.38
0,0,1,0,0,0,0,0,1,0,0,0,0,1,6.544
1,1,0,1,1,0,1,0,1,1,1,1,1,1,6.213
0,0,1,1,1,1,0,1,0,0,0,1,0,1,6.476
0,0,1,1,1,1,1,0,1,0,0,1,0,0,6.392
0,1,1,1,0,0,0,0,0,1,1,1,1,1,6.448
0,1,1,0,1,1,0,0,1,1,1,1,0,1,6.471
1,0,0,1,1,1,1,0,0,1,0,1,0,0,6.579
0,1,0,1,1,1,1,1,1,0,0,1,1,1,6.211
1,0,1,1,0,0,0,0,0,0,1,1,1,0,6.426
1,1,0,0,0,1,0,1,0,1,1,1,0,1,6.381
0,1,0,0,0,0,0,1,1,0,0,0,0,1,6.371
0,1,1,0,1,0,1,0,0,0,0,1,1,1,6.523
1,0,1,1,0,0,0,0,1,1,1,0,0,0,6.428
1,1,1,0,1,1,0,1,1,0,0,1,0,1,6.382
0,1,1,1,1,1,1,0,0,1,0,0,0,0,6.553
1,0,1,0,1,1,0,1,1,1,1,1,1,0,6.317
0,0,1,0,1,0,0,1,1,0,0,1,0,0,6.43
1,0,0,1,1,1,0,1,0,1,0,0,1,0,6.32
1,0,1,1,1,0,0,0,1,0,0,1,0,1,6.467
1,0,0,0,1,1,1,1,1,1,1,1,0,0,6.341
0,0,0,0,1,0,0,1,0,0,0,0,1,0,6.651
0,1,1,0,0,0,1,0,0,1,1,1,1,1,6.334
0,1,1,1,0,1,1,0,1,1,0,1,0,0,6.447
0,0,0,0,1,1,1,1,1,0,0,1,1,1,6.348
1,1,1,0,0,1,1,0,1,0,0,1,1,1,6.274
0,1,1,0,0,1,1,0,1,0,0,0,0,0,6.422
1,1,1,0,0,1,0,1,1,1,1,0,1,0,6.352
0,1,1,1,0,1,0,0,1,0,0,0,1,0,6.334
1,1,1,1,0,1,0,0,1,0,1,1,1,1,6.201
1,1,1,0,1,0,1,1,0,1,1,1,0,0,6.421
1,1,0,1,0,0,1,0,0,0,0,1,0,0,6.337
1,1,0,0,1,0,0,0,1,1,1,0,1,1,6.457
1,1,0,0,0,1,0,1,0,0,0,1,0,0,6.376
0,1,0,1,1,1,1,0,0,1,1,0,0,0,6.375
0,1,0,0,1,1,0,0,0,0,0,1,1,1,6.27
0,0,1,0,1,1,1,1,0,1,0,0,1,0,6.409
0,0,0,0,0,1,1,1,1,0,1,0,1,1,6.427
0,1,1,1,1,1,0,0,0,1,0,1,0,1,6.413
1,1,1,1,1,0,1,0,1,0,0,1,1,1,6.376
0,1,1,1,0,1,1,0,0,1,1,0,1,1,6.409
0,0,0,0,0,0,1,0,1,0,1,0,0,0,6.382
0,0,0,1,0,0,0,0,1,0,1,0,0,1,6.272
0,1,0,0,0,0,0,0,0,1,1,0,1,1,6.525
1,1,0,0,1,1,1,1,1,1,1,0,0,1,6.45
0,1,0,1,0,0,1,0,1,0,0,0,1,0,6.229
1,1,1,1,0,0,1,0,0,1,1,1,0,1,6.616
1,1,0,1,0,0,0,0,0,1,1,0,1,0,6.454
1,0,0,1,1,1,1,1,0,0,0,0,0,1,6.679
0,0,0,1,0,1,1,1,1,0,0,1,0,1,6.345
1,1,0,0,0,0,1,0,1,1,0,0,1,0,6.566
0,0,0,1,1,1,0,1,1,0,1,0,1,0,6.433
1,1,0,0,1,1,1,1,0,0,1,0,1,1,6.234
0,1,0,1,0,1,0,1,1,1,0,1,0,1,6.455
0,0,1,1,1,0,0,0,0,1,1,1,1,1,6.361
1,0,0,0,1,0,1,1,1,0,0,1,1,0,6.166
0,0,1,1,1,1,1,1,0,0,1,1,0,1,6.324
0,0,1,1,0,0,1,1,1,1,1,0,1,1,6.298
0,1,0,0,1,1,1,0,0,1,1,1,1,1,6.613
1,0,1,0,1,1,0,1,1,0,0,0,0,1,6.606
0,1,1,0,1,0,1,1,0,0,0,0,0,0,6.579
1,0,0,0,0,0,1,1,0,0,0,1,1,0,6.239
1,1,1,1,1,1,1,0,1,0,1,0,0,0,6.378
0,0,0,1,0,1,1,0,1,1,0,0,0,1,6.369
1,0,0,1,1,0,0,1,0,1,1,0,0,0,6.452
1,0,0,1,0,0,1,0,0,0,1,0,1,0,6.365
1,1,1,0,0,1,0,0,0,0,0,1,1,0,6.181
1,1,0,1,1,1,1,0,0,0,1,0,1,1,6.287
1,0,1,1,0,1,0,1,0,1,1,1,1,0,6.24
1,0,1,1,1,0,0,0,1,1,1,1,1,0,6.323
1,0,1,0,0,1,0,0,1,0,1,0,0,0,6.514
0,0,1,0,0,0,1,1,1,1,0,1,1,1,6.402
0,1,1,1,0,1,0,1,1,0,0,0,0,0,6.412
0,0,1,0,0,0,1,1,1,0,1,1,1,1,6.313
0,1,0,0,1,0,0,1,1,0,1,1,0,1,6.389
1,1,1,1,0,1,1,0,1,0,1,1,1,0,6.173
1,1,0,0,1,0,1,1,0,1,1,0,0,1,6.36
1,0,1,1,1,1,0,1,1,1,1,1,1,1,6.644
0,0,1,1,1,0,1,0,1,1,1,1,1,0,6.338
0,1,0,1,1,1,1,1,1,0,1,0,1,1,6.254
0,0,0,0,0,1,1,0,1,1,1,0,1,0,6.48
1,0,0,0,0,0,1,1,0,1,1,0,1,0,6.372
0,0,0,1,0,0,0,0,0,1,0,0,1,1,6.439
1,1,0,1,0,0,1,1,1,0,0,1,1,1,6.415
1,0,0,0,1,1,1,1,0,0,0,1,0,1,6.452
1,0,1,0,1,0,1,1,0,1,0,1,0,0,6.578
1,0,1,0,1,1,0,1,0,1,1,1,0,1,6.436
1,0,1,1,0,0,0,0,1,1,1,1,1,0,6.454
0,0,1,0,1,1,1,0,0,0,0,0,1,0,6.396
0,1,0,1,1,1,1,1,1,1,1,0,1,0,6.373
0,1,0,1,0,0,0,0,0,0,1,0,1,0,6.285
1,0,0,1,0,0,1,1,0,1,1,1,0,1,6.387
0,1,0,0,0,0,0,0,1,1,0,0,0,1,6.47
0,0,1,0,0,1,1,0,1,1,1,1,0,0,6.445
1,0,1,1,0,1,1,1,1,0,0,0,1,1,6.38
0,1,0,0,1,1,1,1,0,0,0,1,1,0,6.254
1,1,0,0,0,0,0,1,1,1,0,1,0,0,6.497
0,0,1,1,0,1,1,1,0,0,0,1,1,0,6.402
1,0,1,0,0,0,1,1,1,0,1,0,0,1,6.492
0,1,1,0,0,1,0,0,0,1,1,0,0,1,6.363
1,1,0,0,0,0,0,0,0,0,0,1,1,1,6.415
1,0,0,1,0,1,0,0,1,0,1,1,0,0,6.241
1,1,1,0,1,0,1,1,0,1,0,0,0,1,6.617
1,1,0,0,1,1,0,1,0,0,0,1,1,1,6.877
1,0,1,1,0,1,1,1,1,1,0,1,0,1,6.419
0,0,0,0,1,0,1,1,1,0,1,0,0,1,6.597
0,1,1,1,0,1,0,1,0,1,1,1,0,1,6.445
0,0,1,0,1,1,0,0,0,0,0,1,1,1,6.568
0,1,0,1,0,1,0,0,1,0,1,1,1,1,6.382
0,1,1,0,0,0,1,1,0,0,0,0,0,1,6.332
0,1,1,1,1,0,1,0,0,0,0,0,0,1,6.31
1,1,1,1,0,1,0,0,1,0,0,1,0,1,6.372
1,0,1,0,0,1,0,1,1,0,1,1,0,0,6.433
1,0,1,0,0,0,0,1,1,0,1,0,1,0,6.358
0,1,1,0,0,1,0,0,1,0,1,0,1,1,6.328
0,0,0,0,0,0,1,0,1,0,1,1,1,0,6.237
0,0,1,0,1,1,1,0,1,0,0,1,0,0,6.316
0,0,1,1,1,0,0,0,1,0,0,1,0,0,6.424
1,0,1,1,1,0,0,1,0,0,1,1,1,0,6.258
0,0,1,0,1,1,0,1,0,1,0,0,1,1,6.426
1,1,0,0,1,0,0,1,1,1,1,0,1,1,6.489
1,1,0,0,1,1,0,1,0,0,0,1,0,1,6.319
1,0,1,1,0,0,0,0,0,1,0,0,1,0,6.345
1,1,0,0,0,1,0,0,1,1,0,0,1,0,6.457
0,1,0,1,1,0,0,0,0,0,0,1,1,0,6.344
1,0,0,1,0,1,0,0,0,0,1,0,0,1,6.34
1,1,1,0,0,1,0,1,1,0,0,0,1,0,6.322
1,0,0,1,0,1,1,0,1,1,1,1,1,1,6.333
1,1,0,1,1,0,1,1,1,1,1,1,1,0,6.482
1,0,0,1,1,1,1,1,0,1,1,0,0,1,6.432
0,0,1,0,1,1,0,0,0,1,0,0,1,0,6.472
1,1,1,1,0,0,0,1,0,0,0,0,0,0,6.316
1,1,1,1,0,0,1,1,0,0,0,0,0,1,6.268
0,1,1,0,0,0,1,1,1,1,0,1,0,1,6.649
0,0,0,1,1,0,1,0,0,0,0,1,1,0,6.349
0,1,0,1,1,0,1,0,1,0,0,0,1,0,6.346
0,0,0,0,1,0,0,1,1,0,1,1,0,1,6.25
1,1,0,0,0,1,1,1,1,1,1,0,0,0,6.646
0,1,0,1,1,1,0,1,0,1,0,0,0,1,6.655
1,0,0,1,0,0,0,1,0,0,1,1,0,0,6.353
0,0,0,1,1,0,1,1,1,0,1,1,0,1,6.327
1,1,0,1,0,0,1,0,0,1,1,0,1,0,6.383
0,0,0,1,0,1,0,1,1,0,1,1,0,1,6.402
1,1,1,0,0,1,1,1,1,1,0,1,1,0,6.495
0,1,0,0,0,1,1,1,0,1,1,0,1,0,6.533
1,1,0,0,0,0,1,1,1,1,1,1,0,1,6.495
1,0,0,1,1,1,1,1,1,0,0,0,1,1,6.409
1,1,0,0,1,0,0,0,0,1,0,0,1,1,6.508
1,0,0,1,1,1,1,1,1,1,1,1,0,1,6.469
1,1,0,0,0,1,0,0,1,1,1,0,1,1,6.401
1,0,1,1,1,0,1,0,0,0,0,1,1,1,6.38
1,1,1,1,1,1,0,0,0,1,1,0,0,0,6.36
0,1,1,1,1,1,0,0,0,1,0,1,1,1,6.333
0,0,1,1,1,1,1,1,1,0,0,0,1,0,6.657
1,0,1,1,1,1,0,1,0,1,1,0,1,0,6.477
0,1,0,1,1,0,0,1,1,0,0,1,0,0,6.369
1,1,0,0,0,1,1,1,1,0,0,0,0,1,6.29
0,0,0,1,1,1,0,1,0,1,0,1,0,1,6.548
0,1,1,1,0,0,1,1,1,1,1,0,0,1,6.416
1,1,1,1,1,1,1,1,1,1,1,1,0,1,6.53
1,1,0,1,1,1,0,0,1,1,1,0,0,0,6.426
0,1,0,1,0,0,1,1,0,1,0,0,0,1,6.508
0,0,1,0,0,0,1,0,0,0,0,1,0,1,6.354
0,1,0,0,1,0,0,1,0,1,0,1,1,0,6.356
0,0,1,0,1,1,1,1,0,0,0,0,1,1,6.329
0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.424
0,0,0,0,0,0,1,1,1,1,0,0,1,0,6.212
1,1,1,1,1,0,1,0,1,0,1,0,0,0,6.348
0,0,1,0,1,1,0,1,0,0,0,0,1,1,6.525
0,0,1,0,0,1,0,0,1,0,0,1,1,0,6.631
1,0,0,0,1,0,0,1,1,0,1,1,1,0,6.212
1,0,0,1,1,0,0,0,0,0,1,0,0,1,6.445
0,0,0,1,0,1,1,0,0,1,0,0,0,0,6.464
0,1,1,1,0,0,0,0,0,1,0,1,0,0,6.572
0,1,1,1,1,0,1,1,1,0,1,0,1,0,6.363
1,0,1,0,0,1,1,0,0,0,0,0,0,0,6.357
1,0,0,0,1,0,0,1,1,1,0,1,1,0,6.57
0,1,1,0,0,0,1,0,0,0,1,1,0,1,6.316
1,0,1,0,1,1,1,0,0,1,1,0,0,0,6.399
1,0,0,1,0,0,1,0,0,1,1,1,0,1,6.326
1,0,0,0,0,0,1,1,1,0,1,0,1,0,6.286
1,1,0,0,0,0,0,1,0,0,1,1,1,0,6.535
0,1,1,1,0,0,1,1,0,1,1,1,1,0,6.365
1,1,0,1,1,0,0,1,0,0,1,1,0,0,6.422
1,1,0,1,0,0,1,0,0,1,1,1,1,1,6.428
0,1,0,0,0,1,0,1,0,1,1,1,1,0,6.424
0,1,1,1,1,0,0,1,0,1,1,0,1,1,6.406
0,0,0,0,0,0,1,0,1,0,1,0,1,1,6.435
0,1,1,1,1,0,0,0,1,0,0,0,0,0,6.347
0,1,1,1,1,1,1,1,0,0,1,0,1,1,6.411
0,1,0,0,1,0,0,1,0,1,0,0,1,1,6.479
1,0,1,0,0,0,0,1,0,0,1,1,0,0,6.654
1,1,0,0,1,0,0,1,0,0,0,0,1,0,6.211
0,1,0,0,1,1,1,0,1,0,1,1,1,1,6.292
1,1,1,0,0,1,0,1,1,0,1,0,0,1,6.45
1,0,0,0,0,0,1,0,1,1,1,0,1,1,6.346
1,0,0,1,1,0,1,1,1,1,1,1,1,1,6.314
1,1,0,1,1,1,0,0,1,1,0,1,0,0,6.4
0,1,1,1,0,0,1,1,1,1,1,0,0,0,6.455
0,0,0,1,0,1,0,1,0,0,1,0,0,0,6.363
1,0,1,0,0,1,1,0,0,1,1,1,1,0,6.275
0,1,1,0,0,0,0,1,1,1,0,0,1,0,6.445
1,0,0,1,0,1,1,0,0,1,1,1,1,1,6.515
1,0,1,0,1,0,0,0,1,1,1,0,1,0,6.288
1,0,1,1,1,1,1,0,0,1,1,1,1,0,6.404
0,1,1,0,1,1,1,1,0,1,0,1,0,0,6.461
0,0,1,0,0,0,0,0,1,0,1,1,0,1,6.58
0,1,1,1,0,0,0,0,0,0,0,1,0,1,6.395
0,0,1,1,0,0,1,0,0,1,0,0,1,0,6.395
0,1,1,0,0,1,1,0,0,1,0,1,0,0,6.365
0,1,0,1,0,0,0,1,0,0,1,1,0,0,6.284
0,0,1,1,0,1,0,1,0,1,0,1,1,1,6.371
1,1,0,0,0,0,1,1,0,1,1,1,1,0,6.336
0,1,1,1,1,0,1,1,1,1,0,0,0,0,6.388
0,1,0,0,0,0,1,0,0,1,1,0,0,0,6.352
1,0,1,0,0,1,0,1,0,0,1,1,1,0,6.275
0,0,1,1,0,1,1,1,0,1,0,0,0,1,6.407
0,0,1,1,0,1,1,0,0,0,0,1,0,0,6.35
1,1,0,1,1,1,1,0,1,1,0,0,0,0,6.351
1,1,0,0,0,0,0,1,0,1,0,1,1,0,6.376
0,0,1,0,0,0,1,0,1,0,0,1,1,0,6.6
0,0,0,0,1,0,0,1,0,1,1,1,1,1,6.32
0,1,0,1,1,1,0,1,0,0,0,1,1,1,6.299
1,0,0,0,1,0,0,0,0,1,0,1,1,1,6.811
1,0,1,1,0,0,0,1,1,0,1,0,1,0,6.356
0,0,1,0,1,1,1,1,0,0,0,0,0,1,6.662
1,0,0,0,0,1,0,0,1,0,0,1,1,0,6.237
1,0,0,0,1,1,1,1,0,1,0,0,0,1,6.573
0,1,1,1,0,0,0,0,0,0,0,0,1,1,6.253
1,1,0,1,0,1,0,1,1,1,0,0,0,0,6.4
0,1,1,1,0,0,0,1,1,1,0,0,0,0,6.571
0,1,1,1,1,1,0,0,1,1,1,1,1,1,6.344
1,0,0,0,0,0,0,0,0,0,1,0,1,0,6.458
0,1,0,1,0,0,0,1,1,1,0,1,0,0,6.382
0,1,0,0,0,0,1,1,1,1,1,0,0,1,6.521
