SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwrite.6
0,1,1,0,1,0,1,1,0,0,0,0,0,0,254.78
1,0,0,0,0,0,1,1,0,0,0,1,1,0,181.0
1,1,1,1,1,1,1,0,1,0,1,0,0,0,169.62
0,0,0,1,0,1,1,0,1,1,0,0,0,1,178.79
1,0,0,1,1,0,0,1,0,1,1,0,0,0,163.63
1,0,0,1,0,0,1,0,0,0,1,0,1,0,209.87
1,1,1,0,0,1,0,0,0,0,0,1,1,0,242.25
1,1,0,1,1,1,1,0,0,0,1,0,1,1,144.38
1,0,1,1,0,1,0,1,0,1,1,1,1,0,193.32
1,0,1,1,1,0,0,0,1,1,1,1,1,0,242.47
1,0,1,0,0,1,0,0,1,0,1,0,0,0,142.86
0,0,1,0,0,0,1,1,1,1,0,1,1,1,142.71
0,1,1,1,0,1,0,1,1,0,0,0,0,0,158.89
0,0,1,0,0,0,1,1,1,0,1,1,1,1,146.1
0,1,0,0,1,0,0,1,1,0,1,1,0,1,152.84
1,1,1,1,0,1,1,0,1,0,1,1,1,0,229.64
1,1,0,0,1,0,1,1,0,1,1,0,0,1,207.46
1,0,1,1,1,1,0,1,1,1,1,1,1,1,192.43
0,0,1,1,1,0,1,0,1,1,1,1,1,0,161.8
0,1,0,1,1,1,1,1,1,0,1,0,1,1,131.98
0,0,0,0,0,1,1,0,1,1,1,0,1,0,186.65
1,0,0,0,0,0,1,1,0,1,1,0,1,0,169.58
0,0,0,1,0,0,0,0,0,1,0,0,1,1,165.73
1,1,0,1,0,0,1,1,1,0,0,1,1,1,174.04
1,0,0,0,1,1,1,1,0,0,0,1,0,1,165.51
1,0,1,0,1,0,1,1,0,1,0,1,0,0,225.0
1,0,1,0,1,1,0,1,0,1,1,1,0,1,170.36
1,0,1,1,0,0,0,0,1,1,1,1,1,0,215.25
0,0,1,0,1,1,1,0,0,0,0,0,1,0,209.17
0,1,0,1,1,1,1,1,1,1,1,0,1,0,197.46
0,1,0,1,0,0,0,0,0,0,1,0,1,0,172.16
1,0,0,1,0,0,1,1,0,1,1,1,0,1,183.26
0,1,0,0,0,0,0,0,1,1,0,0,0,1,199.21
0,0,1,0,0,1,1,0,1,1,1,1,0,0,199.28
1,0,1,1,0,1,1,1,1,0,0,0,1,1,199.12
0,1,0,0,1,1,1,1,0,0,0,1,1,0,254.74
1,1,0,0,0,0,0,1,1,1,0,1,0,0,227.6
0,0,1,1,0,1,1,1,0,0,0,1,1,0,208.21
1,0,1,0,0,0,1,1,1,0,1,0,0,1,223.13
0,1,1,0,0,1,0,0,0,1,1,0,0,1,182.24
1,1,0,0,0,0,0,0,0,0,0,1,1,1,186.21
1,0,0,1,0,1,0,0,1,0,1,1,0,0,182.04
1,1,1,0,1,0,1,1,0,1,0,0,0,1,181.52
1,1,0,0,1,1,0,1,0,0,0,1,1,1,285.14
1,0,1,1,0,1,1,1,1,1,0,1,0,1,170.8
0,0,0,0,1,0,1,1,1,0,1,0,0,1,194.51
0,1,1,1,0,1,0,1,0,1,1,1,0,1,220.31
0,0,1,0,1,1,0,0,0,0,0,1,1,1,196.94
0,1,0,1,0,1,0,0,1,0,1,1,1,1,246.57
0,1,1,0,0,0,1,1,0,0,0,0,0,1,169.22
0,1,1,1,1,0,1,0,0,0,0,0,0,1,143.54
1,1,1,1,0,1,0,0,1,0,0,1,0,1,164.53
1,0,1,0,0,1,0,1,1,0,1,1,0,0,190.92
1,0,1,0,0,0,0,1,1,0,1,0,1,0,157.2
0,1,1,0,0,1,0,0,1,0,1,0,1,1,178.47
0,0,0,0,0,0,1,0,1,0,1,1,1,0,251.47
0,0,1,0,1,1,1,0,1,0,0,1,0,0,145.28
0,0,1,1,1,0,0,0,1,0,0,1,0,0,203.36
1,0,1,1,1,0,0,1,0,0,1,1,1,0,171.41
0,0,1,0,1,1,0,1,0,1,0,0,1,1,221.21
1,1,0,0,1,0,0,1,1,1,1,0,1,1,250.49
1,1,0,0,1,1,0,1,0,0,0,1,0,1,174.51
1,0,1,1,0,0,0,0,0,1,0,0,1,0,176.97
1,1,0,0,0,1,0,0,1,1,0,0,1,0,197.2
0,1,0,1,1,0,0,0,0,0,0,1,1,0,217.0
1,0,0,1,0,1,0,0,0,0,1,0,0,1,241.25
1,1,1,0,0,1,0,1,1,0,0,0,1,0,224.33
1,0,0,1,0,1,1,0,1,1,1,1,1,1,238.33
1,1,0,1,1,0,1,1,1,1,1,1,1,0,204.77
1,0,0,1,1,1,1,1,0,1,1,0,0,1,187.35
0,0,1,0,1,1,0,0,0,1,0,0,1,0,222.65
1,1,1,1,0,0,0,1,0,0,0,0,0,0,261.14
1,1,1,1,0,0,1,1,0,0,0,0,0,1,154.37
0,1,1,0,0,0,1,1,1,1,0,1,0,1,265.58
0,0,0,1,1,0,1,0,0,0,0,1,1,0,192.11
0,1,0,1,1,0,1,0,1,0,0,0,1,0,258.11
0,0,0,0,1,0,0,1,1,0,1,1,0,1,212.02
1,1,0,0,0,1,1,1,1,1,1,0,0,0,170.05
0,1,0,1,1,1,0,1,0,1,0,0,0,1,231.45
1,0,0,1,0,0,0,1,0,0,1,1,0,0,189.56
0,0,0,1,1,0,1,1,1,0,1,1,0,1,174.0
1,1,0,1,0,0,1,0,0,1,1,0,1,0,161.53
0,0,0,1,0,1,0,1,1,0,1,1,0,1,240.56
1,1,1,0,0,1,1,1,1,1,0,1,1,0,214.28
0,1,0,0,0,1,1,1,0,1,1,0,1,0,147.36
1,1,0,0,0,0,1,1,1,1,1,1,0,1,204.57
1,0,0,1,1,1,1,1,1,0,0,0,1,1,186.03
1,1,0,0,1,0,0,0,0,1,0,0,1,1,184.63
1,0,0,1,1,1,1,1,1,1,1,1,0,1,134.9
1,1,0,0,0,1,0,0,1,1,1,0,1,1,196.24
1,0,1,1,1,0,1,0,0,0,0,1,1,1,220.27
1,1,1,1,1,1,0,0,0,1,1,0,0,0,177.65
0,1,1,1,1,1,0,0,0,1,0,1,1,1,137.38
0,0,1,1,1,1,1,1,1,0,0,0,1,0,177.52
1,0,1,1,1,1,0,1,0,1,1,0,1,0,173.74
0,1,0,1,1,0,0,1,1,0,0,1,0,0,182.74
1,1,0,0,0,1,1,1,1,0,0,0,0,1,159.67
0,0,0,1,1,1,0,1,0,1,0,1,0,1,206.8
0,1,1,1,0,0,1,1,1,1,1,0,0,1,156.45
1,1,1,1,1,1,1,1,1,1,1,1,0,1,182.99
1,1,0,1,1,1,0,0,1,1,1,0,0,0,178.15
0,1,0,1,0,0,1,1,0,1,0,0,0,1,185.7
0,0,1,0,0,0,1,0,0,0,0,1,0,1,210.72
0,1,0,0,1,0,0,1,0,1,0,1,1,0,180.67
0,0,1,0,1,1,1,1,0,0,0,0,1,1,198.5
0,0,0,0,0,0,0,0,1,1,0,0,0,0,234.25
0,0,0,0,0,0,1,1,1,1,0,0,1,0,138.38
1,1,1,1,1,0,1,0,1,0,1,0,0,0,177.6
0,0,1,0,1,1,0,1,0,0,0,0,1,1,167.01
0,0,1,0,0,1,0,0,1,0,0,1,1,0,211.44
1,0,0,0,1,0,0,1,1,0,1,1,1,0,140.15
1,0,0,1,1,0,0,0,0,0,1,0,0,1,184.21
0,0,0,1,0,1,1,0,0,1,0,0,0,0,167.0
0,1,1,1,0,0,0,0,0,1,0,1,0,0,233.35
0,1,1,1,1,0,1,1,1,0,1,0,1,0,173.85
1,0,1,0,0,1,1,0,0,0,0,0,0,0,218.04
1,0,0,0,1,0,0,1,1,1,0,1,1,0,176.75
0,1,1,0,0,0,1,0,0,0,1,1,0,1,128.54
1,0,1,0,1,1,1,0,0,1,1,0,0,0,139.14
1,0,0,1,0,0,1,0,0,1,1,1,0,1,141.98
1,0,0,0,0,0,1,1,1,0,1,0,1,0,265.18
1,1,0,0,0,0,0,1,0,0,1,1,1,0,266.51
0,1,1,1,0,0,1,1,0,1,1,1,1,0,187.26
1,1,0,1,1,0,0,1,0,0,1,1,0,0,178.42
1,1,0,1,0,0,1,0,0,1,1,1,1,1,268.88
0,1,0,0,0,1,0,1,0,1,1,1,1,0,172.24
0,1,1,1,1,0,0,1,0,1,1,0,1,1,204.78
0,0,0,0,0,0,1,0,1,0,1,0,1,1,207.78
0,1,1,1,1,0,0,0,1,0,0,0,0,0,186.01
0,1,1,1,1,1,1,1,0,0,1,0,1,1,225.61
0,1,0,0,1,0,0,1,0,1,0,0,1,1,159.14
1,0,1,0,0,0,0,1,0,0,1,1,0,0,137.08
1,1,0,0,1,0,0,1,0,0,0,0,1,0,159.11
0,1,0,0,1,1,1,0,1,0,1,1,1,1,179.41
1,1,1,0,0,1,0,1,1,0,1,0,0,1,457.57
1,0,0,0,0,0,1,0,1,1,1,0,1,1,167.0
1,0,0,1,1,0,1,1,1,1,1,1,1,1,179.93
1,1,0,1,1,1,0,0,1,1,0,1,0,0,184.85
0,1,1,1,0,0,1,1,1,1,1,0,0,0,154.17
0,0,0,1,0,1,0,1,0,0,1,0,0,0,177.84
1,0,1,0,0,1,1,0,0,1,1,1,1,0,173.06
0,1,1,0,0,0,0,1,1,1,0,0,1,0,198.6
1,0,0,1,0,1,1,0,0,1,1,1,1,1,187.66
1,0,1,0,1,0,0,0,1,1,1,0,1,0,161.03
1,0,1,1,1,1,1,0,0,1,1,1,1,0,202.28
0,1,1,0,1,1,1,1,0,1,0,1,0,0,211.61
0,0,1,0,0,0,0,0,1,0,1,1,0,1,176.26
0,1,1,1,0,0,0,0,0,0,0,1,0,1,165.7
0,0,1,1,0,0,1,0,0,1,0,0,1,0,170.28
0,1,1,0,0,1,1,0,0,1,0,1,0,0,231.95
0,1,0,1,0,0,0,1,0,0,1,1,0,0,152.0
0,0,1,1,0,1,0,1,0,1,0,1,1,1,204.61
1,1,0,0,0,0,1,1,0,1,1,1,1,0,222.46
0,1,1,1,1,0,1,1,1,1,0,0,0,0,187.58
0,1,0,0,0,0,1,0,0,1,1,0,0,0,176.45
1,0,1,0,0,1,0,1,0,0,1,1,1,0,210.5
0,0,1,1,0,1,1,1,0,1,0,0,0,1,154.87
0,0,1,1,0,1,1,0,0,0,0,1,0,0,210.07
1,1,0,1,1,1,1,0,1,1,0,0,0,0,168.87
1,1,0,0,0,0,0,1,0,1,0,1,1,0,198.39
0,0,1,0,0,0,1,0,1,0,0,1,1,0,176.52
0,0,0,0,1,0,0,1,0,1,1,1,1,1,168.96
0,1,0,1,1,1,0,1,0,0,0,1,1,1,142.5
1,0,0,0,1,0,0,0,0,1,0,1,1,1,210.59
1,0,1,1,0,0,0,1,1,0,1,0,1,0,157.04
0,0,1,0,1,1,1,1,0,0,0,0,0,1,165.88
1,0,0,0,0,1,0,0,1,0,0,1,1,0,182.57
1,0,0,0,1,1,1,1,0,1,0,0,0,1,32.155
0,1,1,1,0,0,0,0,0,0,0,0,1,1,49.933
1,1,0,1,0,1,0,1,1,1,0,0,0,0,223.7
0,1,1,1,0,0,0,1,1,1,0,0,0,0,284.81
0,1,1,1,1,1,0,0,1,1,1,1,1,1,315.08
1,0,0,0,0,0,0,0,0,0,1,0,1,0,225.48
0,1,0,1,0,0,0,1,1,1,0,1,0,0,287.51
0,1,0,0,0,0,1,1,1,1,1,0,0,1,271.2
