SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqbatch.2
1,0,0,1,0,1,0,0,1,1,1,1,1,0,2.653
1,1,1,1,1,1,0,0,1,1,1,0,0,0,2.384
1,0,1,0,1,1,0,0,1,1,1,1,0,1,2.657
0,0,1,1,0,1,0,1,0,0,1,1,0,1,2.216
0,1,0,1,0,0,1,1,1,1,1,0,1,1,2.385
1,0,0,1,1,1,1,0,1,0,0,1,1,0,2.207
1,0,0,1,1,0,1,0,1,1,0,1,1,0,2.665
0,0,1,1,0,0,0,0,1,1,0,0,1,0,2.37
0,0,0,0,1,1,1,1,1,0,1,0,1,0,1.965
1,0,0,1,1,1,1,1,1,0,1,0,0,1,1.972
1,1,0,0,0,1,0,0,1,0,0,1,0,0,2.244
1,0,1,1,0,0,0,0,0,0,1,1,0,0,2.234
1,0,1,0,1,0,0,0,1,0,0,1,0,0,2.244
0,1,1,1,1,1,0,1,1,0,0,0,0,0,1.959
0,1,0,0,0,1,0,0,1,0,1,1,0,0,2.226
1,0,0,0,1,1,0,0,0,1,1,0,0,1,2.373
1,1,0,1,1,0,0,1,1,0,0,1,0,0,2.222
1,0,1,1,0,1,0,1,1,1,1,0,1,1,2.405
0,1,1,0,1,1,1,0,0,1,1,0,0,1,2.375
1,1,0,1,0,0,1,1,0,0,1,1,1,0,2.252
0,1,0,1,1,0,1,1,0,1,1,0,1,0,2.365
1,0,0,1,1,0,1,1,0,1,0,1,0,1,2.651
1,1,1,0,1,0,0,0,1,0,0,0,0,1,1.971
0,0,1,1,0,0,1,0,0,1,0,1,0,1,2.635
0,1,1,0,0,0,1,1,0,0,1,0,0,1,1.96
0,1,1,1,1,1,0,0,0,1,1,1,0,1,2.637
1,0,1,0,0,0,1,0,1,0,0,1,0,0,2.245
0,0,1,0,0,1,1,0,1,0,0,0,1,1,1.945
1,1,1,0,0,0,0,1,0,0,1,1,1,1,2.215
0,0,0,1,0,1,1,1,1,1,0,0,0,0,2.399
0,1,1,0,0,0,0,0,1,0,1,1,1,1,2.191
0,1,0,0,0,0,0,1,0,1,1,1,1,0,2.639
0,1,1,1,1,0,1,1,1,1,1,0,0,0,2.403
0,0,0,1,1,0,0,0,0,1,1,1,0,1,2.656
1,0,1,0,0,1,0,0,0,0,0,0,1,1,1.942
1,0,1,0,1,1,0,0,1,1,0,1,0,0,2.688
0,1,1,1,0,1,0,0,0,0,0,1,0,0,2.226
1,0,1,1,0,1,0,1,0,0,0,0,1,1,1.954
0,1,1,1,1,0,0,1,1,1,1,0,0,0,2.396
0,1,0,1,1,0,1,0,0,1,1,0,1,0,2.342
0,0,1,1,1,0,0,1,1,1,1,0,1,0,2.349
1,0,1,1,1,1,1,1,0,1,1,0,1,0,2.383
0,0,1,1,1,0,1,0,0,1,1,1,0,1,2.678
1,1,0,0,0,0,1,1,1,1,1,0,1,0,2.338
0,1,1,1,0,1,0,0,0,0,1,1,1,0,2.193
1,1,1,1,0,1,1,1,1,1,1,0,1,1,2.368
1,1,1,0,0,0,1,0,0,1,1,0,1,1,2.345
1,0,0,0,0,1,1,1,1,1,0,1,1,0,2.637
1,1,0,1,1,0,1,1,0,1,0,1,1,1,2.663
1,0,1,1,1,1,0,0,1,0,1,0,0,1,1.982
0,0,1,1,0,0,1,0,0,0,1,0,1,0,1.99
1,1,0,1,0,1,0,1,0,1,0,0,0,0,2.346
1,1,1,0,0,1,1,0,1,0,0,1,0,0,2.241
1,1,0,1,0,1,1,0,1,1,0,1,0,1,2.676
1,0,1,0,1,0,1,1,0,1,0,1,1,0,2.648
1,0,1,1,0,1,0,0,1,0,1,1,0,1,2.289
1,0,0,0,1,0,0,1,0,1,1,0,1,1,2.367
1,0,0,1,0,0,0,1,1,1,1,0,0,0,2.431
1,0,1,0,0,1,1,1,1,1,1,0,0,1,2.363
1,0,0,0,0,1,0,1,0,0,0,0,1,0,1.963
0,1,1,1,1,1,0,0,1,1,0,0,1,1,2.394
1,1,1,1,1,1,0,1,0,0,0,1,1,0,2.205
1,1,1,1,0,0,1,0,1,1,0,0,1,0,2.43
0,1,0,1,0,0,1,0,1,0,0,1,0,0,2.585
0,1,0,1,1,0,1,0,1,1,1,0,0,1,2.384
0,0,1,1,0,1,0,1,1,0,0,0,0,0,1.959
0,0,1,1,0,1,0,1,0,1,0,0,1,0,2.643
0,0,0,1,1,0,0,0,0,1,1,0,1,0,2.375
0,1,1,0,1,0,0,1,0,0,0,1,1,0,2.199
0,1,1,1,0,1,0,1,0,0,1,1,1,1,2.195
1,1,0,0,1,1,1,0,0,1,1,1,1,1,2.644
1,1,1,0,0,0,0,1,1,0,0,1,1,1,2.217
1,1,1,1,1,1,0,1,1,0,0,0,1,0,1.954
1,1,0,0,0,1,0,1,1,0,1,1,1,0,2.203
0,1,0,0,0,1,0,1,1,0,0,1,0,0,2.263
1,0,1,1,1,1,0,1,1,0,0,1,1,1,2.22
1,0,0,1,1,1,0,0,1,0,1,0,1,1,1.945
0,1,0,1,1,1,0,1,1,0,0,1,1,0,2.505
1,1,1,1,1,1,1,1,1,0,0,0,1,0,1.958
0,0,1,1,1,1,0,1,1,1,1,1,1,1,2.574
0,1,1,0,0,0,0,0,0,1,0,1,1,1,2.641
1,0,1,0,0,0,1,1,1,0,0,0,0,1,1.96
1,1,0,1,0,0,0,0,0,0,0,0,1,0,1.949
0,1,1,0,1,1,1,1,1,1,0,0,1,1,2.38
1,1,1,1,1,0,1,0,1,0,0,0,1,1,1.953
1,1,1,0,0,1,0,0,0,1,1,1,0,0,3.001
0,1,1,1,1,0,1,0,0,1,1,1,1,0,2.621
1,1,1,1,1,0,1,0,1,1,0,1,1,0,2.693
1,0,0,0,1,0,1,1,1,1,0,0,0,0,2.411
0,1,0,0,0,1,0,1,1,0,0,1,1,1,2.25
0,1,0,0,1,0,0,1,1,1,0,0,1,1,2.45
0,1,1,0,0,0,0,0,1,1,0,1,0,1,2.706
1,0,0,1,1,1,0,1,0,1,1,1,1,0,2.958
0,0,1,0,1,0,0,1,1,1,1,0,1,0,2.361
0,1,1,1,1,0,0,1,1,1,1,1,1,1,2.653
1,0,0,1,1,1,0,1,0,1,1,1,0,1,2.694
0,0,0,1,0,0,1,0,0,1,1,1,1,1,2.641
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1.994
1,1,0,1,0,1,1,0,1,1,0,0,0,1,2.399
1,1,1,0,1,0,1,1,0,0,1,1,0,1,2.235
0,0,1,0,0,0,0,0,1,0,0,0,0,1,1.956
1,1,0,1,1,0,1,0,1,1,1,1,1,1,2.639
0,0,1,1,1,1,0,1,0,0,0,1,0,1,2.21
0,0,1,1,1,1,1,0,1,0,0,1,0,0,2.209
0,1,1,1,0,0,0,0,0,1,1,1,1,1,2.641
0,1,1,0,1,1,0,0,1,1,1,1,0,1,2.634
1,0,0,1,1,1,1,0,0,1,0,1,0,0,2.639
0,1,0,1,1,1,1,1,1,0,0,1,1,1,2.2
1,0,1,1,0,0,0,0,0,0,1,1,1,0,2.218
1,1,0,0,0,1,0,1,0,1,1,1,0,1,2.655
0,1,0,0,0,0,0,1,1,0,0,0,0,1,2.002
0,1,1,0,1,0,1,0,0,0,0,1,1,1,2.212
1,0,1,1,0,0,0,0,1,1,1,0,0,0,2.421
1,1,1,0,1,1,0,1,1,0,0,1,0,1,2.234
0,1,1,1,1,1,1,0,0,1,0,0,0,0,2.36
1,0,1,0,1,1,0,1,1,1,1,1,1,0,2.633
0,0,1,0,1,0,0,1,1,0,0,1,0,0,2.224
1,0,0,1,1,1,0,1,0,1,0,0,1,0,2.375
1,0,1,1,1,0,0,0,1,0,0,1,0,1,2.241
1,0,0,0,1,1,1,1,1,1,1,1,0,0,2.661
0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.938
0,1,1,0,0,0,1,0,0,1,1,1,1,1,2.625
0,1,1,1,0,1,1,0,1,1,0,1,0,0,2.685
0,0,0,0,1,1,1,1,1,0,0,1,1,1,2.199
1,1,1,0,0,1,1,0,1,0,0,1,1,1,2.215
0,1,1,0,0,1,1,0,1,0,0,0,0,0,1.972
1,1,1,0,0,1,0,1,1,1,1,0,1,0,2.385
0,1,1,1,0,1,0,0,1,0,0,0,1,0,1.951
1,1,1,1,0,1,0,0,1,0,1,1,1,1,2.232
1,1,1,0,1,0,1,1,0,1,1,1,0,0,2.668
1,1,0,1,0,0,1,0,0,0,0,1,0,0,2.24
1,1,0,0,1,0,0,0,1,1,1,0,1,1,2.36
1,1,0,0,0,1,0,1,0,0,0,1,0,0,2.226
0,1,0,1,1,1,1,0,0,1,1,0,0,0,2.401
0,1,0,0,1,1,0,0,0,0,0,1,1,1,2.187
0,0,1,0,1,1,1,1,0,1,0,0,1,0,2.356
0,0,0,0,0,1,1,1,1,0,1,0,1,1,1.941
0,1,1,1,1,1,0,0,0,1,0,1,0,1,2.663
1,1,1,1,1,0,1,0,1,0,0,1,1,1,2.218
0,1,1,1,0,1,1,0,0,1,1,0,1,1,2.362
0,0,0,0,0,0,1,0,1,0,1,0,0,0,1.961
0,0,0,1,0,0,0,0,1,0,1,0,0,1,1.959
0,1,0,0,0,0,0,0,0,1,1,0,1,1,2.352
1,1,0,0,1,1,1,1,1,1,1,0,0,1,2.352
0,1,0,1,0,0,1,0,1,0,0,0,1,0,1.942
1,1,1,1,0,0,1,0,0,1,1,1,0,1,2.681
1,1,0,1,0,0,0,0,0,1,1,0,1,0,2.351
1,0,0,1,1,1,1,1,0,0,0,0,0,1,1.963
0,0,0,1,0,1,1,1,1,0,0,1,0,1,2.242
1,1,0,0,0,0,1,0,1,1,0,0,1,0,2.388
0,0,0,1,1,1,0,1,1,0,1,0,1,0,1.937
1,1,0,0,1,1,1,1,0,0,1,0,1,1,1.947
0,1,0,1,0,1,0,1,1,1,0,1,0,1,2.672
0,0,1,1,1,0,0,0,0,1,1,1,1,1,2.637
1,0,0,0,1,0,1,1,1,0,0,1,1,0,2.216
0,0,1,1,1,1,1,1,0,0,1,1,0,1,2.204
0,0,1,1,0,0,1,1,1,1,1,0,1,1,2.373
0,1,0,0,1,1,1,0,0,1,1,1,1,1,2.647
1,0,1,0,1,1,0,1,1,0,0,0,0,1,1.969
0,1,1,0,1,0,1,1,0,0,0,0,0,0,1.977
1,0,0,0,0,0,1,1,0,0,0,1,1,0,2.222
1,1,1,1,1,1,1,0,1,0,1,0,0,0,1.981
0,0,0,1,0,1,1,0,1,1,0,0,0,1,2.4
1,0,0,1,1,0,0,1,0,1,1,0,0,0,2.426
1,0,0,1,0,0,1,0,0,0,1,0,1,0,1.953
1,1,1,0,0,1,0,0,0,0,0,1,1,0,2.221
1,1,0,1,1,1,1,0,0,0,1,0,1,1,1.932
1,0,1,1,0,1,0,1,0,1,1,1,1,0,2.674
1,0,1,1,1,0,0,0,1,1,1,1,1,0,2.631
1,0,1,0,0,1,0,0,1,0,1,0,0,0,1.966
0,0,1,0,0,0,1,1,1,1,0,1,1,1,2.655
0,1,1,1,0,1,0,1,1,0,0,0,0,0,1.971
0,0,1,0,0,0,1,1,1,0,1,1,1,1,2.19
0,1,0,0,1,0,0,1,1,0,1,1,0,1,2.214
1,1,1,1,0,1,1,0,1,0,1,1,1,0,2.205
1,1,0,0,1,0,1,1,0,1,1,0,0,1,2.396
1,0,1,1,1,1,0,1,1,1,1,1,1,1,2.595
0,0,1,1,1,0,1,0,1,1,1,1,1,0,2.629
0,1,0,1,1,1,1,1,1,0,1,0,1,1,1.943
0,0,0,0,0,1,1,0,1,1,1,0,1,0,2.415
1,0,0,0,0,0,1,1,0,1,1,0,1,0,2.362
0,0,0,1,0,0,0,0,0,1,0,0,1,1,2.429
1,1,0,1,0,0,1,1,1,0,0,1,1,1,2.235
1,0,0,0,1,1,1,1,0,0,0,1,0,1,2.232
1,0,1,0,1,0,1,1,0,1,0,1,0,0,2.661
1,0,1,0,1,1,0,1,0,1,1,1,0,1,2.64
1,0,1,1,0,0,0,0,1,1,1,1,1,0,2.655
0,0,1,0,1,1,1,0,0,0,0,0,1,0,1.945
0,1,0,1,1,1,1,1,1,1,1,0,1,0,2.438
0,1,0,1,0,0,0,0,0,0,1,0,1,0,1.952
1,0,0,1,0,0,1,1,0,1,1,1,0,1,2.667
0,1,0,0,0,0,0,0,1,1,0,0,0,1,2.405
0,0,1,0,0,1,1,0,1,1,1,1,0,0,2.641
1,0,1,1,0,1,1,1,1,0,0,0,1,1,1.946
0,1,0,0,1,1,1,1,0,0,0,1,1,0,2.207
1,1,0,0,0,0,0,1,1,1,0,1,0,0,2.685
0,0,1,1,0,1,1,1,0,0,0,1,1,0,2.199
1,0,1,0,0,0,1,1,1,0,1,0,0,1,1.994
0,1,1,0,0,1,0,0,0,1,1,0,0,1,2.422
1,1,0,0,0,0,0,0,0,0,0,1,1,1,2.252
1,0,0,1,0,1,0,0,1,0,1,1,0,0,2.237
1,1,1,0,1,0,1,1,0,1,0,0,0,1,2.345
1,1,0,0,1,1,0,1,0,0,0,1,1,1,2.208
1,0,1,1,0,1,1,1,1,1,0,1,0,1,2.687
0,0,0,0,1,0,1,1,1,0,1,0,0,1,1.96
0,1,1,1,0,1,0,1,0,1,1,1,0,1,2.619
0,0,1,0,1,1,0,0,0,0,0,1,1,1,2.215
0,1,0,1,0,1,0,0,1,0,1,1,1,1,2.194
0,1,1,0,0,0,1,1,0,0,0,0,0,1,1.961
0,1,1,1,1,0,1,0,0,0,0,0,0,1,2.031
1,1,1,1,0,1,0,0,1,0,0,1,0,1,2.242
1,0,1,0,0,1,0,1,1,0,1,1,0,0,2.233
1,0,1,0,0,0,0,1,1,0,1,0,1,0,1.943
0,1,1,0,0,1,0,0,1,0,1,0,1,1,1.959
0,0,0,0,0,0,1,0,1,0,1,1,1,0,2.19
0,0,1,0,1,1,1,0,1,0,0,1,0,0,2.251
0,0,1,1,1,0,0,0,1,0,0,1,0,0,2.231
1,0,1,1,1,0,0,1,0,0,1,1,1,0,2.212
0,0,1,0,1,1,0,1,0,1,0,0,1,1,2.363
1,1,0,0,1,0,0,1,1,1,1,0,1,1,2.361
1,1,0,0,1,1,0,1,0,0,0,1,0,1,2.239
1,0,1,1,0,0,0,0,0,1,0,0,1,0,2.428
1,1,0,0,0,1,0,0,1,1,0,0,1,0,2.389
0,1,0,1,1,0,0,0,0,0,0,1,1,0,2.181
1,0,0,1,0,1,0,0,0,0,1,0,0,1,1.962
1,1,1,0,0,1,0,1,1,0,0,0,1,0,2.128
1,0,0,1,0,1,1,0,1,1,1,1,1,1,2.669
1,1,0,1,1,0,1,1,1,1,1,1,1,0,2.663
1,0,0,1,1,1,1,1,0,1,1,0,0,1,2.398
0,0,1,0,1,1,0,0,0,1,0,0,1,0,2.354
1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.971
1,1,1,1,0,0,1,1,0,0,0,0,0,1,1.961
0,1,1,0,0,0,1,1,1,1,0,1,0,1,2.678
0,0,0,1,1,0,1,0,0,0,0,1,1,0,2.19
0,1,0,1,1,0,1,0,1,0,0,0,1,0,1.938
0,0,0,0,1,0,0,1,1,0,1,1,0,1,2.219
1,1,0,0,0,1,1,1,1,1,1,0,0,0,2.419
0,1,0,1,1,1,0,1,0,1,0,0,0,1,2.344
1,0,0,1,0,0,0,1,0,0,1,1,0,0,2.244
0,0,0,1,1,0,1,1,1,0,1,1,0,1,2.215
1,1,0,1,0,0,1,0,0,1,1,0,1,0,2.415
0,0,0,1,0,1,0,1,1,0,1,1,0,1,2.217
1,1,1,0,0,1,1,1,1,1,0,1,1,0,2.668
0,1,0,0,0,1,1,1,0,1,1,0,1,0,2.368
1,1,0,0,0,0,1,1,1,1,1,1,0,1,2.704
1,0,0,1,1,1,1,1,1,0,0,0,1,1,1.962
1,1,0,0,1,0,0,0,0,1,0,0,1,1,2.401
1,0,0,1,1,1,1,1,1,1,1,1,0,1,2.66
1,1,0,0,0,1,0,0,1,1,1,0,1,1,2.379
1,0,1,1,1,0,1,0,0,0,0,1,1,1,2.235
1,1,1,1,1,1,0,0,0,1,1,0,0,0,2.411
0,1,1,1,1,1,0,0,0,1,0,1,1,1,2.593
0,0,1,1,1,1,1,1,1,0,0,0,1,0,1.94
1,0,1,1,1,1,0,1,0,1,1,0,1,0,2.377
0,1,0,1,1,0,0,1,1,0,0,1,0,0,2.218
1,1,0,0,0,1,1,1,1,0,0,0,0,1,1.972
0,0,0,1,1,1,0,1,0,1,0,1,0,1,2.664
0,1,1,1,0,0,1,1,1,1,1,0,0,1,2.464
1,1,1,1,1,1,1,1,1,1,1,1,0,1,2.68
1,1,0,1,1,1,0,0,1,1,1,0,0,0,2.4
0,1,0,1,0,0,1,1,0,1,0,0,0,1,2.345
0,0,1,0,0,0,1,0,0,0,0,1,0,1,2.235
0,1,0,0,1,0,0,1,0,1,0,1,1,0,2.656
0,0,1,0,1,1,1,1,0,0,0,0,1,1,1.962
0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.417
0,0,0,0,0,0,1,1,1,1,0,0,1,0,2.413
1,1,1,1,1,0,1,0,1,0,1,0,0,0,1.981
0,0,1,0,1,1,0,1,0,0,0,0,1,1,1.973
0,0,1,0,0,1,0,0,1,0,0,1,1,0,2.186
1,0,0,0,1,0,0,1,1,0,1,1,1,0,2.506
1,0,0,1,1,0,0,0,0,0,1,0,0,1,1.991
0,0,0,1,0,1,1,0,0,1,0,0,0,0,2.39
0,1,1,1,0,0,0,0,0,1,0,1,0,0,2.66
0,1,1,1,1,0,1,1,1,0,1,0,1,0,2.006
1,0,1,0,0,1,1,0,0,0,0,0,0,0,1.967
1,0,0,0,1,0,0,1,1,1,0,1,1,0,2.665
0,1,1,0,0,0,1,0,0,0,1,1,0,1,2.428
1,0,1,0,1,1,1,0,0,1,1,0,0,0,2.384
1,0,0,1,0,0,1,0,0,1,1,1,0,1,2.676
1,0,0,0,0,0,1,1,1,0,1,0,1,0,1.954
1,1,0,0,0,0,0,1,0,0,1,1,1,0,2.21
0,1,1,1,0,0,1,1,0,1,1,1,1,0,2.637
1,1,0,1,1,0,0,1,0,0,1,1,0,0,2.229
1,1,0,1,0,0,1,0,0,1,1,1,1,1,2.628
0,1,0,0,0,1,0,1,0,1,1,1,1,0,2.65
0,1,1,1,1,0,0,1,0,1,1,0,1,1,2.369
0,0,0,0,0,0,1,0,1,0,1,0,1,1,1.928
0,1,1,1,1,0,0,0,1,0,0,0,0,0,2.245
0,1,1,1,1,1,1,1,0,0,1,0,1,1,1.95
0,1,0,0,1,0,0,1,0,1,0,0,1,1,2.338
1,0,1,0,0,0,0,1,0,0,1,1,0,0,2.234
1,1,0,0,1,0,0,1,0,0,0,0,1,0,1.954
0,1,0,0,1,1,1,0,1,0,1,1,1,1,2.191
1,1,1,0,0,1,0,1,1,0,1,0,0,1,2.023
1,0,0,0,0,0,1,0,1,1,1,0,1,1,2.364
1,0,0,1,1,0,1,1,1,1,1,1,1,1,2.665
1,1,0,1,1,1,0,0,1,1,0,1,0,0,2.697
0,1,1,1,0,0,1,1,1,1,1,0,0,0,2.417
0,0,0,1,0,1,0,1,0,0,1,0,0,0,1.958
1,0,1,0,0,1,1,0,0,1,1,1,1,0,2.647
0,1,1,0,0,0,0,1,1,1,0,0,1,0,2.381
1,0,0,1,0,1,1,0,0,1,1,1,1,1,2.689
1,0,1,0,1,0,0,0,1,1,1,0,1,0,2.371
1,0,1,1,1,1,1,0,0,1,1,1,1,0,2.664
0,1,1,0,1,1,1,1,0,1,0,1,0,0,2.637
0,0,1,0,0,0,0,0,1,0,1,1,0,1,2.416
0,1,1,1,0,0,0,0,0,0,0,1,0,1,2.226
0,0,1,1,0,0,1,0,0,1,0,0,1,0,2.363
0,1,1,0,0,1,1,0,0,1,0,1,0,0,2.649
0,1,0,1,0,0,0,1,0,0,1,1,0,0,2.236
0,0,1,1,0,1,0,1,0,1,0,1,1,1,2.629
1,1,0,0,0,0,1,1,0,1,1,1,1,0,2.642
0,1,1,1,1,0,1,1,1,1,0,0,0,0,2.644
0,1,0,0,0,0,1,0,0,1,1,0,0,0,2.313
1,0,1,0,0,1,0,1,0,0,1,1,1,0,2.217
0,0,1,1,0,1,1,1,0,1,0,0,0,1,2.316
0,0,1,1,0,1,1,0,0,0,0,1,0,0,2.274
1,1,0,1,1,1,1,0,1,1,0,0,0,0,2.461
1,1,0,0,0,0,0,1,0,1,0,1,1,0,2.655
0,0,1,0,0,0,1,0,1,0,0,1,1,0,2.21
0,0,0,0,1,0,0,1,0,1,1,1,1,1,2.633
0,1,0,1,1,1,0,1,0,0,0,1,1,1,2.219
1,0,0,0,1,0,0,0,0,1,0,1,1,1,2.661
1,0,1,1,0,0,0,1,1,0,1,0,1,0,1.954
0,0,1,0,1,1,1,1,0,0,0,0,0,1,1.952
1,0,0,0,0,1,0,0,1,0,0,1,1,0,2.206
1,0,0,0,1,1,1,1,0,1,0,0,0,1,2.379
0,1,1,1,0,0,0,0,0,0,0,0,1,1,1.944
1,1,0,1,0,1,0,1,1,1,0,0,0,0,2.417
0,1,1,1,0,0,0,1,1,1,0,0,0,0,2.416
0,1,1,1,1,1,0,0,1,1,1,1,1,1,2.637
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1.963
0,1,0,1,0,0,0,1,1,1,0,1,0,0,2.675
0,1,0,0,0,0,1,1,1,1,1,0,0,1,2.4
