SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwrite.4
1,1,1,0,0,0,1,0,1,0,0,0,0,1,37.048
0,0,0,0,1,0,0,0,1,0,1,0,1,0,41.908
0,0,0,0,1,0,0,0,0,1,1,1,1,0,45.092
1,0,1,1,1,1,0,1,0,0,0,1,0,0,44.538
0,1,0,1,0,0,0,0,1,0,0,0,0,1,38.317
0,1,0,1,0,0,0,0,0,0,1,1,0,1,43.746
1,1,0,1,1,1,0,1,0,0,0,0,0,0,40.887
0,1,1,0,0,0,1,0,0,1,1,1,0,0,44.966
0,1,1,0,0,0,0,1,0,1,1,0,0,1,38.407
1,1,1,0,1,1,0,0,1,0,1,1,1,1,44.197
0,0,0,0,1,0,1,0,1,0,1,0,1,0,37.457
0,0,0,1,1,1,0,0,0,0,0,1,1,1,44.063
1,0,0,0,1,0,1,1,0,0,1,0,1,0,38.566
1,0,0,1,0,1,0,1,1,0,0,0,1,0,45.951
0,1,1,0,0,0,1,1,1,1,1,1,0,0,48.821
1,0,1,1,0,0,0,0,1,1,1,0,1,0,37.752
0,0,0,1,1,0,0,1,0,1,1,0,1,1,39.106
1,1,1,1,1,0,0,1,1,1,0,0,1,0,39.611
1,0,1,0,0,1,1,1,1,0,1,1,0,1,44.849
0,1,0,1,1,1,0,0,1,1,0,0,1,0,38.532
0,1,1,1,1,1,1,0,1,1,1,0,1,0,38.688
0,1,0,1,0,0,1,1,1,1,1,0,0,0,38.062
1,0,1,1,1,0,1,0,1,1,0,1,1,0,44.225
1,0,0,1,1,1,1,0,0,0,1,1,1,0,43.324
1,0,0,1,0,0,1,1,0,0,0,0,0,1,42.093
1,1,1,0,0,1,0,0,1,0,1,0,1,1,39.52
0,0,1,1,0,1,0,1,1,1,0,0,0,0,40.275
1,0,0,0,1,1,0,1,0,1,1,1,1,0,43.88
1,1,1,0,0,0,0,1,0,0,0,0,0,1,37.814
0,0,1,0,1,1,1,0,0,0,1,0,0,0,38.472
1,1,1,0,0,0,0,0,0,1,1,0,0,0,39.873
0,0,0,0,0,1,1,1,1,0,0,1,1,0,47.697
0,0,1,1,1,0,1,1,0,0,1,0,0,0,42.657
0,1,0,0,0,1,1,1,1,1,0,1,1,0,44.942
0,0,0,1,0,0,0,0,0,1,1,0,0,1,43.823
1,0,0,0,1,1,0,1,0,1,1,1,0,0,45.235
0,0,1,1,0,0,1,1,0,1,1,1,1,0,54.443
0,1,1,1,1,0,1,0,0,0,1,0,1,0,42.726
0,0,0,1,0,0,0,0,0,1,0,1,1,0,48.245
0,1,0,1,0,0,1,0,0,1,1,0,1,1,47.721
0,0,1,1,1,0,1,0,1,1,1,0,1,0,43.909
0,0,0,1,1,0,1,0,1,1,0,0,1,0,41.701
0,0,1,0,0,0,0,0,1,0,1,0,1,1,48.099
0,0,1,0,1,0,1,0,0,0,0,0,0,1,42.023
0,1,1,1,1,1,1,0,1,1,0,1,1,1,46.022
1,1,0,1,0,0,0,1,0,1,0,1,0,0,45.869
1,0,1,1,0,0,0,1,1,1,1,0,0,0,39.834
1,1,0,0,1,1,1,0,0,0,0,1,1,0,46.616
1,0,0,1,1,1,1,0,1,1,1,1,0,1,54.283
0,0,0,0,0,1,0,1,0,0,0,0,0,1,39.846
1,1,1,1,1,1,1,1,1,1,1,0,0,1,41.157
0,0,1,1,0,0,1,1,0,0,1,1,0,0,45.894
1,1,1,0,1,0,1,1,1,1,0,1,0,0,44.79
0,0,0,1,1,0,0,0,0,1,1,0,1,0,40.83
1,1,0,0,1,0,0,0,1,0,0,1,1,0,44.961
0,1,0,1,1,0,0,0,0,0,0,1,1,0,50.37
1,0,0,1,0,1,0,0,1,1,1,1,1,0,41.89
1,1,1,1,1,1,0,0,1,1,1,0,0,0,38.458
1,0,1,0,1,1,0,0,1,1,1,1,0,1,45.831
0,0,1,1,0,1,0,1,0,0,1,1,0,1,44.71
0,1,0,1,0,0,1,1,1,1,1,0,1,1,39.217
1,0,0,1,1,1,1,0,1,0,0,1,1,0,45.856
1,0,0,1,1,0,1,0,1,1,0,1,1,0,45.568
0,0,1,1,0,0,0,0,1,1,0,0,1,0,37.971
0,0,0,0,1,1,1,1,1,0,1,0,1,0,39.636
1,0,0,1,1,1,1,1,1,0,1,0,0,1,38.915
1,1,0,0,0,1,0,0,1,0,0,1,0,0,43.547
1,0,1,1,0,0,0,0,0,0,1,1,0,0,45.208
1,0,1,0,1,0,0,0,1,0,0,1,0,0,45.406
0,1,1,1,1,1,0,1,1,0,0,0,0,0,42.741
0,1,0,0,0,1,0,0,1,0,1,1,0,0,40.891
1,0,0,0,1,1,0,0,0,1,1,0,0,1,40.705
1,1,0,1,1,0,0,1,1,0,0,1,0,0,45.997
1,0,1,1,0,1,0,1,1,1,1,0,1,1,42.133
0,1,1,0,1,1,1,0,0,1,1,0,0,1,42.04
1,1,0,1,0,0,1,1,0,0,1,1,1,0,45.227
0,1,0,1,1,0,1,1,0,1,1,0,1,0,44.807
1,0,0,1,1,0,1,1,0,1,0,1,0,1,54.373
1,1,1,0,1,0,0,0,1,0,0,0,0,1,41.928
0,0,1,1,0,0,1,0,0,1,0,1,0,1,49.393
0,1,1,0,0,0,1,1,0,0,1,0,0,1,41.141
0,1,1,1,1,1,0,0,0,1,1,1,0,1,54.433
1,0,1,0,0,0,1,0,1,0,0,1,0,0,53.147
0,0,1,0,0,1,1,0,1,0,0,0,1,1,40.178
1,1,1,0,0,0,0,1,0,0,1,1,1,1,46.934
0,0,0,1,0,1,1,1,1,1,0,0,0,0,47.467
0,1,1,0,0,0,0,0,1,0,1,1,1,1,53.175
0,1,0,0,0,0,0,1,0,1,1,1,1,0,46.902
0,1,1,1,1,0,1,1,1,1,1,0,0,0,44.198
0,0,0,1,1,0,0,0,0,1,1,1,0,1,42.234
1,0,1,0,0,1,0,0,0,0,0,0,1,1,41.256
1,0,1,0,1,1,0,0,1,1,0,1,0,0,51.086
0,1,1,1,0,1,0,0,0,0,0,1,0,0,57.082
1,0,1,1,0,1,0,1,0,0,0,0,1,1,41.315
0,1,1,1,1,0,0,1,1,1,1,0,0,0,46.311
0,1,0,1,1,0,1,0,0,1,1,0,1,0,41.446
0,0,1,1,1,0,0,1,1,1,1,0,1,0,47.958
1,0,1,1,1,1,1,1,0,1,1,0,1,0,45.847
0,0,1,1,1,0,1,0,0,1,1,1,0,1,51.192
1,1,0,0,0,0,1,1,1,1,1,0,1,0,40.261
0,1,1,1,0,1,0,0,0,0,1,1,1,0,52.631
1,1,1,1,0,1,1,1,1,1,1,0,1,1,45.316
1,1,1,0,0,0,1,0,0,1,1,0,1,1,40.317
1,0,0,0,0,1,1,1,1,1,0,1,1,0,39.256
1,1,0,1,1,0,1,1,0,1,0,1,1,1,47.418
1,0,1,1,1,1,0,0,1,0,1,0,0,1,43.551
0,0,1,1,0,0,1,0,0,0,1,0,1,0,41.752
1,1,0,1,0,1,0,1,0,1,0,0,0,0,42.555
1,1,1,0,0,1,1,0,1,0,0,1,0,0,39.639
1,1,0,1,0,1,1,0,1,1,0,1,0,1,48.518
1,0,1,0,1,0,1,1,0,1,0,1,1,0,51.126
1,0,1,1,0,1,0,0,1,0,1,1,0,1,46.831
1,0,0,0,1,0,0,1,0,1,1,0,1,1,41.547
1,0,0,1,0,0,0,1,1,1,1,0,0,0,43.915
1,0,1,0,0,1,1,1,1,1,1,0,0,1,39.558
1,0,0,0,0,1,0,1,0,0,0,0,1,0,39.432
0,1,1,1,1,1,0,0,1,1,0,0,1,1,42.918
1,1,1,1,1,1,0,1,0,0,0,1,1,0,56.322
1,1,1,1,0,0,1,0,1,1,0,0,1,0,44.651
0,1,0,1,0,0,1,0,1,0,0,1,0,0,48.336
0,1,0,1,1,0,1,0,1,1,1,0,0,1,42.375
0,0,1,1,0,1,0,1,1,0,0,0,0,0,41.863
0,0,1,1,0,1,0,1,0,1,0,0,1,0,43.567
0,0,0,1,1,0,0,0,0,1,1,0,1,0,44.477
0,1,1,0,1,0,0,1,0,0,0,1,1,0,39.083
0,1,1,1,0,1,0,1,0,0,1,1,1,1,50.139
1,1,0,0,1,1,1,0,0,1,1,1,1,1,52.085
1,1,1,0,0,0,0,1,1,0,0,1,1,1,50.465
1,1,1,1,1,1,0,1,1,0,0,0,1,0,42.508
1,1,0,0,0,1,0,1,1,0,1,1,1,0,47.364
0,1,0,0,0,1,0,1,1,0,0,1,0,0,50.019
1,0,1,1,1,1,0,1,1,0,0,1,1,1,52.01
1,0,0,1,1,1,0,0,1,0,1,0,1,1,45.303
0,1,0,1,1,1,0,1,1,0,0,1,1,0,38.806
1,1,1,1,1,1,1,1,1,0,0,0,1,0,43.446
0,0,1,1,1,1,0,1,1,1,1,1,1,1,39.287
0,1,1,0,0,0,0,0,0,1,0,1,1,1,53.2
1,0,1,0,0,0,1,1,1,0,0,0,0,1,43.598
1,1,0,1,0,0,0,0,0,0,0,0,1,0,44.597
0,1,1,0,1,1,1,1,1,1,0,0,1,1,42.777
1,1,1,1,1,0,1,0,1,0,0,0,1,1,45.954
1,1,1,0,0,1,0,0,0,1,1,1,0,0,49.386
0,1,1,1,1,0,1,0,0,1,1,1,1,0,44.3
1,1,1,1,1,0,1,0,1,1,0,1,1,0,46.659
1,0,0,0,1,0,1,1,1,1,0,0,0,0,44.114
0,1,0,0,0,1,0,1,1,0,0,1,1,1,48.403
0,1,0,0,1,0,0,1,1,1,0,0,1,1,38.213
0,1,1,0,0,0,0,0,1,1,0,1,0,1,42.772
1,0,0,1,1,1,0,1,0,1,1,1,1,0,44.431
0,0,1,0,1,0,0,1,1,1,1,0,1,0,36.6
0,1,1,1,1,0,0,1,1,1,1,1,1,1,51.787
1,0,0,1,1,1,0,1,0,1,1,1,0,1,44.792
0,0,0,1,0,0,1,0,0,1,1,1,1,1,47.217
1,0,0,0,1,1,1,0,0,0,0,0,0,0,38.308
1,1,0,1,0,1,1,0,1,1,0,0,0,1,39.238
1,1,1,0,1,0,1,1,0,0,1,1,0,1,44.011
0,0,1,0,0,0,0,0,1,0,0,0,0,1,39.538
1,1,0,1,1,0,1,0,1,1,1,1,1,1,46.095
0,0,1,1,1,1,0,1,0,0,0,1,0,1,45.773
0,0,1,1,1,1,1,0,1,0,0,1,0,0,47.128
0,1,1,1,0,0,0,0,0,1,1,1,1,1,44.205
0,1,1,0,1,1,0,0,1,1,1,1,0,1,44.697
1,0,0,1,1,1,1,0,0,1,0,1,0,0,45.334
0,1,0,1,1,1,1,1,1,0,0,1,1,1,45.427
1,0,1,1,0,0,0,0,0,0,1,1,1,0,43.1
1,1,0,0,0,1,0,1,0,1,1,1,0,1,47.248
0,1,0,0,0,0,0,1,1,0,0,0,0,1,45.609
0,1,1,0,1,0,1,0,0,0,0,1,1,1,41.654
1,0,1,1,0,0,0,0,1,1,1,0,0,0,38.996
1,1,1,0,1,1,0,1,1,0,0,1,0,1,50.539
0,1,1,1,1,1,1,0,0,1,0,0,0,0,40.633
1,0,1,0,1,1,0,1,1,1,1,1,1,0,47.11
0,0,1,0,1,0,0,1,1,0,0,1,0,0,45.372
1,0,0,1,1,1,0,1,0,1,0,0,1,0,39.111
1,0,1,1,1,0,0,0,1,0,0,1,0,1,48.496
1,0,0,0,1,1,1,1,1,1,1,1,0,0,45.411
0,0,0,0,1,0,0,1,0,0,0,0,1,0,40.033
0,1,1,0,0,0,1,0,0,1,1,1,1,1,43.382
0,1,1,1,0,1,1,0,1,1,0,1,0,0,44.363
0,0,0,0,1,1,1,1,1,0,0,1,1,1,45.291
1,1,1,0,0,1,1,0,1,0,0,1,1,1,46.673
0,1,1,0,0,1,1,0,1,0,0,0,0,0,37.74
1,1,1,0,0,1,0,1,1,1,1,0,1,0,38.226
0,1,1,1,0,1,0,0,1,0,0,0,1,0,41.871
1,1,1,1,0,1,0,0,1,0,1,1,1,1,39.611
1,1,1,0,1,0,1,1,0,1,1,1,0,0,46.421
1,1,0,1,0,0,1,0,0,0,0,1,0,0,45.587
1,1,0,0,1,0,0,0,1,1,1,0,1,1,39.56
1,1,0,0,0,1,0,1,0,0,0,1,0,0,43.859
0,1,0,1,1,1,1,0,0,1,1,0,0,0,40.26
0,1,0,0,1,1,0,0,0,0,0,1,1,1,60.829
0,0,1,0,1,1,1,1,0,1,0,0,1,0,39.06
0,0,0,0,0,1,1,1,1,0,1,0,1,1,45.755
0,1,1,1,1,1,0,0,0,1,0,1,0,1,49.696
1,1,1,1,1,0,1,0,1,0,0,1,1,1,49.915
0,1,1,1,0,1,1,0,0,1,1,0,1,1,41.427
0,0,0,0,0,0,1,0,1,0,1,0,0,0,39.918
0,0,0,1,0,0,0,0,1,0,1,0,0,1,45.439
0,1,0,0,0,0,0,0,0,1,1,0,1,1,42.12
1,1,0,0,1,1,1,1,1,1,1,0,0,1,41.883
0,1,0,1,0,0,1,0,1,0,0,0,1,0,45.357
1,1,1,1,0,0,1,0,0,1,1,1,0,1,53.911
1,1,0,1,0,0,0,0,0,1,1,0,1,0,43.004
1,0,0,1,1,1,1,1,0,0,0,0,0,1,44.186
0,0,0,1,0,1,1,1,1,0,0,1,0,1,58.289
1,1,0,0,0,0,1,0,1,1,0,0,1,0,40.925
0,0,0,1,1,1,0,1,1,0,1,0,1,0,47.481
1,1,0,0,1,1,1,1,0,0,1,0,1,1,45.378
0,1,0,1,0,1,0,1,1,1,0,1,0,1,47.44
0,0,1,1,1,0,0,0,0,1,1,1,1,1,42.131
1,0,0,0,1,0,1,1,1,0,0,1,1,0,47.601
0,0,1,1,1,1,1,1,0,0,1,1,0,1,50.106
0,0,1,1,0,0,1,1,1,1,1,0,1,1,44.399
0,1,0,0,1,1,1,0,0,1,1,1,1,1,55.511
1,0,1,0,1,1,0,1,1,0,0,0,0,1,41.792
0,1,1,0,1,0,1,1,0,0,0,0,0,0,41.806
1,0,0,0,0,0,1,1,0,0,0,1,1,0,46.07
1,1,1,1,1,1,1,0,1,0,1,0,0,0,35.906
0,0,0,1,0,1,1,0,1,1,0,0,0,1,45.029
1,0,0,1,1,0,0,1,0,1,1,0,0,0,46.043
1,0,0,1,0,0,1,0,0,0,1,0,1,0,43.201
1,1,1,0,0,1,0,0,0,0,0,1,1,0,48.511
1,1,0,1,1,1,1,0,0,0,1,0,1,1,41.292
1,0,1,1,0,1,0,1,0,1,1,1,1,0,45.302
1,0,1,1,1,0,0,0,1,1,1,1,1,0,57.889
1,0,1,0,0,1,0,0,1,0,1,0,0,0,49.818
0,0,1,0,0,0,1,1,1,1,0,1,1,1,49.47
0,1,1,1,0,1,0,1,1,0,0,0,0,0,44.951
0,0,1,0,0,0,1,1,1,0,1,1,1,1,46.583
0,1,0,0,1,0,0,1,1,0,1,1,0,1,42.112
1,1,1,1,0,1,1,0,1,0,1,1,1,0,44.078
1,1,0,0,1,0,1,1,0,1,1,0,0,1,39.813
1,0,1,1,1,1,0,1,1,1,1,1,1,1,42.592
0,0,1,1,1,0,1,0,1,1,1,1,1,0,46.379
0,1,0,1,1,1,1,1,1,0,1,0,1,1,38.514
0,0,0,0,0,1,1,0,1,1,1,0,1,0,38.707
1,0,0,0,0,0,1,1,0,1,1,0,1,0,37.022
0,0,0,1,0,0,0,0,0,1,0,0,1,1,41.447
1,1,0,1,0,0,1,1,1,0,0,1,1,1,39.061
1,0,0,0,1,1,1,1,0,0,0,1,0,1,38.936
1,0,1,0,1,0,1,1,0,1,0,1,0,0,45.566
1,0,1,0,1,1,0,1,0,1,1,1,0,1,44.331
1,0,1,1,0,0,0,0,1,1,1,1,1,0,46.296
0,0,1,0,1,1,1,0,0,0,0,0,1,0,42.787
0,1,0,1,1,1,1,1,1,1,1,0,1,0,54.297
0,1,0,1,0,0,0,0,0,0,1,0,1,0,43.835
1,0,0,1,0,0,1,1,0,1,1,1,0,1,52.491
0,1,0,0,0,0,0,0,1,1,0,0,0,1,42.496
0,0,1,0,0,1,1,0,1,1,1,1,0,0,53.105
1,0,1,1,0,1,1,1,1,0,0,0,1,1,46.035
0,1,0,0,1,1,1,1,0,0,0,1,1,0,51.335
1,1,0,0,0,0,0,1,1,1,0,1,0,0,39.701
0,0,1,1,0,1,1,1,0,0,0,1,1,0,41.266
1,0,1,0,0,0,1,1,1,0,1,0,0,1,48.957
0,1,1,0,0,1,0,0,0,1,1,0,0,1,43.07
1,1,0,0,0,0,0,0,0,0,0,1,1,1,53.41
1,0,0,1,0,1,0,0,1,0,1,1,0,0,41.346
1,1,1,0,1,0,1,1,0,1,0,0,0,1,43.645
1,1,0,0,1,1,0,1,0,0,0,1,1,1,49.996
1,0,1,1,0,1,1,1,1,1,0,1,0,1,53.96
0,0,0,0,1,0,1,1,1,0,1,0,0,1,44.585
0,1,1,1,0,1,0,1,0,1,1,1,0,1,52.563
0,0,1,0,1,1,0,0,0,0,0,1,1,1,50.277
0,1,0,1,0,1,0,0,1,0,1,1,1,1,46.243
0,1,1,0,0,0,1,1,0,0,0,0,0,1,43.438
0,1,1,1,1,0,1,0,0,0,0,0,0,1,46.612
1,1,1,1,0,1,0,0,1,0,0,1,0,1,46.638
1,0,1,0,0,1,0,1,1,0,1,1,0,0,43.998
1,0,1,0,0,0,0,1,1,0,1,0,1,0,44.256
0,1,1,0,0,1,0,0,1,0,1,0,1,1,46.791
0,0,0,0,0,0,1,0,1,0,1,1,1,0,49.151
0,0,1,0,1,1,1,0,1,0,0,1,0,0,58.304
0,0,1,1,1,0,0,0,1,0,0,1,0,0,46.999
1,0,1,1,1,0,0,1,0,0,1,1,1,0,47.312
0,0,1,0,1,1,0,1,0,1,0,0,1,1,48.291
1,1,0,0,1,0,0,1,1,1,1,0,1,1,39.406
1,1,0,0,1,1,0,1,0,0,0,1,0,1,44.623
1,0,1,1,0,0,0,0,0,1,0,0,1,0,39.238
1,1,0,0,0,1,0,0,1,1,0,0,1,0,41.111
0,1,0,1,1,0,0,0,0,0,0,1,1,0,46.053
1,0,0,1,0,1,0,0,0,0,1,0,0,1,39.637
1,1,1,0,0,1,0,1,1,0,0,0,1,0,41.514
1,0,0,1,0,1,1,0,1,1,1,1,1,1,47.735
1,1,0,1,1,0,1,1,1,1,1,1,1,0,48.739
1,0,0,1,1,1,1,1,0,1,1,0,0,1,42.586
0,0,1,0,1,1,0,0,0,1,0,0,1,0,38.926
1,1,1,1,0,0,0,1,0,0,0,0,0,0,40.929
1,1,1,1,0,0,1,1,0,0,0,0,0,1,43.045
0,1,1,0,0,0,1,1,1,1,0,1,0,1,45.403
0,0,0,1,1,0,1,0,0,0,0,1,1,0,43.191
0,1,0,1,1,0,1,0,1,0,0,0,1,0,43.751
0,0,0,0,1,0,0,1,1,0,1,1,0,1,50.04
1,1,0,0,0,1,1,1,1,1,1,0,0,0,45.092
0,1,0,1,1,1,0,1,0,1,0,0,0,1,39.512
1,0,0,1,0,0,0,1,0,0,1,1,0,0,43.174
0,0,0,1,1,0,1,1,1,0,1,1,0,1,44.878
1,1,0,1,0,0,1,0,0,1,1,0,1,0,38.678
0,0,0,1,0,1,0,1,1,0,1,1,0,1,43.702
1,1,1,0,0,1,1,1,1,1,0,1,1,0,47.005
0,1,0,0,0,1,1,1,0,1,1,0,1,0,38.403
1,1,0,0,0,0,1,1,1,1,1,1,0,1,46.56
1,0,0,1,1,1,1,1,1,0,0,0,1,1,40.742
1,1,0,0,1,0,0,0,0,1,0,0,1,1,37.637
1,0,0,1,1,1,1,1,1,1,1,1,0,1,46.077
1,1,0,0,0,1,0,0,1,1,1,0,1,1,37.783
1,0,1,1,1,0,1,0,0,0,0,1,1,1,41.94
1,1,1,1,1,1,0,0,0,1,1,0,0,0,39.567
0,1,1,1,1,1,0,0,0,1,0,1,1,1,42.357
0,0,1,1,1,1,1,1,1,0,0,0,1,0,40.507
1,0,1,1,1,1,0,1,0,1,1,0,1,0,40.327
0,1,0,1,1,0,0,1,1,0,0,1,0,0,46.608
1,1,0,0,0,1,1,1,1,0,0,0,0,1,38.915
0,0,0,1,1,1,0,1,0,1,0,1,0,1,43.528
0,1,1,1,0,0,1,1,1,1,1,0,0,1,38.671
1,1,1,1,1,1,1,1,1,1,1,1,0,1,44.683
1,1,0,1,1,1,0,0,1,1,1,0,0,0,41.313
0,1,0,1,0,0,1,1,0,1,0,0,0,1,39.615
0,0,1,0,0,0,1,0,0,0,0,1,0,1,48.432
0,1,0,0,1,0,0,1,0,1,0,1,1,0,44.899
0,0,1,0,1,1,1,1,0,0,0,0,1,1,37.988
0,0,0,0,0,0,0,0,1,1,0,0,0,0,40.958
0,0,0,0,0,0,1,1,1,1,0,0,1,0,43.993
1,1,1,1,1,0,1,0,1,0,1,0,0,0,42.037
0,0,1,0,1,1,0,1,0,0,0,0,1,1,40.871
0,0,1,0,0,1,0,0,1,0,0,1,1,0,48.024
1,0,0,0,1,0,0,1,1,0,1,1,1,0,44.811
1,0,0,1,1,0,0,0,0,0,1,0,0,1,41.827
0,0,0,1,0,1,1,0,0,1,0,0,0,0,40.545
0,1,1,1,0,0,0,0,0,1,0,1,0,0,50.909
0,1,1,1,1,0,1,1,1,0,1,0,1,0,39.282
1,0,1,0,0,1,1,0,0,0,0,0,0,0,35.886
1,0,0,0,1,0,0,1,1,1,0,1,1,0,45.782
0,1,1,0,0,0,1,0,0,0,1,1,0,1,40.113
1,0,1,0,1,1,1,0,0,1,1,0,0,0,40.978
1,0,0,1,0,0,1,0,0,1,1,1,0,1,48.084
1,0,0,0,0,0,1,1,1,0,1,0,1,0,38.123
1,1,0,0,0,0,0,1,0,0,1,1,1,0,44.601
0,1,1,1,0,0,1,1,0,1,1,1,1,0,43.05
1,1,0,1,1,0,0,1,0,0,1,1,0,0,48.67
1,1,0,1,0,0,1,0,0,1,1,1,1,1,44.656
0,1,0,0,0,1,0,1,0,1,1,1,1,0,44.482
0,1,1,1,1,0,0,1,0,1,1,0,1,1,42.061
0,0,0,0,0,0,1,0,1,0,1,0,1,1,41.508
0,1,1,1,1,0,0,0,1,0,0,0,0,0,40.981
0,1,1,1,1,1,1,1,0,0,1,0,1,1,44.169
0,1,0,0,1,0,0,1,0,1,0,0,1,1,36.928
1,0,1,0,0,0,0,1,0,0,1,1,0,0,44.88
1,1,0,0,1,0,0,1,0,0,0,0,1,0,40.84
0,1,0,0,1,1,1,0,1,0,1,1,1,1,45.793
1,1,1,0,0,1,0,1,1,0,1,0,0,1,39.579
1,0,0,0,0,0,1,0,1,1,1,0,1,1,39.652
1,0,0,1,1,0,1,1,1,1,1,1,1,1,43.305
1,1,0,1,1,1,0,0,1,1,0,1,0,0,45.557
0,1,1,1,0,0,1,1,1,1,1,0,0,0,35.77
0,0,0,1,0,1,0,1,0,0,1,0,0,0,38.7
1,0,1,0,0,1,1,0,0,1,1,1,1,0,45.518
0,1,1,0,0,0,0,1,1,1,0,0,1,0,42.836
1,0,0,1,0,1,1,0,0,1,1,1,1,1,40.467
1,0,1,0,1,0,0,0,1,1,1,0,1,0,42.411
1,0,1,1,1,1,1,0,0,1,1,1,1,0,44.577
0,1,1,0,1,1,1,1,0,1,0,1,0,0,47.306
0,0,1,0,0,0,0,0,1,0,1,1,0,1,45.55
0,1,1,1,0,0,0,0,0,0,0,1,0,1,45.874
0,0,1,1,0,0,1,0,0,1,0,0,1,0,42.108
0,1,1,0,0,1,1,0,0,1,0,1,0,0,48.1
0,1,0,1,0,0,0,1,0,0,1,1,0,0,45.08
0,0,1,1,0,1,0,1,0,1,0,1,1,1,44.868
1,1,0,0,0,0,1,1,0,1,1,1,1,0,43.681
0,1,1,1,1,0,1,1,1,1,0,0,0,0,44.56
0,1,0,0,0,0,1,0,0,1,1,0,0,0,39.255
1,0,1,0,0,1,0,1,0,0,1,1,1,0,39.143
0,0,1,1,0,1,1,1,0,1,0,0,0,1,42.262
0,0,1,1,0,1,1,0,0,0,0,1,0,0,50.942
1,1,0,1,1,1,1,0,1,1,0,0,0,0,43.627
1,1,0,0,0,0,0,1,0,1,0,1,1,0,45.398
0,0,1,0,0,0,1,0,1,0,0,1,1,0,43.989
0,0,0,0,1,0,0,1,0,1,1,1,1,1,45.857
0,1,0,1,1,1,0,1,0,0,0,1,1,1,45.215
1,0,0,0,1,0,0,0,0,1,0,1,1,1,45.387
1,0,1,1,0,0,0,1,1,0,1,0,1,0,39.624
0,0,1,0,1,1,1,1,0,0,0,0,0,1,41.396
1,0,0,0,0,1,0,0,1,0,0,1,1,0,46.229
1,0,0,0,1,1,1,1,0,1,0,0,0,1,41.964
0,1,1,1,0,0,0,0,0,0,0,0,1,1,41.653
1,1,0,1,0,1,0,1,1,1,0,0,0,0,42.767
0,1,1,1,0,0,0,1,1,1,0,0,0,0,42.106
0,1,1,1,1,1,0,0,1,1,1,1,1,1,43.716
1,0,0,0,0,0,0,0,0,0,1,0,1,0,38.687
0,1,0,1,0,0,0,1,1,1,0,1,0,0,46.836
0,1,0,0,0,0,1,1,1,1,1,0,0,1,38.262
