SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq100K
1,0,1,1,0,0,1,1,1,0,1,1,0,0,439.05
1,0,0,1,0,0,0,0,0,0,1,0,0,1,431.42
1,1,0,1,0,0,1,1,1,0,0,1,0,0,438.92
1,0,1,1,0,0,0,1,1,0,0,1,0,0,437.02
0,1,0,1,1,1,0,1,0,1,1,0,0,1,430.44
1,1,0,1,1,1,0,1,1,0,0,0,1,0,433.93
1,1,1,1,1,1,0,0,1,0,0,1,1,0,439.34
1,0,1,0,1,0,1,0,1,0,0,1,0,0,442.15
0,0,0,1,1,0,0,1,0,0,0,1,1,1,439.1
0,0,1,0,0,0,0,1,0,0,0,1,0,0,435.82
1,0,1,1,0,1,0,0,0,1,0,0,0,0,436.64
0,0,0,0,1,1,1,1,0,0,0,0,0,0,433.81
1,0,0,1,0,0,0,0,0,1,1,1,0,0,433.88
1,1,1,0,1,0,1,1,0,1,1,0,1,0,431.57
0,1,0,0,0,1,0,1,0,1,1,1,0,0,443.55
1,0,1,1,0,1,1,1,0,1,1,1,0,1,436.75
1,0,0,0,0,0,0,1,0,1,0,1,0,1,436.38
0,0,1,1,1,0,1,1,0,1,0,0,1,1,431.79
0,0,1,1,1,1,0,1,0,1,1,1,0,0,436.41
1,1,0,0,1,0,0,1,1,0,0,0,1,0,431.92
1,0,0,0,1,1,1,0,1,1,1,0,1,1,435.01
0,0,1,1,1,0,1,1,0,0,0,0,1,1,432.02
0,0,1,1,1,0,1,1,1,0,0,1,1,0,436.55
1,0,0,0,1,0,0,1,1,0,1,1,0,0,431.19
0,1,0,1,1,0,1,1,1,1,1,0,1,1,432.04
0,0,1,1,0,1,0,1,0,1,1,1,1,0,439.96
0,0,1,1,0,0,1,0,0,0,0,0,0,0,431.21
0,0,0,0,0,0,1,1,0,1,1,0,0,1,437.65
0,0,1,0,0,1,0,1,1,0,0,1,1,0,435.47
1,0,1,1,0,1,0,1,0,1,0,0,1,0,430.75
1,1,1,1,1,1,0,1,1,0,0,0,0,1,427.9
1,1,1,1,0,0,1,0,1,1,0,1,1,0,430.84
1,0,0,0,1,1,0,0,1,1,0,1,1,0,433.63
1,1,0,1,1,1,1,0,1,1,1,1,1,0,436.67
0,0,0,0,1,0,0,0,0,1,0,1,0,0,434.45
1,1,1,0,0,1,0,0,0,0,1,1,1,0,434.5
1,1,0,0,0,0,1,1,1,1,1,1,1,0,446.68
1,1,0,0,0,1,0,1,0,0,0,1,1,1,432.51
1,1,1,1,1,0,1,0,1,1,0,1,0,1,431.45
0,1,0,1,0,1,1,1,0,0,0,0,1,1,428.89
1,0,0,0,0,1,1,0,1,0,1,1,1,1,437.93
1,0,0,1,0,0,1,1,0,1,0,1,1,1,433.25
0,1,0,1,0,0,0,0,1,1,1,0,1,1,427.92
0,1,0,0,0,1,0,1,0,1,0,0,1,0,431.07
1,1,0,1,1,0,1,1,0,1,0,1,1,0,433.6
0,1,0,1,0,1,0,0,1,0,1,0,1,1,431.66
0,1,1,0,1,0,1,0,1,0,0,1,1,1,446.92
1,0,0,1,0,0,0,1,0,1,1,0,0,1,434.74
1,1,0,1,0,0,1,1,1,0,1,0,0,0,438.37
0,1,1,0,0,1,0,0,1,1,0,0,0,0,430.85
1,1,0,1,0,1,0,1,1,0,1,1,1,0,436.58
1,0,0,0,0,1,1,0,1,1,1,0,1,0,436.27
1,1,0,1,0,0,1,1,1,0,1,1,0,1,436.26
1,1,1,1,0,1,0,0,0,0,1,0,0,0,435.71
1,1,0,1,0,0,0,1,1,1,1,0,0,1,433.7
1,0,1,1,1,0,0,1,1,0,0,0,0,0,430.79
0,1,0,0,1,0,1,1,0,1,1,1,1,0,445.04
0,0,0,1,0,0,0,1,1,0,1,1,0,1,435.34
0,0,0,1,0,0,0,1,1,1,0,1,0,1,436.29
1,0,1,1,0,0,1,0,1,1,1,0,1,0,429.17
1,1,1,1,1,1,1,0,1,0,0,0,1,0,432.55
0,1,0,1,1,1,1,0,1,0,1,1,1,0,434.89
0,1,1,1,1,1,0,1,0,1,0,1,1,1,445.68
0,1,1,1,0,0,1,1,1,1,0,0,1,0,440.53
0,1,0,1,0,0,0,0,1,0,1,0,1,1,434.04
1,0,1,0,0,1,0,0,1,1,0,0,1,0,432.99
1,0,0,0,0,0,0,0,1,0,1,1,0,0,434.48
1,1,1,0,1,1,0,0,1,0,0,1,0,0,435.22
0,1,1,0,0,1,1,0,0,1,0,0,0,1,436.36
0,1,1,1,1,1,1,0,0,1,0,0,0,0,431.61
0,0,1,0,1,1,0,0,1,1,1,1,0,0,435.73
0,0,1,0,1,1,0,0,1,0,1,1,0,0,436.29
1,0,1,0,1,1,0,1,1,0,0,0,1,0,430.24
1,0,0,1,0,1,1,1,1,1,1,1,1,1,433.98
1,0,1,1,1,1,1,1,1,1,1,1,1,0,437.17
0,1,0,1,0,0,1,0,0,0,0,1,0,0,432.65
1,0,1,1,1,1,0,0,0,0,1,0,0,0,427.96
1,1,0,0,1,1,0,0,0,0,1,1,0,0,432.82
0,1,0,1,1,0,0,0,0,0,0,0,1,1,426.33
1,0,1,1,1,1,1,0,0,1,0,0,1,0,433.09
0,0,1,1,0,1,0,0,0,0,1,0,0,0,431.25
1,1,0,0,1,0,1,0,1,1,1,0,1,1,435.58
1,1,1,0,1,1,1,0,1,1,0,1,0,1,435.69
0,0,0,0,1,0,0,1,1,0,0,0,0,1,429.07
1,1,1,1,1,0,0,0,0,1,0,1,0,0,439.04
0,0,0,0,1,0,0,0,0,1,0,1,1,0,434.66
0,0,0,0,1,0,1,1,0,1,1,1,1,0,434.27
0,0,1,1,0,0,1,0,1,1,1,1,1,0,431.87
1,1,0,1,0,0,0,0,1,1,1,1,1,0,447.59
1,1,1,1,0,0,0,1,1,1,0,0,1,0,436.26
1,0,0,0,0,0,0,0,0,0,0,0,1,0,433.06
0,0,0,1,0,1,0,1,1,1,0,1,0,1,429.67
0,0,1,0,1,0,0,1,0,1,1,1,0,1,432.79
1,0,0,0,1,0,1,1,0,0,1,1,0,1,431.43
0,1,1,1,1,0,0,0,1,1,1,1,1,0,438.44
1,0,0,1,0,0,0,0,1,0,1,0,0,0,430.39
0,0,0,1,1,0,0,1,1,1,1,0,0,1,435.38
0,0,0,0,0,0,0,0,0,1,0,1,0,1,432.0
1,0,0,0,0,0,1,0,0,1,0,1,0,0,430.51
1,0,1,0,1,1,0,1,1,1,0,1,1,1,435.22
0,1,1,0,0,1,1,1,0,1,1,0,1,1,434.76
1,0,1,0,0,0,0,0,1,0,1,1,1,0,437.78
0,0,1,0,0,1,1,0,0,1,1,0,1,0,428.63
1,1,1,0,0,0,0,1,1,0,1,0,1,1,433.76
0,1,0,0,1,1,1,1,1,0,0,1,1,0,433.89
1,0,1,0,1,1,1,0,1,1,0,0,0,1,433.66
0,0,1,0,1,0,0,1,0,1,0,0,1,1,435.97
0,0,1,0,0,1,1,1,0,1,0,1,0,1,434.64
0,0,0,0,1,0,0,1,1,1,1,0,1,0,428.31
0,0,0,1,0,1,0,1,1,1,1,1,0,1,434.5
0,0,1,0,1,0,0,0,1,0,1,1,1,0,431.9
0,1,0,0,1,0,0,0,1,1,0,1,0,0,435.48
1,1,1,0,1,1,0,1,1,0,1,0,1,1,430.29
1,1,1,0,0,0,1,1,1,0,0,0,0,1,431.15
0,1,0,1,0,1,1,0,0,1,0,0,0,1,434.61
0,0,1,1,0,1,0,0,1,0,1,0,0,1,433.46
0,1,1,0,1,1,1,1,0,0,1,1,0,1,433.29
0,0,0,0,1,0,1,1,0,0,0,1,1,1,432.58
0,0,0,0,1,1,0,0,1,0,0,1,0,1,431.45
0,0,1,0,0,1,1,1,1,1,0,1,0,0,442.48
1,1,0,1,1,0,0,0,1,0,1,1,0,1,433.72
0,0,0,1,0,0,1,0,0,0,1,0,1,1,427.61
0,0,0,0,0,0,0,1,1,1,0,0,1,1,432.91
0,0,1,1,0,0,0,1,1,1,1,1,1,1,438.83
0,0,0,1,0,1,1,0,0,0,1,1,1,0,435.38
0,0,1,0,1,1,1,1,1,0,1,1,0,0,432.99
0,1,0,0,1,1,1,0,0,1,1,0,0,1,430.17
1,0,0,1,1,0,0,1,0,0,0,0,0,1,433.94
1,1,0,1,1,1,1,1,1,1,0,1,1,0,433.76
1,1,0,1,1,0,0,0,0,0,1,1,0,1,437.05
1,1,1,0,0,1,0,1,1,0,1,0,0,1,430.1
0,0,1,1,0,0,0,0,0,0,1,0,1,1,430.52
1,1,1,1,1,0,1,1,1,0,1,0,1,0,432.44
1,1,1,0,0,0,0,0,0,0,1,0,1,1,431.23
0,0,1,0,0,1,0,0,0,1,0,1,1,1,436.32
0,1,0,0,0,0,1,1,0,1,0,0,1,0,434.39
0,1,0,0,0,0,0,0,0,1,0,0,0,1,432.23
1,1,0,0,0,0,1,1,0,1,1,1,0,1,436.11
0,1,0,0,0,0,0,0,0,0,0,0,1,0,432.46
1,0,0,1,0,0,1,0,1,1,0,1,1,1,435.64
0,0,1,1,1,0,0,1,1,0,0,1,1,1,434.14
1,0,1,0,0,1,1,0,1,0,0,1,0,0,439.24
0,0,1,0,1,0,1,1,0,0,0,1,0,1,431.27
1,1,0,1,1,1,1,1,1,1,0,0,0,0,435.67
1,1,1,1,1,0,0,0,0,1,1,0,0,0,430.08
1,0,1,1,1,1,1,1,0,0,0,1,1,0,432.69
0,0,0,0,1,0,0,1,0,1,1,0,1,1,435.32
0,1,0,0,0,1,1,0,0,1,1,0,1,1,429.14
1,0,0,1,0,1,0,1,1,0,1,0,1,1,429.18
1,1,1,1,0,1,1,1,0,1,1,1,1,0,439.87
1,1,0,1,1,0,1,0,1,0,0,0,0,1,434.71
0,0,1,1,1,0,1,0,1,0,1,1,0,1,429.46
0,1,1,1,0,0,0,0,1,1,0,0,1,0,432.25
1,1,0,0,1,1,0,1,1,0,0,1,1,0,433.48
1,1,1,0,0,0,1,1,0,1,1,1,1,0,434.15
0,1,1,1,1,0,1,0,0,0,1,1,1,0,435.56
0,0,0,1,0,1,1,1,0,1,1,0,1,1,438.19
0,0,0,1,0,0,0,1,0,0,0,0,1,0,434.77
0,0,0,1,0,1,1,0,1,0,0,1,1,0,446.33
1,0,0,1,1,0,1,0,1,0,1,0,0,1,433.73
0,1,0,0,0,0,0,0,0,1,0,0,0,1,434.12
1,0,0,1,0,1,1,0,0,1,1,0,1,1,430.66
0,1,1,1,1,0,0,1,0,0,1,1,0,0,432.69
0,1,1,0,0,1,0,1,1,0,0,0,0,1,441.47
0,0,0,0,0,1,1,1,0,0,1,0,0,0,431.83
0,1,0,0,1,1,0,1,0,1,1,1,1,1,433.73
0,0,1,1,1,0,1,1,1,0,0,1,0,0,436.11
0,1,1,0,1,0,1,1,1,0,1,0,0,0,429.88
0,1,0,1,0,0,0,0,1,0,1,1,1,0,438.91
1,1,1,1,1,1,0,0,1,1,1,1,0,0,433.6
0,0,1,0,1,0,1,1,1,1,1,0,1,1,435.11
0,0,1,0,0,1,0,1,1,1,1,1,0,1,438.54
1,0,0,0,0,0,1,0,0,0,0,0,1,1,431.43
1,0,1,0,1,0,0,0,0,1,0,0,1,1,433.05
