SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrand100K.3
1,1,0,0,1,0,0,1,1,0,0,0,1,0,446.36
1,0,0,0,1,1,1,0,1,1,1,0,1,1,448.15
0,0,1,1,1,0,1,1,0,0,0,0,1,1,443.4
0,0,1,1,1,0,1,1,1,0,0,1,1,0,449.12
1,0,0,0,1,0,0,1,1,0,1,1,0,0,448.69
0,1,0,1,1,0,1,1,1,1,1,0,1,1,442.85
0,0,1,1,0,1,0,1,0,1,1,1,1,0,446.57
0,0,1,1,0,0,1,0,0,0,0,0,0,0,451.99
0,0,0,0,0,0,1,1,0,1,1,0,0,1,449.16
0,0,1,0,0,1,0,1,1,0,0,1,1,0,446.62
1,0,1,1,0,1,0,1,0,1,0,0,1,0,449.74
1,1,1,1,1,1,0,1,1,0,0,0,0,1,443.77
1,1,1,1,0,0,1,0,1,1,0,1,1,0,446.57
1,0,0,0,1,1,0,0,1,1,0,1,1,0,451.18
1,1,0,1,1,1,1,0,1,1,1,1,1,0,460.85
0,0,0,0,1,0,0,0,0,1,0,1,0,0,453.87
1,1,1,0,0,1,0,0,0,0,1,1,1,0,448.63
1,1,0,0,0,0,1,1,1,1,1,1,1,0,448.7
1,1,0,0,0,1,0,1,0,0,0,1,1,1,448.33
1,1,1,1,1,0,1,0,1,1,0,1,0,1,450.11
0,1,0,1,0,1,1,1,0,0,0,0,1,1,444.03
1,0,0,0,0,1,1,0,1,0,1,1,1,1,450.54
1,0,0,1,0,0,1,1,0,1,0,1,1,1,447.06
0,1,0,1,0,0,0,0,1,1,1,0,1,1,447.6
0,1,0,0,0,1,0,1,0,1,0,0,1,0,443.57
1,1,0,1,1,0,1,1,0,1,0,1,1,0,447.6
0,1,0,1,0,1,0,0,1,0,1,0,1,1,443.56
0,1,1,0,1,0,1,0,1,0,0,1,1,1,450.61
1,0,0,1,0,0,0,1,0,1,1,0,0,1,446.79
1,1,0,1,0,0,1,1,1,0,1,0,0,0,449.52
0,1,1,0,0,1,0,0,1,1,0,0,0,0,450.07
1,1,0,1,0,1,0,1,1,0,1,1,1,0,450.11
1,0,0,0,0,1,1,0,1,1,1,0,1,0,441.39
1,1,0,1,0,0,1,1,1,0,1,1,0,1,447.8
1,1,1,1,0,1,0,0,0,0,1,0,0,0,445.05
1,1,0,1,0,0,0,1,1,1,1,0,0,1,444.79
1,0,1,1,1,0,0,1,1,0,0,0,0,0,443.37
0,1,0,0,1,0,1,1,0,1,1,1,1,0,454.31
0,0,0,1,0,0,0,1,1,0,1,1,0,1,454.35
0,0,0,1,0,0,0,1,1,1,0,1,0,1,445.27
1,0,1,1,0,0,1,0,1,1,1,0,1,0,448.9
1,1,1,1,1,1,1,0,1,0,0,0,1,0,442.3
0,1,0,1,1,1,1,0,1,0,1,1,1,0,451.49
0,1,1,1,1,1,0,1,0,1,0,1,1,1,448.09
0,1,1,1,0,0,1,1,1,1,0,0,1,0,442.94
0,1,0,1,0,0,0,0,1,0,1,0,1,1,443.04
1,0,1,0,0,1,0,0,1,1,0,0,1,0,445.71
1,0,0,0,0,0,0,0,1,0,1,1,0,0,446.37
1,1,1,0,1,1,0,0,1,0,0,1,0,0,451.28
0,1,1,0,0,1,1,0,0,1,0,0,0,1,448.43
0,1,1,1,1,1,1,0,0,1,0,0,0,0,447.24
0,0,1,0,1,1,0,0,1,1,1,1,0,0,447.62
0,0,1,0,1,1,0,0,1,0,1,1,0,0,451.37
1,0,1,0,1,1,0,1,1,0,0,0,1,0,443.32
1,0,0,1,0,1,1,1,1,1,1,1,1,1,456.38
1,0,1,1,1,1,1,1,1,1,1,1,1,0,451.91
0,1,0,1,0,0,1,0,0,0,0,1,0,0,452.32
1,0,1,1,1,1,0,0,0,0,1,0,0,0,450.29
1,1,0,0,1,1,0,0,0,0,1,1,0,0,446.77
0,1,0,1,1,0,0,0,0,0,0,0,1,1,445.06
1,0,1,1,1,1,1,0,0,1,0,0,1,0,446.55
0,0,1,1,0,1,0,0,0,0,1,0,0,0,441.39
1,1,0,0,1,0,1,0,1,1,1,0,1,1,448.09
1,1,1,0,1,1,1,0,1,1,0,1,0,1,446.52
0,0,0,0,1,0,0,1,1,0,0,0,0,1,442.8
1,1,1,1,1,0,0,0,0,1,0,1,0,0,448.95
0,0,0,0,1,0,0,0,0,1,0,1,1,0,450.45
0,0,0,0,1,0,1,1,0,1,1,1,1,0,445.81
0,0,1,1,0,0,1,0,1,1,1,1,1,0,446.2
1,1,0,1,0,0,0,0,1,1,1,1,1,0,450.38
1,1,1,1,0,0,0,1,1,1,0,0,1,0,443.89
1,0,0,0,0,0,0,0,0,0,0,0,1,0,444.92
0,0,0,1,0,1,0,1,1,1,0,1,0,1,448.97
0,0,1,0,1,0,0,1,0,1,1,1,0,1,449.77
1,0,0,0,1,0,1,1,0,0,1,1,0,1,452.52
0,1,1,1,1,0,0,0,1,1,1,1,1,0,446.72
1,0,0,1,0,0,0,0,1,0,1,0,0,0,443.17
0,0,0,1,1,0,0,1,1,1,1,0,0,1,443.24
0,0,0,0,0,0,0,0,0,1,0,1,0,1,446.45
1,0,0,0,0,0,1,0,0,1,0,1,0,0,449.29
1,0,1,0,1,1,0,1,1,1,0,1,1,1,450.86
0,1,1,0,0,1,1,1,0,1,1,0,1,1,443.21
1,0,1,0,0,0,0,0,1,0,1,1,1,0,453.61
0,0,1,0,0,1,1,0,0,1,1,0,1,0,444.18
1,1,1,0,0,0,0,1,1,0,1,0,1,1,442.85
0,1,0,0,1,1,1,1,1,0,0,1,1,0,449.19
1,0,1,0,1,1,1,0,1,1,0,0,0,1,444.05
0,0,1,0,1,0,0,1,0,1,0,0,1,1,447.71
0,0,1,0,0,1,1,1,0,1,0,1,0,1,445.02
0,0,0,0,1,0,0,1,1,1,1,0,1,0,442.25
0,0,0,1,0,1,0,1,1,1,1,1,0,1,449.2
0,0,1,0,1,0,0,0,1,0,1,1,1,0,448.96
0,1,0,0,1,0,0,0,1,1,0,1,0,0,449.56
1,1,1,0,1,1,0,1,1,0,1,0,1,1,441.91
1,1,1,0,0,0,1,1,1,0,0,0,0,1,444.98
0,1,0,1,0,1,1,0,0,1,0,0,0,1,443.73
0,0,1,1,0,1,0,0,1,0,1,0,0,1,446.88
0,1,1,0,1,1,1,1,0,0,1,1,0,1,446.29
0,0,0,0,1,0,1,1,0,0,0,1,1,1,446.69
0,0,0,0,1,1,0,0,1,0,0,1,0,1,446.16
0,0,1,0,0,1,1,1,1,1,0,1,0,0,445.01
1,1,0,1,1,0,0,0,1,0,1,1,0,1,453.09
0,0,0,1,0,0,1,0,0,0,1,0,1,1,441.33
0,0,0,0,0,0,0,1,1,1,0,0,1,1,443.32
0,0,1,1,0,0,0,1,1,1,1,1,1,1,451.55
0,0,0,1,0,1,1,0,0,0,1,1,1,0,447.43
0,0,1,0,1,1,1,1,1,0,1,1,0,0,447.25
0,1,0,0,1,1,1,0,0,1,1,0,0,1,446.59
1,0,0,1,1,0,0,1,0,0,0,0,0,1,449.48
1,1,0,1,1,1,1,1,1,1,0,1,1,0,450.68
1,1,0,1,1,0,0,0,0,0,1,1,0,1,452.31
1,1,1,0,0,1,0,1,1,0,1,0,0,1,445.71
0,0,1,1,0,0,0,0,0,0,1,0,1,1,443.57
1,1,1,1,1,0,1,1,1,0,1,0,1,0,448.34
1,1,1,0,0,0,0,0,0,0,1,0,1,1,447.13
0,0,1,0,0,1,0,0,0,1,0,1,1,1,448.56
0,1,0,0,0,0,1,1,0,1,0,0,1,0,442.7
0,1,0,0,0,0,0,0,0,1,0,0,0,1,443.71
1,1,0,0,0,0,1,1,0,1,1,1,0,1,453.16
0,1,0,0,0,0,0,0,0,0,0,0,1,0,446.23
1,0,0,1,0,0,1,0,1,1,0,1,1,1,446.96
0,0,1,1,1,0,0,1,1,0,0,1,1,1,448.1
1,0,1,0,0,1,1,0,1,0,0,1,0,0,448.26
0,0,1,0,1,0,1,1,0,0,0,1,0,1,448.09
1,1,0,1,1,1,1,1,1,1,0,0,0,0,458.39
1,1,1,1,1,0,0,0,0,1,1,0,0,0,447.88
1,0,1,1,1,1,1,1,0,0,0,1,1,0,449.11
0,0,0,0,1,0,0,1,0,1,1,0,1,1,446.36
0,1,0,0,0,1,1,0,0,1,1,0,1,1,441.85
1,0,0,1,0,1,0,1,1,0,1,0,1,1,453.5
1,1,1,1,0,1,1,1,0,1,1,1,1,0,448.73
1,1,0,1,1,0,1,0,1,0,0,0,0,1,447.46
0,0,1,1,1,0,1,0,1,0,1,1,0,1,445.51
0,1,1,1,0,0,0,0,1,1,0,0,1,0,442.08
1,1,0,0,1,1,0,1,1,0,0,1,1,0,452.23
1,1,1,0,0,0,1,1,0,1,1,1,1,0,453.89
0,1,1,1,1,0,1,0,0,0,1,1,1,0,447.58
0,0,0,1,0,1,1,1,0,1,1,0,1,1,446.71
0,0,0,1,0,0,0,1,0,0,0,0,1,0,444.71
0,0,0,1,0,1,1,0,1,0,0,1,1,0,444.17
1,0,0,1,1,0,1,0,1,0,1,0,0,1,445.32
0,1,0,0,0,0,0,0,0,1,0,0,0,1,445.41
1,0,0,1,0,1,1,0,0,1,1,0,1,1,444.29
0,1,1,1,1,0,0,1,0,0,1,1,0,0,449.3
0,1,1,0,0,1,0,1,1,0,0,0,0,1,445.33
0,0,0,0,0,1,1,1,0,0,1,0,0,0,447.0
0,1,0,0,1,1,0,1,0,1,1,1,1,1,453.06
0,0,1,1,1,0,1,1,1,0,0,1,0,0,448.4
0,1,1,0,1,0,1,1,1,0,1,0,0,0,444.34
0,1,0,1,0,0,0,0,1,0,1,1,1,0,448.48
1,1,1,1,1,1,0,0,1,1,1,1,0,0,445.97
0,0,1,0,1,0,1,1,1,1,1,0,1,1,447.76
0,0,1,0,0,1,0,1,1,1,1,1,0,1,454.07
1,0,0,0,0,0,1,0,0,0,0,0,1,1,443.19
1,0,1,0,1,0,0,0,0,1,0,0,1,1,450.51
