SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwritebatch.1
1,1,0,0,1,0,0,1,1,0,0,0,1,0,19.089
1,0,0,0,1,1,1,0,1,1,1,0,1,1,19.246
0,0,1,1,1,0,1,1,0,0,0,0,1,1,18.787
0,0,1,1,1,0,1,1,1,0,0,1,1,0,19.858
1,0,0,0,1,0,0,1,1,0,1,1,0,0,19.796
0,1,0,1,1,0,1,1,1,1,1,0,1,1,18.805
0,0,1,1,0,1,0,1,0,1,1,1,1,0,19.741
0,0,1,1,0,0,1,0,0,0,0,0,0,0,18.985
0,0,0,0,0,0,1,1,0,1,1,0,0,1,18.791
0,0,1,0,0,1,0,1,1,0,0,1,1,0,19.456
1,0,1,1,0,1,0,1,0,1,0,0,1,0,19.191
1,1,1,1,1,1,0,1,1,0,0,0,0,1,18.776
1,1,1,1,0,0,1,0,1,1,0,1,1,0,19.871
1,0,0,0,1,1,0,0,1,1,0,1,1,0,19.886
1,1,0,1,1,1,1,0,1,1,1,1,1,0,20.073
0,0,0,0,1,0,0,0,0,1,0,1,0,0,19.923
1,1,1,0,0,1,0,0,0,0,1,1,1,0,19.47
1,1,0,0,0,0,1,1,1,1,1,1,1,0,19.878
1,1,0,0,0,1,0,1,0,0,0,1,1,1,19.845
1,1,1,1,1,0,1,0,1,1,0,1,0,1,19.853
0,1,0,1,0,1,1,1,0,0,0,0,1,1,19.084
1,0,0,0,0,1,1,0,1,0,1,1,1,1,19.958
1,0,0,1,0,0,1,1,0,1,0,1,1,1,19.679
0,1,0,1,0,0,0,0,1,1,1,0,1,1,19.006
0,1,0,0,0,1,0,1,0,1,0,0,1,0,19.273
1,1,0,1,1,0,1,1,0,1,0,1,1,0,20.024
0,1,0,1,0,1,0,0,1,0,1,0,1,1,19.025
0,1,1,0,1,0,1,0,1,0,0,1,1,1,19.621
1,0,0,1,0,0,0,1,0,1,1,0,0,1,19.406
1,1,0,1,0,0,1,1,1,0,1,0,0,0,19.103
0,1,1,0,0,1,0,0,1,1,0,0,0,0,18.777
1,1,0,1,0,1,0,1,1,0,1,1,1,0,19.698
1,0,0,0,0,1,1,0,1,1,1,0,1,0,19.239
1,1,0,1,0,0,1,1,1,0,1,1,0,1,20.026
1,1,1,1,0,1,0,0,0,0,1,0,0,0,18.866
1,1,0,1,0,0,0,1,1,1,1,0,0,1,19.094
1,0,1,1,1,0,0,1,1,0,0,0,0,0,19.283
0,1,0,0,1,0,1,1,0,1,1,1,1,0,19.704
0,0,0,1,0,0,0,1,1,0,1,1,0,1,19.688
0,0,0,1,0,0,0,1,1,1,0,1,0,1,19.838
1,0,1,1,0,0,1,0,1,1,1,0,1,0,19.124
1,1,1,1,1,1,1,0,1,0,0,0,1,0,18.859
0,1,0,1,1,1,1,0,1,0,1,1,1,0,19.589
0,1,1,1,1,1,0,1,0,1,0,1,1,1,19.895
0,1,1,1,0,0,1,1,1,1,0,0,1,0,18.774
0,1,0,1,0,0,0,0,1,0,1,0,1,1,18.936
1,0,1,0,0,1,0,0,1,1,0,0,1,0,19.301
1,0,0,0,0,0,0,0,1,0,1,1,0,0,19.71
1,1,1,0,1,1,0,0,1,0,0,1,0,0,20.227
0,1,1,0,0,1,1,0,0,1,0,0,0,1,19.407
0,1,1,1,1,1,1,0,0,1,0,0,0,0,19.205
0,0,1,0,1,1,0,0,1,1,1,1,0,0,19.619
0,0,1,0,1,1,0,0,1,0,1,1,0,0,19.906
1,0,1,0,1,1,0,1,1,0,0,0,1,0,19.031
1,0,0,1,0,1,1,1,1,1,1,1,1,1,19.907
1,0,1,1,1,1,1,1,1,1,1,1,1,0,19.87
0,1,0,1,0,0,1,0,0,0,0,1,0,0,19.464
1,0,1,1,1,1,0,0,0,0,1,0,0,0,19.072
1,1,0,0,1,1,0,0,0,0,1,1,0,0,19.927
0,1,0,1,1,0,0,0,0,0,0,0,1,1,18.865
1,0,1,1,1,1,1,0,0,1,0,0,1,0,19.34
0,0,1,1,0,1,0,0,0,0,1,0,0,0,19.19
1,1,0,0,1,0,1,0,1,1,1,0,1,1,19.286
1,1,1,0,1,1,1,0,1,1,0,1,0,1,20.028
0,0,0,0,1,0,0,1,1,0,0,0,0,1,19.255
1,1,1,1,1,0,0,0,0,1,0,1,0,0,19.828
0,0,0,0,1,0,0,0,0,1,0,1,1,0,19.909
0,0,0,0,1,0,1,1,0,1,1,1,1,0,19.868
0,0,1,1,0,0,1,0,1,1,1,1,1,0,19.723
1,1,0,1,0,0,0,0,1,1,1,1,1,0,19.78
1,1,1,1,0,0,0,1,1,1,0,0,1,0,19.121
1,0,0,0,0,0,0,0,0,0,0,0,1,0,19.142
0,0,0,1,0,1,0,1,1,1,0,1,0,1,20.083
0,0,1,0,1,0,0,1,0,1,1,1,0,1,19.982
1,0,0,0,1,0,1,1,0,0,1,1,0,1,19.506
0,1,1,1,1,0,0,0,1,1,1,1,1,0,19.782
1,0,0,1,0,0,0,0,1,0,1,0,0,0,19.197
0,0,0,1,1,0,0,1,1,1,1,0,0,1,18.965
0,0,0,0,0,0,0,0,0,1,0,1,0,1,19.894
1,0,0,0,0,0,1,0,0,1,0,1,0,0,19.856
1,0,1,0,1,1,0,1,1,1,0,1,1,1,20.107
0,1,1,0,0,1,1,1,0,1,1,0,1,1,18.851
1,0,1,0,0,0,0,0,1,0,1,1,1,0,19.964
0,0,1,0,0,1,1,0,0,1,1,0,1,0,19.137
1,1,1,0,0,0,0,1,1,0,1,0,1,1,18.86
0,1,0,0,1,1,1,1,1,0,0,1,1,0,19.661
1,0,1,0,1,1,1,0,1,1,0,0,0,1,19.408
0,0,1,0,1,0,0,1,0,1,0,0,1,1,18.93
0,0,1,0,0,1,1,1,0,1,0,1,0,1,19.632
0,0,0,0,1,0,0,1,1,1,1,0,1,0,19.279
0,0,0,1,0,1,0,1,1,1,1,1,0,1,19.701
0,0,1,0,1,0,0,0,1,0,1,1,1,0,19.45
0,1,0,0,1,0,0,0,1,1,0,1,0,0,20.451
1,1,1,0,1,1,0,1,1,0,1,0,1,1,19.043
1,1,1,0,0,0,1,1,1,0,0,0,0,1,18.845
0,1,0,1,0,1,1,0,0,1,0,0,0,1,19.594
0,0,1,1,0,1,0,0,1,0,1,0,0,1,19.334
0,1,1,0,1,1,1,1,0,0,1,1,0,1,19.614
0,0,0,0,1,0,1,1,0,0,0,1,1,1,19.458
0,0,0,0,1,1,0,0,1,0,0,1,0,1,19.701
0,0,1,0,0,1,1,1,1,1,0,1,0,0,20.021
1,1,0,1,1,0,0,0,1,0,1,1,0,1,20.018
0,0,0,1,0,0,1,0,0,0,1,0,1,1,18.676
0,0,0,0,0,0,0,1,1,1,0,0,1,1,19.081
0,0,1,1,0,0,0,1,1,1,1,1,1,1,19.735
0,0,0,1,0,1,1,0,0,0,1,1,1,0,19.683
0,0,1,0,1,1,1,1,1,0,1,1,0,0,19.496
0,1,0,0,1,1,1,0,0,1,1,0,0,1,19.373
1,0,0,1,1,0,0,1,0,0,0,0,0,1,19.156
1,1,0,1,1,1,1,1,1,1,0,1,1,0,19.614
1,1,0,1,1,0,0,0,0,0,1,1,0,1,19.711
1,1,1,0,0,1,0,1,1,0,1,0,0,1,19.344
0,0,1,1,0,0,0,0,0,0,1,0,1,1,18.866
1,1,1,1,1,0,1,1,1,0,1,0,1,0,19.162
1,1,1,0,0,0,0,0,0,0,1,0,1,1,19.168
0,0,1,0,0,1,0,0,0,1,0,1,1,1,19.655
0,1,0,0,0,0,1,1,0,1,0,0,1,0,18.919
0,1,0,0,0,0,0,0,0,1,0,0,0,1,19.276
1,1,0,0,0,0,1,1,0,1,1,1,0,1,19.704
0,1,0,0,0,0,0,0,0,0,0,0,1,0,19.049
1,0,0,1,0,0,1,0,1,1,0,1,1,1,19.936
0,0,1,1,1,0,0,1,1,0,0,1,1,1,19.774
1,0,1,0,0,1,1,0,1,0,0,1,0,0,19.598
0,0,1,0,1,0,1,1,0,0,0,1,0,1,19.485
1,1,0,1,1,1,1,1,1,1,0,0,0,0,19.123
1,1,1,1,1,0,0,0,0,1,1,0,0,0,19.441
1,0,1,1,1,1,1,1,0,0,0,1,1,0,19.938
0,0,0,0,1,0,0,1,0,1,1,0,1,1,19.284
0,1,0,0,0,1,1,0,0,1,1,0,1,1,19.058
1,0,0,1,0,1,0,1,1,0,1,0,1,1,18.841
1,1,1,1,0,1,1,1,0,1,1,1,1,0,19.777
1,1,0,1,1,0,1,0,1,0,0,0,0,1,19.209
0,0,1,1,1,0,1,0,1,0,1,1,0,1,19.391
0,1,1,1,0,0,0,0,1,1,0,0,1,0,19.118
1,1,0,0,1,1,0,1,1,0,0,1,1,0,20.3
1,1,1,0,0,0,1,1,0,1,1,1,1,0,19.814
0,1,1,1,1,0,1,0,0,0,1,1,1,0,19.357
0,0,0,1,0,1,1,1,0,1,1,0,1,1,19.106
0,0,0,1,0,0,0,1,0,0,0,0,1,0,19.154
0,0,0,1,0,1,1,0,1,0,0,1,1,0,19.666
1,0,0,1,1,0,1,0,1,0,1,0,0,1,19.012
0,1,0,0,0,0,0,0,0,1,0,0,0,1,19.254
1,0,0,1,0,1,1,0,0,1,1,0,1,1,18.891
0,1,1,1,1,0,0,1,0,0,1,1,0,0,19.78
0,1,1,0,0,1,0,1,1,0,0,0,0,1,19.327
0,0,0,0,0,1,1,1,0,0,1,0,0,0,18.856
0,1,0,0,1,1,0,1,0,1,1,1,1,1,20.064
0,0,1,1,1,0,1,1,1,0,0,1,0,0,19.835
0,1,1,0,1,0,1,1,1,0,1,0,0,0,18.747
0,1,0,1,0,0,0,0,1,0,1,1,1,0,19.707
1,1,1,1,1,1,0,0,1,1,1,1,0,0,20.51
0,0,1,0,1,0,1,1,1,1,1,0,1,1,19.095
0,0,1,0,0,1,0,1,1,1,1,1,0,1,19.693
1,0,0,0,0,0,1,0,0,0,0,0,1,1,19.339
1,0,1,0,1,0,0,0,0,1,0,0,1,1,19.276
