SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwrite.5
1,1,1,1,1,0,1,0,1,1,0,1,1,0,53.046
1,0,0,0,1,0,1,1,1,1,0,0,0,0,49.895
0,1,0,0,0,1,0,1,1,0,0,1,1,1,63.008
0,1,0,0,1,0,0,1,1,1,0,0,1,1,59.137
0,1,1,0,0,0,0,0,1,1,0,1,0,1,60.735
1,0,0,1,1,1,0,1,0,1,1,1,1,0,54.225
0,0,1,0,1,0,0,1,1,1,1,0,1,0,48.401
0,1,1,1,1,0,0,1,1,1,1,1,1,1,63.801
1,0,0,1,1,1,0,1,0,1,1,1,0,1,60.446
0,0,0,1,0,0,1,0,0,1,1,1,1,1,58.372
1,0,0,0,1,1,1,0,0,0,0,0,0,0,53.353
1,1,0,1,0,1,1,0,1,1,0,0,0,1,52.678
1,1,1,0,1,0,1,1,0,0,1,1,0,1,61.024
0,0,1,0,0,0,0,0,1,0,0,0,0,1,55.659
1,1,0,1,1,0,1,0,1,1,1,1,1,1,52.411
0,0,1,1,1,1,0,1,0,0,0,1,0,1,47.581
0,0,1,1,1,1,1,0,1,0,0,1,0,0,66.456
0,1,1,1,0,0,0,0,0,1,1,1,1,1,62.054
0,1,1,0,1,1,0,0,1,1,1,1,0,1,59.601
1,0,0,1,1,1,1,0,0,1,0,1,0,0,53.176
0,1,0,1,1,1,1,1,1,0,0,1,1,1,51.553
1,0,1,1,0,0,0,0,0,0,1,1,1,0,60.762
1,1,0,0,0,1,0,1,0,1,1,1,0,1,49.08
0,1,0,0,0,0,0,1,1,0,0,0,0,1,57.519
0,1,1,0,1,0,1,0,0,0,0,1,1,1,68.97
1,0,1,1,0,0,0,0,1,1,1,0,0,0,59.298
1,1,1,0,1,1,0,1,1,0,0,1,0,1,74.059
0,1,1,1,1,1,1,0,0,1,0,0,0,0,49.534
1,0,1,0,1,1,0,1,1,1,1,1,1,0,58.76
0,0,1,0,1,0,0,1,1,0,0,1,0,0,60.495
1,0,0,1,1,1,0,1,0,1,0,0,1,0,61.448
1,0,1,1,1,0,0,0,1,0,0,1,0,1,45.714
1,0,0,0,1,1,1,1,1,1,1,1,0,0,71.574
0,0,0,0,1,0,0,1,0,0,0,0,1,0,50.696
0,1,1,0,0,0,1,0,0,1,1,1,1,1,59.132
0,1,1,1,0,1,1,0,1,1,0,1,0,0,59.741
0,0,0,0,1,1,1,1,1,0,0,1,1,1,65.678
1,1,1,0,0,1,1,0,1,0,0,1,1,1,53.224
0,1,1,0,0,1,1,0,1,0,0,0,0,0,61.171
1,1,1,0,0,1,0,1,1,1,1,0,1,0,45.261
0,1,1,1,0,1,0,0,1,0,0,0,1,0,51.406
1,1,1,1,0,1,0,0,1,0,1,1,1,1,70.984
1,1,1,0,1,0,1,1,0,1,1,1,0,0,54.884
1,1,0,1,0,0,1,0,0,0,0,1,0,0,74.455
1,1,0,0,1,0,0,0,1,1,1,0,1,1,53.275
1,1,0,0,0,1,0,1,0,0,0,1,0,0,66.825
0,1,0,1,1,1,1,0,0,1,1,0,0,0,59.041
0,1,0,0,1,1,0,0,0,0,0,1,1,1,75.268
0,0,1,0,1,1,1,1,0,1,0,0,1,0,56.296
0,0,0,0,0,1,1,1,1,0,1,0,1,1,50.609
0,1,1,1,1,1,0,0,0,1,0,1,0,1,68.473
1,1,1,1,1,0,1,0,1,0,0,1,1,1,51.062
0,1,1,1,0,1,1,0,0,1,1,0,1,1,62.244
0,0,0,0,0,0,1,0,1,0,1,0,0,0,52.918
0,0,0,1,0,0,0,0,1,0,1,0,0,1,50.314
0,1,0,0,0,0,0,0,0,1,1,0,1,1,69.449
1,1,0,0,1,1,1,1,1,1,1,0,0,1,60.419
0,1,0,1,0,0,1,0,1,0,0,0,1,0,64.506
1,1,1,1,0,0,1,0,0,1,1,1,0,1,62.953
1,1,0,1,0,0,0,0,0,1,1,0,1,0,53.237
1,0,0,1,1,1,1,1,0,0,0,0,0,1,59.091
0,0,0,1,0,1,1,1,1,0,0,1,0,1,64.164
1,1,0,0,0,0,1,0,1,1,0,0,1,0,69.098
0,0,0,1,1,1,0,1,1,0,1,0,1,0,57.853
1,1,0,0,1,1,1,1,0,0,1,0,1,1,55.802
0,1,0,1,0,1,0,1,1,1,0,1,0,1,73.657
0,0,1,1,1,0,0,0,0,1,1,1,1,1,73.274
1,0,0,0,1,0,1,1,1,0,0,1,1,0,68.487
0,0,1,1,1,1,1,1,0,0,1,1,0,1,74.99
0,0,1,1,0,0,1,1,1,1,1,0,1,1,59.209
0,1,0,0,1,1,1,0,0,1,1,1,1,1,80.645
1,0,1,0,1,1,0,1,1,0,0,0,0,1,51.082
0,1,1,0,1,0,1,1,0,0,0,0,0,0,53.655
1,0,0,0,0,0,1,1,0,0,0,1,1,0,86.141
1,1,1,1,1,1,1,0,1,0,1,0,0,0,72.242
0,0,0,1,0,1,1,0,1,1,0,0,0,1,61.653
1,0,0,1,1,0,0,1,0,1,1,0,0,0,69.742
1,0,0,1,0,0,1,0,0,0,1,0,1,0,59.355
1,1,1,0,0,1,0,0,0,0,0,1,1,0,55.724
1,1,0,1,1,1,1,0,0,0,1,0,1,1,61.45
1,0,1,1,0,1,0,1,0,1,1,1,1,0,55.496
1,0,1,1,1,0,0,0,1,1,1,1,1,0,69.596
1,0,1,0,0,1,0,0,1,0,1,0,0,0,51.503
0,0,1,0,0,0,1,1,1,1,0,1,1,1,68.951
0,1,1,1,0,1,0,1,1,0,0,0,0,0,42.673
0,0,1,0,0,0,1,1,1,0,1,1,1,1,70.194
0,1,0,0,1,0,0,1,1,0,1,1,0,1,66.013
1,1,1,1,0,1,1,0,1,0,1,1,1,0,66.996
1,1,0,0,1,0,1,1,0,1,1,0,0,1,56.883
1,0,1,1,1,1,0,1,1,1,1,1,1,1,76.473
0,0,1,1,1,0,1,0,1,1,1,1,1,0,86.054
0,1,0,1,1,1,1,1,1,0,1,0,1,1,57.792
0,0,0,0,0,1,1,0,1,1,1,0,1,0,58.477
1,0,0,0,0,0,1,1,0,1,1,0,1,0,71.778
0,0,0,1,0,0,0,0,0,1,0,0,1,1,71.751
1,1,0,1,0,0,1,1,1,0,0,1,1,1,69.76
1,0,0,0,1,1,1,1,0,0,0,1,0,1,55.979
1,0,1,0,1,0,1,1,0,1,0,1,0,0,65.813
1,0,1,0,1,1,0,1,0,1,1,1,0,1,70.629
1,0,1,1,0,0,0,0,1,1,1,1,1,0,77.377
0,0,1,0,1,1,1,0,0,0,0,0,1,0,61.508
0,1,0,1,1,1,1,1,1,1,1,0,1,0,62.154
0,1,0,1,0,0,0,0,0,0,1,0,1,0,54.106
1,0,0,1,0,0,1,1,0,1,1,1,0,1,51.7
0,1,0,0,0,0,0,0,1,1,0,0,0,1,50.636
0,0,1,0,0,1,1,0,1,1,1,1,0,0,53.649
1,0,1,1,0,1,1,1,1,0,0,0,1,1,52.291
0,1,0,0,1,1,1,1,0,0,0,1,1,0,70.47
1,1,0,0,0,0,0,1,1,1,0,1,0,0,74.836
0,0,1,1,0,1,1,1,0,0,0,1,1,0,65.752
1,0,1,0,0,0,1,1,1,0,1,0,0,1,72.473
0,1,1,0,0,1,0,0,0,1,1,0,0,1,51.234
1,1,0,0,0,0,0,0,0,0,0,1,1,1,65.678
1,0,0,1,0,1,0,0,1,0,1,1,0,0,68.026
1,1,1,0,1,0,1,1,0,1,0,0,0,1,52.883
1,1,0,0,1,1,0,1,0,0,0,1,1,1,60.576
1,0,1,1,0,1,1,1,1,1,0,1,0,1,63.958
0,0,0,0,1,0,1,1,1,0,1,0,0,1,54.691
0,1,1,1,0,1,0,1,0,1,1,1,0,1,57.1
0,0,1,0,1,1,0,0,0,0,0,1,1,1,66.913
0,1,0,1,0,1,0,0,1,0,1,1,1,1,57.087
0,1,1,0,0,0,1,1,0,0,0,0,0,1,43.89
0,1,1,1,1,0,1,0,0,0,0,0,0,1,60.729
1,1,1,1,0,1,0,0,1,0,0,1,0,1,66.582
1,0,1,0,0,1,0,1,1,0,1,1,0,0,64.745
1,0,1,0,0,0,0,1,1,0,1,0,1,0,51.609
0,1,1,0,0,1,0,0,1,0,1,0,1,1,54.398
0,0,0,0,0,0,1,0,1,0,1,1,1,0,55.071
0,0,1,0,1,1,1,0,1,0,0,1,0,0,63.037
0,0,1,1,1,0,0,0,1,0,0,1,0,0,67.707
1,0,1,1,1,0,0,1,0,0,1,1,1,0,49.359
0,0,1,0,1,1,0,1,0,1,0,0,1,1,68.703
1,1,0,0,1,0,0,1,1,1,1,0,1,1,43.306
1,1,0,0,1,1,0,1,0,0,0,1,0,1,70.716
1,0,1,1,0,0,0,0,0,1,0,0,1,0,72.883
1,1,0,0,0,1,0,0,1,1,0,0,1,0,45.61
0,1,0,1,1,0,0,0,0,0,0,1,1,0,67.142
1,0,0,1,0,1,0,0,0,0,1,0,0,1,48.752
1,1,1,0,0,1,0,1,1,0,0,0,1,0,53.396
1,0,0,1,0,1,1,0,1,1,1,1,1,1,66.966
1,1,0,1,1,0,1,1,1,1,1,1,1,0,49.242
1,0,0,1,1,1,1,1,0,1,1,0,0,1,46.016
0,0,1,0,1,1,0,0,0,1,0,0,1,0,58.336
1,1,1,1,0,0,0,1,0,0,0,0,0,0,59.393
1,1,1,1,0,0,1,1,0,0,0,0,0,1,66.697
0,1,1,0,0,0,1,1,1,1,0,1,0,1,61.676
0,0,0,1,1,0,1,0,0,0,0,1,1,0,52.792
0,1,0,1,1,0,1,0,1,0,0,0,1,0,54.465
0,0,0,0,1,0,0,1,1,0,1,1,0,1,50.651
1,1,0,0,0,1,1,1,1,1,1,0,0,0,57.571
0,1,0,1,1,1,0,1,0,1,0,0,0,1,49.454
1,0,0,1,0,0,0,1,0,0,1,1,0,0,64.513
0,0,0,1,1,0,1,1,1,0,1,1,0,1,66.399
1,1,0,1,0,0,1,0,0,1,1,0,1,0,60.522
0,0,0,1,0,1,0,1,1,0,1,1,0,1,58.87
1,1,1,0,0,1,1,1,1,1,0,1,1,0,63.333
0,1,0,0,0,1,1,1,0,1,1,0,1,0,54.583
1,1,0,0,0,0,1,1,1,1,1,1,0,1,63.993
1,0,0,1,1,1,1,1,1,0,0,0,1,1,58.519
1,1,0,0,1,0,0,0,0,1,0,0,1,1,59.475
1,0,0,1,1,1,1,1,1,1,1,1,0,1,69.638
1,1,0,0,0,1,0,0,1,1,1,0,1,1,54.337
1,0,1,1,1,0,1,0,0,0,0,1,1,1,69.547
1,1,1,1,1,1,0,0,0,1,1,0,0,0,58.278
0,1,1,1,1,1,0,0,0,1,0,1,1,1,47.918
0,0,1,1,1,1,1,1,1,0,0,0,1,0,56.481
1,0,1,1,1,1,0,1,0,1,1,0,1,0,49.612
0,1,0,1,1,0,0,1,1,0,0,1,0,0,55.46
1,1,0,0,0,1,1,1,1,0,0,0,0,1,50.913
0,0,0,1,1,1,0,1,0,1,0,1,0,1,55.38
0,1,1,1,0,0,1,1,1,1,1,0,0,1,63.231
1,1,1,1,1,1,1,1,1,1,1,1,0,1,67.215
1,1,0,1,1,1,0,0,1,1,1,0,0,0,49.383
0,1,0,1,0,0,1,1,0,1,0,0,0,1,60.646
0,0,1,0,0,0,1,0,0,0,0,1,0,1,61.604
0,1,0,0,1,0,0,1,0,1,0,1,1,0,67.08
0,0,1,0,1,1,1,1,0,0,0,0,1,1,56.966
0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.118
0,0,0,0,0,0,1,1,1,1,0,0,1,0,54.602
1,1,1,1,1,0,1,0,1,0,1,0,0,0,56.448
0,0,1,0,1,1,0,1,0,0,0,0,1,1,59.536
0,0,1,0,0,1,0,0,1,0,0,1,1,0,73.952
1,0,0,0,1,0,0,1,1,0,1,1,1,0,64.591
1,0,0,1,1,0,0,0,0,0,1,0,0,1,52.962
0,0,0,1,0,1,1,0,0,1,0,0,0,0,65.599
0,1,1,1,0,0,0,0,0,1,0,1,0,0,64.844
0,1,1,1,1,0,1,1,1,0,1,0,1,0,54.826
1,0,1,0,0,1,1,0,0,0,0,0,0,0,63.623
1,0,0,0,1,0,0,1,1,1,0,1,1,0,64.655
0,1,1,0,0,0,1,0,0,0,1,1,0,1,54.49
1,0,1,0,1,1,1,0,0,1,1,0,0,0,52.942
1,0,0,1,0,0,1,0,0,1,1,1,0,1,68.416
1,0,0,0,0,0,1,1,1,0,1,0,1,0,49.143
1,1,0,0,0,0,0,1,0,0,1,1,1,0,54.963
0,1,1,1,0,0,1,1,0,1,1,1,1,0,54.405
1,1,0,1,1,0,0,1,0,0,1,1,0,0,64.25
1,1,0,1,0,0,1,0,0,1,1,1,1,1,53.673
0,1,0,0,0,1,0,1,0,1,1,1,1,0,47.687
0,1,1,1,1,0,0,1,0,1,1,0,1,1,64.839
0,0,0,0,0,0,1,0,1,0,1,0,1,1,50.735
0,1,1,1,1,0,0,0,1,0,0,0,0,0,49.705
0,1,1,1,1,1,1,1,0,0,1,0,1,1,61.804
0,1,0,0,1,0,0,1,0,1,0,0,1,1,64.41
1,0,1,0,0,0,0,1,0,0,1,1,0,0,55.022
1,1,0,0,1,0,0,1,0,0,0,0,1,0,52.354
0,1,0,0,1,1,1,0,1,0,1,1,1,1,61.138
1,1,1,0,0,1,0,1,1,0,1,0,0,1,61.821
1,0,0,0,0,0,1,0,1,1,1,0,1,1,53.455
1,0,0,1,1,0,1,1,1,1,1,1,1,1,58.475
1,1,0,1,1,1,0,0,1,1,0,1,0,0,70.047
0,1,1,1,0,0,1,1,1,1,1,0,0,0,49.924
0,0,0,1,0,1,0,1,0,0,1,0,0,0,57.496
1,0,1,0,0,1,1,0,0,1,1,1,1,0,61.721
0,1,1,0,0,0,0,1,1,1,0,0,1,0,58.985
1,0,0,1,0,1,1,0,0,1,1,1,1,1,53.638
1,0,1,0,1,0,0,0,1,1,1,0,1,0,52.544
1,0,1,1,1,1,1,0,0,1,1,1,1,0,65.92
0,1,1,0,1,1,1,1,0,1,0,1,0,0,64.589
0,0,1,0,0,0,0,0,1,0,1,1,0,1,59.606
0,1,1,1,0,0,0,0,0,0,0,1,0,1,68.788
0,0,1,1,0,0,1,0,0,1,0,0,1,0,58.097
0,1,1,0,0,1,1,0,0,1,0,1,0,0,42.928
0,1,0,1,0,0,0,1,0,0,1,1,0,0,64.473
0,0,1,1,0,1,0,1,0,1,0,1,1,1,69.373
1,1,0,0,0,0,1,1,0,1,1,1,1,0,66.251
0,1,1,1,1,0,1,1,1,1,0,0,0,0,58.076
0,1,0,0,0,0,1,0,0,1,1,0,0,0,60.408
1,0,1,0,0,1,0,1,0,0,1,1,1,0,56.297
0,0,1,1,0,1,1,1,0,1,0,0,0,1,68.568
0,0,1,1,0,1,1,0,0,0,0,1,0,0,57.648
1,1,0,1,1,1,1,0,1,1,0,0,0,0,53.544
1,1,0,0,0,0,0,1,0,1,0,1,1,0,58.041
0,0,1,0,0,0,1,0,1,0,0,1,1,0,71.761
0,0,0,0,1,0,0,1,0,1,1,1,1,1,66.68
0,1,0,1,1,1,0,1,0,0,0,1,1,1,54.603
1,0,0,0,1,0,0,0,0,1,0,1,1,1,73.061
1,0,1,1,0,0,0,1,1,0,1,0,1,0,55.497
0,0,1,0,1,1,1,1,0,0,0,0,0,1,52.59
1,0,0,0,0,1,0,0,1,0,0,1,1,0,64.011
1,0,0,0,1,1,1,1,0,1,0,0,0,1,64.388
0,1,1,1,0,0,0,0,0,0,0,0,1,1,64.732
1,1,0,1,0,1,0,1,1,1,0,0,0,0,51.817
0,1,1,1,0,0,0,1,1,1,0,0,0,0,51.98
0,1,1,1,1,1,0,0,1,1,1,1,1,1,74.633
1,0,0,0,0,0,0,0,0,0,1,0,1,0,59.864
0,1,0,1,0,0,0,1,1,1,0,1,0,0,66.678
0,1,0,0,0,0,1,1,1,1,1,0,0,1,56.897
